incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2021-06-15 04:00:00,2021-06-15,04:00:00,2021,Tuesday,2021-06-15 16:26:00,104065106244,1040651,216074417,212450789,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Willard St , Carl St",26309000,Park,Inner sunset,8,5,37.7652329257751,-122.45440402369178
2019-11-10 06:13:00,2019-11-10,06:13:00,2019,Sunday,2019-11-10 07:15:00,86855719010,868557,190850359,193140605,II,Initial,True,19010,Disorderly Conduct,Disorderly Conduct,"Public Nuisance, Committing",Cite or Arrest Adult,"Olive St , Polk St",25180000,Northern,Tenderloin,5,6,37.78450012207031,-122.4194564819336
2021-07-13 10:10:00,2021-07-13,10:10:00,2021,Tuesday,2021-07-13 10:49:00,105006106244,1050061,210441701,211941187,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Marina Blvd , Lyon St",33625000,Northern,Presidio,2,2,37.80472422408812,-122.44827914652448
2021-09-05 16:30:00,2021-09-05,16:30:00,2021,Sunday,2021-09-05 16:34:00,106737826170,1067378,210572663,212482296,II,Initial,True,26170,Other Miscellaneous,Other,Probation Violation,Open or Active,"Market St , Powell St",34016000,Tenderloin,Fitenderloincial district/south beach,6,3,37.784560141211806,-122.40733704162238
2023-08-20 08:10:00,2023-08-20,08:10:00,2023,Sunday,2023-08-20 08:10:00,130972809024,1309728,230591881,232320677,II,Initial,True,9024,Fraud,Fraud,"Fraudulent Game or Trick, Obtaining Money or Property",Open or Active,"Bay St , Van Ness Ave",26705000,Northern,Russian hill,2,2,37.80414581298828,-122.42510986328124
2021-09-16 17:20:00,2021-09-16,17:20:00,2021,Thursday,2021-10-08 10:43:00,107855606362,1078556,210656110,212811150,II,Initial,True,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Open or Active,"20th Ave , Winston Dr",33719000,Taraval,Lakeshore,7,7,37.72694991292525,-122.47603947349434
2019-06-26 15:10:00,2019-06-26,15:10:00,2019,Wednesday,2019-06-26 20:02:00,81698006244,816980,196125455,212450789,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Diamond St , Kern St",21939000,Ingleside,Glen park,8,8,37.73389053344727,-122.43405151367188
2021-06-06 23:20:00,2021-06-06,23:20:00,2021,Sunday,2021-06-07 00:07:00,103773004170,1037730,210352277,211580012,II,Initial,True,4170,Assault,Simple Assault,False Imprisonment,Open or Active,"21st Ave , Geary Blvd",27537000,Richmond,Outer richmond,1,1,37.78028023726124,-122.4804506292848
2021-07-25 04:40:00,2021-07-25,04:40:00,2021,Sunday,2021-07-25 05:00:00,105362405011,1053624,210469446,212060430,II,Initial,True,5011,Burglary,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",Open or Active,"28th Ave , Clement St",27841000,Richmond,Outer richmond,1,1,37.7818744977251,-122.48808502002684
2023-04-29 06:18:00,2023-04-29,06:18:00,2023,Saturday,2023-04-29 06:18:00,127109305151,1271093,230297324,231190473,II,Initial,True,5151,Burglary,Burglary - Other,"Burglary, Non-residential, Forcible Entry",Open or Active,"Ellis St , Jones St",24936000,Tenderloin,Tenderloin,5,6,37.78486633300781,-122.41278076171876
