incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2018-08-13 16:35:00,2018-08-13,16:35:00,2018,Monday,2018-08-13 16:39:00,70244368020,702443,180607392,182252596,II,Initial,True,68020,Miscellaneous Investigation,Miscellaneous Investigation,Miscellaneous Investigation,Open or Active,"Folsom St , Langton St",24274000,Southern,South of market,6,6,37.77631759643555,-122.40837860107422
2018-07-28 23:30:00,2018-07-28,23:30:00,2018,Saturday,2018-07-29 21:41:00,69709106374,697091,186172331,181742090,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Fern St , Polk St",25209000,Northern,Nob hill,3,3,37.78822326660156,-122.4202117919922
2018-05-02 19:30:00,2018-05-02,19:30:00,2018,Wednesday,2018-05-02 22:10:00,66367206244,663672,180326978,181224515,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"34th Ave , Geary Blvd",27857000,Richmond,Outer richmond,1,1,37.7796516418457,-122.49437713623048
2022-05-07 03:33:00,2022-05-07,03:33:00,2022,Saturday,2022-05-07 08:47:00,114814107026,1148141,220298887,221270768,VI,Vehicle Initial,True,7026,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",Open or Active,"Broderick St , Jackson St",26861000,Richmond,Pacific heights,2,2,37.79141616821289,-122.4428253173828
2022-07-07 06:40:00,2022-07-07,06:40:00,2022,Thursday,2022-07-07 16:20:00,116834807023,1168348,220447448,221882260,VI,Vehicle Initial,True,7023,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Motorcycle",Open or Active,"Holladay Ave , Peralta Ave",20833000,Bayview,Bernal heights,9,9,37.74822235107422,-122.40493774414062
2018-03-26 08:24:00,2018-03-26,08:24:00,2018,Monday,2018-03-26 08:24:00,64973106240,649731,180224253,180850787,II,Initial,True,6240,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, Att.",Open or Active,"17th St , Valencia St",24174000,Mission,Mission,9,9,37.76329803466797,-122.4217300415039
2022-02-15 12:00:00,2022-02-15,12:00:00,2022,Tuesday,2022-02-17 21:30:00,112286805011,1122868,220110855,220482107,II,Initial,True,5011,Burglary,Burglary - Residential,"Burglary, Apartment House, Forcible Entry",Open or Active,"Clay St , Leavenworth St",25249000,Central,Nob hill,3,3,37.79301452636719,-122.4161148071289
2018-01-23 20:20:00,2018-01-23,20:20:00,2018,Tuesday,2018-01-23 21:01:00,62740706244,627407,186019197,181742090,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Laguna St , Marina Blvd",26759000,Northern,Marina,2,2,37.8051986694336,-122.43209075927734
2018-04-16 10:27:00,2018-04-16,10:27:00,2018,Monday,2018-04-16 10:27:00,65748264002,657482,180280813,181061278,II,Initial,True,64002,Civil Sidewalks,Other,"Civil Sidewalks, Citation",Cite or Arrest Adult,"Haight St , Masonic Ave",26342000,Park,Haight ashbury,5,5,37.77021026611328,-122.44534301757812
2018-05-08 15:28:00,2018-05-08,15:28:00,2018,Tuesday,2018-05-08 15:28:00,66603104136,666031,180342617,181282685,II,Initial,True,4136,Assault,Simple Assault,Battery with Serious Injuries,Open or Active,"Girard St , Silver Ave",33313000,Bayview,Portola,9,9,37.73213958740234,-122.40657806396484
2018-06-12 01:35:00,2018-06-12,01:35:00,2018,Tuesday,2018-06-12 15:40:00,67859509320,678595,180436298,181632486,II,Initial,True,9320,Fraud,Fraud,"Access Card, incl. Credit, Phone, ATM, Fraudulent Use of",Open or Active,"41st Ave , Rivera St",23470000,Taraval,Sunset/parkside,4,4,37.7457389831543,-122.49952697753906
2022-10-17 07:00:00,2022-10-17,07:00:00,2022,Monday,2022-10-17 21:43:00,120585028150,1205850,226196227,181742090,II,Coplogic Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,"Fillmore St , Sacramento St",26639000,Northern,Pacific heights,2,2,37.78983688354492,-122.43402862548828
2023-02-16 05:40:00,2023-02-16,05:40:00,2023,Thursday,2023-02-17 07:12:00,124552907025,1245529,230117089,230480486,VI,Vehicle Initial,True,7025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,"Bay Shore Blvd , Paul Ave",20574000,Bayview,Bayview hunters point,9,10,37.72361755371094,-122.40078735351562
2022-06-04 19:50:00,2022-06-04,19:50:00,2022,Saturday,2022-06-04 20:51:00,115759806242,1157598,220367335,221552820,II,Initial,True,6242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,"Leavenworth St , Lombard St",25530000,Central,Russian hill,3,2,37.80220031738281,-122.41796875
2018-04-01 14:00:00,2018-04-01,14:00:00,2018,Sunday,2018-05-22 16:33:00,67141906372,671419,186115795,181742090,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,"19th Ave , Buckingham Way",23068000,Out of SF,Lakeshore,7,7,37.72569274902344,-122.47510528564452
2018-08-15 16:25:00,2018-08-15,16:25:00,2018,Wednesday,2018-08-15 16:38:00,70320764020,703207,180613543,182272788,II,Initial,True,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,"Delano Ave , Nahua Ave",22166000,Ingleside,Outer mission,11,11,37.7171630859375,-122.44694519042967
2018-09-01 20:00:00,2018-09-01,20:00:00,2018,Saturday,2018-09-03 16:46:00,71074606374,710746,186201203,181742090,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Bonita St , Polk St",25318000,Northern,Russian hill,3,3,37.79737091064453,-122.42205810546876
2023-02-10 00:00:00,2023-02-10,00:00:00,2023,Friday,2023-02-12 17:32:00,124391207041,1243912,230099619,230411842,IS,Initial Supplement,True,7041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,"Fell St , Steiner St",26038000,Northern,Hayes valley,5,5,37.77469253540039,-122.43264770507812
2018-03-11 13:04:00,2018-03-11,13:04:00,2018,Sunday,2018-03-11 13:04:00,64469715200,644697,180186114,180701381,II,Initial,True,15200,Offences Against The Family And Children,Other,Domestic Violence (secondary only),Cite or Arrest Adult,"17th St , Noe St",25803000,Mission,Castro/upper market,8,8,37.76261901855469,-122.43295288085938
2018-07-19 00:16:00,2018-07-19,00:16:00,2018,Thursday,2018-07-19 00:16:00,69222013060,692220,180535884,182000032,II,Initial,True,13060,Prostitution,Prostitution,Solicits For Act Of Prostitution,Cite or Arrest Adult,"19th St , Shotwell St",24125000,Mission,Mission,9,9,37.76043319702149,-122.41593170166016
2018-08-28 14:20:00,2018-08-28,14:20:00,2018,Tuesday,2018-08-28 14:29:00,70825406152,708254,180650006,182402263,II,Initial,True,6152,Larceny Theft,Larceny Theft - Other,"Theft, From Person, $50-$200 (other than Pickpocket)",Open or Active,"Haight St , Webster St",25898000,Northern,Hayes valley,5,5,37.77231597900391,-122.42880249023438
2018-07-21 10:40:00,2018-07-21,10:40:00,2018,Saturday,2018-07-22 10:25:00,69669406374,696694,186170802,181742090,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Leavenworth St , United Nations Plz",24925500,Southern,Mission,6,6,37.768982119479425,-122.42286013748686
2022-01-28 15:44:00,2022-01-28,15:44:00,2022,Friday,2022-01-28 15:44:00,111616463010,1116164,220062698,220282142,II,Initial,True,63010,Warrant,Other,"Warrant Arrest, Local SF Warrant",Cite or Arrest Adult,"Bay St , Kearny St",25384000,Central,North beach,3,3,37.806427001953125,-122.40714263916016
2018-05-15 04:39:00,2018-05-15,04:39:00,2018,Tuesday,2018-05-15 04:45:00,66842504012,668425,180360976,181350326,II,Initial,True,4012,Assault,Aggravated Assault,"Assault, Aggravated, W/ Knife",Open or Active,"Chesley St , Harrison St",24252000,Southern,South of market,6,6,37.77463912963867,-122.40740203857422
2018-01-31 10:30:00,2018-01-31,10:30:00,2018,Wednesday,2018-01-31 14:47:00,63049574000,630495,180083479,180312319,II,Initial,True,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,"07th Ave , Judah St",27143000,Park,Inner sunset,7,5,37.76226806640625,-122.46404266357422
