incident_datetime,incident_date,incident_time,incident_year,incident_day_of_week,report_datetime,row_id,incident_id,incident_number,computer_aided_dispatch_number,report_type_code,report_type_description,is_filed_online,incident_code,incident_category,incident_subcategory,incident_description,resolution,intersection,centerline_node_network,police_district,analysis_neighborhood,supervisor_district,supervisor_district_2012,latitude,longitude
2019-10-19 18:58:00,2019-10-19,18:58:00,2019,Saturday,2019-10-20 18:39:00,86069006221,860690,190792074,192931967,II,Initial,True,6221,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, <$50",Open or Active,"Peabody St , Visitacion Ave",20344000,Ingleside,Visitacion valley,10,10,37.71118927001953,-122.40701293945312
2019-04-28 10:00:00,2019-04-28,10:00:00,2019,Sunday,2019-04-29 06:08:00,79556271000,795562,190303596,191190448,II,Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"Eddy St , Jones St",24929000,Tenderloin,Tenderloin,5,6,37.78393173217773,-122.41259765625
2019-07-21 08:20:00,2019-07-21,08:20:00,2019,Sunday,2019-07-21 08:45:00,82498904013,824989,190527702,192020972,II,Initial,True,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,"07th St , Mission St",24315000,Tenderloin,South of market,6,6,37.77921295166016,-122.4109344482422
2022-10-13 22:00:00,2022-10-13,22:00:00,2022,Thursday,2022-10-13 23:59:00,120447106244,1204471,220705337,222671728,IS,Coplogic Supplement,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Fillmore St , Post St",26592000,Northern,Japantown,5,5,37.78515093922473,-122.43308339913544
2019-06-02 18:48:00,2019-06-02,18:48:00,2019,Sunday,2019-06-02 19:00:00,80746216650,807462,190396585,191533003,II,Initial,True,16650,Drug Offense,Drug Violation,Methamphetamine Offense,Cite or Arrest Adult,"14th St , Stevenson St",24381000,Mission,Mission,9,9,37.7681884765625,-122.4213638305664
2023-01-06 16:24:00,2023-01-06,16:24:00,2023,Friday,2023-01-06 19:34:00,123194171012,1231941,230011174,222671728,VS,Vehicle Supplement,True,71012,Other Offenses,Other Offenses,"License Plate, Recovered",Open or Active,"Boutwell St , Industrial St , Loomis St",20779000,Bayview,Bayview hunters point,10,10,37.73832136115452,-122.40564673809936
2022-10-26 19:15:00,2022-10-26,19:15:00,2022,Wednesday,2022-10-26 23:27:00,120852506244,1208525,220738792,222993639,II,Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Beach St , Hyde St",30766000,Central,Russian hill,2,2,37.80665773234824,-122.42055996630992
2019-07-03 12:00:00,2019-07-03,12:00:00,2019,Wednesday,2019-07-08 16:07:00,82128506374,821285,196136797,222671728,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,"Eddy St , Jones St",24924000,Out of SF,Mission,6,6,37.76914849405797,-122.42413361497499
2018-05-09 17:30:00,2018-05-09,17:30:00,2018,Wednesday,2018-05-12 14:30:00,66759171013,667591,180354242,181322203,VI,Vehicle Initial,True,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,"Lathrop Ave , Wheeler Ave",20284000,Bayview,Bayview hunters point,10,10,37.71086502075195,-122.40028381347656
2023-01-12 03:59:00,2023-01-12,03:59:00,2023,Thursday,2023-01-12 03:59:00,123363605051,1233636,230025943,230120263,II,Initial,True,5051,Burglary,Burglary - Commercial,"Burglary, Store, Forcible Entry",Open or Active,"24th St , York St",23957000,Mission,Mission,9,9,37.75285240350464,-122.40818896891844
2019-05-26 03:50:00,2019-05-26,03:50:00,2019,Sunday,2019-05-28 13:40:00,80566328092,805663,190382255,191482177,II,Initial,True,28092,Malicious Mischief,Vandalism,"Malicious Mischief, Adult Suspect",Cite or Arrest Adult,"Elwood St , Mason St",24915000,Tenderloin,Tenderloin,3,3,37.786659240722656,-122.40977478027344
2025-02-23 22:00:00,2025-02-23,22:00:00,2025,Sunday,2025-03-11 13:54:00,146805764070,1468057,250140173,250701794,II,Initial,True,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,"11th St , Harrison St",24229000,Southern,Mission,6,6,37.7706298828125,-122.41248321533205
2019-10-12 00:00:00,2019-10-12,00:00:00,2019,Saturday,2019-10-16 13:44:00,85962171000,859621,196220845,222671728,II,Coplogic Initial,True,71000,Lost Property,Lost Property,Lost Property,Open or Active,"Eddy St , Jones St",24924000,Central,Mission,6,6,37.76914849405797,-122.42413361497499
2019-10-17 08:20:00,2019-10-17,08:20:00,2019,Thursday,2019-10-17 10:20:00,85940428161,859404,190782291,192901359,II,Initial,True,28161,Malicious Mischief,Vandalism,"Malicious Mischief, Tire Slashing",Open or Active,"Seymour St , Turk St",26078000,Northern,Western addition,5,5,37.77976608276367,-122.43789672851562
2022-09-17 00:00:00,2022-09-17,00:00:00,2022,Saturday,2023-03-10 14:45:00,125260609320,1252606,230170708,230692155,II,Initial,True,9320,Fraud,Fraud,"Access Card, incl. Credit, Phone, ATM, Fraudulent Use of",Open or Active,"Jamestown Ave , Coronado St",20434000,Bayview,Bayview hunters point,10,10,37.716921904910656,-122.39072310643704
2019-04-22 09:00:00,2019-04-22,09:00:00,2019,Monday,2019-04-23 15:58:00,79355774000,793557,190289485,191132659,II,Initial,True,74000,Missing Person,Missing Adult,Missing Adult,Open or Active,"Grove St , Shrader St",26439000,Park,Lone mountain/usf,5,5,37.77404022216797,-122.45281219482422
2019-10-26 08:34:00,2019-10-26,08:34:00,2019,Saturday,2019-10-26 08:39:00,86296906224,862969,190808621,192991057,II,Initial,True,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,"Folsom St , Grote Pl",24501000,Southern,Fimissioncial district/south beach,6,6,37.7877082824707,-122.39395904541016
2022-11-29 07:00:00,2022-11-29,07:00:00,2022,Tuesday,2022-11-29 19:19:00,121983506244,1219835,226228193,222671728,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"South Van Ness Ave , Erie St",24344000,Mission,Mission,9,9,37.7691985467523,-122.4177829388001
2022-09-19 12:00:00,2022-09-19,12:00:00,2022,Monday,2022-09-22 12:38:00,119602671013,1196026,220648141,222651575,VI,Vehicle Initial,True,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,"Polk St , Eddy St",25176000,Tenderloin,Tenderloin,5,6,37.78310139923345,-122.41918170505188
2022-10-24 19:00:00,2022-10-24,19:00:00,2022,Monday,2022-10-25 00:09:00,120867606244,1208676,226201989,222671728,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Jessie East St , Mission St",35047000,Southern,South of market,6,6,37.78400661242004,-122.40486479517745
2018-04-05 08:34:00,2018-04-05,08:34:00,2018,Thursday,2018-04-05 09:02:00,65357968060,653579,180251375,180950827,IS,Initial Supplement,True,68060,Traffic Collision,Traffic Collision - Hit & Run,"Traffic Collision, Hit & Run, Property Damage",Open or Active,"Mission St , Valencia St",21338000,Ingleside,Bernal heights,9,9,37.74538803100586,-122.4200210571289
2022-09-30 20:00:00,2022-09-30,20:00:00,2022,Friday,2022-10-01 11:02:00,120405306244,1204053,226192338,222671728,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,"Main St , Bryant St",33776000,Southern,Fimissioncial district/south beach,6,6,37.78689867924955,-122.38877943718776
2018-01-27 02:30:00,2018-01-27,02:30:00,2018,Saturday,2018-01-27 03:14:00,62855528150,628555,180070915,180270367,II,Initial,True,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,"16th St , Caledonia St",24184000,Mission,Mission,9,9,37.76494598388672,-122.42137908935548
2019-09-03 17:46:00,2019-09-03,17:46:00,2019,Tuesday,2019-09-03 17:52:00,84240903044,842409,190656759,192463541,II,Initial,True,3044,Robbery,Robbery - Commercial,"Robbery, Chain Store, W/ Force",Open or Active,"24th St , Osage Aly",24089000,Mission,Mission,9,9,37.75220489501953,-122.41901397705078
2022-12-01 12:00:00,2022-12-01,12:00:00,2022,Thursday,2022-12-01 12:00:00,122025975000,1220259,220704925,223351359,IS,Initial Supplement,True,75000,Missing Person,Missing Person,Found Person,Open or Active,"Geary St , Taylor St",24941000,Central,Tenderloin,3,3,37.78693970570657,-122.41151576847024
2019-05-03 15:25:00,2019-05-03,15:25:00,2019,Friday,2019-05-03 15:35:00,79717704014,797177,190315591,191232286,II,Initial,True,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,"33rd Ave , Geary Blvd",27854000,Richmond,Outer richmond,1,1,37.77968978881836,-122.49329376220705
2022-09-03 19:21:00,2022-09-03,19:21:00,2022,Saturday,2022-09-03 19:21:00,118893965050,1188939,220598364,222462638,II,Initial,True,65050,Other Miscellaneous,Other,Driving While Under The Influence Of Alcohol,Cite or Arrest Adult,"22nd St , Mission St",24111000,Mission,Mission,9,9,37.75543693568604,-122.41874757531652
2023-02-05 08:00:00,2023-02-05,08:00:00,2023,Sunday,2023-02-05 13:48:00,124178528160,1241785,230087147,230361670,II,Initial,True,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,"San Bruno Ave , Olmstead St",20576000,Bayview,Portola,10,9,37.7228323842546,-122.40161258024654
2019-09-21 13:00:00,2019-09-21,13:00:00,2019,Saturday,2019-09-22 09:24:00,84962327195,849623,190709217,192650723,II,Initial,True,27195,Other Miscellaneous,Trespass,Trespassing,Open or Active,"Jennings Ct , Meade Ave",33224000,Bayview,Bayview hunters point,10,10,37.71751022338867,-122.3967742919922
