"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2018-04-03T15:00:00.000","2018-04-03T00:00:00.000","15:00","2018","Tuesday","2018-04-04T20:36:00.000","65341174000","653411","180250587","180943722","II","Initial",,"74000","Missing Person","Missing Adult","Missing Adult","Open or Active","RIDGE LN \ MAJESTIC AVE","22183000","Taraval","Oceanview/Merced/Ingleside","11","11","37.718360305587325","-122.45073700258953","POINT (-122.45073700258953 37.718360305587325)","81",,,,,,"1","10"
"2019-08-13T01:00:00.000","2019-08-13T00:00:00.000","01:00","2019","Tuesday","2019-08-13T10:40:00.000","83396106244","833961","190593515","192251392","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","LINDEN ST \ OCTAVIA ST","25926000","Northern","Hayes Valley","5","5","37.77620315551758","-122.42456817626953","POINT (-122.42456817626953 37.77620315551758)","22",,,,,,"11","4"
"2019-07-24T18:12:00.000","2019-07-24T00:00:00.000","18:12","2019","Wednesday","2019-07-24T18:12:00.000","82624465016","826244","190538113","192053372","II","Initial",,"65016","Other Miscellaneous","Other","Driving, License Suspended or Revoked","Open or Active","EDDY ST \ JONES ST","24929000","Tenderloin","Tenderloin","5","6","37.783931732177734","-122.41259765625","POINT (-122.41259765625 37.783931732177734)","20",,"1","1",,,"10","5"
"2018-05-21T16:00:00.000","2018-05-21T00:00:00.000","16:00","2018","Monday","2018-05-27T15:23:00.000","67357606240","673576","186115472",,"IS","Coplogic Supplement","true","06240","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, Att.","Open or Active","STOCKTON ST \ BAY ST","25410000","Central","North Beach","3","3","37.8060277166905","-122.41031084283831","POINT (-122.41031084283831 37.8060277166905)","106",,,,,,"3","6"
"2019-09-13T09:20:00.000","2019-09-13T00:00:00.000","09:20","2019","Friday","2019-09-13T09:20:00.000","84625127199","846251","190683401","192561174","II","Initial",,"27199","Other Miscellaneous","Loitering","Lodging Without Permission","Open or Active","POLK ST \ UNION ST","25563000","Northern","Russian Hill","3","2","37.798763275146484","-122.4223403930664","POINT (-122.4223403930664 37.798763275146484)","107",,,,,,"6","4"
"2019-08-24T03:34:00.000","2019-08-24T00:00:00.000","03:34","2019","Saturday","2019-08-24T03:39:00.000","83839103473","838391","190626122","192360455","II","Initial",,"03473","Robbery","Robbery - Other","Robbery, Att., W/ Other Weapon","Open or Active","BANCROFT AVE \ KEITH ST","20487000","Bayview","Bayview Hunters Point","10","10","37.72560501098633","-122.39279174804688","POINT (-122.39279174804688 37.72560501098633)","86",,,,,,"9","2"
"2018-04-18T20:50:00.000","2018-04-18T00:00:00.000","20:50","2018","Wednesday","2018-04-18T20:50:00.000","65857127170","658571","180288168","181083965","II","Initial",,"27170","Other Miscellaneous","Other","Resisting, Delaying, or Obstructing  Peace Officer Duties","Open or Active","ANDOVER ST \ HIGHLAND AVE","21202000","Ingleside","Bernal Heights","9","9","37.737037437400915","-122.41663138424813","POINT (-122.41663138424813 37.737037437400915)",,,,,,,"2","9"
"2018-04-16T21:30:00.000","2018-04-16T00:00:00.000","21:30","2018","Monday","2018-05-07T11:33:00.000","66556909024","665569","180339034","181271641","II","Initial",,"09024","Fraud","Fraud","Fraudulent Game or Trick, Obtaining Money or Property","Open or Active","MYRTLE ST \ LARKIN ST","25171000","Tenderloin","Tenderloin","5","6","37.785641708798344","-122.41799627043912","POINT (-122.41799627043912 37.785641708798344)","20",,"1",,,,"10","5"
"2019-03-22T22:00:00.000","2019-03-22T00:00:00.000","22:00","2019","Friday","2019-03-23T07:22:00.000","78273306244","782733","190206558","190820594","IS","Initial Supplement",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","BATTERY ST \ WASHINGTON ST","24695000","Central","Financial District/South Beach","3","3","37.795875549316406","-122.40048217773438","POINT (-122.40048217773438 37.795875549316406)","77",,,,,,"3","6"
"2018-07-22T19:21:00.000","2018-07-22T00:00:00.000","19:21","2018","Sunday","2018-07-22T19:21:00.000","69365705014","693657","180545833","182033002","II","Initial",,"05014","Larceny Theft","Theft From Vehicle","Burglary, Vehicle (Arrest made)","Cite or Arrest Adult","WASHINGTON ST \ DRUMM ST","24571000","Central","Financial District/South Beach","3","3","37.796346859010335","-122.39695784020824","POINT (-122.39695784020824 37.796346859010335)","77",,,,"4",,"3","6"
