"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2018-06-13T12:00:00.000","2018-06-13T00:00:00.000","12:00","2018","Wednesday","2018-06-25T23:04:00.000","68388106374","683881","186140968",,"II","Coplogic Initial","true","06374","Larceny Theft","Larceny Theft - Other","Theft, Other Property, >$950","Open or Active",,,"Taraval",,,,,,,,,,,,,,
"2021-09-28T20:00:00.000","2021-09-28T00:00:00.000","20:00","2021","Tuesday","2021-09-30T09:41:00.000","107641306244","1076413","216140660",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Central",,,,,,,,,,,,,,
"2018-04-28T11:30:00.000","2018-04-28T00:00:00.000","11:30","2018","Saturday","2018-04-28T20:38:00.000","66264306244","662643","186095943",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Out of SF",,,,,,,,,,,,,,
"2021-05-19T14:38:00.000","2021-05-19T00:00:00.000","14:38","2021","Wednesday","2021-05-19T17:22:00.000","103246512161","1032465","210308167","211392292","II","Initial",,"12161","Weapons Carrying Etc","Weapons Offense","Weapon, Possessing in Public Building or Open Meeting","Cite or Arrest Adult","LARKIN ST \ GOLDEN GATE AVE","24440000","Northern","Tenderloin","5","6","37.78144749392477","-122.41714561338313","POINT (-122.41714561338313 37.78144749392477)","21",,"1","1","1",,"10","5"
"2019-01-23T02:00:00.000","2019-01-23T00:00:00.000","02:00","2019","Wednesday","2019-01-23T13:08:00.000","76467406244","764674","196019961",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Tenderloin",,,,,,,,,,,,,,
"2021-07-29T23:30:00.000","2021-07-29T00:00:00.000","23:30","2021","Thursday","2021-08-02T16:19:00.000","105960228150","1059602","216109014",,"II","Coplogic Initial","true","28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","WALLER ST \ PIERCE ST","25996000","Park","Haight Ashbury","5","5","37.770755230744996","-122.43354716119964","POINT (-122.43354716119964 37.770755230744996)","28",,,,,,"11","7"
"2021-10-05T00:40:00.000","2021-10-05T00:00:00.000","00:40","2021","Tuesday","2021-10-05T00:40:00.000","107724063010","1077240","210646183","212772479","IS","Initial Supplement",,"63010","Warrant","Other","Warrant Arrest, Local SF Warrant","Cite or Arrest Adult","MISSION ST \ 09TH ST","24313000","Southern","South of Market","6","6","37.77623051953945","-122.41471100473302","POINT (-122.41471100473302 37.77623051953945)","32",,"1","1","1",,"10","1"
"2021-09-17T17:00:00.000","2021-09-17T00:00:00.000","17:00","2021","Friday","2021-10-01T11:37:00.000","107735606362","1077356","210638174","212741315","II","Initial",,"06362","Larceny Theft","Larceny Theft - Shoplifting","Theft, Shoplifting, $50-$200","Open or Active","04TH ST \ MINNA ST","24631000","Southern","Financial District/South Beach","6","6","37.78404443715923","-122.40371175457705","POINT (-122.40371175457705 37.78404443715923)","32",,,,,,"10","1"
"2018-09-07T23:00:00.000","2018-09-07T00:00:00.000","23:00","2018","Friday","2018-09-08T08:34:00.000","71427206244","714272","186208704",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Richmond",,,,,,,,,,,,,,
"2021-05-16T18:00:00.000","2021-05-16T00:00:00.000","18:00","2021","Sunday","2021-05-17T09:22:00.000","103084906241","1030849","210302084","211370844","II","Initial",,"06241","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, <$50","Open or Active","VAN DYKE AVE \ LANE ST","20505000","Bayview","Bayview Hunters Point","10","10","37.72915975311489","-122.39241507518486","POINT (-122.39241507518486 37.72915975311489)","86",,,,,,"9","2"
"2021-08-06T23:52:00.000","2021-08-06T00:00:00.000","23:52","2021","Friday","2021-08-06T23:53:00.000","105874803471","1058748","210500363",,"IS","Initial Supplement",,"03471","Robbery","Robbery - Other","Robbery, Att., W/ Gun","Open or Active","22ND ST \ CAPP ST","24082000","Mission","Mission","9","9","37.75550249751555","-122.417658993747","POINT (-122.417658993747 37.75550249751555)","53",,,,"3",,"2","3"
