"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2020-06-23T22:00:00.000","2020-06-23T00:00:00.000","22:00","2020","Tuesday","2020-06-24T03:01:00.000","93789926063","937899","200377962","201760204","II","Initial",,"26063","Other Miscellaneous","Other","Dissuading Witness, Victim","Open or Active","INGALLS ST \ QUESADA AVE","20135000","Bayview","Bayview Hunters Point","10","10","37.72911071777344","-122.38399505615234","POINT (-122.38399505615234 37.72911071777344)","86",,,,,,"9","2"
"2020-06-13T23:00:00.000","2020-06-13T00:00:00.000","23:00","2020","Saturday","2020-06-14T06:59:00.000","93614006224","936140","206094168",,"II","Coplogic Initial","true","06224","Larceny Theft","Larceny - From Vehicle","Theft, From Unlocked Vehicle, >$950","Open or Active","INGALLS ST \ SHAFTER AVE","20124000","Bayview","Bayview Hunters Point","10","10","37.72785949707031","-122.38511657714844","POINT (-122.38511657714844 37.72785949707031)","78",,,,,,"9","2"
"2021-09-29T21:45:00.000","2021-09-29T00:00:00.000","21:45","2021","Wednesday","2021-09-30T07:06:00.000","107564507021","1075645","210635051","212730520","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","VALENCIA ST \ 15TH ST","24377000","Mission","Mission","9","9","37.76653957529556","-122.42204381448558","POINT (-122.42204381448558 37.76653957529556)","53",,,,"3",,"2","3"
"2024-02-03T17:30:00.000","2024-02-03T00:00:00.000","17:30","2024","Saturday","2024-02-03T17:43:00.000","136161806362","1361618","240075803","240342338","II","Initial",,"06362","Larceny Theft","Larceny Theft - Shoplifting","Theft, Shoplifting, $50-$200","Open or Active","POST ST \ STOCKTON ST","24908000","Central","Financial District/South Beach","3","3","37.78849792480469","-122.40676879882812","POINT (-122.40676879882812 37.78849792480469)","19",,,,,,"3","6"
"2023-09-01T08:00:00.000","2023-09-01T00:00:00.000","08:00","2023","Friday","2024-08-29T16:50:00.000","141946664070","1419466","240543139","242421912","II","Initial",,"64070","Suspicious Occ","Suspicious Occ","Suspicious Occurrence","Open or Active","DIVISADERO ST \ MCALLISTER ST","26067000","Northern","Western Addition","5","5","37.777793884277344","-122.43836212158203","POINT (-122.43836212158203 37.777793884277344)","23",,,,,,"11","4"
"2021-12-20T01:30:00.000","2021-12-20T00:00:00.000","01:30","2021","Monday","2021-12-20T13:04:00.000","110429405072","1104294","210840329","213541478","II","Initial",,"05072","Burglary","Burglary - Other","Burglary, Other Bldg., Att. Forcible Entry","Open or Active","SCOTT ST \ CHESTNUT ST","26972000","Northern","Marina","2","2","37.80019018537176","-122.44117737724194","POINT (-122.44117737724194 37.80019018537176)","17",,,,,,"6","4"
"2020-03-03T06:45:00.000","2020-03-03T00:00:00.000","06:45","2020","Tuesday","2020-03-03T06:54:00.000","90900328160","909003","200159328","200630504","II","Initial",,"28160","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Vehicle","Cite or Arrest Adult","06TH ST \ GOLDEN GATE AVE \ MARKET ST \ TAYLOR ST","24922000","Tenderloin","South of Market","6","6","37.782230377197266","-122.41029357910156","POINT (-122.41029357910156 37.782230377197266)","20",,"1","1","1",,"10","5"
"2022-01-05T17:52:00.000","2022-01-05T00:00:00.000","17:52","2022","Wednesday","2022-01-05T18:50:00.000","111596906372","1115969","226011330",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","04TH ST \ BRANNAN ST","23827000","Southern","South of Market","6","6","37.7783268304671","-122.39653063923612","POINT (-122.39653063923612 37.7783268304671)","32",,,,,,"10","1"
"2022-02-07T08:35:00.000","2022-02-07T00:00:00.000","08:35","2022","Monday","2022-02-07T20:37:00.000","111950006301","1119500","220086563","220382827","II","Initial",,"06301","Larceny Theft","Larceny Theft - From Building","Theft, From Building, <$50","Open or Active","21ST AVE \ LINCOLN WAY","27378000","Taraval","Sunset/Parkside","4","4","37.76535099223711","-122.47939843144107","POINT (-122.47939843144107 37.76535099223711)","39",,,,,,"7","10"
"2020-09-13T00:01:00.000","2020-09-13T00:00:00.000","00:01","2020","Sunday","2020-09-15T09:00:00.000","96150105011","961501","200551451","202571416","IS","Initial Supplement",,"05011","Burglary","Burglary - Residential","Burglary, Apartment House, Forcible Entry","Open or Active","18TH ST \ NOE ST","25791000","Mission","Castro/Upper Market","8","8","37.76102066040039","-122.43279266357422","POINT (-122.43279266357422 37.76102066040039)","52",,,,"5",,"5","3"
