"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2023-11-23T10:56:00.000","2023-11-23T00:00:00.000","10:56","2023","Thursday","2023-11-23T10:56:00.000","133963311012","1339633","230828781","233270875","II","Initial",,"11012","Stolen Property","Stolen Property","Stolen Property, Possession with Knowledge, Receiving","Cite or Arrest Adult","PACIFIC AVE \ POLK ST","25316000","Northern","Russian Hill","3","3","37.79502868652344","-122.42158508300781","POINT (-122.42158508300781 37.79502868652344)","105",,,,,,"3","4"
"2023-08-10T15:00:00.000","2023-08-10T00:00:00.000","15:00","2023","Thursday","2023-08-14T11:51:00.000","130733605151","1307336","230574978","232261260","II","Initial",,"05151","Burglary","Burglary - Other","Burglary, Non-residential, Forcible Entry","Open or Active","EUCALYPTUS DR \ MELBA AVE","23090000","Taraval","Sunset/Parkside","4","7","37.73112869262695","-122.4782485961914","POINT (-122.4782485961914 37.73112869262695)","41",,,,,,"8","10"
"2023-12-01T09:00:00.000","2023-12-01T00:00:00.000","09:00","2023","Friday","2023-12-01T10:23:00.000","134308806244","1343088","236220957",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active",,,"Mission",,,,,,,,,,,,,,
"2023-07-24T16:45:00.000","2023-07-24T00:00:00.000","16:45","2023","Monday","2023-07-24T17:14:00.000","129953406243","1299534","230516936","232052403","II","Initial",,"06243","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, $200-$950","Open or Active","LARKIN ST \ LOMBARD ST","25566000","Central","Russian Hill","3","2","37.8017578125","-122.42125701904297","POINT (-122.42125701904297 37.8017578125)","107",,,,,,"6","6"
"2023-07-16T20:00:00.000","2023-07-16T00:00:00.000","20:00","2023","Sunday","2023-07-16T22:32:00.000","129676006244","1296760","230495437","231972949","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","18TH ST \ VALENCIA ST","24160000","Mission","Mission","9","9","37.76169967651367","-122.42157745361328","POINT (-122.42157745361328 37.76169967651367)","53",,,,"3",,"2","3"
"2022-03-05T22:50:00.000","2022-03-05T00:00:00.000","22:50","2022","Saturday","2022-03-05T22:50:00.000","112817751040","1128177","220148947","220643260","II","Initial",,"51040","Non-Criminal","Non-Criminal","Aided Case","Open or Active","09TH AVE \ ANZA ST","27283000","Richmond","Inner Richmond","1","1","37.77894592285156","-122.46735382080078","POINT (-122.46735382080078 37.77894592285156)","5",,,,,,"4","8"
"2023-09-10T20:15:00.000","2023-09-10T00:00:00.000","20:15","2023","Sunday","2023-09-10T21:39:00.000","131723306244","1317233","230649640","232532944","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","ASHBURY ST \ HAIGHT ST","26338000","Park","Haight Ashbury","5","5","37.7700080871582","-122.44693756103516","POINT (-122.44693756103516 37.7700080871582)","25",,,,,,"11","7"
"2022-12-31T20:00:00.000","2022-12-31T00:00:00.000","20:00","2022","Saturday","2023-01-24T13:43:00.000","134410706244","1344107","236013940",,"II","Coplogic Initial","true","06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","06TH AVE \ JUDAH ST","27078000","Park","Inner Sunset","7","5","37.7623176574707","-122.46297454833984","POINT (-122.46297454833984 37.7623176574707)","109",,,,,,"11","7"
"2022-01-13T16:00:00.000","2022-01-13T00:00:00.000","16:00","2022","Thursday","2022-01-15T13:30:00.000","111204607021","1112046","220032265","220151568","VI","Vehicle Initial",,"07021","Motor Vehicle Theft","Motor Vehicle Theft","Vehicle, Stolen, Auto","Open or Active","AMAZON AVE \ NAPLES ST","21412000","Ingleside","Excelsior","11","11","37.71537780761719","-122.43534851074219","POINT (-122.43534851074219 37.71537780761719)","90",,,,,,"1","9"
"2024-01-15T21:00:00.000","2024-01-15T00:00:00.000","21:00","2024","Monday","2024-01-15T23:15:00.000","135716728150","1357167","246007018",,"II","Coplogic Initial","true","28150","Malicious Mischief","Vandalism","Malicious Mischief, Vandalism to Property","Open or Active","CALIFORNIA ST \ VAN NESS AVE","25225000","Northern","Nob Hill","3","2","37.79037094116211","-122.42233276367188","POINT (-122.42233276367188 37.79037094116211)","102",,,,,,"6","4"
