"incident_datetime","incident_date","incident_time","incident_year","incident_day_of_week","report_datetime","row_id","incident_id","incident_number","cad_number","report_type_code","report_type_description","filed_online","incident_code","incident_category","incident_subcategory","incident_description","resolution","intersection","cnn","police_district","analysis_neighborhood","supervisor_district","supervisor_district_2012","latitude","longitude","point",":@computed_region_jwn9_ihcz",":@computed_region_jg9y_a9du",":@computed_region_h4ep_8xdi",":@computed_region_n4xg_c4py",":@computed_region_nqbw_i6c3",":@computed_region_viu7_rrfi",":@computed_region_26cr_cadq",":@computed_region_qgnn_b9vv"
"2018-08-15T00:00:00.000","2018-08-15T00:00:00.000","00:00","2018","Wednesday","2018-08-17T15:46:00.000","70416109165","704161","180618991","182292553","II","Initial",,"09165","Fraud","Fraud","Access Card Information, Publication of","Open or Active","THE EMBARCADERO \ KING ST \ TOWNSEND ST","23592000","Southern","Financial District/South Beach","6","6","37.78179823456385","-122.3883060691773","POINT (-122.3883060691773 37.78179823456385)","31","1",,,,,"10","1"
"2018-12-23T23:15:00.000","2018-12-23T00:00:00.000","23:15","2018","Sunday","2018-12-23T23:15:00.000","75157916622","751579","180966091","183573318","II","Initial",,"16622","Drug Offense","Drug Violation","Cocaine, Possession For Sale","Cite or Arrest Adult","GEARY ST \ LARKIN ST","25170000","Central","Tenderloin","3","6","37.78610103879033","-122.41808809883916","POINT (-122.41808809883916 37.78610103879033)","20",,"1",,,,"10","6"
"2019-06-12T19:59:00.000","2019-06-12T00:00:00.000","19:59","2019","Wednesday","2019-06-12T21:13:00.000","81101463010","811014","190424205","191634208","II","Initial",,"63010","Warrant","Other","Warrant Arrest, Local SF Warrant","Cite or Arrest Adult","POWELL ST \ OFARRELL ST","24904000","Central","Tenderloin","3","3","37.78640961281089","-122.40803623744476","POINT (-122.40803623744476 37.78640961281089)","19",,"1",,,,"3","6"
"2019-02-25T08:55:00.000","2019-02-25T00:00:00.000","08:55","2019","Monday","2019-02-25T08:55:00.000","77374275025","773742","190134341","190533506","IS","Initial Supplement",,"75025","Non-Criminal","Non-Criminal","Search Warrant Service","Cite or Arrest Adult","03RD ST \ KEARNY ST \ MARKET ST","30738000","Central","Financial District/South Beach","6","6","37.787641847617515","-122.40343080114775","POINT (-122.40343080114775 37.787641847617515)","32",,,,,,"10","6"
"2019-06-20T10:18:00.000","2019-06-20T00:00:00.000","10:18","2019","Thursday","2019-06-20T10:30:00.000","81368164085","813681","190445897","191711102","II","Initial",,"64085","Other Miscellaneous","Other","Investigative Detention","Open or Active","POLK ST \ OLIVE ST","25180000","Northern","Tenderloin","5","6","37.78450084289595","-122.41945454389607","POINT (-122.41945454389607 37.78450084289595)","20",,"1",,,,"10","4"
"2019-02-20T20:00:00.000","2019-02-20T00:00:00.000","20:00","2019","Wednesday","2019-02-20T22:44:00.000","77224206302","772242","190129289","190514047","II","Initial",,"06302","Larceny Theft","Larceny Theft - From Building","Theft, From Building, $50-$200","Open or Active","MEACHAM PL \ POST ST","25168000","Central","Tenderloin","3","6","37.78720062525248","-122.4169898328862","POINT (-122.4169898328862 37.78720062525248)","50",,,,,,"10","6"
"2018-08-14T21:30:00.000","2018-08-14T00:00:00.000","21:30","2018","Tuesday","2018-09-12T15:10:00.000","71489006372","714890","186211503",,"II","Coplogic Initial","true","06372","Larceny Theft","Larceny Theft - Other","Theft, Other Property, $50-$200","Open or Active","HARRISON ST \ 08TH ST","24201000","Southern","South of Market","6","6","37.77375969975922","-122.40851633190513","POINT (-122.40851633190513 37.77375969975922)","32",,,,,,"10","1"
"2019-01-23T18:44:00.000","2019-01-23T00:00:00.000","18:44","2019","Wednesday","2019-01-23T18:44:00.000","76255809320","762558","190056820","190231931","IS","Initial Supplement",,"09320","Fraud","Fraud","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","Cite or Arrest Adult","GEARY ST \ TAYLOR ST","24941000","Central","Tenderloin","3","3","37.78693970570657","-122.41151576847024","POINT (-122.41151576847024 37.78693970570657)","20",,"1",,,,"3","6"
"2018-08-16T12:30:00.000","2018-08-16T00:00:00.000","12:30","2018","Thursday","2018-08-16T15:00:00.000","70371606244","703716","180616133","182282510","II","Initial",,"06244","Larceny Theft","Larceny - From Vehicle","Theft, From Locked Vehicle, >$950","Open or Active","WALLER ST \ BELVEDERE ST","26408000","Park","Haight Ashbury","8","5","37.768728891202635","-122.44945410670219","POINT (-122.44945410670219 37.768728891202635)","29",,,,,,"11","7"
"2018-10-03T03:43:00.000","2018-10-03T00:00:00.000","03:43","2018","Wednesday","2018-10-03T08:53:00.000","72140705043","721407","180748071","182760946","II","Initial",,"05043","Burglary","Burglary - Residential","Burglary, Residence, Unlawful Entry","Open or Active","CLAY ST \ LARKIN ST","25297000","Central","Russian Hill","3","3","37.79259308227565","-122.41940178531726","POINT (-122.41940178531726 37.79259308227565)","105",,,,,,"3","6"
