location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1151798-06-171,1072350,"Ground Matrix, Inc.","Ground Matrix, Inc.",850 7th Street,San Francisco,CA,94107,2017-06-09,,2017-06-09,,222 Columbus Ave Ste 420
1151805-06-171,448767,Favour Paul C,Favourpc,435 23rd St,San Francisco,CA,94107,2013-05-01,,2017-01-31,,Po Box 3657
1151937-06-171,1072364,Kamel Kamel,Sunset Shoe Repair,621 Irving St,San Francisco,CA,94122,2017-05-02,,2017-05-02,,1600 California St 32 Apt
1151947-06-171,1072370,Zimmer Us Inc,Zimmer Biomet,1800 W Center,Warsaw,IN,46580,2017-01-01,,2017-01-01,,Po Box Pobox 708
1151953-06-171,1072373,John Carpenter,John R Carpenter Construction,11701 Cranford Way,Oakland,CA,94605,2017-06-26,,2017-06-26,,11701 Cranford Way
1151955-06-171,1072374,Chef's Press,Chef's Press LLC,761 Fillmore,San Francisco,CA,94117,2017-01-01,,2017-01-01,,761 Fillmore St
1151963-06-171,1072378,Welltower Victory II Landlord Lp,Welltower Victory II Landlord Lp,1601 19th Ave,San Fransisco,CA,94122,2016-08-31,,2016-08-31,,4500 Dorr St
1151964-06-171,1072378,Welltower Victory II Landlord Lp,Welltower Victory II Landlord Lp,1550 Sutter St,San Fransisco,CA,94122,2016-08-31,,2016-09-16,,4500 Dorr St
1151972-06-171,1072382,"Diane West-Jensen Living Trust Dated March 3, 2005",5033-5035 Geary Blvd (R),5033 Geary Blvd,San Francisco,CA,94118,2005-03-17,,2005-03-17,,4630 Geary Blvd Ste 200
1151982-06-171,1072387,Sharper Construction   Development Inc.,Sharper Construction & Development Inc,4064 China Ct,Hayward,CA,94542,2017-06-26,,2017-06-26,,4064 China Ct
1151986-06-171,1072388,Abode Systems Inc.,Abode Systems Inc.,2625 Middlefield Rd #900,Palo Alto,CA,94306,2017-06-01,,2017-06-01,,2625 Middlefield Rd #900
1151988-06-171,1072389,Thomas Yee,246 9th Ave,3600 Ulloa St,San Francisco,CA,94116,2010-07-16,,2010-07-16,,3600 Ulloa St
1151996-06-171,1072393,Blue Sky Express Transportation Inc,Blue Sky Express Transportation Inc,190 Shakespeare St,San Francisco,CA,94112,2017-06-01,,2017-06-01,,190 Shakespeare St
1152000-06-171,1072396,"Anmac Water Treatment Service, Inc.","Anmac Water Treatment Service, Inc.",5477 Maricopa Dr,Simi Valley,CA,93063,2017-06-26,,2017-06-26,,5477 Maricopa Dr
1152004-06-171,1072394,Dell Product Lp,Dell Product Lp,1 Dell Way Rri-38,Round Rock,TX,78682,2017-01-01,,2017-01-01,,1 Dell Way
1152006-06-171,1072398,Dora Delao,Delao Janitorial Services,345 Guttenberg St,San Francisco,CA,94112,2017-06-01,,2017-06-01,,345 Guttenberg St
1152011-06-171,472585,Prana Venture Group LLC,Alchemist/Woodbury,685 3rd St,San Francisco,CA,94107,2012-09-01,,2012-09-01,,45 Ervine St
1152015-06-171,1072402,"C. Cournale   Co., Inc.",307-317 3rd Avenue (R),307 3rd Ave,San Francisco,CA,94118,2014-01-01,,2014-01-01,,4630 Geary Blvd
1152019-06-171,1072404,"C. Cournale   Co., Inc.",1172-74 Valencia/73-75 San Jose Ave (R),1172 Valencia St,San Francisco,CA,94110,2014-01-01,,2014-01-01,,4630 Geary Blvd
1152023-06-171,1072406,"Dp Hajiali, Inc","Dp Hajiali, Inc",334 4th Ave,San Francisco,CA,94118,2017-05-13,,2017-05-19,,2665 Chestnut St Apt 3
1152025-06-171,1072407,"Commercial Custom Seating And Upholstery, Inc","Commercial Custom Seating And Upholstery, Inc",12601 Western Ave,Garden Grove,CA,92683,2017-06-20,,2017-06-20,,12601 Western Ave
1152027-06-171,1072408,Dj Cleaning Service LLC,Dj Cleaning Service,1418 Thomas Ave,San Francisco,CA,94124,2016-10-01,,2016-10-01,,1418 Thomas Ave
1152035-06-171,474369,Star Vacation Inc,Star Vacation,2027 Irving St,San Francisco,CA,94122,2012-11-15,,2017-06-26,,2027 Irving St
1152036-06-171,1010416,Tiryaki Nihan,Planhaus Consulting,1349 Greenwich St 5,San Francisco,CA,94109,2015-03-04,,2017-06-26,,1349 Greenwich St Apt 5
1152037-06-171,461412,Tamales Los Mayas LLC,Tamales Los Mayas LLC,23682 Clawiter Rd,Hayward,CA,94545,2011-08-01,,2016-05-28,,23682 Clawiter Rd
1152038-06-171,487170,L.M. Geremia Inc,L.M. Geremia Inc,886 Geary Street,San Francisco,CA,94109,2010-12-21,,2017-04-18,,2100 Bryant St
1152039-06-171,1070565,Fructoso Bibiano Cruz,El Picacho,1601 Mission St,San Francisco,CA,94103,2017-05-22,,2017-06-26,,1229 Laguna St
1152042-06-171,1066288,"Flower Shop, LLC",True Laurel,753 Alabama St,San Francisco,CA,94110,2016-09-06,,2017-06-26,,753 Alabama St
1152118-06-171,1072421,Boston Partners Global Investors,Boston Partners,909 Third Avenue,New York,NY,10022,2017-01-01,,2017-01-01,,60 E 42nd St 1550 Ste
1152122-06-171,1072423,Peter Ellis Construction,Peter Ellis Construction,545 Cattail Dr,American Canyon,CA,94503,2017-06-26,,2017-06-26,,545 Cattail Dr
1152126-06-171,1072425,Quon Louie,nan,321 Fontana Dr,Santa Clara,CA,95051,1977-11-01,,1977-11-01,,321 Fontana Dr
1152144-06-171,1072434,Pfm Group Consulting LLC,Pfm Group Consulting LLC,1735 Market St Fl 43,Philadelphia,PA,19103,2017-06-27,,2017-06-27,,1735 Market St Fl 42
1152146-06-171,1072435,"Amplified Lifestyles, LLC",Amplified Lifestyles,23575 Cabot Blvd 204,Hayward,CA,94545,2016-01-01,,2017-06-01,,23785 Cabot Blvd Ste 315
1152158-06-171,1072441,Jason Brock,Jason Brock Entertainment,1 Crescent Way 1109,San Francisco,CA,94134,2017-06-27,,2017-06-27,,370 Arguello Blvd
1152162-06-171,1072443,Jackman Eng,610 Clement,606 Clement St,San Francisco,CA,94118,2010-09-20,,2010-09-20,,606 Clement St
1152199-06-171,1028734,Always Be Learning Inc,"Always Be Learning, Inc.",612 Howard St Ste 400,San Francisco,CA,94108,2016-02-01,,2017-06-01,,1765 Greensboro Station Pl Ste 900
1152201-06-171,454405,Walker Telecomm Inc,"Walker Telecomm, Inc.",1995 Highway 65,Wheatland,CA,95692,2010-11-30,,2017-06-27,,1995 State Highway 65
1152205-06-171,487968,Roseville Termite   Pest Contr,Advanced Integrated Pest Mgmt,1960 Arnold Industrial Pl,Concord,CA,94520,2014-02-01,,2017-06-01,,1482 Stone Point Dr
1152207-06-171,1018920,Zp Insurance LLC,"With Gusto Administrators, LLC",500 Third St 405,San Francisco,CA,94107,2015-04-15,,2017-06-27,,0000 Undeliverable Mail
1152209-06-171,459274,Amity Search Partners LLC,Amity Search Partners LLC,235 Pine St 1275,San Francisco,CA,94104,2010-09-01,,2010-09-01,,712 5th Ave Fl 28
1152219-06-171,941955,Jc Bromac Corporation,Eaglerider Motorcycle Rental,3146 Mission St,San Francisco,CA,94110,2010-05-01,,2010-05-01,,11860 S La Cienega Blvd
1152223-06-171,1072465,Pasko Partners,Joint Venture Kitchen,20 N Barbaree Way Way Apt 20,Tiburon,CA,94920,2017-06-26,,2017-06-26,,855 Brannan St Unit 538
1152284-06-171,1072468,Generation-Skipping Trst Fbo Raymond Goodwin Under Goodwin Family Trst 1 20,283 4th Avenue,283 4th Ave,San Francisco,CA,94118,2010-06-16,,2010-06-16,,3322 8th Ave W
1152290-06-171,1072471,Living Trust Of William F.   Alice V. Mcdonagh Dated 4 22 88,2929 Geary Blvd (Commercial),2929 Geary Blvd,San Francisco,CA,94118,2014-01-01,,2014-01-01,,360 Magellan Ave
