location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
0478976-01-001,478976,Gaetani Charles   Nadine Fam T,440 Hyde St Apts,440 Hyde St,San Francisco,CA,94109,2013-04-26,,2013-04-26,,4444 Geary Blvd Ste 100
0478977-01-001,478977,House Of Pancakes Corporation,House Of Pancakes,937 Taraval St,San Francisco,CA,94116,2013-04-18,,2013-04-18,,937 Taraval St
0478980-01-001,478980,Castillito Yucateco Inc,Castillito Yucateco,2052 Mission St,San Francisco,CA,94110,2013-05-01,,2013-05-01,,2052 Mission St
0478993-01-001,478993,Post Charles,Post Real Estate Advisors,1895 Jefferson St Apt 306,San Francisco,CA,94123,2013-05-01,,2013-05-01,,60 Fair Ave
0478997-01-001,478997,Phung Jackie,Japhicdesign,74 New Montgomery St Unit 314,San Francisco,CA,94105,2013-05-02,,2013-05-02,,74 New Montgomery St Unit 314
0478997-02-001,478997,Phung Jackie,Japhic Design,74 New Montgomery St Unit 314,San Francisco,CA,94105,2013-05-02,,2013-05-02,,74 New Montgomery St Unit 314
0478999-01-001,478999,Alvarez Patricia,Dore Studio,2442 Mission St,San Francisco,CA,94110,2013-05-02,,2013-05-02,,2442 Mission St
0478999-02-001,478999,Alvarez Patricia,2440-2442 Mission Bldg,2442 Mission St,San Francisco,CA,94110,2013-05-02,,2013-05-02,,2442 Mission St
0478999-03-001,478999,Alvarez Patricia,337 San Carlos Apartments,337 San Carlos St,San Francisco,CA,94110,2013-05-02,,2013-05-02,,2442 Mission St
0479002-01-001,479002,Mcphee Kevin Chrisler Dana,Mcphee & Associates,1028 Ashbury St,San Francisco,CA,94117,2013-01-01,,2013-01-01,,1028 Ashbury St
0479009-01-001,479009,615 Kearny St LLC,615 Kearny St LLC,615 Kearny St,San Francisco,CA,94108,2013-03-28,,2013-03-28,,615 Kearny St
0479018-01-001,479018,San Fran Trs Jv LLC,Holiday Inn Exp Fishermans Wha,550 N Point St,San Francisco,CA,94133,2013-02-13,,2013-02-13,,13215 Bee Cave Pkwy Ste B300
0479019-01-001,479019,Califashions Manufacturing Inc,Califashions Manufacturing Inc,972 Mission St Fl 4,San Francisco,CA,94103,2012-12-04,,2012-12-04,,972 Mission St 4 Fl
0479026-01-001,479026,Gough Street Apartments LLC,Gough Street Apartments LLC,1530 Gough St,San Francisco,CA,94109,2013-05-01,,2013-05-01,,635 Vallejo St
0479030-01-999,479030,Mid-Peninsula Electric   Srvc,Min-Peninsula Electirc & Srvc,1013 S Claremont St #4,San Mateo,CA,94402,2013-05-01,,2013-05-01,,2570 Appian Way Ste 131
0479032-01-001,479032,Hoba LLC,Hoba LLC,310 Sutter St,San Francisco,CA,94108,2013-04-01,,2013-04-01,,880 43rd Ave
0479033-01-001,479033,Curtis Patsy D,S.F. Scrap Metal,99 Mississippi St,San Francisco,CA,94107,2013-05-03,,2013-05-03,,0000 Undeliverable Mail
0479035-01-001,479035,371 Broadway Street LLC,371 Broadway Street LLC,371 Broadway #373,San Francisco,CA,94133,2013-05-01,,2013-05-01,,635 Vallejo St
0479036-01-001,479036,2326-2330 Taylor Street LLC,2326-2330 Taylor Street LLC,2326 Taylor St,San Francisco,CA,94133,2013-05-01,,2013-05-01,,635 Vallejo St
0479044-01-001,479044,Brown Kevin R,Kevin R Brown Art,1942 43rd Ave,San Francisco,CA,94116,2013-05-03,,2013-05-03,,1942 43rd Ave
0479048-01-001,479048,Schnaider Joelle,Visuelle,538 42nd Ave,San Francisco,CA,94121,2013-05-03,,2013-05-03,,538 42nd Ave
0479053-01-999,479053,Rand Worldwide Subsidiary Inc,Inaginit Technologies,11201 Dolfield Blvd Ste 112,Owings Mills,MD,21117,2013-04-20,,2013-04-20,,11201 Dolfield Blvd Ste 112
0479054-01-999,479054,Day Management Corporation,Day Wireless Systems,4728 E 2nd St Ste 10,Benicia,CA,94510,2013-01-01,,2013-01-01,,Po Box 22169
0479056-01-999,479056,Gohn David,City Dweller,1440 De Solo Dr,Pacifica,CA,94044,2013-04-25,,2013-04-25,,1440 De Solo Dr
0479072-01-001,479072,Woo Gordon,3549 17th St Apts,3549 17th St,San Francisco,CA,94110,2013-05-06,,2013-05-06,,1164 Stanyan St
0479076-01-001,479076,Heartland Society Of North Ca,Heartland Society Fo North Ca,2245 Irving St,San Francisco,CA,94122,2013-06-16,,2013-06-16,,1344 Ridder Park Dr
0479079-01-001,479079,Elkin Patrick,Woof Wagon Walker,1545 Rivera St,San Francisco,CA,94116,2013-01-05,,2013-01-05,,1545 Rivera St
0479103-01-001,479103,Soundcloud Inc,Soundcloud Inc,510 Treat Ave,San Francisco,CA,94110,2011-09-01,,2011-09-01,,71 5th Ave Fl
0479105-01-999,479105,Nickell Fire Protection Inc,Nickell Fire Protection Inc,946 N 7th St,San Jose,CA,95112,2013-05-07,,2013-05-07,,946 N 7th St
0479108-01-001,479108,Rs H California Inc,Rs&H California Inc,369 Pine St Ste 610,San Francisco,CA,94104,2012-11-13,,2012-11-13,,10748 Deerwood Park Blvd
0479109-01-001,479109,Digital 365 Main LLC,Digital Realty,365 Main St,San Francisco,CA,94105,2010-07-13,,2010-07-13,,720 2nd St
0479117-01-001,479117,400 Monterey Boulevard LLC,400 Monterey Boulevard LLC,400 Monterey Blvd,San Francisco,CA,94127,2013-01-01,,2013-01-01,,870b Taraval St
0479119-01-999,479119,Baumagarten Barbara   Daniel,Pinosh Catering,8 Spinosa Way,Novato,CA,94945,2013-05-11,,2013-05-11,,87 Pizarro Ave
0479124-01-001,479124,Fong Martin,New Millennium Ventures,1044 Stanyan St #100,San Francisco,CA,94117,2013-06-01,,2013-06-01,,1044 Stanyan St Apt 3
0479127-01-001,479127,Dea S Dea T   Ong M,2436 Fulton St Apts,2436 Fulton St,San Francisco,CA,94118,2013-05-07,,2013-05-07,,2037 Irving St Ste 202
0479132-01-001,479132,Thammarin Ranida,Thai Cooking With Sunshine,439 Guerrero St,San Francisco,CA,94110,2013-05-07,,2013-05-07,,439 Guerrero St
0479139-01-001,479139,Seven Tepeas Youth Program,Seven Tepees Youth Program,3177 17th St,San Francisco,CA,94110,1995-07-01,,1995-07-01,,0000 Undeliverable Mail
0479143-01-999,479143,Peterson Steve,Steve Peterson Sign Permits,652 Lockhaven Dr,Pacifica,CA,94044,2013-05-08,,2013-05-08,,652 Lockhaven Dr
0479149-01-001,479149,Noe Valley Spa LLC,Noe Valley Spa LLC,4028 A 24th St,San Francisco,CA,94114,2013-06-01,,2013-06-01,,4028a 24th St
0479150-01-999,479150,G E Infrastructure Sensing Inc,G E Infrastructure Sensing Inc,1100 Technology Park Dr,Billerica,MA,1821,2012-01-01,,2012-01-01,,Po Box 226896
0479165-01-001,479165,Northstar Travel Media LLC,Northstar Travel Media LLC,691 Kansas St,San Francisco,CA,94107,2012-07-06,,2012-07-06,,0000 Undeliverable Mail
0479165-02-001,479165,Northstar Travel Media LLC,Northstar Travel Media LLC,500 7th Ave Apt 5,San Francisco,CA,94118,2012-07-06,,2012-07-06,,0000 Undeliverable Mail
0479171-01-001,479171,716 Jackson Street LLC,Dick Lee Pastry,716 Jackson St,San Francisco,CA,94133,2013-05-01,,2013-05-01,,716 Jackson St
0479173-01-001,479173,Lo Paginia M,Minia Make Up,994 Rutland St,San Francisco,CA,94134,2013-05-08,,2013-05-08,,183 Linda Vista Dr
0479175-01-001,479175,Dolce Italia Foods Inc,Dolce Italia Foods Inc,1519 Custer Ave,San Francisco,CA,94124,2013-04-26,,2013-04-26,,1519 Custer Ave
0479183-01-001,479183,Parma Food Services Inc,Pronto Pizza,798 Eddy St,San Francisco,CA,94109,2013-05-08,,2013-05-08,,798 Eddy St
0479187-01-999,479187,Acosta Inc,Acosta Inc,6600 Corporate Center Pkwy,Jacksonville,FL,32216,2013-01-01,,2013-01-01,,6600 Corporate Center Pkwy
0479190-01-001,479190,Dolightful Inc,Dolightful Inc,31 Winfield St,San Francisco,CA,94110,2012-11-07,,2012-11-07,,31 Winfield St
0479194-01-001,479194,282 Valley Street LLC,282 Valley Street Apts,282 Valley St,San Francisco,CA,94131,2013-04-17,,2013-04-17,,0000 Undeliverable Mail
0479200-01-999,479200,M A R C Inc,Targetbase,7850 N Belt Line Rd,Irving,TX,75063,2012-02-13,,2012-02-13,,1055 Washington Blvd Fl 7
0479210-01-001,479210,Brogan And Son LLC,Brogan And Son LLC,425 Battery St Ste C,San Francisco,CA,94111,2013-06-03,,2013-06-03,,425 Battery St C Ste
0479215-01-999,479215,World Wide Technology Holding,World Wide Technology Holding,60 Weldon Pkwy,Maryland Heights,MO,63043,2012-01-01,,2012-01-01,,1 World Wide Way
0479217-02-001,479217,Decision Point Games LLC,Decision Point Games LLC,2443 Fillmore St #192,San Francisco,CA,94115,2012-06-27,,2014-03-07,,2443 Fillmore St # 192
0479219-01-001,479219,Cruz Reina,Cyber Express,4736 Mission St,San Francisco,CA,94112,2013-05-01,,2013-05-01,,88 Hillside Blvd Apt 509
0479224-01-001,479224,John And Marcia Goldman Founda,John And Marcia Goldman Founda,101 2nd St Ste 1625,San Francisco,CA,94105,2013-04-01,,2013-04-01,,182 Howard St # 8
0479226-01-001,479226,Taylor Street Coffee Shop Inc,Taylor Street Coffee Shop,375 Taylor St,San Francisco,CA,94102,2013-06-01,,2013-06-01,,375 Taylor St
0479229-01-001,479229,B   B Building Management Inc,B & B Building Management Inc,351 California St Ste 350,San Francisco,CA,94104,2012-10-01,,2012-10-01,,222 Front St Fl 3
0479231-01-001,479231,Npsz LLC B T Partners LLC Etal,2200-2218 Lombard St Bldg,2200 Lombard St,San Francisco,CA,94123,2013-05-01,,2013-05-01,,2767 Octavia St
0479233-01-001,479233,Hogan Trust Aubert Roger,1745 Clay St Bldg,1745 Clay St,San Francisco,CA,94109,2013-05-01,,2013-05-01,,785 Friesen Dr
0479257-01-001,479257,Health Benefits Group LLC,Health Benefits Group LLC,1028 Mission St,San Francisco,CA,94103,2012-01-01,,2012-01-01,,1700 Hillside Blvd
0479258-01-001,479258,Durty Nelly's LLC,Durty Nelly's LLC,2328 Irving St,San Francisco,CA,94122,2013-05-01,,2013-05-01,,2328 Irving St
0479265-01-001,479265,790 20th Avenue LLC,790 20th Avenue LLC,790 20th Ave,San Francisco,CA,94121,2013-03-01,,2013-03-01,,Po Box 133
0479269-01-001,479269,Tao's Construction Inc,Tao's Construction Inc,330 Grafton Ave,San Francisco,CA,94112,2013-05-01,,2013-05-01,,1419 22nd Ave
0479270-01-001,479270,Mah Edwin L,Emahgic Investment,1715 Union St #19,San Francisco,CA,94123,2013-06-01,,2013-06-01,,750 Dolores St
0479270-01-002,479270,Mah Edwin L,Emahgic Investment,2111 Union St #15,San Francisco,CA,94123,2013-06-01,,2013-06-01,,750 Dolores St
0479271-01-001,479271,Wt Flooring Services Inc,Wt Flooring Services Inc,967 Capitol Ave,San Francisco,CA,94112,2013-05-01,,2013-05-01,,967 Capitol Ave
0479276-01-001,479276,Gratitude Center,Gratitude Center,2228 Lawton St,San Francisco,CA,94122,2013-01-06,,2013-01-06,,2228 Lawton St
0479278-01-999,479278,Epam Systems Inc,Epam Systems Inc,41 University Dr Ste 202,Newtown,PA,18940,2012-01-01,,2012-01-01,,222 Kearny St Ste 308
0479285-01-001,479285,Poon Daniel Irene Alice Etal,1096 Clay St Apts,1096 Clay St,San Francisco,CA,94108,2013-06-01,,2013-06-01,,1116 Mason St
0479298-01-001,479298,Borkat Jeremy M,Sfguitartech,3185 San Jose Ave #A,San Francisco,CA,94112,2013-05-09,,2013-05-09,,3185a San Jose Ave
0479298-02-001,479298,Borkat Jeremy M,Sfgt,3185 San Jose Ave #A,San Francisco,CA,94112,2013-05-09,,2013-05-09,,3185a San Jose Ave
0479298-03-001,479298,Borkat Jeremy M,San Francisco Guitar Tech,3185 San Jose Ave #A,San Francisco,CA,94112,2013-05-09,,2013-05-09,,3185a San Jose Ave
0479306-01-001,479306,Law Offices Michael L Dobrov,Law Offices Michael L Dobrov,2134 Van Ness Ave,San Francisco,CA,94109,2013-01-01,,2013-01-01,,2134 Van Ness Ave
0479307-01-001,479307,Sharrock Sally A,Sally A Sharrock,870 Market St Ste 968,San Francisco,CA,94102,2013-05-01,,2013-05-01,,870 Market St 379 Ste
0479312-01-999,479312,Service Plastering II,Service Plastering II,1090 139th Ave,San Leandro,CA,94578,2013-05-14,,2013-05-14,,1090 139th Ave
0479329-01-001,479329,Dj Park Dmd Inc,Ingleside Dental,2419 Ocean Ave Ste A,San Francisco,CA,94127,2013-06-01,,2013-06-01,,2419 Ocean Ave A Ste
0479331-01-001,479331,Melanie Duerkopp Photography,Melanie Duerkopp Photography,245 Collins St,San Francisco,CA,94118,2013-04-01,,2013-04-01,,245 Collins St
0479333-01-002,479333,3035 Gough Street Lp,3035 Gough Street Lp,3035 Gough St,San Francisco,CA,94123,2010-06-11,,2010-06-11,,1441 Sunset Loop
0479334-01-002,479334,1635 Jones Street Lp,1635 Jones Street Lp,1635 Jones St,San Francisco,CA,94109,2010-01-01,,2010-01-01,,1441 Sunset
0479347-01-001,479347,790 Bush St Ventures Inc,Aliment,790 Bush St,San Francisco,CA,94108,2013-05-10,,2013-05-10,,824 Ellis St
0479350-01-001,479350,Fox Plaza Owners Association,Fox Plaza Owners Association,1390 Market St Ste 316,San Francisco,CA,94102,2007-12-29,,2007-12-29,,1390 Market St Ste 112
0479353-01-001,479353,Cedexis Inc,Cedexis Inc,465 California St Ste 1290,San Francisco,CA,94104,2011-01-01,,2011-01-01,,0000 Undeliverable Mail
0479355-01-999,479355,Lopez Jacob L,Jam Electric,9667 Starr Rd,Windsor,CA,95492,2013-05-15,,2013-05-15,,9667 Starr Rd
0479358-01-001,479358,Joung Meekyung,Aesthetic Kay,1739 Ofarrell St,San Francisco,CA,94115,2013-06-03,,2013-06-03,,1739 Ofarrell St
0479368-01-999,479368,Pride Technologies LLC,Pride Technologies LLC,420 Lexington Ave Rm 2220,New York,NY,10170,2011-11-11,,2011-11-11,,420 Lexington Ave 2220 Rm
0479370-01-001,479370,Worldpay Inc,Worldpay,450 Sansome St Fl 14,San Francisco,CA,94111,2013-05-01,,2013-05-01,,2001 Summit Park Dr Ste 100
0479387-01-001,479387,Huang Florence,Green Stone Arts & Designs,888 Brannan St Ste 166,San Francisco,CA,94103,2013-02-20,,2013-02-20,,101 S Hill Blvd
0479411-01-001,479411,Bean Chris,Christopher Dog Walkin',419 IVy St Apt 26,San Francisco,CA,94102,2013-06-01,,2013-06-01,,419 IVy St Apt 26
0479420-01-001,479420,Sill Valley Inc,Nizarios Pizza Sfsu,1650 Holloway Ave Sb109,San Francisco,CA,94132,2013-06-01,,2013-06-01,,1079 Innsbruck St
