location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1251174-04-201,1113885,Moodelier LLC,Moodelier LLC,950 Harrison St,San Francisco,CA,94107,2020-04-27,,2020-04-27,,0000 Undeliverable Mail
1251180-04-201,1113888,Deanna Bessard,Gift Of Grace Creators,4130 Folsom St,San Francisco,CA,94110,2020-02-17,,2020-02-17,,4130 Folsom St
1251199-04-201,1027659,Sherin Leslie,Sherin Leslie,Po Box 1240,Pleasanton,CA,94566,2013-02-22,,2019-04-01,,Po Box 1240
1251203-04-201,1027663,Sherin David Jr,Sherin David Jr,Po Box 1240,Pleasanton,CA,94566,2013-02-22,,2019-04-01,,Po Box 1240
1251206-04-201,1027735,Sherin Dave,Sherin Dave,Po Box 1240,Pleasanton,CA,94566,2013-03-06,,2019-04-01,,Po Box 1240
1251212-04-201,1113901,"Nice Time, Inc.","Nice Time, Inc.",140 Brassy Ct Bldg,Johns Creek,GA,30022,2020-01-01,,2020-04-01,,Po Box 932
1251214-04-201,1113902,Vahe Kalashyan,Reliable Roofing,12441 Chandler Blvd Blvd,Valley Village,CA,91607,2020-04-28,,2020-04-28,,2116 Walsh Ave Ste B
1251224-04-201,1113908,"Hilda   Alice, Inc.",Pacific Produce,584 Eccles Ave,South San Francisco,CA,94080,2020-04-28,,2020-04-28,,584 Eccles Ave
1251228-04-201,1113910,"Martis Capital Management, LLC","Martis Capital Management, LLC",101 California St Ste 3260,San Francisco,CA,94111,2019-10-23,,2019-10-23,,2020 K St Nw 720 Ste
1251232-04-201,1113912,"Jenny Wong, Dds, Inc","Jenny Wong, Dds, Inc",5233 Geary Boulevard,San Francisco,CA,94118,2019-07-01,,2019-07-01,,5233 Geary Boulevard
1251235-04-201,1079441,350 Union G2 LLC,350 Union - Parking,350 Union St,San Francisco,CA,94133,2017-11-20,,2017-11-20,,1145 Market St Fl 12
1251236-04-201,1079422,2133 Stockton G2 LLC,2133 Stockton - Parking,2133 Stockton St,San Francisco,CA,94133,2017-11-20,,2017-11-20,,1145 Market St Fl 12
1251237-04-201,1059585,Downtown Streets Inc,"Downtown Streets, Inc.",65 9th Street St,San Francisco,CA,95060,2016-10-01,,2020-04-08,,1671 The Alameda Ste 301
1251238-04-201,1076672,Actual Agency LLC,Actual Agency LLC,301 8th St Ste 250,San Francisco,CA,94103,2017-09-26,,2019-10-01,,1428 Shotwell St
1251239-04-201,478483,17th St Oliveira Chiropractic,14th Street Oliveira Chiropractic,640 14th St Unit B,San Francisco,CA,94114,2013-02-07,,2020-03-01,,640 14th St Rm B
1251242-04-201,351197,R W Stearns Inc,Rw Stearns Inc.,201 Spear 1100,San Francisco,CA,94105,2002-01-02,,2020-04-28,,201 Spear St 1100 Ste
1251243-04-201,1093239,Hexagone Inc,Schoolab,400 Montgomery St 1100,San Francisco,CA,94111,2018-08-01,,2018-08-01,,77 Van Ness Ave # 110 #1170
1251244-04-201,1069695,Habitat Labs Inc.,Range Labs Inc.,268 Bush St 2632,San Francisco,CA,94104,2017-03-31,,2020-04-28,,268 Bush St # 2632
