location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1335345-06-231,445116,Coloma Capital Futures LLC,Coloma Capital Futures LLC,582 Market St Ste 1002,San Francisco,CA,94104,2009-08-15,,2023-06-01,,582 Market St Ste 1002
1335347-06-231,1147631,Tobin Holl-Valdez,Toucan Electrical,1096 Spruce St,Berkeley,CA,94707,2023-06-12,,2023-06-12,,1096 Spruce St
1335348-06-231,413654,Fernandez Leodan,Lumens Evolution,3628 21st Ave,Sacramento,CA,95820,2013-01-07,,2023-06-12,,3628 21st Ave
1335352-06-231,1147633,"Team Mechanical Plumbing   Piping Contractors, Inc.","Team Mechanical Plumbing & Piping Contractors, Inc.",2660 Carlson Dr,Shingle Springs,CA,95682,2023-05-01,,2023-05-01,,P.O. Box 629
1335353-06-231,1104572,Frameplay Corp.,Frameplay Corporation,500 Montgomery St Ste B,San Francisco,CA,94111,2019-07-01,,2022-08-01,,Po Box 606
1335355-06-231,1147634,Wilber O. Fuentes Alvarez,Wilber O. Fuentes Alvarez,1544 Hudson Ave,San Francisco,CA,94124,2023-05-24,,2023-05-24,,1544 Hudson Ave
1335357-06-231,1147635,Miguel A. Marquez Ruiz,Miguel A. Marquez Ruiz,76 Garibaldi St #32,Daly City,CA,94014,2023-06-12,,2023-06-12,,76 Garibaldi St #32
1335359-06-231,1147636,Genesis Home Remodeling,Genesis Home Remodeling,533 Airport Blvd Ste 400,Burlingame,CA,94010,2023-06-12,,2023-06-12,,533 Airport Blvd Ste 400
1335360-06-231,302033,Cycon Office Systems Inc,Cycon Office Systems,1530 Custer Ave,San Francisco,CA,94124,1997-01-12,,2021-04-15,,1530 Custer Ave
1335362-06-231,1147637,Carolyn Link,Carolyn Link,735 11th Ave Apt 3,San Francisco,CA,94118,2023-04-24,,2023-04-24,,735 11th Ave Apt 3
1335367-06-231,1033742,"Hanover Partners II, Inc.",Hanover Partners,333 Bush St Ste 2100,San Francisco,CA,94104,2016-01-01,,2023-06-12,,333 Bush St Fl 21
1335369-06-231,1147640,"Woods Family Investments, Lp",370 8th Avenue,1365 Vancouver Avenue,Burlingame,CA,94010,2023-01-01,,2023-01-01,,1365 Vancouver Avenue
1335370-06-231,1114737,"Latamco, LLC",Coffee Bodega,50 Fremont St,San Francisco,CA,94105,2020-06-05,,2023-06-12,,2000 Broadway St Apt 509
1335372-06-231,1147641,Tracy Chu-Harris,Tracy Chu-Harris,1401 Holloway Ave,San Francisco,CA,94132,2023-06-12,,2023-06-12,,1420 Willow Pass Rd Ste 200
1335373-06-231,167468,"Coordinated Resources, Inc. Of San Francisco",Coordinated Resources Inc-SF,585 Howard St,San Francisco,CA,94105,1986-05-01,,2022-04-01,,585 Howard St
1335374-06-231,167468,"Coordinated Resources, Inc. Of San Francisco",Cri,585 Howard St,San Francisco,CA,94105,1986-05-01,,2022-04-01,,585 Howard St
1335376-06-231,1117759,"Northbay Home Construction Solutions, Inc.","Northbay Home Construction Solutions, Inc",47 Paul Dr Ste 4,San Rafael,CA,94903,2020-09-24,,2023-06-12,,47 Paul Dr Ste 4
1335378-06-231,1147642,Ordinary Tech LLC,Ordinary Tech LLC,166 Geary St Fl 15,San Francisco,CA,94108,2023-05-31,,2023-05-31,,166 Geary St Fl 15
1335379-06-231,1146703,Wong Family Trust,Wong Family Trust,2149 Taraval St,San Francisco,CA,94116,2019-10-01,,2019-10-01,,1718 Wawona St
1335380-06-231,1081185,Weibin Wu,Weibin Wu,1906 45th Ave,San Francisco,CA,94116,2017-12-27,,2023-06-01,,1906 45th Ave
1335386-06-231,1147645,Trans Union LLC,Trans Union LLC,595 Market St,San Francisco,CA,94105,2021-12-01,,2022-12-01,,555 W Adams St
1335388-06-231,1147646,Juan A. Leyva Lara,Juan A. Leyva Lara,1188 Treat Ave,San Francisco,CA,94110,2023-05-24,,2023-05-24,,1188 Treat Ave
1335391-06-231,486599,Kraft Ronny R,Ronny Kraft Consulting,3418 B 19th St,San Francisco,CA,94110,2014-01-30,,2023-06-01,,3418b 19th St
1335392-06-231,1147648,Marsh Management Services Inc.,Marsh Management Services Inc.,4 Embarcadero Ctr,San Francisco,CA,94111,2021-04-19,,2021-04-19,,1166 Avenue Of The Americas
1335393-06-231,1147647,Segovia Construction,Segovia Construction,2039 Gus Villalta Dr,Los Banos,CA,93635,2023-06-12,,2023-06-12,,2039 Gus Villalta Dr
1335394-06-231,1128962,Gladys G. Largaespada,Greater Bay Solutions,420 Russia Ave,San Francisco,CA,94112,2021-10-22,,2023-06-12,,420 Russia Ave
1335396-06-231,1147649,William Lopez Salazar,William Lopez Salazar,2111 Roosevelt Ave,Richmond,CA,94801,2023-05-24,,2023-05-24,,2111 Roosevelt Ave
1335398-06-231,1147650,Kyle R. Blanchfield,Kyle R. Blanchfield,428 Magellan Dr,Pacifica,CA,94044,2023-05-24,,2023-05-24,,428 Magellan Dr
1335400-06-231,1147652,Qixia Yang,Qixia Yang,739 Washington St Ste 300,San Francisco,CA,94108,2023-06-12,,2023-06-12,,739 Washington St Ste 300
1335402-06-231,1147653,Christy's California Realty,Christy's California Realty,1261 Folsom St,San Francisco,CA,94103,2023-06-06,,2023-06-06,,1261 Folsom St
1335407-06-231,1147655,Jennifer Ho,"Jennifer T. T. Ho, Psyd",5432 Geary Blvd Unit 728,San Francisco,CA,94121,2023-06-09,,2023-06-09,,5432 Geary Blvd Unit 728
1335409-06-231,1147656,Edward Ng,Edward Ng,739 Washington St Ste 300,San Francisco,CA,94108,2023-06-12,,2023-06-12,,739 Washington St Ste 300
1335413-06-231,1147658,Kg Finance Inc,Kg Finance Inc,1228 Treat Ave,San Francisco,CA,94110,2018-04-23,,2018-04-23,,1228 Treat Ave
1335415-06-231,1147659,Reliable Roofing Loomis LLC,Reliable Roofing Loomis LLC,5853 Saunders Ave,Loomis,CA,95650,2023-06-04,,2023-06-09,,5853 Saunders Ave
1335417-06-231,1147660,Louis Allen,El Paisa Restaurante,3322 Mission St,San Francisco,CA,94110,2023-01-01,,2023-01-01,,15 Plaid Pl
1335420-06-231,1029018,Hand And Heart Event Design,Hand And Heart Weddings And Events,1607 47th Ave,San Francisco,CA,94122,2016-03-14,,2023-06-12,,1607 47th Ave
1335422-06-231,1147662,Elioth LLC,Elioth Property Managerment,1970 48th Ave,San Francisco,CA,94116,2023-06-01,,2023-06-01,,1970 48th Ave
1335427-06-231,1028561,"Modus, Inc",Modus,222 Dore St,San Francisco,CA,94103,2016-03-01,,2016-03-01,,1355 Windward Concourse Ste 410
1335430-06-231,187594,Geary-Mason Investment Co,Geary Mason Investment Co,818 36th Ave,San Francisco,CA,94121,1989-01-01,,2022-09-26,,Po Box 590056
1335432-06-231,1147666,"Onsemble Home, Inc.",Onsemble,580 Howard St Unit 101,San Francisco,CA,94105,2023-06-01,,2023-06-01,,580 Howard St Unit 101
1335434-06-231,1147667,"Sunrise Seed Field, Inc.","Sunrise Seed Field, Inc.",3757 21st St,San Francisco,CA,94114,2018-12-01,,2018-12-01,,3757 21st St
1335435-06-231,917511,Richard Tong Et Al,Tong & Fong Cpas,220 Sansome St Ste 500,San Francisco,CA,94104,1991-01-01,,2022-11-01,,220 Sansome St Ste 500
1335436-06-231,1056576,Biotech Connection - Bay Area Inc,Bcba,2248 Coloma St,Oakland,CA,94602,2016-09-07,,2022-10-01,,826 Alvarado St
1335438-06-231,1147668,North East Medical Services Foundation,North East Medical Services Foundation,1450 Noriega St,San Francisco,CA,94122,2023-06-12,,2023-06-12,,2171 Junipero Serra Blvd
1335440-06-231,1147669,Priya Agrawal Group LLC,Priya Agrawal Group LLC,1269 5th Ave,San Francisco,CA,94122,2021-09-21,,2021-09-21,,1269 5th Ave
1335441-06-231,930652,Obra Brenda M,Equity One,2269 Chestnut St # 967,San Francisco,CA,94123,1998-10-01,,2022-11-01,,2269 Chestnut St # 967
1335442-06-231,1107057,Otherwise LLC,Otherwise,955 Oak St Apt 3,San Francisco,CA,94117,2019-09-27,,2023-01-01,,955 Oak St 3 Apt
1335443-06-231,1074207,Pacific Placement Group Agency LLC,Pacific Placement Group Agency LLC,383 Shiloh Manor Dr,Marietta,GA,30066,2017-08-02,,2017-09-17,,2325 Buena Vista Ave
1335445-06-231,1147670,Layer Financial Technologies Inc.,Layer Financial Technologies Inc.,708 Ashbury St,San Francisco,CA,94117,2023-05-04,,2023-05-04,,708 Ashbury St
1335447-06-231,1147671,Desert Rose SF,Desert Rose SF,300 IVy St Apt 124,San Francisco,CA,94102,2023-06-12,,2023-06-12,,300 IVy St Apt 124
1335449-06-231,1147672,Lauren Fratamico,Lauren Fratamico,3249 17th St Apt 3,San Francisco,CA,94110,2023-04-01,,2023-05-05,,3249 17th St Apt 3
1335451-06-231,1147673,Comstasis LLC,Comstasis LLC,1600 Knowles St,Nashville,TN,37208,2023-06-01,,2023-06-01,,1600 Knowles St
1335453-06-231,1147674,Zanze's Cheesecake LLC,Zanze's Cheesecake LLC,2405 Ocean Ave,San Francisco,CA,94127,2023-06-06,,2023-06-06,,1606 Stockton St Fl Mezz
1335454-06-231,474508,Leung Carol C,Ckc Business Consulting Srvc,10 Idora Ave,San Francisco,CA,94127,2012-12-01,,2023-06-13,,10 Idora Ave
1335456-06-231,1147675,Discount Signs   Neon Inc.,Discount Signs & Neon Inc.,823 Edgehill Dr,Burlingame,CA,94010,2023-06-13,,2023-06-13,,823 Edgehill Dr
1335457-06-231,1123550,"Magic Labs, Inc.","Magic Labs, Inc.",548 Market St # 31387,San Francisco,CA,94104,2018-05-15,,2023-01-01,,548 Market St # 31387
1335459-06-231,1147676,Eli Spear,Ab Knolling,1310 E Windsor Rd,Glendale,CA,91205,2023-06-13,,2023-06-13,,1310 E Windsor Rd
1335461-06-231,1147677,"Fowler Property Investments, Lp",273 Filbert Apartments,273 Filbert St,San Francisco,CA,94133,2023-06-12,,2023-06-12,,2222 Francisco Dr Ste 220-584
1335463-06-231,1147678,Rodolfo Vergara,"30 Clayton Ct, Daly City Ca94014",5750 -575 Mission St #,San Francisco,CA,94112,2006-09-29,,2006-09-29,,30 Clayton Ct
1335468-06-231,1147680,"Sarah Vankova, M.D. Inc.",Bay Area Anesthetic Management,99 E C St Ste 100,Upland,CA,91786,2023-06-01,,2023-06-01,,99 E C St Ste 100
1335470-06-231,1097486,Thomas Warner Wine Cellars,Thomas Warner Wine Cellars,372 Bel Marin Keys Blvd Ste J,Novato,CA,94949,2019-01-01,,2023-01-01,,372 Bel Marin Keys Blvd J Unit
1335472-06-231,1147682,Kathleen Zipper,Sheet Music Bakery,1509 Taraval St Ste A,San Francisco,CA,94116,2023-06-01,,2023-06-01,,1509 Taraval St Ste A
1335474-06-231,1147683,Punch King Fitness Richmond Inc,Punch King Fitness Richmond Inc,5820 Geary Blvd,San Francisco,CA,94121,2023-06-13,,2023-06-13,,5820 Geary Blvd
1335477-06-231,1147684,International Alliance Of Theatrical Stage Employees Local 16,International Alliance Of Theatrical Stage Employees Local 16,240 2nd St Fl 1,San Francisco,CA,94105,1893-05-01,,1893-05-01,,240 2nd St Fl 1
1335478-06-231,1147685,"Multiples Capital, LLC","Multiples Capital, LLC",30 Miramonte Ct,San Carlos,CA,94070,2022-01-10,,2022-01-10,,2180 Bryant St Ste 201
1335479-06-231,1062556,"Forfeiture Support Associates, LLC",Fsa Federal,2553 Dulles View Dr Ste 450,Herndon,VA,20171,2011-04-01,,2011-04-01,,2553 Dulles View Dr Ste 450
