location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1023010-03-151,1011148,867-869 Fell Street,867-869 Fell Street,867 Fell St,San Francisco,CA,94117,2014-01-01,,2014-01-01,,1812 Noriega St
1023014-03-151,1011150,2844 Golden Gate Avenue,2844 Golden Gate Avenue,2844 Golden Gate Ave,San Francisco,CA,94118,2014-01-01,,2014-01-01,,1812 Noriega St
1023016-03-151,1011151,542-546 Haight Street,542-546 Haight Street,542 Haight St,San Francisco,CA,94117,2014-01-01,,2014-01-01,,1812 Noriega St
1023018-03-151,1011152,501 Lake Street,501 Lake Street,501 Lake St,San Francisco,CA,94118,2014-01-01,,2014-01-01,,1812 Noriega St
1023020-03-151,1011153,841-863 Scott Street,841-863 Scott Street,841 Scott St,San Francisco,CA,94117,2014-01-01,,2014-01-01,,1812 Noriega St
1023024-03-151,1011155,Brandel Jonathan,Brandel Jonathan,34 Cumberland St,San Francisco,CA,94110,2014-03-01,,2014-03-01,,1933 Francisco St
1023032-03-151,1011158,1473 48th Ave,1473 48th Ave,1473 48th Ave,San Francisco,CA,94122,2014-01-01,,2014-01-01,,1812 Noriega St
1023036-03-151,1011160,Scharetg Brigitte,Butterfield Road Catering & Events,4822 California St,San Francisco,CA,94118,2015-03-16,,2015-03-16,,4820 California St
1023041-03-151,475709,Veen Natalya,Natalya Veen,1 Myrtle Ave,Mill Valley,CA,94941,2013-01-14,,2015-03-16,,1 Myrtle Ave
1023045-03-151,1011167,Davies Christopher,674 6th Avenue,674 6th Ave,San Francisco,CA,94118,2014-01-01,,2006-01-01,,850 Clayton St
1023047-03-151,1011168,All Bay Contractors Inc,All Bay Contractors Inc,43233 Osgood Rd,Fremont,CA,94539,2015-03-16,,2015-03-16,,43233 Osgood Rd
1023051-03-151,1011170,Giardina Eric Crawford Darren,Puro Burro,426 Broadway St #403,San Francisco,CA,94133,2015-03-16,,2015-03-16,,426 Broadway Apt 403
1023055-03-151,1011173,Towner Bruce M,Towner Law Offices,256 Sutter St Fl 6th,San Francisco,CA,94108,2012-09-01,,2012-09-01,,0000 Undeliverable Mail
1023063-03-151,362230,Qiu Qi Hang,Qiu Qi Hang,594 Monterey Blvd,San Francisco,CA,94127,2003-01-01,,2010-04-06,,567 Pine St Ste 201
1023064-03-151,362230,Qiu Qi Hang,Qiu Qi Hang,4196 Mission St,San Francisco,CA,94112,2003-01-01,,2010-01-01,,567 Pine St Ste 201
1023092-03-151,1011191,Der Howard Der Nelson Dea Thomas,Der Howard Der Nelson Dea Thomas,1200 Stockton St,San Francisco,CA,94133,2015-03-01,,2015-03-01,,466 Green St 302 Ste
1023099-03-151,1011195,Chen-Harding Suzanne,Suzanne Chen-Harding,612 Precita Ave,San Francisco,CA,94110,2015-03-17,,2015-03-17,,612 Precita Ave
1023100-03-151,1011193,Raphael   Sai-Ling Chan-Sew,Raphael & Sai-Ling Chan-Sew,124 Eucalyptus Dr,San Francisco,CA,94132,2014-01-01,,2014-01-01,,1750 Broadway Apt 1
1023102-03-151,1011194,Lee So Ling,Lee So Ling,2438 Taraval St,San Francisco,CA,94116,1994-11-30,,1994-11-30,,783 11th Ave
1023118-03-151,1011201,Vdovin Marsha,Mv Media,171 Liberty St #201,San Francisco,CA,94110,2015-03-17,,2015-03-17,,171 Liberty St Apt 201
1023123-03-151,1011203,Shepherd Kathleen,Kathleen Bello Shepherd,31 Caselli Ave,San Francisco,CA,94114,2015-03-16,,2015-03-16,,31 Caselli Ave
1023128-03-151,1011205,Navarro Jennifer Et Al,Community Well,78 Ocean Ave,San Francisco,CA,94112,2015-03-17,,2015-03-17,,78 Ocean Ave
1023130-03-151,1011206,Vendor Direct Solutions LLC,Vendor Direct Solutions LLC,560 Mission St 27th Fl,San Francisco,CA,94105,2007-07-01,,2007-07-01,,515 S Figueroa St Ste 1900
1023133-03-151,1011206,Vendor Direct Solutions LLC,Vendor Direct Solutions LLC,55 Second St Ste 1700,San Francisco,CA,94105,2007-07-01,,2010-10-15,,515 S Figueroa St Ste 1900
1023136-03-151,1011206,Vendor Direct Solutions LLC,Vendor Direct Solutions LLC,101 California St 5th Fl,San Francisco,CA,94111,2007-07-01,,2011-09-01,,515 S Figueroa St Ste 1900
1023142-03-151,1011206,Vendor Direct Solutions LLC,Vendor Direct Solutions LLC,3 Embarcadero Center Ste 200,San Francisco,CA,94111,2007-07-01,,2014-10-01,,515 S Figueroa St Ste 1900
1023148-03-151,1011210,Velez Amadis,Amadis Velez,2800 19th St,San Francisco,CA,94110,2015-03-17,,2015-03-17,,2800 19th St
1023154-03-151,1011213,Jppf Waterfront Plaza Lp,Jppf Waterfront Plaza Lp,50 Francisco St,San Francisco,CA,94111,2014-08-01,,2014-08-01,,1700 Montgomery St Ste 110
1023155-03-151,1011213,Jppf Waterfront Plaza Lp,Jppf Waterfront Plaza Lp,60 Francisco St,San Francisco,CA,94111,2014-08-01,,2014-08-01,,1700 Montgomery St Ste 110
1023164-03-151,1011217,1420 Sutter Street LLC,1420 Sutter Street LLC,1420 Sutter St,San Francisco,CA,94116,2013-09-09,,2013-09-09,,2217 9th Ave
1023166-03-151,1011216,A R M Enterprise LLC,A R M Enterprise LLC,2419 Ocean Ave,San Francisco,CA,94127,2011-07-01,,2011-07-01,,100 Cedro Ave
1023168-03-151,456037,Esperanza Natalie,Envios Na-Ya,2425 Mission St,San Francisco,CA,94110,2011-02-03,,2015-03-17,,2425 Mission St
1023172-03-151,1011222,Nicholson Christina   Hartford Matthew,Nicholson Christina & Hartford Matthew,1517 45th Ave,San Francisco,CA,94122,2015-03-15,,2015-03-15,,1517 45th Ave
1023181-03-151,1011228,San Francisco Mail Boxes Corp,The Ups Store 0546,182 Howard St,San Francisco,CA,94105,2015-01-01,,2015-01-01,,182 Howard St
1023195-03-151,1011237,United States Tennis Asso Northern Ca,United States Tennis Asso Northern Ca,1920 North Loop Rd,Alameda,CA,94502,1952-09-25,,1952-09-25,,1920 N Loop Rd
1023197-03-151,1011238,Kao Paul,Mhappy4u,2074 34th Ave,San Francisco,CA,94116,2015-03-18,,2015-03-18,,2074 34th Ave
1023203-03-151,1011242,Fair Adrienne,Adrienne Fair,1700 48th Ave,San Francisco,CA,94122,2015-03-18,,2015-03-18,,1700 48th Ave
1023209-03-151,102909,Financial Resources Group Inc,Robert Thorpe Enterprises LLC,750 Bay St #3,San Francisco,CA,94109,2006-01-01,,2015-02-01,,750 Bay St Apt Apt 3
1023211-03-151,1011245,Chuck Kevin Chuck Kathy,Chuck & Associates,1221 Harrison St #18,San Francisco,CA,94103,2015-03-18,,2015-03-18,,1221 Harrison St Apt 18
1023212-03-151,1011245,Chuck Kevin Chuck Kathy,Hopco,1221 Harrison St #18,San Francisco,CA,94103,2015-03-18,,2015-03-18,,1221 Harrison St Apt 18
1023219-03-151,1011249,Harrold William,Sf Properties,2121 Taylor St Apt 5,San Francisco,CA,94133,2015-03-18,,2015-03-18,,2121 Taylor St Apt 5
1023225-03-151,1011253,T A Smith Excavating,T A Smith Excavating,14190 Center Ave,San Martin,CA,95046,2015-03-01,,2015-03-01,,14190 Center Ave
1023240-03-151,1008641,Zemel K Fallows Rz   Levin W Trust,Hamburger Properties,231 Grant Ave,San Francisco,CA,94108,2005-01-01,,2005-01-01,,2075 Pioneer Ct
1023241-03-151,413316,Jack Of Hearts LLC,La Lucha Coffee Bar,1600 17th St,San Francisco,CA,94107,2007-02-01,,2015-03-01,,1600 17th St
1023243-03-151,1011263,Arnold Stephen,Stephen Arnold,63 Verna St,San Francisco,CA,94127,2015-03-18,,2015-03-18,,63 Verna St
1023245-03-151,1011264,221 7th Street Residences LLC,221 7th Street Residences LLC,221 7th St,San Francisco,CA,94114,2014-05-05,,2014-05-05,,1082 Folsom St
1023259-03-151,1011273,Cleland Katie,Katie Cleland,3051  Market St,San Francisco,CA,94114,2015-03-16,,2015-03-16,,3051.5 Market St
1023269-03-151,1011278,Wang David Y,Wang David Y,238 Chenery St,San Francisco,CA,94131,2015-03-15,,2015-03-15,,238 Chenery St
1023276-03-151,1011281,The Swinerton Foundation,The Swinerton Foundation,260 Townsend St,San Francisco,CA,94107,2014-07-01,,2014-07-01,,2001 Clayton Rd 7th Fl
1023286-03-151,1011285,Fu Lynda,4210 Judah St Residential Units,4210 Judah St,San Francisco,CA,94122,2014-01-01,,2014-01-01,,Po Box 210430
1023287-03-151,1011286,G10capture Inc,G10capture Inc,133 Joost Ave,San Francisco,CA,94131,2014-12-09,,2014-12-09,,133 Joost Ave
1023299-03-151,1011290,Fu Lynda,3514-3518 Geary Businesses,3514 Geary Blvd,San Franciscso,CA,94118,2014-01-01,,2014-01-01,,Po Box 210430
1023306-03-151,1011296,Der Bedrossian Vanick,Vanick Der Bedrossian,2386 15th St,San Francisco,CA,94114,2014-10-18,,2014-10-18,,2386 15th St
1023308-03-151,1011297,Mefford Deidre Quigley,Deidre Quigley Mefford,2020 Market St,San Francisco,CA,94102,2005-01-01,,2005-01-01,,32457 Edith Way
1023325-03-151,1002910,Sierrec LLC,Montesacro,510 Stevenson St,San Francisco,CA,94103,2014-08-19,,2014-10-02,,510 Stevenson St
1023328-03-151,1011302,California Medexams,California Medexams,3580 California St 302,San Francisco,CA,94118,2014-07-01,,2014-07-01,,3580 California St Ste 302
1023346-03-151,353896,Unif Inc,396-398 Capp St,396 Capp St,San Francisco,CA,94110,2001-09-20,,2008-07-15,,500 Masonic Ave
1023350-03-151,1011312,Op Trucking Inc,Op Trucking Inc,1245 Van Dykeaa Ave,San Francisco,CA,94124,2015-03-19,,2015-03-19,,157 Marbly Ave
