location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1365889-07-241,435582,John P Brennan Company LLC,John Brennan Company,425 Divi Oak St,San Francisco,CA,94117,2009-01-01,,2023-01-01,,50 Everson St
1365890-07-241,1144919,Zaldana Construction,Zaldana Construction,665 Devito St,Pittsburg,CA,94565,2023-03-28,,2023-03-28,,655 Devito St
1365891-07-241,435582,John P Brennan Company LLC,1764 Haight Street,1764 Haight St,San Francisco,CA,94117,2009-01-01,,2023-01-01,,50 Everson St
1365894-07-241,1160274,Angel Angelov,Angel Angelov,673 Brannan St Unit 106,San Francisco,CA,94107,2024-07-10,,2024-07-10,,673 Brannan St Unit 106
1365895-07-241,1158961,Kathryn Davis,Eat Ceci,1377 Fell St,San Francisco,CA,94117,2024-05-29,,2024-07-10,,200 Buchanan St Apt 122
1365896-07-241,1156295,Best Service Auto Glass LLC,Best Service Auto Glass,1390 Market St Ste 200,San Francisco,CA,94102,2024-03-01,,2024-05-01,,15 Onondaga Ave Unit 12154
1365897-07-241,1136030,Down There Naturals LLC,Down There Naturals,3701 Divisadero St Apt 104,San Francisco,CA,94123,2022-05-25,,2024-07-01,,3701 Divisadero St Apt 104
1365899-07-241,1160275,"Front Row Builders, Inc.",Sf Metalworks,1167 Parker St,Colusa,CA,95932,2024-07-10,,2024-07-10,,1167 Parker St
1365900-07-241,430263,North Beach Parking Srvcs Inc,North Beach Parking Services Inc,955 Sansome St,San Francisco,CA,94133,2008-06-01,,2024-07-10,,1325 Howard Ave 435 Ste
1365904-07-241,1160277,Inpwr Inc,Inpwr Inc,10640 Deme Dr Ste M,Indianapolis,IN,46236,2024-07-10,,2024-07-10,,10640 Deme Dr Ste M
1365906-07-241,1160278,Chloeta Holdings LLC,Chloeta Holdings LLC,701 Cedar Lake Blvd Ste 208,Oklahoma City,OK,73114,2024-07-10,,2024-07-10,,701 Cedar Lake Blvd Ste 208
1365909-07-241,1160280,"The Pho Ranger, Inc",Ben Tre,2650 Ocean Ave,San Francisco,CA,94132,2024-07-01,,2024-07-01,,196 Urbano Dr
1365911-07-241,1160281,"Crt Technologies International, LLC","Crt Technologies International, LLC",548 Market St,San Francisco,CA,94104,2024-07-02,,2024-07-02,,548 Market St
1365913-07-241,1160282,Jennifer Gottlieb Real Estate,Jennifer Gottlieb Real Estate,715 Florida St,San Francisco,CA,94110,2022-04-06,,2022-04-06,,715 Florida St
1365914-07-241,1091533,Carlos C Cervantes,Cervantes Maintenance,182 Howard St,San Francisco,CA,94105,2018-08-01,,2024-07-02,,1515 Crestwood Ave Apt 3
1365916-07-241,1160283,Wright Residential Construction LLC,Polk Street,2944 Polk St,San Francisco,CA,94109,2024-07-10,,2024-07-10,,7710 Bell Rd
1365918-07-241,1160284,Antonio Campos Galindo,Mobile Campos Car Wash,45 Sycamore St,San Francisco,CA,94110,2024-07-10,,2024-07-10,,45 Sycamore St
1365919-07-241,441113,G680 Group Inc,The Grove-Yerba Buena,688 Mission St,San Francisco,CA,94105,2009-07-15,,2022-06-22,,690 Mission St
1365920-07-241,1160217,Eboni Reid,Sistafriend Therapeutic No-Filter Apparel & Accessories,160 Eddy St Apt 401,San Francisco,CA,94102,2024-07-08,,2024-07-10,,425474 Po Box
1365922-07-241,465812,50+1 Strategies LLC,"50+1 Strategies, LLC",490 Post St Ste 1700,San Francisco,CA,94102,2012-01-12,,2022-01-01,,0000 Undeliverable Mail
1365924-07-241,1160285,Everjoy Buliders,Everjoy Buliders,1732 Divisadero St,San Francisco,CA,94115,2024-07-10,,2024-07-10,,1732 Divisadero St
1365926-07-241,1160286,Pink Tulip LLC,Pink Tulip LLC,167 Broderick St,San Francisco,CA,94117,2024-01-10,,2024-01-10,,167 Broderick St
1365927-07-241,1138471,Lighthouse Digital Productions LLC,Lighthouse Digital Productions LLC,739 Bryant St,San Francisco,CA,94107,2022-08-31,,2024-07-08,,739 Bryant St
1365929-07-241,1160287,Clarity Rcm LLC,Clarity Rcm LLC,2190 46th Ave,San Francisco,CA,94116,2024-01-01,,2024-01-01,,459 Geary St Ste 400
1365931-07-241,1160288,David Kennedy,33 8th Street,33 Eighth St Apt 1011,San Francisco,CA,94103,2024-07-10,,2024-07-10,,33 Eighth St Apt 1011
1365932-07-241,1006531,Arsicault Bakery Inc,Arsicault Bakery,1070 Bridgeview Way Unit B,San Francisco,CA,94158,2014-12-04,,2024-07-10,,2565 3rd St Ste 202
1365934-07-241,1159684,La Venus Inc,La Venus Studio,360 Langton St Ste 100,San Francisco,CA,94103,2024-05-14,,2024-06-21,,360 Langton St Ste 100
1365935-07-241,1159684,La Venus Inc,Vivi Lin Photography,360 Langton St Ste 100,San Francisco,CA,94103,2024-05-14,,2024-06-21,,360 Langton St Ste 100
1365936-07-241,1108135,Out Of The Box Productions LLC,Out Of The Box Solutions,321 San Anselmo Ave,San Anselmo,CA,94960,2019-07-08,,2023-06-01,,321 San Anselmo Ave
1365937-07-241,1081745,Del Mar Sf Inc.,Rick And Roxy's,2125 Lombard St,San Francisco,CA,94123,2018-01-01,,2018-01-08,,566 10th Ave # 10
1365938-07-241,1159684,La Venus Inc,La Venus Bridal,360 Langton St Ste 100,San Francisco,CA,94103,2024-05-14,,2024-06-21,,360 Langton St Ste 100
1365940-07-241,1160289,Jubilee Property Management,Jubilee Property Management,2271 45th Ave,San Francisco,CA,94116,2024-07-01,,2024-07-01,,2271 45th Ave
1365942-07-241,1160290,Adelina Chan,Petit Serie,2367 14th Ave,San Francisco,CA,94116,2024-07-01,,2024-07-01,,2367 14th Ave
1365944-07-241,1160291,Danijela Pavlic,518 Myra Way,518 Myra Way,San Francisco,CA,94127,2024-07-10,,2024-07-10,,518 Myra Way
1365946-07-241,1160292,Carolyn Lau-Ng,Lau-Ng Consulting,2167 16th Ave,San Francisco,CA,94116,2024-06-26,,2024-06-26,,2167 16th Ave
1365948-07-241,1160293,Saint Joseph Construction LLC,Saint Joseph Construction LLC,85 Shiloh Way,Goldendale,WA,98620,2024-05-28,,2024-05-28,,85 Shiloh Way
1365952-07-241,1160295,An Van De Moortel,Zus Clothing,2435 3rd St,San Francisco,CA,94107,2024-07-10,,2024-07-10,,824 22nd St
1365953-07-241,1148549,Rc Consulting Ops LLC,Rc Consulting Ops LLC,1 Polk St Unit 402,San Francisco,CA,94102,2023-07-11,,2024-07-01,,1 Polk St Unit 402
1365955-07-241,1160296,"Zabit, Inc.","Zabit, Inc.",57 Post St Ste 901,San Francisco,CA,94104,2024-01-01,,2024-01-01,,57 Post St Ste 901
1365956-07-241,1116910,Ternpoint Solutions Lp,Ternpoint Solutions Lp,27 Maiden Ln Ste 590,San Francisco,CA,94108,2020-07-28,,2024-06-01,,27 Maiden Ln Ste 590
1365957-07-241,1116909,Ternpoint Solutions LLC,Ternpoint Solutions LLC,27 Maiden Ln Ste 590,San Francisco,CA,94108,2020-07-28,,2024-06-01,,27 Maiden Ln Ste 590
1365959-07-241,1160297,Catherine Woods,Catherine Woods,555 Alvarado St St,San Francisco,CA,94114,2024-07-11,,2024-07-11,,555 Alvarado Street St
1365960-07-241,1157989,Nola Brantley,Nola Brantley Speaks,329 Kinross Dr,Walnut Creek,CA,94598,2024-05-02,,2024-05-02,,329 Kinross Dr
1365962-07-241,1096669,"Energy Resources Integration, LLC","Energy Resources Integration, LLC",433 California St Ste 530,San Francisco,CA,94104,2018-09-01,,2023-09-05,,150 Sutter St Unit 762
1365964-07-241,1160298,"Cash Me Out, LLC",Cmo Auto Sales,855 Jame Jamestown Ave Apt 106,San Francisco,CA,94124,2024-07-07,,2024-07-07,,855 Jamestown Ave Apt 106
1365966-07-241,1160299,"Blizzle, LLC",Blizzle,548 Market St #547857,San Francisco,CA,94104,2024-07-01,,2024-07-01,,548 Market St #547857
1365967-07-241,1130039,"Digital Sandbox, Inc.","Secure Passage, Inc.",711 Van Ness Ave,San Francisco,CA,94102,2019-11-15,,2019-11-15,,13324 Holmes Rd
1365969-07-241,1160300,Ana Maria Aguilar Uribe,Anita's Cleaning,1225 Pine St Apt 10,San Francisco,CA,94109,2024-07-11,,2024-07-11,,1225 Pine St Apt 10
1365971-07-241,1160301,Nathan Weyland,Weyland Photography,1542 9th St,Oakland,CA,94607,2024-07-11,,2024-07-11,,1542 9th St
1365973-07-241,1160302,Lin   Youke Of City,Lin & Youke Of City,275 15th Ave,San Francisco,CA,94118,2024-07-01,,2024-07-01,,275 15th Ave
1365975-07-241,1160303,Cto Distributors,Cto Distributors,751 13th St Bldg 264,Treasure Island,CA,94130,2024-07-10,,2024-07-10,,1936 Sheridan Way
1365976-07-241,1038712,Sasala Dining Usa Inc,Hinodeya Ramen Chestnut,3340 Steiner St,San Francisco,CA,94123,2016-07-01,,2024-07-10,,680 Clay St
1365978-07-241,1160304,Argo Sportfishing,Argo Sportfishing,35 Thomas Dr Apt 5,Mill Valley,CA,94941,2024-07-11,,2024-07-11,,35 Thomas Dr Apt 5
1365980-07-241,1160305,Disability Business And Arts Access,San Francisco Disability Business Alliance,42 Marston Ave,San Francisco,CA,94112,2024-07-11,,2024-07-11,,236 West Portal West Portal Ave
