location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1358782-04-241,1157560,Jose Barajas,Jose Barajas,280 Feather Hill Ln,Petaluma,CA,94952,2024-04-01,,2024-04-01,,280 Feather Hill Ln
1358784-04-241,1157561,Ada Luong,Ada Luong,5630 Anza St,San Francisco,CA,94121,2024-04-22,,2024-04-22,,5630 Anza St
1358789-04-241,1157564,Waabi Innovation Us Inc.,Waabi,1407 Indiana St,San Francisco,CA,94107,2021-03-08,,2022-06-10,,1407 Indiana St
1358790-04-241,1157563,"Give Back Wireless, Inc.",Give Back Wireless,9320 Chesapeake Dr Ste 112,San Diego,CA,92123,2024-04-22,,2024-04-22,,9320 Chesapeake Dr Ste 112
1358791-04-241,1120053,Wai-Hong Cheng,Procohome Construction,950 Grant Ave,San Francisco,CA,94108,2021-01-04,,2024-04-22,,Po Box 417
1358793-04-241,1157565,"Ya Engineering Services, Inc","Ya Engineering Services, LLC",12851 Manchester Rd,Des Peres,MO,63131,2022-02-21,,2022-02-21,,12851 Manchester Rd
1358795-04-241,1157566,"Triage, LLC","Triage, LLC",13609 California St,Omaha,NE,68154,2024-04-22,,2024-04-22,,13609 California St
1358799-04-241,1157568,"Auriga Technology, LLC","Auriga Technology, LLC",562 Po Box,Escalon,CA,95320,2024-04-22,,2024-04-22,,562 Po Box
1358800-04-241,1157569,Dreamers Food And Beverage Inc,Las Katrinas Taqueria,2101 Lombard St,San Francisco,CA,94123,2024-04-22,,2024-04-22,,2101 Lombard St
1358801-04-241,1157567,Polar Operations LLC,Polar Operations LLC,233 S Wacker Dr Ste 4300,Chicago,IL,60606,2022-01-01,,2022-01-01,,233 S Wacker Dr Ste 4300
1358803-04-241,1157570,Stephen Shilling,Stephen Shilling,51 Vicksburg St,San Francisco,CA,94114,2024-04-19,,2024-04-19,,51 Vicksburg St
1358805-04-241,1157571,Bay Food Mini Market,Bay Food Mini Market,578 Market St,San Francisco,CA,94104,2024-04-22,,2024-04-22,,578 Market St
1358807-04-241,1157572,Prophecy Cre Inc,Prophecy Cre Inc,450 Hayes St Unit 3g,San Francisco,CA,94102,2024-04-22,,2024-04-22,,450 Hayes St Unit 3g
1358809-04-241,1157573,Johan Duramy,459frederick,459 Frederick St Unit Upp,San Francisco,CA,94117,2024-04-22,,2024-04-22,,459 Frederick St Unit Upper
1358811-04-241,1157574,Brandon Matukas,Varsity Sports Management,1475 18th Ave Apt 3,San Francisco,CA,94122,2024-04-12,,2024-04-12,,1475 18th Ave Apt 3
1358813-04-241,1157576,Wordzbee LLC,Wordzbee,201 Spear St Ste 1100,San Francisco,CA,94105,2024-04-22,,2024-04-22,,201 Spear St Ste 1100
1358816-04-241,1157577,Preventive Plumbing,Preventive Plumbing,244 Aspen Ave,South San Francisco,CA,94080,2024-04-22,,2024-04-22,,244 Aspen Ave
1358817-04-241,1157577,Preventive Plumbing,Preventive Plumbing,582 Market St Ste 1502,San Francisco,CA,94104,2024-04-22,,2024-04-22,,244 Aspen Ave
1358818-04-241,1157578,Quality Control Electric,Quality Control Electric,9511 Sabrina Ln,Elk Grove,CA,95758,2024-04-22,,2024-04-22,,9511 Sabrina Ln
1358821-04-241,1154857,"Wallpaper Imports, Inc",Phillip Jeffries Ltd,101 Henry Adams St Ste 490,San Francisco,CA,94103,2018-09-01,,2018-09-01,,180 Passaic Ave
1358822-04-241,1157430,David Mendoza,Legend Plumbing,526 Haight St,San Francisco,CA,94117,2024-04-17,,2024-04-22,,526 Haight St
1358824-04-241,1157579,Ab Electric,Ab Electric,1212 Oakland Rd Spc 139,San Jose,CA,95112,2024-04-22,,2024-04-22,,1212 Oakland Rd Unit 139
1358826-04-241,1157580,Bryan Diger,343 - 49 Oak St,343 Oak St,San Francisco,CA,94102,2024-01-01,,2024-01-01,,9 Upper Fremont Dr
1358827-04-241,1157321,Drake Hoffman,Bb Fisheries,26285 Haley Way,Madera,CA,93638,2024-04-12,,2024-04-22,,26285 Haley Way
