location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
0034402-02-001,34402,Golden Gateway Center,560 Battery Bldg,560 Battery St,San Francisco,CA,94111,1968-10-01,,1968-10-01,,460 Davis Ct
0034402-03-001,34402,Golden Gateway Center,The Gateway,460 Davis Ct,San Francisco,CA,94111,1968-10-01,,2008-11-12,,460 Davis Ct
0034419-01-001,34419,Louie Ben Fong,1551 Hyde Apts,1551 Hyde St,San Francisco,CA,94109,1968-10-01,,1968-10-01,,1551 Hyde St
0034425-01-001,34425,Metropolitan Club,Metropolitan Club,640 Sutter St,San Francisco,CA,94102,1973-11-30,,1973-11-30,,640 Sutter St
0034437-01-001,34437,Northwestern Title Co Of SF,1556 Laplaya Apts,1556 Great Hwy,San Francisco,CA,94122,1968-10-01,,1968-10-01,,4444 Geary Blvd Ste 105
0034438-01-001,34438,Fong K P Etal,1556 Taylor Apts,1556 Taylor St,San Francisco,CA,94133,1968-10-01,,1968-10-01,,Po Box 591540
0034453-01-001,34453,Julius George,1915 Green St Apts,1915 Green St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,4444 Geary Blvd Ste 105
0034453-01-002,34453,Julius George,1915 Green St Apts,1915 Green St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,4444 Geary Blvd Ste 105
0034480-01-001,34480,Wong Patrick Y   Suey May,1567 19th Av Apartments,1567 19th Ave,San Francisco,CA,94122,1968-10-01,,1968-10-01,,686 16th Ave
0034511-04-001,34511,Bertram John R,1-3 Vicksburg St Apt,1 Vicksburg St,San Francisco,CA,94114,1968-10-01,,1968-10-01,,9 Hatzic Ct
0034525-01-001,34525,Koo Ming D   Manling Har H,1580 Jackson Apts,1580 Jackson St,San Francisco,CA,94109,1968-10-01,,1968-10-01,,988 Union St Apt 301
0034525-02-001,34525,Koo Ming D   Manling Har H,988 Union Apts,988 Union St,San Francisco,CA,94133,1968-10-01,,1976-04-10,,988 Union St Apt 301
0034525-03-001,34525,Koo Ming D   Manling Har H,1471 Jackson St Apartments,1471 Jackson St,San Francisco,CA,94109,1968-10-01,,1987-01-01,,988 Union St Apt 301
0034525-04-001,34525,Koo Ming D   Manling Har H,1345 Sacramento St Apartments,1345 Sacramento St,San Francisco,CA,94109,1968-10-01,,1983-11-18,,988 Union St Apt 301
0034529-01-001,34529,Atzeff Koche,2294 Filbert Apts,2294 Filbert St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,11071 Gold Star Ln
0034547-01-001,34547,Crivello Joseph   Rose,1590 Green Apts,1590 Green St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,1590 Green St
0034684-01-001,34684,Romeo Alberts Etal,1625 Chestnut Apts,1625 Chestnut St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,Po Box 475064
0034758-06-001,34758,Fong F Loy,1351-1373 Noe St,1351 Noe St,San Francisco,CA,94131,1968-10-01,,2010-01-01,,848 Duncan St
0034758-07-001,34758,Fong F Loy,5179 Diamond Hights Blvd,5179 Diamond Heights Blvd Apt 111,San Francisco,CA,94131,1968-10-01,,2010-01-01,,848 Duncan St
0034760-01-001,34760,Lambertsen Thea W,325 Maple Apts,325 Maple St,San Francisco,CA,94118,1968-10-01,,1968-10-01,,47 Kearny St 300 Fl
0034760-02-001,34760,Lambertsen Thea W,2940 Van Ness Apts,2940 Van Ness Ave,San Francisco,CA,94109,1968-10-01,,1971-01-01,,47 Kearny St 300 Fl
0034760-04-001,34760,Lambertsen Thea W,472-74 Euclid Ave Apts,472 Euclid Ave,San Francisco,CA,94118,1968-10-01,,1971-01-01,,47 Kearny St 300 Fl
0034760-05-001,34760,Lambertsen Thea W,126 Sutter Bldg,126 Sutter St,San Francisco,CA,94104,1968-10-01,,1971-01-01,,47 Kearny St 300 Fl
0034760-06-001,34760,Lambertsen Thea W,3274 Sacramento Bldg,3274 Sacramento St,San Francisco,CA,94115,1968-10-01,,1971-01-01,,47 Kearny St 300 Fl
0034761-02-001,34761,Choi Paul P,1395 48th Av Apts,1395 48th Ave,San Francisco,CA,94122,1968-10-01,,1976-02-13,,1263 24th Ave
0034764-01-001,34764,Chan Kang,1645 Clay Apts,1645 Clay St,San Francisco,CA,94109,1968-10-01,,1968-10-01,,1645 Clay St Apt 2
0034792-01-001,34792,Lee Donald Y,1650 Sacramento Apts,1650 Sacramento St,San Francisco,CA,94109,1968-10-01,,1968-10-01,,1522 Sacramento St
0034793-01-001,34793,Tong Faye   Yuet Yee Lew,1651 Filbert Apts,1651 Filbert St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,2459 29th Ave
0034809-01-001,34809,De Martini Maria,1657 North Point St Apts,1657 N Point St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,3632 Lyon St
0034809-02-001,34809,De Martini Maria,615 Taylor Bldg,615 Taylor St,San Francisco,CA,94102,1968-10-01,,1972-06-01,,3632 Lyon St
0034815-01-001,34815,Groppi Renato,1658 Union Apts,1658 Union St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,1658 Union St
0034818-01-001,34818,Parasol Richard   Gun,166 Locksley Apts,166 Locksley Ave,San Francisco,CA,94122,1968-10-01,,1968-10-01,,775 E Blithedale Ave
0034870-02-001,34870,Masch Patricia D Trustee,1679-1699 Broderick Apts,1679 Broderick St,San Francisco,CA,94115,1968-10-01,,1968-10-01,,220 Jackson St 3 Fl
0034874-03-001,34874,Di Pasqua Rino,1200 3rd Ave Apts,1200 3rd Ave,San Francisco,CA,94122,2007-03-01,,2007-03-01,,13489 Recreation Dr
0034908-01-001,34908,Don   Raymond   Christine Chu,1695 Filbert St Apts,1695 Filbert St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,714 Van Ness Ave
0035020-01-001,35020,Yaftsic Trust,1825 Haight Rentals,1825 Haight St,San Francisco,CA,94117,1968-10-01,,1968-10-01,,1440 Arbor Ln
0035020-02-001,35020,Yaftsic Trust,1724 Waller Apts,1724 Waller St,San Francisco,CA,94117,1968-10-01,,1968-10-01,,1440 Arbor Ln
0035058-02-001,35058,Survivors Trust The,1732 Washington Apts,1732 Washington St,San Francisco,CA,94109,2005-11-11,,2005-11-11,,5840 Geary Blvd
0035061-01-001,35061,Caspar Joann,1733-1735 Lake Apts,1733 Lake St,San Francisco,CA,94121,1968-10-01,,1968-10-01,,945 0ak St. Po Box 446
0035088-01-001,35088,Poon Family Revocable Trust,174 22nd Av Apts,174 22nd Ave,San Francisco,CA,94121,1968-10-01,,1968-10-01,,2345 Dapplegray Ln
0035118-01-001,35118,Lopresti Anthony L,175 Castro St Apartments,175 Castro St,San Francisco,CA,94114,1968-10-01,,1968-10-01,,448 Chester St
0035132-01-001,35132,Jung Horatio,1750 Stockton Apts,1750 Stockton St,San Francisco,CA,94133,1968-10-01,,1968-10-01,,0000 Undeliverable Mail
0035169-03-001,35169,Jung Joe Ling,1112 Larkin St Apts,1112 Larkin St,San Francisco,CA,94109,1968-10-01,,1988-12-20,,1769 Hyde St
0035218-01-001,35218,Wong Yen F,178 12th Av Apts,178 12th Ave,San Francisco,CA,94118,1968-10-01,,1968-10-01,,1540 Sacramento St
0035289-07-001,35289,Nor Apartments LLC,1835 Noriega St Apts,1835 Noriega St,San Francisco,CA,94122,1996-09-18,,1996-09-18,,24 Orange Ave
0035292-01-001,35292,"Est Of Joie Exnicios, M Jacob",1801 Broadway Apts,1801 Broadway,San Francisco,CA,94109,1968-10-01,,1968-10-01,,1801 Broadway 101
0035344-01-001,35344,Chiao James M   Constance,1815 Leavenworth Apts,1815 Leavenworth St,San Francisco,CA,94109,1968-10-01,,1968-10-01,,1815 Leavenworth St Apt 2
0035380-01-001,35380,Hirsch Julian M,810 Jones St Apts,810 Jones St,San Francisco,CA,94109,1968-10-01,,1968-10-01,,12 Geary St Ste 403
0035408-01-001,35408,Dere Darrow   Janie,2524 Franklin Apts,2524 Franklin St,San Francisco,CA,94123,1968-10-01,,1968-10-01,,3154 Buchanan St Apt 3
0035453-01-001,35453,Scatena Marion   Snaider J,1845 Pacific Apts,1845 Pacific Ave,San Francisco,CA,94109,1968-10-01,,1968-10-01,,2128 Franklin St
0035456-01-001,35456,Tom Stephen S,1846 Larkin Apts,1846 Larkin St,San Francisco,CA,94109,1968-10-01,,1968-10-01,,62 Palm Ave
0035461-01-001,35461,Maslianikov Alexis V,1849 Clay St Apartments,1849 Clay St,San Francisco,CA,94109,1997-01-03,,1997-01-03,,4444 Geary Blvd Ste 100
0035477-01-001,35477,"Pun Joann, Et Al",1850 Larkin Apts,1850 Larkin St,San Francisco,CA,94109,1968-10-01,,1968-10-01,,1850 Larkin St Apt 5
0035525-01-002,35525,Dignity Health,St Marys Hospital & Med Cntr,1 Shrader St,San Francisco,CA,94117,1991-02-28,,1991-02-28,,450 Stanyan St
0035525-02-001,35525,Dignity Health,St Mary's Medical Center,450 Stanyan St,San Francisco,CA,94117,1991-02-28,,1991-02-28,,450 Stanyan St
0035525-03-001,35525,Dignity Health,Catholic Heathcare West,185 Berry St Ste 300,San Francisco,CA,94107,1991-02-28,,2012-01-17,,450 Stanyan St
0035525-04-001,35525,Dignity Health,Chw,185 Berry St Ste 300,San Francisco,CA,94107,1991-02-28,,2012-01-17,,450 Stanyan St
