location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1333338-05-231,432989,On Lok Senior Health Services,On Lok Senior Health Services,1000 Montgomery St Fl 1,San Francisco,CA,94133,1971-09-01,,2022-07-01,,1333 Bush St
1333339-05-231,432989,On Lok Senior Health Services,On Lok Senior Health Services,4430 Mission St,San Francisco,CA,94112,1971-09-01,,2023-04-06,,1333 Bush St
1333341-05-231,1146847,Exclusives By Tesa,Exclusives By Tesa,95 3rd St Fl 2,San Francisco,CA,94103,2022-05-13,,2022-05-13,,95 3rd St Fl 2
1333345-05-231,1145737,Johnson Wong,Johnson Wong,1732 Taraval St # 1734,San Francisco,CA,94116,2002-05-19,,2002-05-19,,80 Valdez Ave
1333349-05-231,1146850,Colin Logan,Elcon Builders,355 1st St Apt 2702,San Francisco,CA,94105,2023-05-18,,2023-05-18,,355 1st St Apt 2702
1333353-05-231,1146852,Kwong Tai LLC,Kwong Tai,1122 Grant Ave,San Francisco,CA,94133,2023-05-18,,2023-05-18,,1122 Grant Ave
1333355-05-231,1146853,Berkeley Coaching Institute,Berkeley Coaching Institute,9601 Po Box,Berkeley,CA,94709,2023-04-18,,2023-04-18,,9601 Po Box
1333359-05-231,1146855,2500 California Street LLC,2500 California Street LLC,2050 Goldorado Trl,El Dorado,CA,95623,2023-01-01,,2023-01-01,,2050 Goldorado Trl
1333363-05-231,1146856,Comfort Air Systems,Comfort Air Systems,16156 S Monte Sereno Ct,Santa Nella,CA,95322,2023-05-19,,2023-05-19,,16156 S Monte Sereno Ct
1333364-05-231,1088763,Victor Watteyne,Watteyne Enterprises,1714 Grant Ave,San Francisco,CA,94133,2018-06-06,,2023-03-20,,4435 1st St # 334
1333368-05-231,1146858,Ace Innovation Technologies LLC,Acenanny,201 Spear St Ste 1100,San Francisco,CA,94105,2023-05-15,,2023-05-15,,201 Spear St Ste 1100
1333369-05-231,1146858,Ace Innovation Technologies LLC,Ace Innovation Technologies LLC,201 Spear St Ste 1100,San Francisco,CA,94105,2023-05-15,,2023-05-15,,201 Spear St Ste 1100
1333370-05-231,1146859,"Walter Adams Framing, LLC",Walter Adams Framing,2019 Fillmore St,San Francisco,CA,94115,2023-05-19,,2023-05-19,,2019 Fillmore St
1333371-05-231,1146859,"Walter Adams Framing, LLC",Walter Adams Framing,355 Presidio Ave,San Francisco,CA,94115,2023-05-19,,2023-05-19,,2019 Fillmore St
1333372-05-231,1146859,"Walter Adams Framing, LLC",Walter Adams Framing,348 West Portal Ave,San Francisco,CA,94127,2023-05-19,,2023-05-19,,2019 Fillmore St
1333373-05-231,1146857,"Mutual Society, Inc.","Mutual Society, Inc.",36 Elizabeth St,San Francisco,CA,94110,2018-05-30,,2018-05-30,,36 Elizabeth St
1333380-05-231,1146862,Beth Markus Lukrich,Light Attitude,7 Casa Way Apt 4,San Francisco,CA,94123,2023-05-01,,2023-05-01,,7 Casa Way Ste 4
1333382-05-231,1146863,Cameron Foster,Cameron Foster,5100 Geary Blvd,San Francisco,CA,94118,2006-11-14,,2006-11-14,,2229 Adeline Dr
1333384-05-231,1146864,Vladimir Suarez-Halley,Longevity Fire Sprinklers,1504 Lyle Dr,San Jose,CA,95129,2023-05-19,,2023-05-19,,1504 Lyle Dr
1333385-05-231,1142561,Yan Law Offices,Yan,547 23rd Ave,San Francisco,CA,94121,2023-01-31,,2023-05-19,,547 23rd Ave
1333392-05-231,1146866,Octane Forklifts Inc.,Octane Forklifts Inc.,4905 Lima St,Denver,CO,80239,2023-05-01,,2023-05-01,,4905 Lima St
1333393-05-231,1029664,"Tfn Architectural Signage, Inc.",Tfn Architectural Signage,527 Fee Ana St,Placentia,CA,92870,2016-03-30,,2022-05-03,,527 Fee Ana St
1333395-05-231,1146867,Precise Contractor Inc,Precise Contractor Inc,1400 17th St,San Francisco,CA,94107,2023-05-19,,2023-05-19,,138 Civic Center Dr Ste 202
1333397-05-231,1146868,Yerba Buena Bar LLC,The Yerba Buena,141 2nd St,San Francisco,CA,94105,2023-05-19,,2023-05-19,,141 2nd St
1333401-05-231,1146870,Al's Treats Inc,Al's Treats,1960 Hayes St Apt 6,San Francisco,CA,94117,2023-05-19,,2023-05-19,,1960 Hayes St Apt 6
1333405-05-231,1146872,Way To Life Bakery,Way To Life Bakery,1315 8th Ave,San Francisco,CA,94122,2023-05-16,,2023-05-16,,2096 Mokelumne Dr
1333407-05-231,1146873,No Garnish LLC Dba The Halway Club,The Halfway Club,1166 Geneva Ave Bldg,San Francisco,CA,94112,2023-05-19,,2023-05-19,,421 Locust St
1333409-05-231,1146874,Vonceil Yara,Vonceil Yara Therapy,693 Douglass St,San Francisco,CA,94114,2023-05-01,,2023-05-01,,693 Douglass St
1333412-05-231,1146875,Krysta Hudson,Luminary Photography,1108 Aspen Ct,San Francisco,CA,94134,2023-05-01,,2023-05-01,,0000 Undeliverable Mail
1333413-05-231,1141631,Ming Li Jiang,Natural Alignment Rolfing,4224 California St Rm 105,San Francisco,CA,94118,2022-12-30,,2023-05-19,,7100 Geary Blvd Apt 5
1333415-05-231,1146876,Ana Kapor,Ana Kapor,1323 11th Ave,San Francisco,CA,94122,2023-05-19,,2023-05-19,,1323 11th Ave
1333417-05-231,1003213,A Friscovich LLC,Blue Room At Stookey's,891 Bush St,San Francisco,CA,94108,2014-08-22,,2023-05-19,,3739 Balboa St # 192
1333418-05-231,1146877,"Step Computing, Inc",Outerbounds,548 Market St Unit 838,San Francisco,CA,94104,2021-03-11,,2021-06-01,,548 Market St Unit 83801
1333419-05-231,1003213,A Friscovich LLC,Stookey's Blue Room,891 Bush St,San Francisco,CA,94108,2014-08-22,,2023-05-19,,3739 Balboa St # 192
1333420-05-231,1003213,A Friscovich LLC,Blue Room,891 Bush St,San Francisco,CA,94108,2014-08-22,,2023-05-19,,3739 Balboa St # 192
1333421-05-231,1005206,"Tempo Automation, Inc.","Tempo Automation Holdings, Inc.",2460 Alameda St,San Francisco,CA,94103,2014-10-01,,2022-11-22,,2460 Alameda St
1333423-05-231,1146878,Douglas Coelho,Dac Health Services,10 Gold Mine Dr,San Francisco,CA,94131,2023-05-19,,2023-05-19,,10 Gold Mine Dr
1333425-05-231,1146879,Pacific Dental Lab,Pacific Dental Lab,131 Cordova St,San Francisco,CA,94112,2023-05-19,,2023-05-19,,131 Cordova St
1333426-05-231,1146795,Ade Gibbs,Locked In Luggage,447 Sutter St Ste 405 #1055,San Francisco,CA,94108,2023-05-17,,2023-05-19,,447 Sutter St Ste 405#1055
1333428-05-231,1146880,"Aeva, Inc","Aeva, Inc",555 Ellis St,Mountain View,CA,94043,2022-01-01,,2022-01-01,,555 Ellis St
1333431-05-231,1038335,Rachel Malchow Architect Inc.,Rachel Malchow Architect Inc.,1160 Battery E St Ste 100,San Francisco,CA,94111,2016-06-13,,2023-05-01,,540 30th St A2 Apt
1333434-05-231,1128876,"Ltaa Licensed Clinical Social Worker, Pc",Let's Talk About Anything,582 Market St Ste 1401,San Francisco,CA,94104,2021-10-13,,2023-04-01,,2339 3rd St Ste 50
1333435-05-231,1128880,Ltaa Initiatives LLC,Ltaa Initiatives LLC,582 Market St Ste 1401,San Francisco,CA,94104,2021-03-11,,2023-04-01,,2339 3rd St Ste 50
1333437-05-231,1146883,"Dave Stewart Insurance Agency, Inc.",State Farm Insurance,821 Folsom St Ste 101,San Francisco,CA,94107,2023-01-01,,2023-01-01,,821 Folsom St Ste 101
1333441-05-231,1146885,Raleigh Mckinney,Limbo Organizing,3816 Fulton St,San Francisco,CA,94118,2023-05-15,,2023-05-15,,1618 18th Ave
1333443-05-231,1146886,William Mar,William Mar,546 Vallejo St. St,San Francisco,CA,94133,2023-05-19,,2023-05-19,,546 Vallejo St. St
1333445-05-231,1146887,Susan Woo,Woo Family Trust,890 Taraval St,San Francisco,CA,94116,2023-01-02,,2023-01-02,,555 Laurel Ave Apt 602
1333447-05-231,1146888,Lisa Tannehill,Lisa Tannehill Therapy,100 Van Ness Ave Apt 1010,San Francisco,CA,94102,2023-05-15,,2023-05-15,,100 Van Ness Apt 1010
1333449-05-231,1146889,Stefan Webb,Stefan Webb,341 Lexington St Unit B,San Francisco,CA,94110,2023-05-19,,2023-05-19,,341 Lexington St Unit B
1333451-05-231,1146890,Pagesbykendell,Pagesbykendell,43 The Embarcadero,San Francisco,CA,94105,2023-05-20,,2023-05-20,,5 Dolores Ct
1333455-05-231,1146892,James Turnage-Lannan,Hi-Score Games Consulting,381 Kings Rd #,Brisbane,CA,94005,2023-05-20,,2023-05-20,,584 Castro St # 788
1333456-05-231,46278,Barbara Dorn Assoc Inc,"Barbara Dorn Associates, Inc",3165 Washington St,San Francisco,CA,94115,1968-10-01,,2023-01-01,,3165 Washington St
1333458-05-231,1146893,Sapphire Bay Area Construction Inc,Sapphire Bay Area Construction Inc,110 Hale St,San Francisco,CA,94134,2023-05-20,,2023-05-20,,0000 Undeliverable Mail
1333459-05-231,469215,Meskan Josephine,Joszi Meskan Associates,3165 Washington St,San Francisco,CA,94115,2012-06-01,,2023-01-01,,3165 Washington St
1333463-05-231,1146895,Pirouz Nilforoush,Pirouz Nilforoush,129 Marina Blvd,San Francisco,CA,94123,2023-05-20,,2023-05-20,,129 Marina Blvd
1333465-05-231,1146896,Not For Mom LLC,Not For Mom LLC,35 Arkansas St,San Francisco,CA,94107,2023-05-20,,2023-05-20,,35 Arkansas St
1333467-05-231,1146897,Llama Expeditions LLC,Llama Expeditions LLC,1072 14th St,San Francisco,CA,94114,2023-05-18,,2023-05-18,,1072 14th St
1333470-05-231,1146898,D 27 LLC,D 27 LLC,225245 Po Box,San Francisco,CA,94122,2012-07-18,,2012-07-18,,225245 Po Box
1333471-05-231,1146899,D Hayes LLC,D Hayes LLC,225245 Po Box,San Francisco,CA,94122,2009-07-13,,2009-07-13,,225245 Po Box
1333473-05-231,1146900,D 33 LLC,D 33 LLC,225245 Po Box,San Francisco,CA,94122,2014-08-25,,2014-08-25,,225245 Po Box
1333474-05-231,468603,Moldovan Academy Inc,Moldovan Academy,1650 Valencia St,San Francisco,CA,94110,2012-09-04,,2023-05-19,,422 Larkfield Ctr # 206
1333478-05-231,429310,Sfg Asset Advisors,Sfg Asset Advisors LLC,1004 O'reilly Ave Ste 3a,San Francisco,CA,94129,2005-01-01,,2023-01-01,,1004 Oreily Ave # 3a
1333480-05-231,1146901,Jacob Siu-Zmuidzinas,Jsiuzmuidzinas,3145 Geary Blvd # 472,San Francisco,CA,94118,2023-05-21,,2023-05-21,,3145 Geary Blvd # 472
