location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1247291-02-201,1112301,Dilsa Lugo,Los Cilantros,101 Hyde St,San Francisco,CA,94102,2020-02-26,,2020-02-26,,925 Delaware St
1247299-02-201,1112305,Zenith Health Network,Mega Lab Services,1321 Evans Ave Ste E,San Francisco,CA,94124,2020-02-26,,2020-02-26,,1321 Evans Ave E Ste
1247317-02-201,1112315,"Logos Global Management, Lp",Logos Capital,1 Letterman Dr D3700,San Francisco,CA,94129,2019-09-01,,2019-09-01,,1 Letterman Dr Ste C3-350
1247319-02-201,1112316,"The Speech Pathology Group, Inc.",The Speech Pathology Group,2021 Ygnacio Valley Rd C103,Walnut Creek,CA,94598,2019-07-01,,2019-07-01,,2021 Ygnacio Valley Rd C103
1247331-02-201,1112322,Conan Mattisson,Really Good Sound,2393 Mission St Apt 1,San Francisco,CA,94110,2020-02-25,,2020-02-25,,Po Box 2748
1247333-02-201,1112323,Technical Testing Technologies,Technical Testing Technologies Inc,2007 Opportunity Dr Ste 1,Roseville,CA,95678,2020-01-01,,2020-01-01,,Po Box 1307
1247335-02-201,1112324,Havas Creative Inc,Havas Creative Inc,200 Hudson Street,New York,NY,10013,2004-12-31,,2004-12-31,,200 Hudson Street
1247339-02-201,1112326,Vouch Inc,Vouch Inc,831 Montgomery St,San Francisco,CA,94133,2019-01-01,,2019-01-01,,0000 Undeliverable Mail
1247347-02-201,1112330,"L.L.Bean, Inc.","L.L.Bean, Inc.",15 Casco St,Freeport,ME,4033,2019-01-01,,2019-01-01,,15 Casco St
1247353-02-201,1112333,Vita-Mix Corporation And Affiliates,Vita-Mix Corporation And Affiliates,8615 Usher C/O Tax Rd,Olmsted Township,OH,44138,2019-01-01,,2019-01-01,,8615 Usher Rd
1247357-02-201,1112335,"233 Geary Street Property Owner, LLC.",233 Geary Street Property Owner LLC,123 Mission St 1180,San Francisco,CA,94105,2019-01-31,,2019-01-31,,123 Mission St 1180 Bldg
1247377-02-201,1112345,Langapi  Company,Lang,544 Guerrero St 3,San Francisco,CA,94110,2019-06-01,,2019-06-02,,609 Waller St
1247385-02-201,1112349,Vj Grocery LLC,Vj Grocery LLC,1199 Clay St,San Francisco,CA,94080,2020-02-26,,2020-02-27,,1199 Clay St
1247399-02-201,1112356,Mz.Nidra's Day Care,Mz.Nidra's Day Care,1510 Eddy St,San Francisco,CA,94115,1999-06-01,,1999-06-01,,1510 Eddy St Apt 611
1247401-02-201,1112357,David Meloni,Dem Construction,1058 Steven Dr,Pittsburg,CA,94565,2020-02-27,,2020-02-27,,1058 Steven Dr
1247403-02-201,1112358,Dorothy Figueroa Rahal,Alyanza Group,891 Beach St,San Francisco,CA,94109,2020-02-27,,2020-02-27,,2529 San Bruno Ave 1 Apt
1247407-02-201,1112360,Gocardless Inc.,Gocardless Inc.,2 Embarcadero Center St Fl 8,San Francisco,CA,94111,2019-06-06,,2019-06-06,,0000 Undeliverable Mail
1247419-02-201,1112366,Radius Earthwork Inc,Radius Earthwork Inc,1800 Hamilton Ave Ste 210,San Jose,CA,95125,2019-11-01,,2019-11-01,,197 E Hamilton Ave Ste 204
1247421-02-201,1112367,The Murphy Trust,The Murphy Trust,482 Bryant St,San Francisco,CA,94107,2019-01-01,,2019-01-01,,482 Bryant St
1247423-02-201,1112368,"Solarwinds North America, Inc.",Solarwinds,7171 Southwest Parkway Bldg 400,Austin,TX,78735,2019-12-31,,2019-12-31,,7171 Southwest Parkway 400 Bldg
1247427-02-201,1112370,William Paul Floral Design LLC,William Paul Floral Design,1418 Grant Ave,San Francisco,CA,94133,2020-02-27,,2020-02-27,,1418 Grant Ave
1247429-02-201,1112371,Charming Stranger Films,"Charming Stranger Films, LLC",644 Broadway,San Francisco,CA,94133,2012-02-27,,2012-07-27,,470 Alvarado St
1247433-02-201,1112373,Rafael Sandoval,Sandoval General Construction,1075 Space Park Way Unit 260,Mountain View,CA,94043,2020-02-27,,2020-02-27,,1075 Space Park Way 260 Spc
1247435-02-201,1112374,Ean Vizzi,Ean Vizzi,345 Franklin St,San Francisco,CA,94102,2019-01-01,,2019-01-01,,345 Franklin St
1247446-02-201,1112377,Greenline Home Remodeling Inc,Greenline Home Remodeling Inc,14028 Tahiti Way Unit 411,Marina Del Rey,CA,90292,2020-02-27,,2020-02-27,,14028 Tahiti Way # 411unit
1247450-02-201,1112379,Xsploor,Xsploor,2539 26th Ave,San Francisco,CA,94116,2020-02-14,,2020-02-14,,2539 26th Ave
1247456-02-201,1112383,"Plexo Capital Management, LLC","Plexo Capital Management, LLC",182 Howard St Ste 409,San Francisco,CA,94105,2018-03-01,,2018-03-01,,182 Howard St 409 Ste
1247458-02-201,1112384,Nikolay Tsvetanov,Diamonds & Gems Ecleire,1285 Sutter St 203,San Francisco,CA,94109,2020-02-22,,2020-02-22,,778 11th Ave # B
1247470-02-201,1112390,Polk Advisors Inc,"Polk Advisors, Inc",3967 18th St 2,San Francisco,CA,94114,2020-01-28,,2020-01-28,,3967 18th St 2
1247471-02-201,1035196,Arriaza Raul,928 Toland Ave,928 Toland Ave,San Francisco,CA,94124,2014-01-01,,2014-01-01,,608 Portola Dr
1247472-02-201,1035196,Arriaza Raul,2832-8 California St,2832 California St,San Francisco,CA,94115,2014-01-01,,2014-01-01,,608 Portola Dr
1247474-02-201,1035196,Arriaza Raul,1475 Haight St,1475 Haight St,San Francisco,CA,94117,2014-01-01,,2014-01-01,,608 Portola Dr
1247475-02-201,1035196,Arriaza Raul,436 Clementina,436 Clementina St,San Francisco,CA,94103,2014-01-01,,2014-01-01,,608 Portola Dr
1247476-02-201,1035196,Arriaza Raul,820 Innes Ave,820 Innes Ave,San Francisco,CA,94124,2014-01-01,,2014-01-01,,608 Portola Dr
1247477-02-201,1035196,Arriaza Raul,1301 - 1341 Evans Ave,1301 Evans,San Francisco,CA,94124,2014-01-01,,2014-01-01,,608 Portola Dr
1247478-02-201,1035158,Arriaza Raul,1524 Jackson St,1524 Jackson St,San Francisco,CA,94109,2014-01-01,,2014-01-01,,608 Portola Dr
1247482-02-201,1109975,Kerry Watson Skin Care LLC,Kerry Watson Skin Care,245a Clement St Ste 201,San Francisco,CA,94118,2020-01-03,,2020-01-03,,1527 9th Ave
1247484-02-201,311305,Csda Design Group,Csda Design Group,364 Bush St Fl 2nd,San Francisco,CA,94104,2011-02-07,,2019-08-01,,364 Bush St 2nd Fl
1247485-02-201,342430,Rivera Guillermo A,Willys Auto Repair,943 Harrison St,San Francisco,CA,94107,2002-06-01,,2020-01-01,,943 Harrison St
1247486-02-201,487766,Travel Consolidator Group,Travel Consolidator Group,660 York St Ste 213,San Francisco,CA,94110,2014-03-10,,2018-11-01,,533 Airport Boulevard 400 Ste
1247487-02-201,487766,Travel Consolidator Group,Travel Consolidator Group Inc,660 York St Ste 213,San Francisco,CA,94110,2014-03-10,,2018-11-01,,533 Airport Boulevard 400 Ste
1247490-02-201,1096829,Mikhail Kananov,Bulldozer,155 Canal St Apt 7,San Rafael,CA,94901,2019-01-11,,2020-02-25,,6005 Caddington Way
1247491-02-201,1036768,San Francisco Assets LLC,San Francisco Assets LLC,451 Montgomery St,San Francisco,CA,94104,2007-06-21,,2007-06-21,,591 Camino De La Reina 900 Ste
1247492-02-201,445674,One Medical Group Inc,One Medical,1 Embarcadero Ctr Ste 1900,San Francisco,CA,94111,2010-01-01,,2019-08-01,,1 Embarcadero Ctr Ste 1900
1247493-02-201,445674,One Medical Group Inc,One Medical Group,1 Embarcadero Ctr Ste 1900,San Francisco,CA,94111,2010-01-01,,2019-08-01,,1 Embarcadero Ctr Ste 1900
1247494-02-201,1104337,One49labs LLC,Nobhill,1553 Larkin St,San Francisco,CA,94109,2019-06-27,,2019-12-31,,1551 Larkin St
1247495-02-201,1104337,One49labs LLC,Nobhill,1555 Larkin St,San Francisco,CA,94109,2019-06-27,,2020-01-01,,1551 Larkin St
1247496-02-201,481757,One Medical Labs Inc,One Medical Labs,1 Embarcadero Ctr Ste 1900,San Francisco,CA,94111,2013-07-22,,2019-08-01,,1 Embarcadero Ctr 1900 Ste
1247497-02-201,1104337,One49labs LLC,Noe Valley,3879 23rd St,San Francisco,CA,94114,2019-06-27,,2020-01-01,,1551 Larkin St
1247498-02-201,1036768,San Francisco Assets LLC,San Francisco Assets LLC,417 Montgomery St,San Francisco,CA,94104,2007-06-21,,2007-06-21,,591 Camino De La Reina 900 Ste
1247499-02-201,1036882,Cgit Enterprises LLC,Cgit Enterprises LLC,417 Montgomery St,San Francisco,CA,94104,2007-06-21,,2007-06-21,,591 Camino De La Reina 900 Ste
1247500-02-201,1036882,Cgit Enterprises LLC,Cgit Enterprises LLC,451 Montgomery St,San Francisco,CA,94104,2007-06-21,,2007-06-21,,591 Camino De La Reina 900 Ste
1247501-02-201,1088914,Sog Construction Inc.,Sog Construction Inc,2526 Garvin Ave,Richmond,CA,94804,2018-06-11,,2020-02-25,,2526 Garvin Ave
1247502-02-201,448739,Lookout Inc,Lookout Inc,275 Battery St Ste 200,San Francisco,CA,94111,2010-01-04,,2012-01-01,,2570 N 1st St Ste 200
1247503-02-201,1006573,Jkls LLC,Lily Lieu,225 Clement St,San Francisco,CA,94118,2014-12-01,,2020-02-27,,225 Clement St
