location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1273126-03-211,1097404,Lumen Global Investments LLC,Lumen Advisors,315 Montgomery St Fl 10,San Francisco,CA,94104,2019-01-09,,2020-06-30,,315 Montgomery St Fl 10
1273128-03-211,1122785,Alexander Oliver-Gans,Alex Oliver-Gans Psychotherapy,921 Fulton St,San Francisco,CA,94117,2021-03-30,,2021-03-30,,921 Fulton St
1273129-03-211,378942,Robasciotti   Associates Inc,Adasina Social Capital,548 Market St Ste 6033,San Francisco,CA,94104,2004-07-08,,2021-01-01,,548 Market St Ste 60335
1273131-03-211,346531,Kelly Shura N,Bark To Basics,150 Sears St,San Francisco,CA,94112,2001-06-12,,2014-05-01,,150 Sears St
1273135-03-211,1060539,Abolfazli Ali,Abolfazli Ali,2235 A Market St,San Francisco,CA,94114,2016-11-01,,2020-07-01,,2235a Market St
1273137-03-211,437582,Flour + Water Hospitality Group Inc,Flour + Water Hospitality Group,2403 Harrison St,San Francisco,CA,94110,2009-04-01,,2009-04-01,,2403 Harrison St
1273138-03-211,1122789,Myrtle Street Flats LLC,Sunrise Properties,401 Terry Francois St Ste 202,San Francisco,CA,94158,1979-08-20,,1979-08-20,,401 Terry A Francois Blvd Ste 202
1273140-03-211,1104093,"Timber Software, Inc.",Siteline Technologies Inc,2443 Fillmore St # 380-85,San Francisco,CA,94115,2019-06-20,,2019-06-20,,2443 Fillmore St 380-8562
1273141-03-211,1023706,Mcmeekin Harriet R,Movement For Everyone Studio,382 21st Ave,San Francisco,CA,94121,2016-01-04,,2021-03-03,,382 21st Ave
1273143-03-211,1122790,"Sixt Rent A Car, LLC","Sixt Rent A Car, LLC",780 N Mcdonnell Rd,San Francisco,CA,94128,2020-08-01,,2020-08-01,,1501 Nw 49th St
1273149-03-211,1122793,Colson Griffith LLC,The Vanity Portrait Studio,1623 Se 41st Ave,Portland,OR,97214,2021-01-04,,2021-01-04,,4752 Aberdeen Ct
1273150-03-211,1070045,David Toy,153 12th Ave Apts,153 12th Ave,San Francisco,CA,94118,2017-05-10,,2021-03-30,,1596 Church St
1273156-03-211,1122796,Stash Castro LLC,Stash Castro LLC,584 Castro St Ste 345,San Francisco,CA,94114,2021-01-01,,2021-01-01,,584 Castro St # 345
1273158-03-211,1122797,Jordan Callier,Jordan Callier Construction,22128 Earl Dr,Castro Valley,CA,94546,2021-03-30,,2021-03-30,,22128 Earl Dr
1273160-03-211,326049,Capeci Dominic E,Law Office Of Dominic E Capeci,601 Montgomery St Ste 810,San Francisco,CA,94111,2005-01-01,,2020-01-01,,601 Montgomery St Ste 810
1273161-03-211,1112302,"2030 Sv Ness, LLC",1320-1330 So Van Ness Ave,So Van Ness Ave Bldg,San Francisco,CA,94110,2017-04-06,,2019-02-12,,353 E 10 St E 521 Ste
1273163-03-211,1122798,Hr360 1563 Mission Qalicb,Healthright 360 1563 Mission Qalicb,1563 Mission St,San Francisco,CA,94103,2015-08-20,,2015-08-20,,1563 Mission St 4th Fl
1273165-03-211,1122799,C   A Painting LLC,C & A Painting,15015 Joanne Ave,San Jose,CA,95127,2021-03-30,,2021-03-30,,1260 Yard Ct
1273167-03-211,1122800,Club Fugazi Experiences LLC,Club Fugazi,678 Green St,San Francisco,CA,94133,2021-03-29,,2021-03-29,,678 Green St
1273169-03-211,1122801,"Exelixis, Inc.","Exelixis, Inc.",1851 Harbor Bay Parkway,Alameda,CA,94502,2018-03-16,,2018-03-16,,1851 Harbor Bay Park Way
1273171-03-211,1122802,"Sf 222 Sutter Street Owner, LLC","Sf 222 Sutter Street Owner, LLC",300 Montgomery St 800,San Francisco,CA,94104,2012-03-15,,2012-03-15,,300 Montgomery St 800
1273173-03-211,1122803,Pamela Toribio Perez,Pamela Toribio,566 Paris St,San Francisco,CA,94112,2021-03-30,,2021-03-30,,645 Cayuga Ave
1273179-03-211,1122805,"Monte Carlo Data, Inc","Monte Carlo Data, Inc",793 Dolore Street,San Francisco,CA,94110,2019-04-12,,2019-04-12,,548 Market St
1273180-03-211,1109511,Barbara Chow,Barbara Chow,673 Brannan St Unit 516,San Francisco,CA,94107,2019-12-16,,2021-03-01,,683 Brannan St Unit 308
1273181-03-211,1086116,Ascend Talent Solutions,Ascend Talent Solutions,50 California St Ste 1500,San Francisco,CA,94111,2018-04-09,,2020-10-01,,200 Westgate Dr
1273183-03-211,1122807,Stonehouse Oil   Vinegar,Stonehouse Oil & Vinegar,2537 Center Rd,Novato,CA,94947,2021-03-30,,2021-03-30,,2537 Center Rd
1273184-03-211,1075296,Ever Palacios,Palacios Hardwood Floors,1321 W 18th St,Antioch,CA,94509,2017-08-28,,2021-03-01,,1321 W 18th St
1273186-03-211,1122808,Kevin Kropp Real Estate Inc,Kevin Kropp Real Estate,2267 15th Street St,San Francisco,CA,94114,2020-01-13,,2020-01-13,,385 Hayes Street St
1273188-03-211,1122809,"Exelixis Us, LLC","Exelixis Us, LLC",1851 Harbor Bay Park Way,Alameda,CA,94502,2020-03-16,,2020-03-16,,1851 Harbor Bay Park Way
