location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1386154-04-251,1168848,"Advex Ai, Inc","Advex Ai, Inc",580 Howard St Unit 101,San Francisco,CA,94105,2023-12-17,,2023-12-17,,3049 Badger Dr
1386156-04-251,1168849,Kimberly Nechelle Simmons,Online Pin Numbers Products And Services,528 Valencia St,San Francisco,CA,94110,2025-04-15,,2025-04-15,,528 Valencia St
1386159-04-251,1168850,Kimberly Nechelle Simmons,Titanoboa Aids Reseach And Study Foundation,528 Valencia St,San Francisco,CA,94110,2025-04-15,,2025-04-15,,528 Valencia St
1386160-04-251,1168851,Justin Fang Advisory LLC,Justin Fang Advisory LLC,332 Douglass St,San Francisco,CA,94114,2025-04-15,,2025-04-15,,332 Douglass St
1386162-04-251,1168852,Kimberly Michelle Simmons,San Andreas Global Infrastructure Company,528 Valencia St,San Francisco,CA,94110,2025-04-15,,2025-04-15,,528 Valencia St
1386164-04-251,1168853,George Arrospide Dba Bay Cities Development,Bay Cities Development,28 Del Paso Dr,South San Francisco,CA,94080,2025-04-15,,2025-04-15,,28 Del Paso Dr
1386166-04-251,1168854,Fur And Tips,Fur And Tips,990 Bay St Apt 603,San Francisco,CA,94109,2025-02-14,,2025-02-14,,990 Bay St Apt 603
1386168-04-251,1168855,Jiacheng Home Improvements,Jiacheng Home Improvements,3300 Vernice Ave,San Jose,CA,95127,2025-04-15,,2025-04-15,,3300 Vernice Ave
1386170-04-251,1168856,"Enchanted Wellness, LLC","Enchanted Wellness, LLC",944 Irving St,San Francisco,CA,94122,2025-04-01,,2025-04-01,,944 Irving St
1386172-04-251,1168857,"The Coffeesmith, Madruedee Samithavej",The Coffeesmith,1666 34th Ave,San Francisco,CA,94122,2024-05-01,,2024-05-01,,1666 34th Ave
1386173-04-251,1168857,"The Coffeesmith, Madruedee Samithavej",The Coffeesmith,450 Golden Gate Ave Bldg 1st,San Francisco,CA,94102,2024-05-01,,2024-05-01,,1666 34th Ave
1386175-04-251,1168858,Bhavya Thyagarajan,Bhavya Thyagarajan,2850 Noriega St,San Francisco,CA,94122,2025-03-19,,2025-03-19,,2850 Noriega St
1386177-04-251,1168859,Ricci Sports LLC,Caffe Skrappuccino,1502 Powell Street,San Francisco,CA,94133,2025-04-15,,2025-04-15,,848 Vallejo St
1386179-04-251,1168860,Domotz Inc.,Domotz Inc.,120 E 13065 S Ste 102,Draper,UT,84020,2024-06-23,,2024-06-23,,120 E 13065 S Ste 102
1386181-04-251,1168861,Strategic Analysis Inc,Strategic Analysis Inc,1005 Noe St Unit 1,San Francisco,CA,94114,2024-11-25,,2024-11-25,,4075 Wilson Blvd Ste 200
1386183-04-251,1168862,"Cordance Personnel, LLC","Cordance Personnel, LLC",16 W Martin St,Raleigh,NC,27601,2024-01-22,,2024-01-22,,16 W Martin St
1386185-04-251,1168863,"Litmos Us, L.P.","Litmos Us, L.P.",548 Market St 34398,San Francisco,CA,94104,2022-12-01,,2022-12-01,,548 Market St 34398
1386186-04-251,1157394,"Caribou Financial, Inc.","Caribou Financial, Inc.",1200 17th St Ste 200,Denver,CO,80202,2023-10-02,,2023-10-02,,1200 17th St Ste 200
1386187-04-251,1080298,"Aka Wireless, Inc.",Victra,3200 Geary St,San Francisco,CA,94118,2017-10-01,,2024-01-01,,8510 Colonnade Center Dr 300 Ste
1386189-04-251,1168864,"Kaveri Karhade Md Dermatology, Inc",Pacific Heights Dermatology,2100 Webster St Ste 505,San Francisco,CA,94115,2025-01-01,,2025-01-01,,2100 Webster St Ste 505
1386190-04-251,1168864,"Kaveri Karhade Md Dermatology, Inc","Kaveri Karhade Md Dermatology, Inc",2100 Webster St Ste 505,San Francisco,CA,94115,2025-01-01,,2025-01-01,,2100 Webster St Ste 505
1386192-04-251,1168865,Lashua Consulting,Lashua Consulting LLC,147 Lake St,San Francisco,CA,94118,2025-04-09,,2025-04-09,,147 Lake St
1386194-04-251,1168866,"Kephart Architects, Inc.",Kephart,1096 Pine St Apt 303,San Francisco,CA,94109,2024-08-01,,2024-08-01,,2555 Walnut St
1386195-04-251,1061334,Raphael Serrano,Da Poke Man,24 Willie Mays Plz,San Francisco,CA,94107,2016-11-07,,2025-04-01,,274 El Dorado Dr
1386196-04-251,1150628,Ning Ning Acupuncture Inc.,Ning Ning Acupuncture Inc.,4238 Folsom St,San Francisco,CA,94110,2023-08-08,,2025-04-16,,4238 Folsom St
1386197-04-251,1128500,Isaias Perez Hurtado,Perez Handyman & Janitorial Services,187 Broad St Apt A,San Francisco,CA,94112,2021-10-05,,2025-04-15,,187 Broad St Apt A
1386199-04-251,159268,Pet Food Express,Pet Food Express,1188 Old Mason St,San Francisco,CA,94129,2003-02-01,,2025-04-16,,2411 Stanwell Dr
1386201-04-251,1168869,"Kijiji Art Lodges, Pbc","Kijiji Art Lodges, Pbc",1875 Mission St Ste 103,San Francisco,CA,94103,2025-04-10,,2025-04-10,,1875 Mission St Ste 103 #402
1386203-04-251,1168870,Telehealth Services Usa,Telehealth Services Usa,8300 Esters Blvd Ste 900,Irving,TX,75063,2024-11-11,,2024-11-11,,8300 Esters Blvd Ste 900
1386204-04-251,1165148,Marvin Juarez,Las Chulitas S.F,103 Horne Ave,San Francisco,CA,94124,2025-01-01,,2025-04-16,,2490 Alemany Blvd
1386206-04-251,1168871,Marilyn Manzi,Dreamsomatix,150 Sutter St Unit 776,San Francisco,CA,94104,2025-01-01,,2025-01-01,,150 Sutter St Unit 776
1386208-04-251,1168872,Blockdaemon Inc.,Blockdaemon Inc.,11400 W Olympic Blvd Ste 200,Los Angeles,CA,90064,2025-01-01,,2025-01-01,,11400 W Olympic Blvd Ste 200
1386210-04-251,1168873,Gonzalez Electric Inc,Gonzalez Electric Inc,775 Galway Dr,Ashland,CA,94580,2025-04-16,,2025-04-16,,775 Galway Dr
1386211-04-251,1123695,Khob Khon,Khob Khun Thai Cuisine & Breakfast,3809 Geary Blvd,San Francisco,CA,94118,2021-04-05,,2025-04-16,,3741 Geary Blvd
1386213-04-251,1168874,Samarron Ceramics,Samarron Ceramics,2436 46 Ave,San Francisco,CA,94116,2025-01-01,,2025-01-01,,2431 46 Ave
