location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
0187704-04-001,187704,Burberrys Ltd,Burberrys Limited,845 Market St,San Francisco,CA,94103,1988-10-15,,2012-11-23,,0000 Undeliverable Mail
0187728-01-999,187728,Neri Raoul   Monika,Neri Raoul,135 W J St,Benicia,CA,94510,1989-05-09,,1998-01-02,,72 Buena Vista
0187731-01-001,187731,Dell'osso Enrico Jr,Cow Hollow Woodworks,3100 Steiner St,San Francisco,CA,94123,1989-05-09,,1989-05-09,,3100 Steiner St
0187751-04-999,187751,J M Keckler Medical Co Inc,J M Keckler Medical Co Inc,1010 Warnerville Rd,Oakdale,CA,95361,2011-03-19,,2011-03-19,,1010 Warnerville Rd
0187757-02-999,187757,Radiometer America Inc,Radiometer America Inc,810 Sharon Dr,Westlake,OH,44145,1989-01-01,,2006-01-01,,250 S Kraemer Blvd
0187760-01-999,187760,Alfa Laval Inc,Alfa Laval Inc.,5400 International Trade Dr,Henrico,VA,23231,1989-01-01,,1989-01-01,,5400 Income Tax International Dr Dept Income Tax
0187761-02-999,187761,Comtel Systems Technology Inc,Comtel Systems Technology Inc,1292 Hammerwood Ave,Sunnyvale,CA,94089,1989-01-01,,2007-11-01,,1292 Hammerwood Ave
0187806-02-999,187806,Alfred Conhagen Inc Of Cal,Conhagen Alfred Inc,3900 Oregon St,Brisbane Q4068,nan,94115,1990-01-01,,1990-01-01,,3900 Oregon St Ste 1
0187825-01-001,187825,Austin Ronald W,2810 Washington St Apartments,2810 Washington St,San Francisco,CA,94115,1988-01-01,,1988-01-01,,31081 Via Santo Tomas
0187826-03-001,187826,San Mames Juan Rosa Maria Etal,Vanilla Saffron Imports,949 Valencia St,San Francisco,CA,94110,1989-01-31,,1989-01-31,,949 Valencia St
0187884-01-001,187884,Hestor Sue C,Hestor Sue C,870 Market St Ste 1128,San Francisco,CA,94102,1984-06-01,,1998-01-01,,870 Market St Ste 1128
0187896-01-001,187896,Marco F   Marisol Ruiz,4949 Mission St Building,4949 Mission St,San Francisco,CA,94112,1988-01-01,,1988-01-01,,Po Box 23246
0187896-02-001,187896,Marco F   Marisol Ruiz,4945 Mission St Apartments,4945 Mission St,San Francisco,CA,94112,1988-01-01,,1988-01-01,,Po Box 23246
0187930-01-001,187930,Gonzales Irving A,Gonzales Irving A - A I A,67 A Water St,San Francisco,CA,94133,1989-04-01,,1989-04-01,,67 Water St # A
0187976-10-001,187976,Martinez Joel   Martha,Rooting Bull Plumbing,435 Montecito Ave,San Francisco,CA,94112,1998-07-27,,2007-01-25,,435 Montecito Ave
0187976-11-001,187976,Martinez Joel   Martha,Smooth Reaction Entrtmt Recrds,435 Montecito Ave,San Francisco,CA,94112,1998-07-27,,2008-03-03,,435 Montecito Ave
0187992-01-001,187992,John Ng Etal,2929 Clement St Apartments,2929 Clement St,San Francisco,CA,94121,1988-01-01,,1988-01-01,,53 Norwood Ave
0188005-01-001,188005,Cheuk S Poon   Wing Sum,1865 Fulton St Apartments,1865 Fulton St Apt 3,San Francisco,CA,94117,1989-05-17,,1989-05-17,,7996 Braelyn Way
0188011-02-001,188011,Yap Asuncion,2740-2746 Harrison St Apts,2740 Harrison St,San Francisco,CA,94110,1989-01-01,,1989-01-01,,5840 Geary Blvd
0188013-08-001,188013,Carrico Tim,1000 Oak St Apts,1000 Oak St,San Francisco,CA,94117,1978-11-01,,1993-01-01,,714 Van Ness Ave
0188017-01-999,188017,Boston Scientific Corporation,Boston Scientific Corporation,1 Boston Scientific Pl,Natick,MA,1760,1989-01-01,,1989-01-01,,100 Boston Scientific Way
0188026-01-001,188026,Besphil   Co (Us) Ltd,Besphil Co Ltd,160 Pine St Fl 5,San Francisco,CA,94111,1988-01-01,,2010-01-01,,160 Pine St Fl 5
0188049-01-001,188049,Kuo Shih-Hsiung   Chen Rei-Pi,2896-2898 Folsom St Apartments,2896 Folsom St,San Francisco,CA,94110,1987-11-23,,1987-11-23,,1476 19th Ave
0188073-01-999,188073,Critchfield Mechanical Inc,Critchfield Mechanical Inc,1901 Junction Ave,San Jose,CA,95131,1989-05-19,,1989-05-19,,1901 Junction Ave
0188092-01-001,188092,Ma Yuet Har,1050 Clay St Apartments,1050 Clay St,San Francisco,CA,94108,1989-01-01,,1989-01-01,,1050 Clay St Apt 1
0188098-02-999,188098,Security By Design Inc,Security By Design Inc,5528 Pacheco Blvd Ste B100,Pacheco,CA,94553,1989-01-01,,2007-04-01,,Po Box P.O. Box 1668
0188108-01-001,188108,Gerharter Rick K,Gerharter Rick Photography,430 Cortland Ave,San Francisco,CA,94110,1989-05-19,,2001-05-01,,2940 16th Street Po Box 420268
0188131-01-001,188131,Tang Anne,322 2nd Av Apartments,322 2nd Ave,San Francisco,CA,94118,1988-01-01,,2001-01-01,,4646 California St 3 Apt
0188150-02-999,188150,American Seating Co,American Seating Company,401 American Seating Nw Ctr,Grand Rapids,MI,49504,2003-08-12,,2003-08-12,,401 American Seating Ctr Nw
0188152-01-999,188152,Raymond Handling Concepts Cor,Raymond Handling Concepts Corp,41400 Boyce Rd,Fremont,CA,94538,2003-01-01,,2003-01-01,,9939 Norwalk Blvd
0188154-01-001,188154,Jue Melvin   Nancy,311-315 Diamond St Apartments,311 Diamond St,San Francisco,CA,94114,1989-01-01,,1989-01-01,,112 Madrona Ave
0188223-01-001,188223,Lin Kelly Sen,251 Willard St Apartments,251 N Willard St,San Francisco,CA,94118,1988-01-01,,1988-01-01,,251 N Willard St Apt 2
0188266-02-001,188266,Tom Lillian L,Tom's Wash & Dry,3231 Laguna St,San Francisco,CA,94123,2012-11-27,,2012-11-27,,1578 Chestnut St
0188278-01-001,188278,California St Investments,1424-26 California St Building,1424 California St,San Francisco,CA,94109,1986-12-31,,1986-12-31,,1225 Hyde St Apt 8
0188279-01-001,188279,Hyde St Investments   Yee-Yin,1225 Hyde St Apartments,1225 Hyde St,San Francisco,CA,94109,1987-12-31,,1987-12-31,,1225 Hyde St Apt 8
0188294-01-002,188294,Pellissier Timothy E,Pellissier Craftsmanship,301 Precita Ave,San Francisco,CA,94110,1989-06-07,,1996-01-01,,60 29th St #115
0188294-02-001,188294,Pellissier Timothy E,301 Precita,301 Precita Ave,San Francisco,CA,94110,1989-06-07,,2007-03-01,,60 29th St #115
0188305-02-001,188305,Peckler Josh M Etal,Peckler Kolling + Woodul Llp,450 Sutter St Rm 920,San Francisco,CA,94108,1989-03-15,,2013-07-01,,450 Sutter St Rm 920
0188307-01-001,188307,Chu Paul T F   Cheung Rex,835 Fulton St Apartments,835 Fulton St,San Francisco,CA,94117,1988-11-21,,1988-11-21,,1531 22nd Ave
