location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1364052-06-241,1159518,Ellen Zhang,Ellen Zhang,43 Pier,San Francisco,CA,94133,2024-06-17,,2024-06-17,,142 Naples St
1364054-06-241,1159519,"Dave Bang Associates, Inc Of California","Dave Bang Associates, Inc Of California",1885 N Main Street,Orange,CA,92865,2024-06-11,,2024-06-11,,1088 Po Box
1364056-06-241,1159520,Robert Schaublin Inc,R. Schaublin & Associates,50 Jones St Apt 1123,San Francisco,CA,94102,2024-06-17,,2024-06-17,,50 Jones St Apt 1123
1364058-06-241,1159521,Zhi Xiong Zhang,Zhi Xiong Zhang,45 Pier,San Francisco,CA,94133,2024-06-17,,2024-06-17,,142 Naples St
1364060-06-241,1159522,"Rubixcm, LLC","Rubixcm, LLC",55 2nd St Ste 1900,San Francisco,CA,94105,2024-06-01,,2024-06-01,,55 2nd St Ste 1900
1364063-06-241,489332,Hart Howerton Ltd,"Telegraph Hill Acquisitions, Inc.",1 Union St Fl 3,San Francisco,CA,94111,2008-06-30,,2008-06-30,,1 Union St Ste 300
1364065-06-241,1139826,Qing He,Hego,1339 Stockton St,San Francisco,CA,94133,2022-10-19,,2024-06-01,,838 Pacific Ave Apt 856-E
1364068-06-241,1137121,Reyna Luz Munguia De Portillo,Reyna Luz Munguia De Portillo,2839 Mission St,San Francisco,CA,94110,2022-07-20,,2024-06-17,,3162 24th St Apt 2
1364069-06-241,479288,Lightning Services Inc,Lightning Electric,170 Ford Way,Novato,CA,94945,2014-01-09,,2022-06-22,,686 11th Ave Apt 8
1364072-06-241,1159525,Solarpark Usa Inc,Solarpark Usa Inc,111 Deerwood Rd Ste 200,San Ramon,CA,94583,2024-06-17,,2024-06-17,,111 Deerwood Rd Ste 200
1364074-06-241,1159526,Jacob Vink,2754 Baker Street Str,2754 Baker,San Francisco,CA,94123,2024-06-17,,2024-06-17,,2754 Baker Street St
1364076-06-241,1159527,Travis Ortiz,Atelos,4083 24th St # 460785,San Francisco,CA,94114,2024-06-14,,2024-06-14,,4083 24th St #460785
1364077-06-241,1086375,Meaningful Beginnings LLC,Meaningful Beginnings Daycare Center,633 Taraval St,San Francisco,CA,94116,2018-04-16,,2019-01-01,,633 Taraval St
1364079-06-241,1159528,Wern   Whit,Wern & Whit,813 Lyon St Unit 1,San Francisco,CA,94115,2024-06-15,,2024-06-15,,670 26th Ave
1364080-06-241,1127527,"Mb Success, LLC",Meaningful Beginnings Development Center,254 Laguna Honda Blvd,San Francisco,CA,94116,2021-08-30,,2022-01-01,,254 Laguna Honda Blvd
1364082-06-241,1159529,"Cal16, LLC","Cal16, LLC",205 16th Ave,San Francisco,CA,94118,2022-10-26,,2022-10-26,,50 Woodside Plz 220
1364083-06-241,1057079,Crimson Kitchen,Crimson Kitchen,41 Newburg St,San Francisco,CA,94131,2016-02-01,,2020-05-01,,41 Newburg St
1364085-06-241,1159530,O River Construction,Jones Memorial Homes,1727 Fillmore St,San Francisco,CA,94115,2024-06-03,,2024-06-03,,2214 River Dr
1364086-06-241,1072862,Cts International Corp,Cts International Corp,14945 Prairie Gold Cir,Folsom,CA,95630,2017-07-06,,2024-04-19,,14945 Prairie Gold Cir
