location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
0321934-01-001,321934,Pacific Foundation Serv LLC,Pacific Foundation Serv LLC,1660 Bush St #300,San Francisco,CA,94109,1998-01-01,,2006-05-03,,1660 Bush St 300 Ste
0321936-01-001,321936,Shagalova Elena Y,Software Perfect Services Sps,155 Galewood Cir,San Francisco,CA,94131,1998-12-02,,1998-12-02,,155 Galewood Cir
0321948-02-001,321948,Elekwachi Chinedu B,Jenesis Limousines,180 Jerrold Ave,San Francisco,CA,94124,2003-02-11,,2008-02-29,,180 Jerrold Ave
0321981-01-001,321981,Gladshteyn Leonid,Homewest Realty,2317 Cecilia Ave,San Francisco,CA,94116,1998-12-01,,2005-07-27,,2317 Cecilia Ave
0321989-01-999,321989,Liu Cheng Chang Yang Ying,Chang Cheng Construction Co,341 Sebastian Dr,Millbrae,CA,94030,1998-12-15,,2006-01-18,,341 Sebastian Dr
0321989-02-999,321989,Liu Cheng Chang Yang Ying,True Fast Trading Co,341 Sebastian Dr,Millbrae,CA,94030,1998-12-15,,2006-01-18,,341 Sebastian Dr
0321996-01-001,321996,Tan Joseph Y,Joseph Tan Cpa,1927 Taraval St Ste 2,San Francisco,CA,94116,1998-10-01,,1998-10-01,,1570 34th Ave
0322000-01-001,322000,Plack Jeffrey A,Specialty Office Solutions,530 Chenery St,San Francisco,CA,94131,1998-12-04,,1998-12-04,,530 Chenery St
0322000-02-001,322000,Plack Jeffrey A,Plack Electric,530 Chenery St,San Francisco,CA,94131,1998-12-04,,2012-07-01,,530 Chenery St
0322002-01-001,322002,Newell Ann Marie,Ann Marie Newell Design,1617 Dolores St,San Francisco,CA,94110,1998-09-01,,2007-02-21,,1617 Dolores St
0322029-01-001,322029,Source Surgical Inc,Source Surgical Inc,2269 Chestnut St #425,San Francisco,CA,94123,1998-10-02,,2002-01-31,,2269 Chestnut St # 425
0322033-02-999,322033,Bei Construction Inc,Bei Construction Inc,1101 Marina Village Prkwy 100,Alameda,CA,94501,2010-08-30,,2010-08-30,,1101 Marina Village Pkwy Ste 100
0322045-02-001,322045,Hector Russell Inc,The Whisky Shop,360 Sutter St,San Francisco,CA,94108,1998-12-07,,1998-12-07,,360 Sutter St
0322045-03-001,322045,Hector Russell Inc,Wm Glen & Son,360 Sutter St,San Francisco,CA,94108,1998-12-07,,2006-07-01,,360 Sutter St
0322053-01-001,322053,Hosack John   Taylor Priscilla,136-138 Frederick St Apts,136 Frederick St #138,San Francisco,CA,94117,1983-01-02,,1983-01-02,,1971 N Kenmore Ave
0322054-03-001,322054,Inocencio Jocelyn R,Wholesource,158 Ocean Ave,San Francisco,CA,94112,2012-07-14,,2012-07-14,,158 Ocean Ave
0322057-01-001,322057,Fielding Audrey B,Words On The Wing,14 Parsons St,San Francisco,CA,94118,1998-01-01,,1998-01-01,,15 Lupine Ave
0322061-01-001,322061,Ruda Lesley M,Lesley Ruda,245 Sanchez St,San Francisco,CA,94114,1998-12-01,,1998-12-01,,1687 Noe St
0322061-02-001,322061,Ruda Lesley M,Other Ducks,1687 Noe St,San Francisco,CA,94131,1998-12-01,,2011-10-28,,1687 Noe St
0322098-04-999,322098,Siemens Industry Inc,Siemens Industry Inc,500 Hunt Valley Rd,New Kensington,PA,15068,1999-01-01,,2009-10-01,,Po Box 80600
0322098-05-001,322098,Siemens Industry Inc,San Francisco Intl Airport,0 Terminal 2 Lower Level Ct Yard 2,San Francisco,CA,94128,1999-01-01,,2010-01-01,,Po Box 80600
0322098-06-999,322098,Siemens Industry Inc,Siemens Industry Inc.,3765 Yale Way,nan,nan,34538,1999-01-01,,2012-10-01,,Po Box 80600
0322098-07-999,322098,Siemens Industry Inc,Siemens Industry Inc,371 Bel Marin Keys Blvd Ste 200,Novato,CA,94949,1999-01-01,,2012-10-01,,Po Box 80600
0322098-08-999,322098,Siemens Industry Inc,Siemens Industry Inc,435 23rd St,San Jose,CA,95110,1999-01-01,,2012-01-02,,Po Box 80600
0322098-09-999,322098,Siemens Industry Inc,Siemens Industry Inc,25821 Industrial Blvd,Hayward,CA,94545,1999-01-01,,2012-01-02,,Po Box 80600
0322105-01-001,322105,Klein Phyllis E,Phyllis Klein Lcsw,870 Market St Ste 944,San Francisco,CA,94102,1998-11-01,,2004-05-12,,870 Market St Ste 944
0322105-02-001,322105,Klein Phyllis E,Womens Therapy Services,870 Market St Ste 944,San Francisco,CA,94102,1998-11-01,,2004-05-12,,870 Market St Ste 944
0322106-02-001,322106,Keating Maureen C,Maureen Keating C,343 San Jose Ave,San Francisco,CA,94110,1998-12-01,,2008-05-28,,343 San Jose Ave
0322108-01-001,322108,Waldman Dan Et Al,Geary Garage Associates,855 Geary St,San Francisco,CA,94109,1998-10-28,,1998-10-28,,855 Marina Bay Pkwy Ste
0322135-02-001,322135,Ochoa Soni Alberto,8a Plumbing,224 Santos St,San Francisco,CA,94134,1998-12-11,,2008-12-28,,224 Santos St
0322156-01-001,322156,Watt Terrell J,Land Use Planning-Terrell Watt,1937 Filbert St,San Francisco,CA,94123,1998-11-10,,2003-10-01,,1937 Filbert St
0322159-01-999,322159,Peninsula Color Service LLC,Peninsula Color Service LLC,434 N Canal St Ste 1,S San Fran,CA,94080,1998-03-01,,1998-03-01,,434 N Canal St Ste 1
0322162-01-001,322162,Marks Nancy W,Nancy Marks Md,3241 Sacramento St #2,San Francisco,CA,94115,1999-01-01,,1999-01-22,,3241 Sacramento St # 2
0322184-01-999,322184,Lee Paul C,Bel Construction,1670 Roberta Dr,San Mateo,CA,94403,1998-12-15,,1998-12-15,,1670 Roberta Dr
0322194-01-001,322194,Hahn Brit,Barsha Properties,715 Harrison St,San Francisco,CA,94107,1989-01-01,,1989-01-01,,715 Harrison St
0322194-04-001,322194,Hahn Brit,39-43 Pearl St Apartments,39 Pearl St,San Francisco,CA,94103,1989-01-01,,1998-03-27,,715 Harrison St
0322194-07-001,322194,Hahn Brit,429 28th St Apts,429 28th St,San Francisco,CA,94131,1989-01-01,,1997-11-03,,715 Harrison St
0322194-10-001,322194,Hahn Brit,45-47 Pearl St Bldg,45 Pearl St #47,San Francisco,CA,94103,1989-01-01,,1999-01-01,,715 Harrison St
0322194-11-001,322194,Hahn Brit,Sfclubs.Com,715 Harrison St,San Francisco,CA,94107,1989-01-01,,1998-12-01,,715 Harrison St
0322220-01-001,322220,Botn Anita H,2400 15th St Apts,2400 15th St,San Francisco,CA,94114,1998-01-01,,1998-01-01,,225 Mountain Pt
0322223-01-001,322223,Treanor Paul,Treanor Tiling,250 Hearst Ave,San Francisco,CA,94131,1998-10-01,,1998-10-01,,250 Hearst Ave
