location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
0385027-01-001,385027,California Lawyers For The Art,California Lawyers For The Art,255 Fort Mason Crt C,San Francisco,CA,94123,1974-01-01,,1974-01-01,,2 Marina Blvd Rm C-265
0385034-03-001,385034,Gillan Lynne A,Lynne Gillan Design,773 28th Ave,San Francisco,CA,94121,2013-11-01,,2013-11-01,,773 28th Ave
0385039-01-001,385039,Trabucco Limited Partnership,Trabucco Limited Partnership,1869 Stockton St,San Francisco,CA,94133,2005-01-03,,2005-01-03,,1300 Ranchita Dr
0385044-01-001,385044,Larsen Sally A,Larsen Studio,75 Kissling St,San Francisco,CA,94103,2005-03-01,,2005-03-01,,75 Kissling St
0385051-01-001,385051,Poppack LLC,Poppack LLC,301 Junipero Serra Blvd Ste 220,San Francisco,CA,94127,2005-02-01,,2005-02-01,,301 Junipero Serra Blvd Ste 220
0385056-01-001,385056,Zap Zoetrope Aubry Productions,Zap Zoetrope Aubry Productions,39 Mesa St Ste 113,San Francisco,CA,94129,2005-01-24,,2009-03-13,,39 Mesa St 1 Ste
0385057-01-001,385057,New Age Realty   Mortgage Inc,New Age Realty & Mortgage Inc,1990 Noriega St,San Francisco,CA,94122,2005-02-01,,2005-02-17,,1990 Noriega St
0385063-01-001,385063,Zeki's Bar Inc,Zeki's Bar Inc,1319 California St,San Francisco,CA,94109,2005-01-01,,2005-01-01,,1319 California St
0385075-02-001,385075,Dudum Ronald A,25 Elgin Park Apts,25 Elgin Park,San Francisco,CA,94103,2003-08-19,,2004-11-15,,775 Burnett Ave Apt 14
0385075-04-001,385075,Dudum Ronald A,Three Paradigms,775 Burnett Ave Apt 14,San Francisco,CA,94131,2003-08-19,,2009-08-26,,775 Burnett Ave Apt 14
0385080-01-002,385080,Jma Ventures LLC,Jma Ventures LLC,180 Sansome St Ste 1200,San Francisco,CA,94104,2004-07-01,,2012-02-01,,Po Box 3938
0385087-01-001,385087,Ksh Automotive Inc,Ksh Automotive,730 Ellis St Fl 2,San Francisco,CA,94109,2005-02-08,,2005-02-08,,3571 Sneath Ln
0385094-03-999,385094,North Bay Air Systems Inc,North Bay Air Systems Inc,4592 E 2nd St Ste C,Benicia,CA,94510,2013-10-16,,2013-10-16,,1070 Horizon Dr Ste M
0385096-01-001,385096,Chuc Quang,Golden Hammer,550 Brunswick St,San Francisco,CA,94112,2005-02-11,,2005-02-11,,550 Brunswick St
0385115-02-001,385115,Edelman Leslie C,Major Productions,2116 15th Ave,San Francisco,CA,94116,2005-02-11,,2011-11-03,,2116 15th Ave
