location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1000802-07-141,1000644,IVories Management LLC,IVories Management LLC,822 Bay St,San Francisco,CA,94109,2014-07-01,,2014-07-01,,822 Bay St
1000807-07-141,1000648,52 Limited,52 Limited,330 Se Martin Luther King Blvd Ste 1b,Portland,OR,97214,2014-06-24,,2014-06-24,,135 Ne 9th Ave
1000808-07-141,365737,Lever Matthew J,Matt Lever Photography,580 Fell St,San Francisco,CA,94102,2003-04-14,,2003-04-14,,9 Roscoe St
1000831-07-141,1000667,Geary-Stockton Realty LLC,Geary-Stockton Realty LLC,212 Stockton St,San Francisco,CA,94108,2014-07-15,,2014-07-15,,600 Madison Ave Fl 15
1000849-07-141,1000678,Reilly Construction Inc,Reilly Construction Inc,167 Delano Ave,San Francisco,CA,94112,2014-07-15,,2014-07-15,,167 Delano Ave
1000852-07-141,1000682,Cleansleeves.Com,Purpletie,500 Howland St,Redwood City,CA,94063,2014-07-01,,2014-07-01,,2181 W Winton Ave
1000868-07-141,1000671,716 Sacramento LLC,716 Sacramento LLC,716 Sacramento St,San Francisco,CA,94108,2014-06-01,,2014-06-01,,480 3rd St
1000878-07-141,1000690,Our Autism Specialist LLC,Our Autism Specialist LLC,2340 Irving St Ste 108,San Francisco,CA,94122,2014-06-16,,2014-06-16,,8550 Casanova Rd
1000903-07-141,1000707,Ristick Stefanie,Psychic Vision By Audrey,1407 Franklin St,San Francisco,CA,94109,2014-07-14,,2014-07-14,,1407 Franklin St
1000907-07-141,1000709,Banayat Family LLC,Banayat Family LLC,3352 18th St,San Francisco,CA,94110,2013-11-12,,2013-11-12,,3140 Geary Blvd
1000908-07-141,1000710,Oasis Grill LLC,Oasis Grill,711 Market St B,San Francisco,CA,94103,2014-07-15,,2014-07-15,,24 Yellowstone Way
1000910-07-141,1000710,Oasis Grill LLC,Oasis Grill,100 1st St 110,San Francisco,CA,94102,2014-07-15,,2014-07-15,,24 Yellowstone Way
1000921-07-141,1000729,Premier Healthcare Solutions Inc,Premier Healthcare Solutions Inc,13034 Ballantyne Corporate Place,Charlotte,NC,28277,2014-04-01,,2014-04-01,,13034 Ballantyne Corporate Pl
1000924-07-141,1000731,Pinecrest Builders,Pinecrest Builders,725 Cesar Chavez,San Francisco,CA,94124,2014-07-01,,2014-07-01,,725 Cesar Chavez
1000926-07-141,1000733,One Stockton Realty LLC,One Stockton Realty LLC,1800 Ellis St,San Francisco,CA,94115,2013-09-16,,2013-09-16,,600 Madison Ave Fl 15
1000932-07-141,1000732,Whalen Terry D,Sum Digital Inc,240 2nd St 2nd Floo,San Francisco,CA,94105,2014-04-01,,2014-04-01,,240 2nd St Fl 2
1000939-07-141,1000740,Mark J Schiller Md Professional Corporation,Mark J Schiller Md Professional Corporation,2299 Post St Ste 104a,San Francisco,CA,94115,2009-01-01,,2009-01-01,,2299 Post St 104a Ste
1000953-07-141,1000749,Savory Pear,Savory Pear,2057 Bush St,San Francisco,CA,94115,2014-06-01,,2014-06-01,,2057 Bush St
1000977-07-141,305861,Barber Tyrone,Barber Tyrone B,2630 Wyman Ct,Tracy,CA,95377,1997-05-08,,1997-05-08,,16333 Lawrence Rd
1000998-07-141,1000792,945 Larkin Apartments LLC,945 Larkin Apartments LLC,1234 Castro St,San Francisco,CA,94114,2012-12-14,,2012-12-14,,1234 Castro St
1001004-07-141,1000794,Alexander S Relgaze LLC,Alexander S Relgaze LLC,5683 Hoffman Ct Apt 1,San Jose,CA,95118,2014-06-16,,2014-06-16,,1177 Branham Ln # 207
1001008-07-141,1000802,The Law Offices Of Thomas V Christopher,The Law Offices Of Thomas V Christopher,555 California St Ste 4925,San Francisco,CA,94104,2014-04-22,,2014-04-22,,0000 Undeliverable Mail
