location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1225324-06-191,1103247,Crosspoint Evaluations Inc.,Crosspoint Evaluations,50 California St Ste 1500,San Francisco,CA,94111,2019-01-01,,2019-01-01,,50 California St 1500 Ste
1225334-06-191,1103252,Gourley Construction,Gourley Construction,462 Appian Way,El Sobrante,CA,94803,2019-05-15,,2019-05-15,,462 Appian Way
1225344-06-191,1103257,General Mortgage Capital Corporation,General Mortgage Capital Corporation,2310 Clement St,San Francisco,CA,94121,2019-06-18,,2019-06-18,,1350 Bayshore Hwy 740 Ste
1225354-06-191,1103262,A A Paving,A&A Paving,175 Solano Ave A,Bay Point,CA,94565,2019-01-01,,2019-06-17,,175 Solano Ave A Apt
1225356-06-191,1103263,Shc Prime IIi LLC,Shc Prime IIi LLC,559 Pacific Ave,San Francisco,CA,94133,2019-05-01,,2019-05-01,,559 Pacific Ave
1225357-06-191,1103263,Shc Prime IIi LLC,Sky Leasing Aviation Management LLC,559 Pacific Ave,San Francisco,CA,94133,2019-05-01,,2019-05-01,,559 Pacific Ave
1225361-06-191,1103265,David Schendel,Tfj LLC,1819 Polk St Unit 263,San Francisco,CA,94109,2019-06-02,,2019-06-02,,1819 Polk St 263 Ste
1225372-06-191,319836,Starr Finley Llp,Starr Finley Llp,235 Pine St,San Francisco,CA,94104,1998-09-16,,1998-09-16,,235 Pine St 15th Fl Fl
1225374-06-191,1011192,Samsara Inc,Samsara,1950 17th Street,San Francisco,CA,94103,2015-03-02,,2015-04-01,,350 Rhode Island St Fl 4
1225376-06-191,1035365,"Cw Acoustics, Inc. Dba Cal West Acoustics","Cw Acoustics, Inc. Dba Cal West Acoustics",1435 Technology Ln Ste B6,Petaluma,CA,94954,2016-05-24,,2019-06-18,,1435 Technology Ln B6 Ste
1225380-06-191,434115,Tejada Janet M,Jameco Services/Supplies,223 14th Ave,San Francisco,CA,94118,2008-12-01,,2019-06-18,,223 14th Ave
1225382-06-191,1060881,Chavez Zepeda Gilma N,Gilma's Services,1 Crescent Way Apt 1116,San Francisco,CA,94134,2016-11-08,,2019-06-18,,1 Crescent Way Apt 1116
1225383-06-191,915658,Asiana Airlines,Asiana Airlines,90 New Montgomery St 420,San Francisco,CA,94105,1992-10-01,,2019-06-01,,90 New Montgomery St 420 Ste
1225385-06-191,385415,Alexander G,Alexander G.,333 Bush St Ste 104,San Francisco,CA,94104,2005-01-01,,2015-01-01,,333 Bush St 104 Lbby
1225386-06-191,1060510,Adivo Associates LLC,Adivo Associates LLC,44 Montgomery Ste 4050,San Francisco,CA,94104,2012-11-01,,2019-06-18,,44 Montgomery St 4050 Ste
1225390-06-191,458248,Abellanosa Neil Brian O,Saka Fitness,16 Park Rd,Burlingame,CA,94010,2011-04-18,,2015-06-15,,149 24th Ave Apt C
1225398-06-191,1103271,Daniela Caserotto-Leibert,Unicorns Go West,525 28th Street,San Francisco,CA,94131,2019-06-17,,2019-06-17,,525 28th St
1225400-06-191,1103272,Ke Lin Chen,Paul's Style,2230 Irving St,San Francisco,CA,94122,2019-06-01,,2019-06-01,,2230 Irving St
1225403-06-191,1051877,Vip Limo Service,Vip Limo Service,907 Granada St,Belmont,CA,94002,2016-08-30,,2016-08-30,,907 Granada St St 8 Apt
1225409-06-191,1103276,Avf Systems Inc.,Avf Systems Inc,4950 Fulton Dr,Fairfield,CA,94534,2019-06-19,,2019-06-19,,Po Box 700
1225419-06-191,1103282,Sound Physicians Advisory Services Inc,Sound Physicians Advisory Services Inc,1498 Pacific Ave,Tacoma,WA,98402,2018-08-10,,2018-08-10,,1498 Pacific Ave
1225432-06-191,1103285,Hogan Systems Inc,Hogan Plumbing And Radiant,935 Kingwood St,Santa Rosa,CA,95401,2016-01-01,,2016-01-01,,935 Kingwood St
1225440-06-191,1103292,"Go Solar Direct, Inc.",Oria Builders,177 Park Ave,San Jose,CA,95113,2019-06-17,,2019-06-17,,5117 Chimineas Ave
1225443-06-191,1103228,Transatlantic Reinsurance Company,Transatlantic Reinsurance Company,"1 Liberty Plaza, 165 Broadway",New York,NY,10006,2006-08-31,,2006-08-31,,One Liberty Plaza 165 Broadway
1225445-06-191,1103294,Kristine Fong,Kristine Fong,255 Vasquez Ave,San Francisco,CA,94127,2019-05-01,,2019-05-01,,255 Vasquez Ave
1225447-06-191,1103295,Dudek,Dudek,605 Third St,Encinitas,CA,92024,2017-04-01,,2017-04-01,,605 3rd St
1225451-06-191,1103297,Anne Diedrich,"Anne Diedrich, Mft",2339 3rd St 13,San Francisco,CA,94107,2018-01-01,,2018-01-01,,2339 3rd St 13 Ste
1225455-06-191,1103299,Foothill Management,Foothill Management,2961 Washington St A,San Francisco,CA,94115,2019-06-19,,2019-06-19,,2961 Washington St A #
1225465-06-191,1103306,Protosands LLC,Annoying Pcb,1859 Powell St Ste 165,San Francisco,CA,94133,2019-06-19,,2019-06-19,,1859 Powell St 165 Ste
1225467-06-191,1103305,Steffan Ross Turner,Steffan Ross Turner,1403 25th St,San Francisco,CA,94122,2019-05-30,,2019-05-30,,1403 25th Ave
1225485-06-191,1103314,The Board Of Trustees Of The University Of Illinois,The Board Of Trustees Of The University Of Illinois,"506 S Wright,209 Hab,Mc-339 St",Urbana,IL,61801,2019-06-01,,2019-06-01,,506 S Wright 209 Hab Mc 339 St
1225501-06-191,1103323,Gelber Ramirez,Star Waterproofing,3048 Greenhall Way,Antioch,CA,94509,2019-06-19,,2019-06-19,,2855 Mitchell Dr Ste 100
1225507-06-191,1062730,"Green Light Events Usa, Inc.",Cogs & Marvel Usa Inc.,220 Sansome St Ste 1100,San Francisco,CA,94104,2016-10-14,,2016-11-07,,180 Steuart St # 191887
1225508-06-191,1041928,Busy Bee Dental Hygiene,Busy Bee Dental Hygiene,1535 12th Ave,San Francisco,CA,94122,2016-08-10,,2019-06-02,,1535 12th Ave
1225509-06-191,1034892,Element   Mineral,Element + Mineral,2351 44th Ave,San Francisco,CA,94116,2016-05-19,,2019-06-19,,2351 44th Ave
1225510-06-191,366167,3000 Management Inc,3000 Management Inc,2269 Chestnut St 621,San Francisco,CA,94123,2002-03-17,,2019-01-01,,2269 Chestnut St # 621
1225511-06-191,207731,Pacific Pediatrics Med Group,Pacific Pediatrics Med Grp Inc,2100 Webster St Ste 427,San Francisco,CA,94115,1987-01-01,,2019-04-17,,45 Castro St 232 Ste
1225514-06-191,368848,Fuel Oil Systems,Fuel Oil S Ystems,17500 Murphy Park,Lathrop,CA,95330,2003-07-30,,2018-12-01,,17500 Murphy Pkwy
1225515-06-191,152916,Euromarket Designs Inc.,Hudson Grace,3350 Sacramento St,San Francisco,CA,94118,1985-10-01,,2019-06-13,,1250 Techny Rd
1225516-06-191,1030899,Agent3 LLC,This Machine,100 Montgomery St Ste 1202,San Francisco,CA,94104,2016-02-01,,2019-06-17,,0000 Undeliverable Mail
1225518-06-191,1101041,"Grace Foods U.S.A., Inc",Takoyaki Yamachan,1737 Post St 395,San Francisco,CA,94115,2018-11-21,,2019-06-19,,17192 Murphy Ave Unit 15658
1225524-06-191,442363,Lo Suchiu,Sonya Lo Pilates & Posture,192 Maddux Ave,San Francisco,CA,94124,2009-09-14,,2019-06-19,,192 Maddux Ave
1225533-06-191,1103329,Balance Organizing Service Co LLC,Balance Organizing Services,244 30th St,San Francisco,CA,94131,2018-05-18,,2018-05-18,,244 30th St
1225535-06-191,1103330,Michel Angelo Battaglia,Vinyl Dreams,593 Haight St,San Francisco,CA,94117,2013-06-01,,2013-06-01,,593 Haight St
1225539-06-191,1103332,"Biotelemetry, Inc.","Biotelemetry, Inc.",456 Montgomery St Ste 600,San Francisco,CA,94104,2013-08-01,,2013-08-01,,222 Jacobs St Fl 3
1225541-06-191,1103333,Nationswell LLC,Nationswell LLC,36 W 20 St Fl 6,New York,NY,10011,2016-01-15,,2016-01-15,,122 E 42 St 810 Ste
1225547-06-191,1103336,Minerva - Graniterock Jv,Graniterock - Minerva Jv,5225 Hellyer Ave 220,San Jose,CA,95138,2019-06-06,,2019-06-06,,5225 Hellyer Ave 220 Ste
1225557-06-191,1103341,Roberto Edwin Alvarenga Alfaro,Moving Boby Services,1000 72nd Ave Ave,Oakland,CA,94621,2019-02-28,,2019-02-28,,1000 72nd Ave
1225567-06-191,1103358,Cargo Hs LLC,Cargo Hs LLC,1212 A El Camino Real Ste 342,San Bruno,CA,94066,2019-06-20,,2019-06-20,,1212 H El Camino Real 342
1225571-06-191,1103360,"J. Scott Unlimited, LLC","J. Scott Unlimited, LLC",2349 Market St,San Francisco,CA,94114,2013-11-19,,2013-11-19,,8119 Shaffer Pkwy Unit A105
1225575-06-191,1103362,"J. Scott Unlimited, LLC","J. Scott Unlimited, LLC",2347 Market St,San Francisco,CA,94114,2013-11-19,,2013-11-19,,0000 Undeliverable Mail
