location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1352565-02-241,1139294,Georgie Botev,Aqua Flower,1 Pine St Apt 2307,San Francisco,CA,94111,2022-10-01,,2024-01-28,,1 Pine St Apt 2307
1352566-02-241,467135,Pier Ice Cream Shops Inc,Lappert's Ice Cream On Pier 39,Pier 39 Q-112,San Francisco,CA,94133,2011-01-01,,2024-01-01,,39 Pier Ste 257
1352570-02-241,1155023,Pandit Rudhra,Best Indian Astrologer & Psychic,815 W San Fernando St,San Jose,CA,95126,2024-01-22,,2024-01-22,,815 W San Fernando St
1352573-02-241,1155024,Bay Area S.E. (Base),Base,2126 Shenandoah Dr,Tracy,CA,95377,2024-02-08,,2024-02-08,,2126 Shenandoah Dr
1352575-02-241,1155025,Primeras Auto Registration Services LLC,Primeras Auto Registration Services LLC,3339 23rd St,San Francisco,CA,94110,2024-02-08,,2024-02-08,,3339 23rd St
1352577-02-241,1155026,Xcapsule,Xcapsule,301 Mission St Apt 4c,San Francisco,CA,94105,2024-02-04,,2024-02-04,,301 Mission St Apt 4c
1352579-02-241,1155027,The Neato Company LLC,Neato,5385 Wynn S Rd Ste B,Las Vegas,NV,89118,2023-08-14,,2023-08-14,,5385 S Wynn Rd Ste B
1352580-02-241,1108914,Rapid Enterprise LLC,Rapid Enterprise LLC,Po Box 40278,San Francisco,CA,94140,2019-11-04,,2024-01-02,,Po Box 40278
1352582-02-241,1155029,Marissa Viray,Foghorn Flowers,814 Greenwich St,San Francisco,CA,94133,2024-02-08,,2024-02-08,,814 Greenwich St
1352583-02-241,1155029,Marissa Viray,Foghorn Flowers,554 39th Ave,San Francisco,CA,94121,2024-02-08,,2024-02-08,,814 Greenwich St
1352585-02-241,1155030,Sfhdc Fillmore Heritage Center LLC,Sfhdc Fillmore Heritage Center LLC,1290 Fillmore St,San Francisco,CA,94115,2024-02-08,,2024-02-08,,4439 Third St
1352586-02-241,1023295,Parking Nexus Inc,Parking Nexus Inc,265 Eddy St,San Francisco,CA,94102,2016-01-19,,2024-02-08,,1725 Sacramento St
1352588-02-241,1155031,"Spoken Empathy Systems, Inc.","Spoken Empathy Systems, Inc.",378 Lombard St,San Francisco,CA,94133,2024-01-31,,2024-01-31,,378 Lombard St
1352590-02-241,1155032,Karen Khoo,Karen Khoo,4322 Geary Blvd,San Francisco,CA,94118,2023-01-02,,2023-01-02,,4322 Geary Blvd
1352592-02-241,1076063,Margareta Krausova,Margareta Krausova,5214 F Diamond Heights Blvd,San Francisco,CA,94131,2016-01-05,,2022-10-27,,5214f Diamond Heights Blvd
1352594-02-241,1155033,Xilish Home Improvement,Xilish Home Improvement,1818 Sullivan Ave Ste 103#,Daly City,CA,94015,2024-02-08,,2024-02-08,,1818 Sullivan Av Sullivan Ave Ste 103#483
1352596-02-241,1155034,"Insitro, Inc.","Insitro, Inc.",279 E Grand Ave Ste 200,South San Francisco,CA,94080,2020-03-09,,2020-03-09,,279 E Grand Ave Ste 200
1352597-02-241,1075540,Sutter Bay Medical Foundation,Sutter Pacific Medical Foundation,45 Castro St Ste 421,San Francisco,CA,94114,2017-08-30,,2024-02-08,,101 Rowland Way 101 Ste
1352599-02-241,1155035,Tamara Houston Rn Mode,Tamara Houston Rn Mode,1888 Geneva Ave Apt 710,San Francisco,CA,94134,2024-02-08,,2024-02-08,,1888 Geneva Ave Apt 710
1352601-02-241,1155036,Project Get Free,Project Get Free,55 Hagiwara Tea Garden Dr,San Francisco,CA,94118,2024-02-08,,2024-02-08,,510 Mclaughlin St
1352603-02-241,1155037,Tate Electric,Tate Electric,2803 Dowe Ave,Union City,CA,94587,2024-01-03,,2024-01-03,,2803 Dowe Ave
1352605-02-241,1155038,J And H Convenience Inc,Dad & Sons Market,3218 Fillmore St,San Francisco,CA,94123,2024-02-08,,2024-02-08,,2441 Homer Ln
1352609-02-241,1155040,Tigerish Music Entertainment LLC,Voiz Music Entertainment,445 Taraval St,San Francisco,CA,94116,2024-01-24,,2024-01-24,,0000 Undeliverable Mail
1352611-02-241,1155041,Teilachanell Walker-Angel,Walker-Angel Enterprise For Equitable Work,2150 Boulton Way,Marysville,CA,95901,2024-02-09,,2024-02-09,,2150 Boulton Way
1352613-02-241,1155042,"Endoscopymd, LLC","Endoscopymd, LLC",2342 Baltimore Pike,Oxford,PA,19363,2024-02-01,,2024-02-01,,2342 Baltimore Pike
1352615-02-241,1155043,Flip N Trays Catering,Flip N' Trays Catering,1338 Goettingen St,San Francisco,CA,94134,2024-02-01,,2024-02-01,,1338 Goettingen St
