location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1297465-02-221,1091924,Club Demonstration Services Inc,San Francisco Wh 144,450 10th St,San Francisco,CA,94103,2018-08-15,,2022-01-01,,18100 Von Karman Ave 1000 Ste
1297467-02-221,1132041,Therapy Stores Inc,Therapy Stores Inc,626 Cortland Ave,San Francisco,CA,94110,2022-02-10,,2022-02-10,,347 E Campbell Ave
1297469-02-221,1132042,"Reveal Technology, Inc.","Reveal Technology, Inc.",712 Wisconsin St,San Francisco,CA,94107,2021-01-01,,2021-01-01,,735 Industrial Rd Ste 115
1297473-02-221,1132044,Permiso Security Inc.,Permiso Security Inc.,6545 Tucker Ave,Mclean,VA,22101,2020-10-15,,2020-10-15,,6545 Tucker Ave
1297474-02-221,1130686,"Nelund Consulting, Inc.","Nelund Consulting, Inc.",3039 24th St Unit A,San Francisco,CA,94110,2021-10-18,,2022-01-01,,3039 24th St Unit A
1297476-02-221,1132045,"Scansion, LLC","Scansion, LLC",663 Carolina St,San Francisco,CA,94107,2022-01-01,,2022-01-01,,663 Carolina St
1297478-02-221,1132046,Karla Franco,Road To Home Cafe,5114 3rd St,San Francisco,CA,94124,2022-02-01,,2022-02-01,,0000 Undeliverable Mail
1297480-02-221,1132047,"Elizabeth's Flowers,Inc","Elizabeth's Flowers,Inc",1504 9th Ave,San Francisco,CA,94122,2022-02-11,,2022-02-11,,2153 Cedarwood Loop
1297482-02-221,1132048,Kelly Werner,Sheworeopium,3428 20th St,San Francisco,CA,94110,2022-01-10,,2022-01-10,,3428 20th St
1297484-02-221,1132049,"Global Microsystems, Inc","Global Microsystems, Inc",6112 County Oak Rd,Woodland Hills,CA,91367,2022-02-11,,2022-02-11,,6112 County Oak Rd
1297486-02-221,1132050,Decodable Inc,Decodable Inc,855 Folsom St Apt 535,San Francisco,CA,94107,2021-01-19,,2021-01-19,,440 N Barranca Ave
1297487-02-221,1132050,Decodable Inc,Decodable Inc,1337 Willard St,San Francisco,CA,94117,2021-01-19,,2021-06-01,,440 N Barranca Ave
1297491-02-221,1132051,Aaron Jon Hyland,Aaron Jon Hyland,3425 A 16 St,San Francisco,CA,94114,2021-05-03,,2021-05-03,,3425 A 16 St
1297496-02-221,1103245,Overview Corporation,Overview Corporation,736 Clementina St,San Francisco,CA,94103,2018-12-06,,2022-01-27,,736 Clementina St
