location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
1380757-02-251,1166587,"Funct, Inc.","Funct, Inc.",2390 30th Ave,San Francisco,CA,94116,2025-01-20,,2025-01-20,,2390 30th Ave
1380758-02-251,1064277,"336-350 Judah I3, Lp",1392 9th Ave,1392 9th Ave,San Francisco,CA,94122,2015-12-11,,2024-01-01,,Po Box 1258
1380760-02-251,1073063,Sleep Reset Inc,"Sleep Reset, Inc.",2261 Market St,San Francisco,CA,94114,2017-07-01,,2018-05-23,,2261 Market St
1380762-02-251,1166589,"Pacific State Medical Health Group Of California, P.C.","Pacific State Medical Health Group Of California, P.C.",95 3rd St,San Francisco,CA,94103,2024-08-15,,2024-08-15,,95 3rd St
1380764-02-251,1166590,Willdan Financial Service,Willdan Financial Services,27368 Via Industria Ste 200,Temecula,CA,92590,2025-02-01,,2025-02-01,,27368 Via Industria Ste 200
1380766-02-251,1166591,Flor A. Escobar-Rodas,Flower & Root Counseling,2459 39th Ave,San Francisco,CA,94116,2025-02-13,,2025-02-13,,2459 39th Ave
1380768-02-251,1166592,Ignited Soul LLC,Sfg Wraps,37420 Cedar Blvd Ste B,Newark,CA,94560,2025-02-01,,2025-02-12,,37420 Cedar Blvd Ste B
1380769-02-251,1161345,635 Irving St. LLC,635 Irving St LLC-  Residental,635 Irving St,San Francisco,CA,94122,2020-12-31,,2022-01-01,,735 Fremont Ave
1380771-02-251,1166593,Manakish LLC,Manakish Oven & Grill,1430 Haight St,San Francisco,CA,94117,2025-02-13,,2025-02-13,,1430 Haight St
1380774-02-251,1166594,Siti Li,Siti Li,65 Poncetta Dr Apt 335,Daly City,CA,94015,2025-02-13,,2025-02-13,,65 Poncetta Dr Apt 335
1380775-02-251,1166595,Iurii Sigarev,Iurii Sigarev,1824 Rose St,Berkeley,CA,94703,2025-02-01,,2025-02-01,,2265 Market St
1380777-02-251,1166596,Zamora Home Improvement LLC,Zamora Home Improvement LLC,9214 D St,Oakland,CA,94603,2025-02-01,,2025-02-03,,9214 D St
1380779-02-251,1166597,635 Irving St LLC,635 Irving St LLC,735 Fremont Ave,San Leandro,CA,94577,2020-12-31,,2020-12-31,,735 Fremont Ave
1380780-02-251,1155459,Juan Ignacio Soto Gomez,Bonita Chilanga,601 Mission Bay N Blvd,San Francisco,CA,94158,2024-02-21,,2025-02-13,,166 Dumbarton Ave Apt 1
1380782-02-251,1166599,"Churnpilot, Inc.","Churnpilot, Inc.",548 Market St,San Francisco,CA,94104,2025-02-13,,2025-02-13,,548 Market St
1380784-02-251,1166600,Strut Sfaf LLC,Sfaf Pharmacy,470 Castro St,San Francisco,CA,94114,2025-02-13,,2025-02-13,,940 Howard St
1380785-02-251,303855,180 Post Street LLC,180 Post Street LLC,1 California St Ste 3000,San Francisco,CA,94111,1996-10-25,,2025-02-13,,101 2nd St Ste 1100
1380789-02-251,1166602,Quetzal It LLC,Quetzal It LLC,2301 Mission St Unit 103,San Francisco,CA,94110,2025-02-13,,2025-02-13,,2301 Mission St Unit 103b
1380791-02-251,1166603,Punctum Fidelis,Punctum Fidelis,548 Market St,San Francisco,CA,94104,2025-02-13,,2025-02-13,,548 Market St
1380793-02-251,1166604,Ora Holdings LLC,Ora Woodworks,1501 Cortland Ave,San Francisco,CA,94110,2025-02-13,,2025-02-13,,851 Guerrero St Apt 7
1380795-02-251,1166606,"Up Dog, Inc.","Up Dog, Inc.",758 2nd Ave,San Francisco,CA,94118,2025-02-01,,2025-02-01,,758 2nd Ave
1380797-02-251,1166607,Geoffrey Watson Catherine A Shi,Carver & Cutter,109 Buchanan St Apt 2,San Francisco,CA,94102,2025-02-13,,2025-02-13,,109 Buchanan St Apt 2
1380800-02-251,1166608,Sv Housing Preservation Lp,Sv Housing Preservation Lp,35 Lillian Ct,San Francisco,CA,94124,2024-06-28,,2024-06-28,,30 Hudson Yards Fl 72
1380801-02-251,1166609,Ls Housing Preservation Lp,Ls Housing Preservation Lp,30 Whitfield Ct Ste 1,San Francisco,CA,94124,2024-07-30,,2024-07-30,,30 Hudson Yards Fl 72
1380804-02-251,1166610,Ah Housing Preservation Lp,Ah Housing Preservation Lp,6 Baldwin Ct,San Francisco,CA,94124,2024-07-30,,2024-07-30,,30 Hudson Yards
1380805-02-251,1166611,Bv Housing Preservation,Bv Housing Preservation,5 Commer Ct,San Francisco,CA,94124,2024-08-14,,2024-08-14,,30 Hudson Yards Fl 72
1380807-02-251,1166612,Refinish   Reglaze Bathtubs And Tiles,Refinish & Reglaze Bathtubs And Tiles,4814 Mary Kate Dr,Sacramento,CA,95841,2025-02-13,,2025-02-13,,4814 Mary Kate Dr
1380809-02-251,1166613,"Curiosity Research, Inc.",Curio,1550 Mission St Apt 3105,San Francisco,CA,94103,2025-02-13,,2025-02-13,,1550 Mission St Apt 3105
1380811-02-251,1166614,Camacho Glass Company,Camacho Glass Company,4304 Thornhill Way,Pittsburg,CA,94565,2024-04-01,,2024-04-01,,4304 Thornhill Way
1380813-02-251,1166615,Apeksha Gurung,Appu Tattoos,520 Montgomery St,San Francisco,CA,94111,2025-02-07,,2025-02-07,,2470 Fulton St Apt 2
1380815-02-251,1166616,Partcl Inc,Partcl Inc,655 Tennessee St Apt 206,San Francisco,CA,94107,2025-01-31,,2025-01-31,,655 Tennessee St Ste 602
1380817-02-251,1166617,Suet-Yim Lau,144 Locksley,522 37th Ave,San Francisco,CA,94121,2024-11-25,,2024-11-25,,522 37th Ave #
1380819-02-251,1166618,Wolfpack Protective Services,Wolfpack Protective Services,3939 Bidwell Dr Apt 489,Fremont,CA,94538,2025-01-01,,2025-01-01,,3939 Bidwell Dr Apt 489
1380821-02-251,1166619,Jie Yu,2195 42nd Ave,2195 42nd Ave,San Francisco,CA,94116,2025-02-10,,2025-02-10,,2195 42nd Ave
1380823-02-251,1166620,One21two Presents LLC,Redeye,40 Levant St,San Francisco,CA,94114,2025-01-31,,2025-01-31,,40 Levant St
1380825-02-251,1166621,Luxury Home Remodeling Inc,Luxury Home Remodeling Inc,1585 N 4th St Ste D,San Jose,CA,95112,2025-02-12,,2025-02-12,,1585 N 4th St Ste D
1380827-02-251,1166622,Tmcm LLC,Thos Moser,3395 Sacramento St,San Francisco,CA,94118,2025-01-13,,2025-01-13,,3395 Sacramento St
1380828-02-251,1007342,185 Post Street Lp,185 Post Street LLC,1 California St Ste 3000,San Francisco,CA,94111,2005-07-11,,2025-02-13,,0000 Undeliverable Mail
1380830-02-251,1166624,"Dicha Properties, LLC","Dicha Properties, LLC",17 Wood St,San Francisco,CA,94118,2025-01-22,,2025-01-22,,32 Laidley St
1380831-02-251,1118037,911 Fix Pc Inc,911 Pc Help,1485 Bayshore Blvd Ste 479,San Francisco,CA,94124,2020-10-01,,2025-02-01,,Po Box 20004
1380832-02-251,1155469,"Finding Answers Upstream, LLC",Maggie Day Educational Consulting,2108 N St Ste N,Sacramento,CA,95816,2023-09-01,,2025-02-14,,2108 N St Ste N
1380834-02-251,1166625,Irma Giron,Giron Cleaning Services,719 A Florida St,San Francisco,CA,94110,2025-02-14,,2025-02-14,,2425 Downer Ave
1380838-02-251,1166627,Mai Bodywork,Mai Bodywork,133 Kearny St Ste 304,San Francisco,CA,94108,2025-02-11,,2025-02-11,,133 Kearny St Ste 304
1380839-02-251,1117993,Barzin Pourfarrokh Dds Inc,Barzin Pourfarrokh Dds Inc,2001 Union St Ste 385,San Francisco,CA,94123,2020-10-01,,2024-07-01,,62 San Jacinto
1380841-02-251,1166628,"Hansol Fire Alarm, Inc","Hansol Fire Alarm, Inc",1919 W Coronet Ave Unit 103,Anaheim,CA,92801,2025-02-14,,2025-02-14,,1919 W Coronet Ave Spc 103
1380843-02-251,1166629,Cesar Lara Roofing Inc,Cesar Lara Roofing Inc,56 Saint Johns Ct,Cherryland,CA,94580,2025-02-14,,2025-02-14,,56 Saint Johns Ct
1380845-02-251,1166630,Adilson Sanchez,Adilson & Sons Construction,1234 Revere Ave,Sa Francisco,CA,94124,2025-01-02,,2025-01-02,,1234 Revere Ave
1380847-02-251,1166631,Imperial 415 LLC,Imperial 415 LLC,4594 Mission St,San Francisco,CA,94112,2025-02-14,,2025-02-14,,4594 Mission St
1380849-02-251,1166632,Co2 Monitoring LLC,Co2 Monitoring LLC,4310 S Cameron St Ste 7,Las Vegas,NV,89103,2025-02-14,,2025-02-14,,4310 S Cameron St Ste 7
1380850-02-251,1166508,"Sonepar Usa Holdings, Inc.","Sonepar Usa Holdings, Inc.",1011 Centre Rd Ste 327,Wilmington,DE,19805,2024-03-01,,2024-03-01,,1011 Centre Rd Ste 327
1380852-02-251,1166633,Syncorva Inc.,Syncorva Inc.,580 California St Ste 1200,San Francisco,CA,94104,2025-01-22,,2025-01-22,,580 California St Ste 1200
1380854-02-251,1166634,"Rplus Energies, LLC","Rplus Energies, LLC",1674 Filbert St Apt 5,San Francisco,CA,94123,2024-10-28,,2024-10-28,,201 S Main St Ste 2100
1380855-02-251,1166217,Hee Seung Lee,Balboa Green Garden Florist,3637 Balboa St,San Francisco,CA,94121,2025-02-04,,2025-02-04,,3637 Balboa St
1380857-02-251,1166635,Timothy Mcquaid,Timothy Mcquaid,1250 Folsom St,San Francisco,CA,94103,1998-05-01,,1998-05-01,,1250 Folsom St
1380859-02-251,1166636,Diana Printzen,Diana Printzen,641951 Po Box,San Francisco,CA,94164,2025-02-14,,2025-02-14,,641951 Po Box
1380861-02-251,1166637,Jianwei Luo,Jw Massage,4720 Geary Blvd,San Francisco,CA,94118,2025-02-14,,2025-02-14,,4720 Geary Blvd
1380863-02-251,1166638,Food   Water Watch,Food & Water Watch,1616 P Nw St Ste 300,Washington,DC,20036,2024-01-01,,2024-01-01,,1616 P St Nw Ste 300
1380865-02-251,1166639,Ca Electrical Solutions,Ca Electrical Solutions,4210 Saturn Way,Union City,CA,94587,2025-02-10,,2025-02-10,,4210 Saturn Way
1380867-02-251,1166640,Salmon Creek Systems,Salmon Creek Systems,39 Coleridge St,San Francisco,CA,94110,2025-02-14,,2025-02-14,,39 Coleridge St
1380871-02-251,1166642,Jane Cote-Cook,Jane Cote-Cook,2653 Octavia St,San Francisco,CA,94123,2025-01-01,,2025-01-01,,2653 Octavia St
1380875-02-251,1166644,Dbbwc Llp,Dbbwc Llp,1770 Pine St Apt 107,San Francisco,CA,94109,2025-02-14,,2025-02-14,,1770 Pine St Apt 107
1380877-02-251,1166645,"Converge Strategies, LLC","Converge Strategies, LLC",360 Berry St Apt 412,San Francisco,CA,94158,2024-11-18,,2024-11-18,,50 Holbrook St
1380879-02-251,1166646,Seva Devices,Seva Devices,7732 Natalie Ln,Irwin,PA,15642,2025-02-07,,2025-02-07,,7732 Natalie Ln
1380881-02-251,1166647,Margot Ilizet Vidal Suarez,Marvisu Cleaning Services,607 Cypress Ave,South San Francisco,CA,94080,2025-02-14,,2025-02-14,,607 Cypress Ave
1380883-02-251,1166648,Brilliantly Balanced Life LLC,Brilliantly Balanced Life LLC,301 Mission St Apt 26d,San Francisco,CA,94105,2025-02-14,,2025-02-14,,301 Mission St Apt 26d
1380884-02-251,1166648,Brilliantly Balanced Life LLC,Brilliantly Balanced Bookkeeping,301 Mission St Apt 26d,San Francisco,CA,94105,2025-02-14,,2025-02-14,,301 Mission St Apt 26d
1380885-02-251,1111911,"Ballast Technologies, Inc.",Ballast Technologies Inc.,350 Townsend St Ste 270,San Francisco,CA,94107,2019-03-06,,2024-12-01,,498 Alabama St
1380886-02-251,1154834,Tudlik G Moerk,Islais Creek Woodworks,1501 Cortland Ave,San Francisco,CA,94110,2024-02-05,,2025-02-14,,1754 Mission St Apt 6
1380888-02-251,1166649,Beauty Key Inc,Beauty Key Inc.,1490 Ocean Ave Ste 2,San Francisco,CA,94112,2025-02-14,,2025-02-14,,1490 Ocean Ave Ste 2
