location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
0095548-01-001,95548,Yee Kwock Sang   Kam Sheng,524 Clement Apts,524 Clement St Apt 3,San Francisco,CA,94118,1975-01-22,,1975-01-22,,524 Clement St Apt 3
0095620-02-999,95620,Scandinavian Airlines System Inc,Sas,9 Polito Ave,Lyndhurst,NJ,7071,1990-12-30,,2013-02-15,,1455 Broad St Ste 115
0095620-03-001,95620,Scandinavian Airlines System Inc,Sas,100 International Loop Rd I,San Francisco,CA,94128,1990-12-30,,2013-02-12,,1455 Broad St Ste 115
0095620-04-001,95620,Scandinavian Airlines System Inc,Sas,944 North Field Rd Sf Intl Airport,San Francisco,CA,94128,1990-12-30,,2013-02-12,,1455 Broad St Ste 115
0095664-01-001,95664,Crociani Const Co Inc,Crociani Const Co Inc,2215 Quesada Ave,San Francisco,CA,94124,1972-01-01,,1972-01-01,,2215 Quesada Ave
0095700-01-001,95700,Haas L Bunim D Nicholas R Etal,Haas & Najarian,58 Maiden Ln Fl 2,San Francisco,CA,94108,1975-10-01,,1998-11-01,,58 Maiden Ln Fl 2
0095783-01-001,95783,Fong Kuey   Susan Y,417-425 Filbert Apts,417 Filbert St,San Francisco,CA,94133,1975-07-01,,1975-07-01,,Po Box 565
0095791-01-001,95791,Giosso Daniel   James,1368-1380 48th Av Apts,1380 48th Ave,San Francisco,CA,94122,1975-06-27,,1975-06-27,,1724 Eaton Ave
0095791-01-002,95791,Giosso Daniel   James,1368-1380 48th Av Apts,1380 48th Ave,San Francisco,CA,94122,1975-06-27,,2006-04-01,,1724 Eaton Ave
0095816-01-999,95816,Bmw Of North America LLC,Bmw Of North America LLC,99 Los Angeles Ca,Brisbane Q4068,nan,94116,1975-03-16,,1975-03-16,,Po Box 1227
0095817-01-001,95817,Prongos Peter Etal,441-447 Stockton Bldg,441 Stockton St,San Francisco,CA,94108,1974-09-25,,1974-09-25,,1662 28th Ave
0095822-01-001,95822,Yep Trenton   Elaine,716 Ofarrell Apts,716 Ofarrell St,San Francisco,CA,94109,1975-09-11,,1975-09-11,,950 Taraval St
0095883-01-001,95883,Salazar Julio   Ophelia,133 Parker Apts,133 Parker Ave,San Francisco,CA,94118,1975-01-01,,1975-01-01,,133 Parker Ave Apt 4
0095898-03-001,95898,Bartko Zankel Bunzel   Miller,Bartko Zankel Bunzel & Miller,1 Embarcadero Ctr Ste 800,San Francisco,CA,94111,1975-01-01,,2013-04-29,,1 Embarcadero Ctr Ste 800
0095898-04-001,95898,Bartko Zankel Bunzel   Miller,Bz Resources,1 Embarcadero Ctr Ste 800,San Francisco,CA,94111,1975-01-01,,2013-04-29,,1 Embarcadero Ctr Ste 800
