location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
0309547-01-001,309547,251 Post St LLC,251 Post St Building,251 Post St,San Francisco,CA,94108,1997-01-31,,1997-01-31,,0000 Undeliverable Mail
0309553-02-001,309553,Cen Yong Guang,Yong Fong Co,825 Filbert St,San Francisco,CA,94133,2007-10-08,,2007-10-08,,612 Clement St
0309559-01-001,309559,Brown Lisa M,Sunset Academy Of Dance,1337 Irving St,San Francisco,CA,94122,1997-10-01,,1997-10-01,,211 Bolling Cir
0309563-01-001,309563,Brickman Alan D,Vlh Parfums Naturels,22 Twin Peaks Blvd Apt 6,San Francisco,CA,94114,1997-09-17,,1997-09-17,,Po Box 14802
0309590-01-001,309590,Prosterman Seth M,Seth Prosterman Ph D Mfcc,2918 Webster St,San Francisco,CA,94123,1997-09-01,,1997-09-01,,0000 Undeliverable Mail
0309595-01-001,309595,Coleman Children   Youth Services,Coleman Advoc For Children & Youth,459 Vienna St,San Francisco,CA,94112,1975-01-01,,1998-11-01,,459 Vienna St
0309599-01-999,309599,Pc Professional Inc,Pc Professional Inc,1615 Webster St,Oakland,CA,94612,1997-09-01,,1997-09-01,,1615 Webster St
0309604-02-999,309604,R E Cuddie Co,R E Cuddie Co,1695 S 7th St,San Jose,CA,95112,1997-09-01,,1998-06-17,,1751 Junction Ave
0309613-04-001,309613,"Beatty, Eckhart",Beatty Communications,110 6th Ave Apt 3,San Francisco,CA,94118,2013-07-01,,2013-07-01,,110 6th Ave Apt 3
0309630-01-001,309630,Our Kids First,Our Kids First,5845 Mission St #301,San Francisco,CA,94112,1997-01-27,,1997-01-27,,5845 Mission St
0309687-04-001,309687,Williams Lea Inc,Williams Lea Inc,160 Spear St,San Francisco,CA,94105,2006-06-26,,2006-06-26,,1030 Main St
0309689-01-001,309689,Jones Brian,Brian Jones,647 Shotwell St #1,San Francisco,CA,94110,1997-10-01,,1997-10-01,,647 Shotwell St 1 Apt
0309737-02-001,309737,Mccarthy Michael A,Dmacs Electrical,114 Beulah St Apt 1,San Francisco,CA,94117,2006-02-27,,2006-02-27,,0000 Undeliverable Mail
0309753-02-001,309753,Ca-Mission Street Lp,Ca-Mission Street Lp,201 Mission St Ste 1300,San Francisco,CA,94105,1997-04-30,,2003-01-02,,201 Mission St Ste 250
0309757-01-001,309757,Molthen Susan F,Port Said Publications,4031 Balboa St,San Francisco,CA,94121,1997-01-01,,1997-01-01,,4031 Balboa St
0309757-04-001,309757,Molthen Susan F,Al-Masri Egyptian Restaurant,4031 Balboa St,San Francisco,CA,94121,1997-01-01,,1999-01-01,,4031 Balboa St
0309802-01-001,309802,King Sharon C,King Infosource,1739 25th Ave,San Francisco,CA,94122,1997-10-01,,1997-10-01,,1739 25th Ave
0309828-01-999,309828,Prwt Services Inc,Prwt Services Inc,1835 Market St Phila 555,Philadelphia,PA,19103,1997-09-30,,1997-09-30,,1835 Market St Ste 800
0309828-02-001,309828,Prwt Services Inc,Pacific Collection Services,388 Market St Ste 400,San Francisco,CA,94111,1997-09-30,,1998-09-09,,1835 Market St Ste 800
0309861-01-001,309861,Lee Pamela G,Pursestrings,2647 21st Ave,San Francisco,CA,94116,1997-10-01,,1997-10-01,,2647 21st Ave
0309928-01-999,309928,Summers Timothy B,Summers Plumbing,100 S Magnolia Ave,S San Fran,CA,94080,1997-10-01,,1997-10-01,,100 S Magnolia Ave
0309933-01-001,309933,Lee Frieda,54 John Apts,54 John St,San Francisco,CA,94133,1997-10-01,,1997-10-01,,54 John St
0309945-02-999,309945,Janakes Jeff J,Janakes Electric,2680 Middlefield Rd Redwood City,Redwood City,CA,94063,2002-08-16,,2002-08-16,,Po Box 5154
0309967-01-001,309967,Stauber Howard B,Stauber And Associates,5 3rd St Ste 715,San Francisco,CA,94103,1991-01-01,,1991-01-01,,5 3rd St Ste 715
0309972-01-001,309972,Hu Brion A,Brion A Hu Dds,3 Embarcadero Ctr P Level,San Francisco,CA,94111,1997-12-15,,1997-12-15,,0000 Undeliverable Mail
0309978-01-999,309978,Contreras Mariano S,Sci Graphics,3311 Florida St,Oakland,CA,94602,1997-07-01,,1997-07-01,,Po Box P.O. Box 27343
0310024-01-001,310024,Gummun Inc,Golden Express,850 Ellis St,San Francisco,CA,94109,1997-10-01,,1997-10-01,,850 Ellis St
0310024-02-001,310024,Gummun Inc,Golden Exp Autobdy & Mech Svc,850 Ellis St,San Francisco,CA,94109,1997-10-01,,2004-10-01,,850 Ellis St
0310036-01-001,310036,Goldstein Brenda,Brenda Goldstein & Associates,2490 Chestnut St Apt 102,San Francisco,CA,94123,1997-10-03,,1997-10-03,,2490 Chestnut St Apt 102
0310069-01-001,310069,Monteverdi Devincenzi Colebris,2080 Filbert Apts,2080 Filbert St,San Francisco,CA,94123,1997-10-06,,1997-10-06,,3000 Webster St
0310097-03-001,310097,Gelfand Partners Architects In,Gelfand Partners Architects,165 10th St Ste 100,San Francisco,CA,94103,1997-09-03,,2009-09-04,,165 10th St
0310118-03-001,310118,Wong Woo Kaleen,Kalee Woo Wong,9 Maritime Plz #30,San Francisco,CA,94111,1997-10-13,,2012-12-27,,1163 Kansas St
0310131-01-999,310131,Waxie's Enterprises Inc,Waxie Sanitary Supply,901 N Canyons Pkwy,Livermore,CA,94551,1997-03-17,,1997-03-17,,Po Box 23506
0310159-01-999,310159,Lee David S,High Tech Construction,2601 Bartlett St,Oakland,CA,94602,1997-10-08,,1997-10-08,,2601 Bartlett St
0310163-01-001,310163,Dixon James G,James Dixon Architect,737 Pine St Apt 62,San Francisco,CA,94108,1996-01-08,,2009-02-11,,737 Pine St Apt 62
0310190-02-001,310190,Garza Carmen L,Carmen L Garza,315 Harvard St,San Francisco,CA,94134,1999-01-06,,1999-01-06,,315 Harvard St
0310193-04-001,310193,Sfs 39 Inc,Franciscan Crab Restaurant,Pier 43,San Francisco,CA,94133,1998-07-16,,2005-09-01,,420 Columbus Ave
0310218-01-001,310218,Corporate Counsel Law Grp Llp,Corporate Counsel Law Grp Llp,25 Kearny St Ste 302,San Francisco,CA,94108,1997-01-01,,2009-07-25,,25 Kearny St Ste 302
0310223-01-001,310223,Ho Gustin,Gustin Ho Md,929 Clay St Ste 401,San Francisco,CA,94108,1997-09-01,,1997-09-01,,929 Clay St Ste 401
0310230-01-001,310230,Fraser Diane E,Def Communications,181 23rd Ave,San Francisco,CA,94121,1997-01-01,,2000-02-15,,181 23rd Ave
0310254-01-001,310254,Miller David E,David E Miller,601 Van Ness Ave Ste 2050,San Francisco,CA,94102,1997-07-01,,1997-07-01,,601 Van Ness Ave Ste 2050
0310336-01-001,310336,Claudio Edilberto L,Edel Custom Tailors,4240 18th St,San Francisco,CA,94114,1997-10-14,,2005-02-15,,4240 18th St
0310337-01-001,310337,Davis Michael S,Everlasting Tattoo,813 Divisadero St,San Francisco,CA,94117,1997-10-14,,2000-10-30,,813 Divisadero St
0310379-01-999,310379,Access Hardware Supply Inc,Access Hardware Supply Inc,14359 Catalina St,San Leandro,CA,94577,1997-07-01,,1997-07-01,,14447 Griffith St
0310386-01-001,310386,Alberigi M Giampaoli D,1666 Union Street Rentals,1666 Union St,San Francisco,CA,94123,1997-04-18,,1997-04-18,,3051 Buchanan St
0310401-01-001,310401,Hc   M Comm Properties Inc,Hc & M Comm Properties Inc,1234 Mariposa St,San Francisco,CA,94107,1997-01-01,,1998-01-01,,1234 Mariposa St
0310403-01-001,310403,"Unger,Julian,Stanley,Rachael,V",670/680 Second St. Properties,670 2nd St,San Francisco,CA,94107,1997-01-01,,1997-01-01,,555 Laurel Ave Apt 421
0310408-01-001,310408,Bayview Plaza LLC,Bayview Plaza LLC,3801 3rd St,San Francisco,CA,94124,1997-09-29,,1997-09-29,,22 Battery St Ste 503
0310428-02-001,310428,Silvestri Kathleen,Kathleen Silvestri,157 West Portal Ave Ste 1,San Francisco,CA,94127,2007-06-18,,2014-04-28,,66 Rockaway Ave
0310431-02-999,310431,Johnson Controls Security Solutions LLC,Johnson Controls Security Solutions LLC,280 Utah Ave,S San Fran,CA,94080,1997-01-01,,2006-04-05,,Po Box 3042
0310439-01-999,310439,Aquadyne Associates,Aquadyne Associates,710 C St,San Rafael,CA,94901,1997-10-14,,1997-10-14,,0000 Undeliverable Mail
0310451-01-001,310451,Wong Lydia   Lee Joseph,Yoyo's,318 Pacific Ave,San Francisco,CA,94111,1997-11-03,,1997-11-03,,318 Pacific Ave
0310454-01-001,310454,Pewther Pauline Zorbas Nora,1301 Noe Apts,1301 Noe St,San Francisco,CA,94131,1997-07-03,,1997-07-03,,16 Pacific Ave
0310455-01-001,310455,Portocarrero Grace,65 Iris Apts,65 Iris Ave,San Francisco,CA,94118,1998-01-01,,1998-01-01,,609 W Hillsdale Blvd
0310485-02-001,310485,Woodford George Paul,Paul Woodford Services,296 Coleridge St,San Francisco,CA,94110,2002-09-26,,2002-09-26,,296 Coleridge St
0310520-01-001,310520,Hafele America Co,Hafele America Co,151 Vermont St Ste 9,San Francisco,CA,94103,1997-04-01,,1997-04-01,,3901 Cheyenne Dr
0310533-01-001,310533,Prime Property Capital Inc,Prime Property Capital Inc,50 California St Ste 3240,San Francisco,CA,94111,1991-01-01,,1999-02-09,,600 Montgomery St Ste 1700
