location_id,business_account_number,ownership_name,doing_business_as_name,business_location_street_address,business_location_city,business_location_state,business_location_zip_code,business_start_date,business_end_date,location_start_date,location_end_date,mailing_address
0375884-01-001,375884,Rockpoint Group LLC,Rockpoint Group LLC,1 Bush St Ste 1450,San Francisco,CA,94104,2003-10-01,,2010-01-01,,3953 Maple Ave Ste 300
0375889-01-001,375889,Cambourakis Stephane C,Proper Rental,925 Leavenworth St Apt 2,San Francisco,CA,94109,2004-03-29,,2004-03-29,,925 Leavenworth St Apt 2
0375893-03-001,375893,Aecom Usa Inc,Aecom Usa Inc,300 California St #600,San Francisco,CA,94104,2004-03-01,,2010-01-31,,4840 Cox Rd
0375893-04-001,375893,Aecom Usa Inc,Dmjm+Harris Inc,300 California St #600,San Francisco,CA,94104,2004-03-01,,2012-07-19,,4840 Cox Rd
0375908-02-001,375908,Tickle Kitty Inc,Tickle Kitty Inc,1249 9th Ave,San Francisco,CA,94122,2003-05-01,,2010-09-01,,3701 Sacramento St # 107
0375921-01-001,375921,Starr Loriel E,Starr Metals,1640 Kirkham St Apt 22,San Francisco,CA,94122,2004-03-11,,2004-03-11,,Po Box 22524
0375923-01-001,375923,Kreativ Wave Inc,Kreativ Wave Inc,3800 Anza St,San Francisco,CA,94121,2004-04-01,,2004-04-01,,3800 Anza St
0375932-01-001,375932,Hedi Framm Anton Pc,Hedi Framm Anton Pc,1300 S Van Ness Ave Apt 201,San Francisco,CA,94110,2004-01-01,,2004-01-01,,1300 S Van Ness Ave Apt 201
0375992-01-001,375992,Taylor Ford Design Inc,Taylor Ford Design Inc,737 Lake St,San Francisco,CA,94118,2002-02-06,,2002-02-06,,3701 Sacramento St Unit 407
0375995-01-001,375995,Polr Designs LLC,Polr Designs LLC,456 Thornton Ave,San Francisco,CA,94124,2004-03-01,,2004-03-01,,456 Thornton Ave
0376005-01-001,376005,Magnolia Hi Fi LLC,Magnolia Audio Video,1717 Harrison St,San Francisco,CA,94103,2004-04-01,,2004-04-01,,7601 Penn Ave S
0376013-01-001,376013,Honig Deborah B,Deborah B Honig,2040 Lake St,San Francisco,CA,94121,2004-01-01,,2004-01-01,,2040 Lake St
0376017-01-001,376017,Mt St Joseph St Elizabeth,Mt St Joseph St Elizabeth,100 Masonic Ave,San Francisco,CA,94118,1996-01-01,,1996-01-01,,100 Masonic Ave
0376017-02-001,376017,Mt St Joseph St Elizabeth,Epiphany Center,100 Masonic Ave,San Francisco,CA,94118,1996-01-01,,2008-09-01,,100 Masonic Ave
0376019-01-001,376019,Hamed Javadi Dds Ms Inc,Hamed Javadi Dds Ms Inc,450 Sutter St Rm 2018,San Francisco,CA,94108,2009-07-31,,2009-07-31,,450 Sutter St Rm 1619
0376022-01-001,376022,S F Conservatory Of Music,S F Conservatory Of Music,50 Oak St,San Francisco,CA,94102,1989-01-01,,1989-01-01,,50 Oak St
0376024-03-001,376024,Harsch Investment Realty LLC,450 Sutter Building,450 Sutter St Rm 1030,San Francisco,CA,94108,2001-02-20,,2005-01-01,,Po Box 2708
0376027-01-001,376027,T Rowe Price Associates Inc,T Rowe Price Associates Inc,333 Bush St Ste 2550,San Francisco,CA,94104,2004-03-15,,2004-03-15,,4555 Painters Mill Rd # Om-1350
0376044-01-001,376044,Boyko Dana L,Fused Glass Creations,3039 Anza St Apt 3,San Francisco,CA,94121,2004-04-12,,2004-04-12,,3039 Anza St Apt 3
