"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"0393050-01-001","0393050","Ng Hing C","Defining Sound","40 Sylvan Dr","San Francisco","CA","94132","2005-11-01T00:00:00.000",,"2005-11-01T00:00:00.000",,"40 Sylvan Dr"
"0393063-01-001","0393063","Kirsch Michael","Rental Property","166 S Park St","San Francisco","CA","94107","2004-01-01T00:00:00.000",,"2004-01-01T00:00:00.000",,"6615 Legend Vis"
"0393076-01-001","0393076","Splunk Inc","Splunk","250 Brannan St Fl 2","San Francisco","CA","94107","2005-01-07T00:00:00.000",,"2008-10-06T00:00:00.000",,"3098 Olsen Dr"
"0393094-03-001","0393094","Jma Construction Inc","Jma Construction","33 Dorman Ave","San Francisco","CA","94124","2011-10-11T00:00:00.000",,"2011-10-11T00:00:00.000",,"33 Dorman Ave"
"0393096-01-999","0393096","Interactive Service Network","Interactive Service Network","200 Ashford N Ctr","Atlanta","GA","30338","2005-01-01T00:00:00.000",,"2005-01-01T00:00:00.000",,"0000 Undeliverable Mail"
"0393100-01-001","0393100","Decker Communications Inc","Decker Communications Inc","575 Market St Ste 1925","San Francisco","CA","94105","2005-04-01T00:00:00.000",,"2008-03-17T00:00:00.000",,"575 Market St Ste 1925"
"0393102-01-001","0393102","Daigian Gregory","Greg Daigian Painting Constr","2600 Cabrillo St","San Francisco","CA","94121","2005-11-09T00:00:00.000",,"2005-11-09T00:00:00.000",,"2600 Cabrillo St"
"0393104-01-001","0393104","Macario Jason F","Fogbear Consulting","1000 Moraga St","San Francisco","CA","94122","2005-11-07T00:00:00.000",,"2005-11-07T00:00:00.000",,"1000 Moraga St"
"0393106-01-001","0393106","Martinez Albana A","Claudia's Cleaning Service","224 Persia Ave","San Francisco","CA","94112","2005-11-09T00:00:00.000",,"2005-11-09T00:00:00.000",,"24171 Zorro Ct"
"0393115-02-001","0393115","Rainberry Inc","Gyre Inc","303 2nd St Ste S200","San Francisco","CA","94107","2005-08-31T00:00:00.000",,"2012-01-01T00:00:00.000",,"58 West Portal Ave # 552"
"0393134-01-001","0393134","Ng Bonnie Od A Prof Corp","Eye Level Optometry","1544 Church St","San Francisco","CA","94131","2005-11-11T00:00:00.000",,"2005-11-11T00:00:00.000",,"1544 Church St"
"0393140-02-001","0393140","Clemons Sonly S-G","It's Only Dance","56 Carver St","San Francisco","CA","94110","2005-11-10T00:00:00.000",,"2008-01-22T00:00:00.000",,"5445 Brookdale Ave"
"0393142-01-001","0393142","3301-3311 Cesar Chavez St LLC","3301-3311 Cesar Chavez St LLC","3301 Cesar Chavez","San Francisco","CA","94110","2005-11-15T00:00:00.000",,"2005-11-15T00:00:00.000",,"573 S Van Ness Ave"
"0393160-01-999","0393160","Glazier Iron Works Inc","Glazier Iron Works Inc","650 Sandoval Way","Hayward","CA","94544","2005-11-15T00:00:00.000",,"2005-11-15T00:00:00.000",,"650 Sandoval Way"
"0393163-01-001","0393163","Pru Multifamily Mortgage Inc","Pru Multifamily Mortgage Inc","4 Embarcadero Ctr Ste 2700","San Francisco","CA","94111","2005-01-01T00:00:00.000",,"2005-01-02T00:00:00.000",,"0000 Undeliverable Mail"
"0393167-01-001","0393167","The Independent LLC","The Independent LLC","628 Divisadero St","San Francisco","CA","94117","2004-02-27T00:00:00.000",,"2004-02-27T00:00:00.000",,"628 Divisadero St"
"0393195-01-001","0393195","Tappan Margaret E","Margaret Tappan","639 Baker St","San Francisco","CA","94117","2005-11-07T00:00:00.000",,"2005-11-07T00:00:00.000",,"639 Baker St"
"0393197-01-001","0393197","Alia LLC","Alia LLC","2960 Polk St Apt 12","San Francisco","CA","94109","2005-10-05T00:00:00.000",,"2005-10-05T00:00:00.000",,"2960 Polk St Apt 12"
"0393206-02-001","0393206","Zhou Raymond C","Ray's Electrical","1474 42nd Ave","San Francisco","CA","94122","2005-12-01T00:00:00.000",,"2006-10-01T00:00:00.000",,"1474 42nd Ave"
"0393234-01-999","0393234","American Chemical Society","Chemical Abstracts Service","2540 Olentangy River Rd","Columbus","OH","43202","1992-01-01T00:00:00.000",,"1992-01-01T00:00:00.000",,"1155 16th St Nw"
"0393240-01-001","0393240","Mcevoy Group LLC","Mcevoy Group LLC","680 2nd St","San Francisco","CA","94107","2000-01-01T00:00:00.000",,"2000-01-01T00:00:00.000",,"410 Townsend St 102 Ste"
"0393255-02-999","0393255","California Generator Srvc Corp","California Generator Srvc Corp","1271 Washington Ave #271","San Leandro","CA","94577","2005-11-15T00:00:00.000",,"2009-03-17T00:00:00.000",,"1271 Washington Ave # 271"
"0393261-01-001","0393261","Rios George","George Rios Painting & Decor","590 Sweeny St","San Francisco","CA","94134","2005-11-16T00:00:00.000",,"2005-11-16T00:00:00.000",,"590 Sweeny St"
"0393286-01-001","0393286","Architect Mason Kirby Inc","Architect Mason Kirby Inc","244 Mullen Ave","San Francisco","CA","94110","2006-01-01T00:00:00.000",,"2006-01-01T00:00:00.000",,"244 Mullen Ave"
"0393316-01-001","0393316","Wjj-D & H Inc","Jacobson Door & Hardware","165 13th St","San Francisco","CA","94103","2005-11-17T00:00:00.000",,"2005-11-17T00:00:00.000",,"165 13th St"
"0393319-01-001","0393319","Gupta Ankur R","Creative Solutions","2339 California St Apt 12","San Francisco","CA","94115","2005-11-16T00:00:00.000",,"2005-11-16T00:00:00.000",,"35 Cumberland St"
"0393328-01-001","0393328","Wentworth Cedric N","Cedric Wentworth Sculpture","1334 47th Ave","San Francisco","CA","94122","1998-01-06T00:00:00.000",,"1998-01-06T00:00:00.000",,"1334 47th Ave"
"0393333-01-001","0393333","Gonzalez H Elsa/Arana Socorro","New Casa Maria Produce Market","1201 S Van Ness Ave","San Francisco","CA","94110","2008-03-05T00:00:00.000",,"2008-03-05T00:00:00.000",,"1201 S Van Ness Ave"
"0393334-01-001","0393334","Reeves Miller Zhang & Diza, A Professional Law Corporation","Reeves Miller Zhang & Diza, A Professional Law Corporation","388 Market St Ste 1080","San Francisco","CA","94111","2002-10-01T00:00:00.000",,"2002-10-01T00:00:00.000",,"2 N Lake Ave 950 Ste"
"0393341-01-001","0393341","Csv Hospitality Management LLC","Csv Hospitality Management LLC","212 Sutter St Fl 3","San Francisco","CA","94108","2002-01-05T00:00:00.000",,"2002-01-05T00:00:00.000",,"212 Sutter St Fl 3"
"0393343-01-002","0393343","Teutonic Construction Inc","Teutonic Construction Inc","459 Clementina St","San Francisco","CA","94103","2005-10-31T00:00:00.000",,"2013-01-28T00:00:00.000",,"850 Shotwell St"
"0393362-01-001","0393362","American Gymnastics Club Inc","American Gymnastics Club Inc","2520 Judah St","San Francisco","CA","94122","2012-01-01T00:00:00.000",,"2012-01-01T00:00:00.000",,"35 Cerritos Ave"
"0393362-01-002","0393362","American Gymnastics Club Inc","American Gymnastics Club Inc","390 Bay Shore Blvd","San Francisco","CA","94124","2012-01-01T00:00:00.000",,"2012-01-01T00:00:00.000",,"35 Cerritos Ave"
"0393382-01-001","0393382","Guerrero Doris A","Dform Architecture","3485 21st St Apt 4","San Francisco","CA","94110","2006-01-01T00:00:00.000",,"2006-01-01T00:00:00.000",,"3485 21st St Apt 4"
"0393403-01-001","0393403","Hickok Elizabeth P","Elizabeth Hickok","518 Noe St Apt 4","San Francisco","CA","94114","2005-11-28T00:00:00.000",,"2006-03-01T00:00:00.000",,"40 Collingwood St"
"0393410-02-001","0393410","Om Associates LLC","Om Associates LLC","2837 Washington St","San Francisco","CA","94115","2006-03-19T00:00:00.000",,"2011-01-01T00:00:00.000",,"2000 California St Apt 406"
