"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"0366510-03-999","0366510","Sunbelt Controls Inc","Sunbelt Controls Inc","1133 Aladdin Ave","San Leandro","CA","94577","2003-01-01T00:00:00.000",,"2009-12-01T00:00:00.000",,"888 E Walnut St"
"0366525-01-001","0366525","Addison John K","Academy Library","2245 Larkin St Apt 7","San Francisco","CA","94109","2003-06-01T00:00:00.000",,"2003-06-01T00:00:00.000",,"Po Box 640902"
"0366545-01-001","0366545","W 3c Group Inc","390 4th St Bldg","390 4th St","San Francisco","CA","94107","2003-01-01T00:00:00.000",,"2003-01-01T00:00:00.000",,"70 Sea Cliff Ave"
"0366545-02-001","0366545","W 3c Group Inc","Elan Event Venue","839 Howard St","San Francisco","CA","94103","2003-01-01T00:00:00.000",,"2003-01-01T00:00:00.000",,"70 Sea Cliff Ave"
"0366551-02-001","0366551","King Robert J","Arc Management","3870 California St Apt 3","San Francisco","CA","94118","2010-01-01T00:00:00.000",,"2010-01-01T00:00:00.000",,"3870 California St Apt 3"
"0366564-01-001","0366564","To Jessica","Tan Hung Bakery","1038 Revere Ave","San Francisco","CA","94124","2003-05-12T00:00:00.000",,"2003-05-12T00:00:00.000",,"1038 Revere Ave"
"0366573-01-001","0366573","Sai Frances F","Frances Sai","90 2nd St","San Francisco","CA","94105","2003-04-11T00:00:00.000",,"2003-04-11T00:00:00.000",,"90 2nd St"
"0366584-01-001","0366584","Runng Stephen R","Stephen Runng","118 Anderson St","San Francisco","CA","94110","2003-05-12T00:00:00.000",,"2003-05-12T00:00:00.000",,"118 Anderson St"
"0366620-01-999","0366620","Macerris Inc","Macerris Inc","488 Maple Ave","San Bruno","CA","94066","2003-05-01T00:00:00.000",,"2003-05-01T00:00:00.000",,"488 Maple Ave"
"0366624-01-001","0366624","Vp & Rb Corp","The Ups Store #0361","601 Van Ness Ave","San Francisco","CA","94102","2003-05-20T00:00:00.000",,"2003-05-20T00:00:00.000",,"601 Van Ness Ave Ste E"
"0366629-01-999","0366629","Colvin Construction Inc","Aa Construction","1737 Circle Dr","Isleton","CA","95641","2003-01-01T00:00:00.000",,"2003-01-01T00:00:00.000",,"1737 Circle Dr"
"0366630-01-001","0366630","Gold Steuart A","Steuart Gold","1304 Castro St","San Francisco","CA","94114","2003-05-01T00:00:00.000",,"2004-02-01T00:00:00.000",,"1431 Quesada Ave"
"0366637-01-001","0366637","Opentv Inc","Opentv Inc","275 Sacramento St","San Francisco","CA","94111","2003-04-28T00:00:00.000",,"2003-04-28T00:00:00.000",,"275 Sacramento St"
"0366643-01-999","0366643","Schicker Luxury Shower Doors","Schicker Luxury Shower Doors","2250 Galaxy Ct Ste G","Concord","CA","94520","2003-05-01T00:00:00.000",,"2003-05-01T00:00:00.000",,"1059 Detroit Ave"
"0366655-02-999","0366655","Kaufmann Eyal S","Protection Now","291 Capricorn Ave","Piedmont","CA","94611","2006-03-27T00:00:00.000",,"2006-03-27T00:00:00.000",,"291 Capricorn Ave"
"0366667-01-001","0366667","Fish Sandra N & Anthony V","Sleeping Fish","1460 Broadway Apt 4","San Francisco","CA","94109","2003-05-14T00:00:00.000",,"2008-07-22T00:00:00.000",,"1466 Broadway"
"0366679-01-001","0366679","Sutton Law Firm","Sutton Law Firm","150 Post St Ste 405","San Francisco","CA","94108","2003-05-12T00:00:00.000",,"2005-02-14T00:00:00.000",,"150 Post St Ste 405"
"0366680-01-999","0366680","Bard Access Systems Inc","Bard Access Systems Inc","5425 W Amelia Earhart Dr","Salt Lake City","UT","84116","2003-01-01T00:00:00.000",,"2003-01-01T00:00:00.000",,"5859 Farinon Dr"
