"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1319587-12-221","1141084","Lorenz Wiggins","Lorenz Wiggins","1449 Croaker Ct","San Francisco","CA","94130","2018-08-15T00:00:00.000",,"2018-08-15T00:00:00.000",,"0000 Undeliverable Mail"
"1319589-12-221","1141085","Cindy Freer","Cindy's Flowers & Flour","599 Third St Unit 108","San Francisco","CA","94107","2022-12-06T00:00:00.000",,"2022-12-06T00:00:00.000",,"599 Third St Unit 108"
"1319591-12-221","1141086","Korber Supply Chain","Korber Supply Chain","2700 Esters Blvd","Dallas","TX","75261","2022-05-01T00:00:00.000",,"2022-05-01T00:00:00.000",,"3850 Quadrangle Blvd Dept 433"
"1319593-12-221","1141087","Kelly Wilson","Kelly Wilson Hair","3175 Mission St Apt 301","San Francisco","CA","94110","2022-12-06T00:00:00.000",,"2022-12-06T00:00:00.000",,"3175 Mission St Apt 301"
"1319594-12-221","1105878","Kimball Sustainable Healthcare LLC","Kimball Sustainable Healthcare","345 California St Ste 600","San Francisco","CA","94104","2019-08-20T00:00:00.000",,"2022-12-06T00:00:00.000",,"345 California St Ste 600"
"1319596-12-221","1141088","Stuf San Francisco LLC","Stuf Storage","222 Vallejo St","San Francisco","CA","94111","2022-12-06T00:00:00.000",,"2022-12-06T00:00:00.000",,"408 Broadway Ste 2-109"
"1319597-12-221","1012105","Tempest + Bentley LLC","Mgt Color Design","669 44th Ave","San Francisco","CA","94121","2015-02-01T00:00:00.000",,"2022-10-01T00:00:00.000",,"669 44th Ave"
"1319599-12-221","1141089","Vets In Vans Inc.","Vets In Vans","1419 Bryant St","San Francisco","CA","94103","2022-12-05T00:00:00.000",,"2022-12-05T00:00:00.000",,"1419 Bryant St"
"1319604-12-221","1141091","Cole Solinger Projects LLC","House Of Seiko","3109 22nd St","San Francisco","CA","94110","2022-12-06T00:00:00.000",,"2022-12-06T00:00:00.000",,"418 Orange St"
"1319606-12-221","1141092","Basic Ingredient Solutions","Basic Ingredient Solutions","3234 Santiago St","San Francisco","CA","94116","2022-10-31T00:00:00.000",,"2022-10-31T00:00:00.000",,"3234 Santiago St"
"1319607-12-221","1098090","Leap Services, Inc","Leap Services, Inc. Dba Little Words Project","2208 Fillmore St","San Francisco","CA","94115","2019-01-28T00:00:00.000",,"2022-12-06T00:00:00.000",,"207 E Ohio St # 115unit"
"1319610-12-221","1113592","Zuri Food Facilities LLC","Zuri","100 Spear St","San Francisco","CA","94105","2020-04-13T00:00:00.000",,"2022-12-01T00:00:00.000",,"2550 Appian Way 217 Ste"
"1319611-12-221","0392654","I De As The Special Events Co","I De As The Special Events","1055 California St Ste 2","San Francisco","CA","94108","2006-01-01T00:00:00.000",,"2021-09-01T00:00:00.000",,"1055 California St"
"1319614-12-221","1125589","Di Build LLC","Di-Build","1781 El Camino Real Ste 7","Millbrae","CA","94030","2021-06-01T00:00:00.000",,"2022-08-01T00:00:00.000",,"1781 El Camino Real Ste 7"
"1319615-12-221","1095508","Dontaye Ball","Gumbo Social","5176 3rd St","San Francisco","CA","94124","2018-12-03T00:00:00.000",,"2022-12-01T00:00:00.000",,"Po Box 885334"
"1319620-12-221","1141097","Erica Gagliardi","Decked Out SF","555 Broderick St Apt 7","San Francisco","CA","94117","2022-12-06T00:00:00.000",,"2022-12-06T00:00:00.000",,"555 Broderick St Apt 7"
"1319623-12-221","1141099","Yulie Klerman","Yulie Klerman","259 Mullen Ave","San Francisco","CA","94110","2022-12-05T00:00:00.000",,"2022-12-05T00:00:00.000",,"259 Mullen Ave"
"1319625-12-221","1141100","Maler Green Street, LLC","Maler Green Street, LLC","397 Grunion Ct","Foster City","CA","94404","2022-11-01T00:00:00.000",,"2022-11-01T00:00:00.000",,"397 Grunion Ct"
"1319627-12-221","1141101","Ting's, LLC","Ting's, LLC","3937 Irving St Apt 3","San Francisco","CA","94122","2020-10-20T00:00:00.000",,"2020-10-20T00:00:00.000",,"23108 E Melkapsi St"
"1319629-12-221","1141102","Maler Vallejo Street, LLC","Maler Vallejo Street, LLC","397 Grunion Ct","Foster City","CA","94404","2022-11-01T00:00:00.000",,"2022-11-01T00:00:00.000",,"397 Grunion Ct"
"1319631-12-221","1141103","The Go-To Assistant","The Go-To Assistant","74 Williar Ave","San Francisco","CA","94112","2022-10-01T00:00:00.000",,"2022-10-01T00:00:00.000",,"74 Williar Ave"
"1319633-12-221","1098639","Dana Betterly","Betterly Garden Design","4108 Moraga St","San Francisco","CA","94122","2019-02-22T00:00:00.000",,"2019-02-22T00:00:00.000",,"4108 Moraga St"
"1319634-12-221","1140334","Vaughn Couth LLC","Vaughn Couth","1400 Pine St","San Francisco","CA","94109","2022-10-18T00:00:00.000",,"2022-11-28T00:00:00.000",,"0000 Undeliverable Mail"
