"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1269973-02-211","1121553","Edward Kamrin","Kamrin Communications LLC","255 Red Rock Way H301","San Francisco","CA","94131","2021-02-22T00:00:00.000",,"2021-02-22T00:00:00.000",,"Po Box 31611"
"1269975-02-211","1121554","Anand Sheth","Studio Anand Sheth","3371 21st St Apt 1","San Francisco","CA","94110","2021-02-15T00:00:00.000",,"2021-02-15T00:00:00.000",,"3371 21st St 1 Apt"
"1269980-02-211","0066223","Safway Services LLC","Brandsafway Services LLC","N19 W24200 Riverwood Dr","Waukesha","WI","53188","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,"535 Watt Dr A Ste"
"1269982-02-211","1012194","Alcantar Leticia","Alcantar & Associates","634 12th Ave","San Francisco","CA","94118","2015-04-07T00:00:00.000",,"2021-02-20T00:00:00.000",,"634 12th Ave"
"1269983-02-211","1029990","Ript Labs, Inc.","Tonal Systems Inc","617 Bryant St","San Francisco","CA","94107","2016-03-01T00:00:00.000",,"2021-02-12T00:00:00.000",,"617 Bryant St"
"1269984-02-211","1086017","Keith Packer","Keith Packer Psychotherapy","4741 18th St","San Francisco","CA","94114","2018-04-01T00:00:00.000",,"2020-03-16T00:00:00.000",,"5214f Diamond Heights Blvd Unit #3048"
"1269990-02-211","1121560","J Building Inc","Eano Home Renvoation/ J Building","31375 Santa Fe Way","Union City","CA","94587","2021-02-22T00:00:00.000",,"2021-02-22T00:00:00.000",,"31375 Santa Fe Way"
"1269996-02-211","1121563","Hermenegildo Couoh","Armed Force Security","1075 Sutter St","San Francisco","CA","94109","2021-02-01T00:00:00.000",,"2021-02-01T00:00:00.000",,"0000 Undeliverable Mail"
"1269998-02-211","1121564","Plousha Moore Group, LLC","Plousha Moore Group, LLC","711 20th Ave","San Francisco","CA","94121","2018-07-01T00:00:00.000",,"2018-07-01T00:00:00.000",,"711 20th Ave"
"1270002-02-211","1121566","Sjk Global, Inc.","Sjk Global, Inc.","490 Post St Ste 208","San Francisco","CA","94102","2021-02-22T00:00:00.000",,"2021-02-22T00:00:00.000",,"490 Post St 208 Ste"
"1270004-02-211","1121567","Mallory B Gaston","Bm Fitness & Supply","1919 Mission St","San Francisco","CA","94107","2021-01-01T00:00:00.000",,"2021-01-01T00:00:00.000",,"0000 Undeliverable Mail"
"1270006-02-211","0345465","Ayer Media Inc","Webb Design","401 Terry A Francois Blvd","San Francisco","CA","94158","2001-01-01T00:00:00.000",,"2001-01-01T00:00:00.000",,"401 Terry A Francois Blvd 210 Ste"
"1270010-02-211","0430875","201 Second Street LLC","589 Howard St","589 Howard St","San Francisco","CA","94105","2000-02-04T00:00:00.000",,"2017-01-01T00:00:00.000",,"1605 Montgomery St"
"1270011-02-211","0430875","201 Second Street LLC","201 Second St","201 2nd St","San Francisco","CA","94105","2000-02-04T00:00:00.000",,"2017-01-01T00:00:00.000",,"1605 Montgomery St"
"1270014-02-211","0345465","Ayer Media Inc","Webb Design","401 Terry A Francois Blvd","San Francisco","CA","94158","2001-01-01T00:00:00.000",,"2019-12-01T00:00:00.000",,"401 Terry A Francois Blvd 210 Ste"
"1270016-02-211","1121570","Paydarfar Industries, Inc.","Saratech","26054 Acero","Mission Viejo","CA","92691","2020-11-10T00:00:00.000",,"2020-11-10T00:00:00.000",,"0000 Undeliverable Mail"
