"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1130044-12-161","1062425","Dhm II, Lp","49 Kearny Street","49 Kearny St","San Francisco","CA","94108","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,"217 Valencia Dr"
"1130045-12-161","1062425","Dhm II, Lp","130 Bush Street","130 Bush St","San Francisco","CA","94104","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,"217 Valencia Dr"
"1130059-12-161","1005840","Carroll Avenue Senior Homes Lp","Dr. George W. Davis Senior Res","1751 Carroll Ave","San Francisco","CA","94124","2014-04-23T00:00:00.000",,"2016-05-13T00:00:00.000",,"0000 Undeliverable Mail"
"1130066-12-161","0375451","Culpo Chris J","Culpo Chris J","2145 Grove St","San Francisco","CA","94117","2007-01-19T00:00:00.000",,"2007-01-19T00:00:00.000",,"2145 Grove St"
"1130075-12-161","1036879","Innovate Concrete, Inc.","Innovate Engineering","2671 Estella Dr","Santa Clara","CA","95051","2016-06-09T00:00:00.000",,"2016-06-09T00:00:00.000",,"2671 Estella Dr"
"1130088-12-161","0431349","Greenforce Windowpro","Greenforce Outdoor Light","601 Van Ness Ave #E3-145","San Francisco","CA","94102","2008-08-11T00:00:00.000",,"2016-12-14T00:00:00.000",,"601 Van Ness Ave # E3"
"1130107-12-161","1062451","Dhimon Paul","Paul Builders","23986 Clawiter Rd","Hayward","CA","94545","2016-12-14T00:00:00.000",,"2016-12-14T00:00:00.000",,"23986 Clawiter Rd"
"1130117-12-161","1062457","Dhm II, Lp","251 Collins","251 Collins St","San Francisco","CA","94118","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,"217 Valencia Dr"
"1130130-12-161","1062463","Box Joint Advisors, Inc.","Box Joint Advisors, Inc.","76 Webster St","San Francisco","CA","94117","2016-12-05T00:00:00.000",,"2016-12-05T00:00:00.000",,"76 Webster St"
"1130137-12-161","1062455","Murphy Marguerita","2904 Jackson Street","2904 Jackson St","San Francisco","CA","94115","2015-02-01T00:00:00.000",,"2015-02-01T00:00:00.000",,"236 West Portal Ave #56"
"1130165-12-161","1062477","Noh Folber","Four Square Electric Company","523 Perry Ave","Pacifica","CA","94044","2016-12-14T00:00:00.000",,"2016-12-14T00:00:00.000",,"1047 Glacier Ave"
"1130180-12-161","0479160","Madison Reed Inc","Madison Reed, Inc","430 Shotwell St","San Francisco","CA","94110","2013-04-01T00:00:00.000",,"2016-12-14T00:00:00.000",,"548 Market St # Pmb17871"
"1130181-12-161","0448323","Jc Garment Inc","One Step Ahead","956 Mission St 2nd Flr","San Francisco","CA","94103","2008-01-01T00:00:00.000",,"2016-12-15T00:00:00.000",,"956 Mission St # 2f"
"1130192-12-161","1062487","Leader & Berkon Llp","Leader & Berkon Llp","50 California St Ste 1500","San Francisco","CA","94111","2014-06-01T00:00:00.000",,"2016-06-01T00:00:00.000",,"630 3rd Ave Fl 17"
"1130194-12-161","1062488","Coburn Barrett, LLC.","Coburn Barrett LLC","3701 Sacramento St 394","San Francisco","CA","94118","2012-01-01T00:00:00.000",,"2012-01-01T00:00:00.000",,"55 Mitchell Blvd Ste 16"
"1130203-12-161","1058396","Michella Gravage","Michella Gravage","61 Diamond St","San Francisco","CA","94114","2016-09-15T00:00:00.000",,"2016-12-13T00:00:00.000",,"4024 Division St"
"1130236-12-161","1062508","Sixup Pbc, Inc.","Sixup Pbc, Inc.","77 Van Ness Ave. Ste 101 Ms-1223","San Francisco","CA","94102","2014-08-22T00:00:00.000",,"2014-08-22T00:00:00.000",,"0000 Undeliverable Mail"
"1130237-12-161","0404200","Cooley Corwin","Equal Ground Films","1574 Underwood Ave","San Francisco","CA","94124","2011-10-06T00:00:00.000",,"2016-12-15T00:00:00.000",,"1574 Underwood Ave"
"1130248-12-161","1062513","Securify.Us, Inc","Securify.Us Inc","171 Main St. Unit 191","Los Altos","CA","94022","2016-11-15T00:00:00.000",,"2016-11-15T00:00:00.000",,"171 Main St Unit 191"
"1130257-12-161","1062520","Pink Onion LLC","Pink Onion","64 14th St","San Francisco","CA","94103","2016-12-15T00:00:00.000",,"2016-12-15T00:00:00.000",,"161 Cabrillo Way"
"1130267-12-161","1062525","Myron Zimmerman","Myron Zimmerman Investments","1388 Sutter St Ste 918","San Francisco","CA","94109","2016-05-23T00:00:00.000",,"2016-05-23T00:00:00.000",,"1388 Sutter St 918 Ste"
"1130278-12-161","1062476","Fernwood International, Inc.","Fernwood International","3001 Geary Blvd Rm #205","San Francisco","CA","94118","2016-12-01T00:00:00.000",,"2016-12-01T00:00:00.000",,"3001 Geary Blvd Ste 205"
"1130281-12-161","0364472","Agenda Inc","Lucian James And Co","2261 Market St Rm #499","San Francisco","CA","94114","2003-11-21T00:00:00.000",,"2012-01-02T00:00:00.000",,"2261 Market St Ste 700"
"1130299-12-161","0123484","Lee Shing K","First National Realty","1327 Taraval St","San Francisco","CA","94116","1980-04-17T00:00:00.000",,"2012-01-01T00:00:00.000",,"1327 Taraval St"
"1130300-12-161","0123484","Lee Shing K","First Financial Services","1327 Taraval St","San Francisco","CA","94116","1980-04-17T00:00:00.000",,"2012-01-01T00:00:00.000",,"1327 Taraval St"
"1130303-12-161","0448348","Heath Ceramics Ltd","Heath Ceramics Ltd","1890 Bryant St Rm #101","San Francisco","CA","94110","2010-03-29T00:00:00.000",,"2016-09-01T00:00:00.000",,"400 Gate 5 Rd"
"1130304-12-161","0362605","Openhouse","Openhouse","65 Laguna St","San Francisco","CA","94102","2000-02-24T00:00:00.000",,"2016-12-12T00:00:00.000",,"65 Laguna St"
"1130321-12-161","1062547","Fletcher Portfolio Management LLC","Fletcher Portfolio Management LLC","1079 Kansas St","San Francisco","CA","94107","2016-12-12T00:00:00.000",,"2016-12-12T00:00:00.000",,"1079 Kansas St"
"1130331-12-161","0302899","Hamtini Samer M","Hamtini Auto","2431 Noriega St","San Francisco","CA","94122","2008-10-10T00:00:00.000",,"2016-12-16T00:00:00.000",,"2431 Noriega St"
"1130336-12-161","1062554","1743 Golden Gate Avenue","1743 Golden Gate Avenue","1743 Golden Gate Ave","San Francisco","CA","94115","2014-03-01T00:00:00.000",,"2014-03-01T00:00:00.000",,"1234 Castro St"
"1130348-12-161","1062560","Typelaw, Inc.","Typelaw, Inc.","414 Brannan St","San Francisco","CA","94107","2014-06-17T00:00:00.000",,"2014-10-01T00:00:00.000",,"2269 Chestnut St Unit 269"
"1130360-12-161","1062567","Btp 998 Divisadero LLC","998 Divisadero","998 Divisadero St","San Francisco","CA","94115","2010-10-22T00:00:00.000",,"2010-10-22T00:00:00.000",,"4061 E Castro Valley Blvd Ste 502"
"1130370-12-161","1024087","Thornswood Lance","Lance Thornswood","4338 20th St","San Francisco","CA","94114","2012-06-24T00:00:00.000",,"2016-12-01T00:00:00.000",,"0000 Undeliverable Mail"
"1130372-12-161","1062572","Joe Hill Consulting & Engineering Corporation","Joe Hill Consulting Engineers","1693 Polk St Ste 208","San Francisco","CA","94109","2016-11-07T00:00:00.000",,"2016-11-07T00:00:00.000",,"Po Box 642567"
"1130440-12-161","1017779","One 2 Team Inc","One 2 Team Inc","575 Market Street 11th Floor","San Francisco","CA","94105","2014-10-15T00:00:00.000",,"2016-12-16T00:00:00.000",,"0000 Undeliverable Mail"
