"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1367731-08-241","1161013","Dreamer Consulting LLC","Dreamer Consulting LLC","2301 34th Ave","San Francisco","CA","94116","2024-07-24T00:00:00.000",,"2024-07-24T00:00:00.000",,"2301 34th Ave"
"1367734-08-241","1161014","Fm Editorial LLC","Fm Editorial LLC","91 Central Ave Apt 201","San Francisco","CA","94117","2024-07-29T00:00:00.000",,"2024-07-29T00:00:00.000",,"220 Balboa St"
"1367735-08-241","0477174","Andytown LLC","Andytown Coffee Roasters","747 Front St","San Francisco","CA","94122","2013-03-05T00:00:00.000",,"2024-08-01T00:00:00.000",,"3016 Taraval St"
"1367738-08-241","1161015","Jeannie's Boutique LLC","Jeannie's Boutique LLC","548 Market St Ste 5054","San Francisco","CA","94104","2024-08-03T00:00:00.000",,"2024-08-03T00:00:00.000",,"2152 Ranch View Dr"
"1367739-08-241","1161015","Jeannie's Boutique LLC","Jeannie's Boutique","548 Market St Ste 5054","San Francisco","CA","94104","2024-08-03T00:00:00.000",,"2024-08-05T00:00:00.000",,"2152 Ranch View Dr"
"1367740-08-241","1161015","Jeannie's Boutique LLC","Jeannie's","548 Market St Ste 5054","San Francisco","CA","94104","2024-08-03T00:00:00.000",,"2024-08-05T00:00:00.000",,"2152 Ranch View Dr"
"1367741-08-241","1161016","Damariz D Malo","Nefertiti's Hair & Spa","6254 Geary Blvd","San Francisco","CA","94121","2024-08-01T00:00:00.000",,"2024-08-01T00:00:00.000",,"6254 Geary Blvd"
"1367743-08-241","1161017","M3 Mep LLC","M3 Mep LLC","5101 Florin Perkins Rd","Sacramento","CA","95826","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"5101 Florin Perkins Rd"
"1367745-08-241","1161018","His Hands, LLC","His Hands","2028 Divisadero St Ste 1","San Francisco","CA","94115","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"2201 Court St"
"1367747-08-241","1161019","Patrick Hayden","Patrick Hayden, Lmft","4155 24th St","San Francisco","CA","94114","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"527 Irving St"
"1367749-08-241","1161021","Bay Bliss Arches","Bay Bliss Arches","855 Folsom St Apt 936","San Francisco","CA","94107","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"855 Folsom St 936"
"1367750-08-241","1116813","Hikma Pharmaceuticals Usa Inc.","Hikma Pharmaceuticals Usa Inc.","200 Connell Dr","Berkeley Heights","NJ","7922","2010-04-01T00:00:00.000",,"2010-04-01T00:00:00.000",,"200 Connell Dr Ste 4100"
"1367752-08-241","1161022","Platinum Roofing And Retro Fit","Platinum Roofing And Retro-Fit","15456 Ventura Blvd Ste 510","Sherman Oaks","CA","91403","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"15456 Ventura Blvd Ste 510"
"1367753-08-241","1067005","Moran Danilo A","Danilo Moran","48 Ocean Ave","San Francisco","CA","94112","2017-03-13T00:00:00.000",,"2024-08-05T00:00:00.000",,"48 Ocean Ave"
"1367755-08-241","1161023","Elevated Roofing Inc","Elevated Roofing Inc","8211 Helmsley Ct","Antelope","CA","95843","2024-08-04T00:00:00.000",,"2024-08-04T00:00:00.000",,"8211 Helmsley Ct"
"1367756-08-241","1126464","Lll Construction Inc","Lll Construction, Inc.","1388 Tennessee St","San Francisco","CA","94107","2021-07-20T00:00:00.000",,"2021-07-22T00:00:00.000",,"1388 Tennessee St"
"1367757-08-241","1144546","Rosalia Yadira Castro Bonilla","Rosalia Variedades 2","3011 Mission St","San Francisco","CA","94110","2023-03-15T00:00:00.000",,"2024-08-05T00:00:00.000",,"815 Stoneyford Dr"
"1367759-08-241","1161024","Andy Li","Andyliairbnb","2101 32nd Ave","San Francisco","CA","94116","2024-08-01T00:00:00.000",,"2024-08-01T00:00:00.000",,"3200 Windy Hill Rd Se # 200"
"1367760-08-241","1071148","Ursaleo Inc.","Ursaleo, Inc.","584 Castro St Unit 447","San Francisco","CA","94114","2017-05-20T00:00:00.000",,"2024-08-05T00:00:00.000",,"584 Castro St Ste 447"
"1367762-08-241","1161025","West-Tech General Engineer And Builder","West-Tech General Engineer And Builder","2000 Oakdale Ave # A","San Francisco","CA","94124","2024-08-01T00:00:00.000",,"2024-08-01T00:00:00.000",,"2000 Oakdale Ave # A"
"1367764-08-241","1161026","Scheiber Design Group, Inc.","Scheiber Design Group, Inc.","1310 Jones St Apt 305","San Francisco","CA","94109","2024-08-01T00:00:00.000",,"2024-08-01T00:00:00.000",,"1310 Jones St Apt 305"
"1367766-08-241","1161027","Jaj Roofing Dba Citadel Roofing & Solar","Citadel Roofing & Solar","761 Eubanks Dr","Vacaville","CA","95688","2015-06-01T00:00:00.000",,"2015-06-01T00:00:00.000",,"761 Eubanks Dr #"
"1367767-08-241","1161027","Jaj Roofing Dba Citadel Roofing & Solar","Citadel Roofing & Solar","761 Eubanks Dr","Vacaville","CA","95688","2015-06-01T00:00:00.000",,"2015-06-01T00:00:00.000",,"761 Eubanks Dr #"
"1367769-08-241","1161028","493 Broadway LLC","Uncle Paul's Ceramics North Beach","493 Broadway","San Francisco","CA","94133","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"493 Broadway"
"1367771-08-241","1161029","Jhb Management LLC","Hairchitect Barbershop & Lounge","1530 Union St","San Francisco","CA","94123","2024-08-01T00:00:00.000",,"2024-08-01T00:00:00.000",,"805 Leavenworth St Apt 909"
"1367773-08-241","1161030","Legacy Roofing & Waterproofing, Inc.","Legacy Roofing & Waterproofing, Inc.","1698 Rogers Ave Ste 10","San Jose","CA","95112","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"1698 Rogers Ave Ste 10"
"1367774-08-241","1160355","Jordan Long","Vital Mind Therapy","2211 Post St Ste 300","San Francisco","CA","94115","2024-07-12T00:00:00.000",,"2024-08-05T00:00:00.000",,"1818 Broadway Apt 401"
"1367778-08-241","1161032","Bay 360 Construction, Inc","Bay 360 Construction, Inc","5598 Sunny Oaks Dr","San Jose","CA","95123","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"5598 Sunny Oaks Dr"
"1367780-08-241","1161033","Lexa Rose","The Lexa Rose","5150 Geary Blvd","San Francisco","CA","94118","2024-08-04T00:00:00.000",,"2024-08-04T00:00:00.000",,"566 17th Ave"
"1367782-08-241","1161034","Matthew Sapowith","Matthew Dale Sapowith","1655 Mission St Unit 840","San Francisco","CA","94103","2024-07-25T00:00:00.000",,"2024-07-25T00:00:00.000",,"1655 Mission St Unit 840"
"1367783-08-241","1140013","Assistance In Paradise Gc Inc","Assistance In Paradise Gc Inc","Po Box 855","Corte Madera","CA","94976","2022-10-26T00:00:00.000",,"2024-08-05T00:00:00.000",,"Po Box 855"
"1367785-08-241","1161035","George Duran","Duran Designs","875 California St Unit 501","San Francisco","CA","94108","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"875 California St Unit 501"
"1367787-08-241","1161036","Silvia G Gonzalez Mancia","Silvia's Cleaning Service","82 Farallones St","San Francisco","CA","94112","2024-08-05T00:00:00.000",,"2024-08-05T00:00:00.000",,"82 Farallones St"
