"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1300074-03-221","1133130","Tendwell Collective LLC","Tendwell Collective LLC","8 Dolores Ter","San Francisco","CA","94110","2022-03-01T00:00:00.000",,"2022-03-01T00:00:00.000",,"8 Dolores Ter"
"1300076-03-221","1133131","Tai Rubens","Taichef","3100 Taraval St Apt 1","San Francisco","CA","94116","2022-03-11T00:00:00.000",,"2022-03-11T00:00:00.000",,"1408 31st Ave Apt 307"
"1300077-03-221","1106519","Pacificcal Vii, LLC","350 Rhode Island Owner LLC","350 Rhode Island St","San Francisco","CA","94103","2019-02-04T00:00:00.000",,"2019-02-04T00:00:00.000",,"332 Pine St # 500ste"
"1300079-03-221","1133132","Pizza Adam LLC","Square Pie Guys","845 Beach St","San Francisco","CA","94109","2022-03-01T00:00:00.000",,"2022-03-01T00:00:00.000",,"1463 34th St"
"1300081-03-221","1133133","Alexandria Sweet","Sweets Natural Cosmetics","307 Guerrero St Apt 6","San Francisco","CA","94103","2022-03-01T00:00:00.000",,"2022-03-01T00:00:00.000",,"307 Guerrero St Apt 6"
"1300083-03-221","1133134","In House Hospitality","Bodega SF","138 Mason St","San Francisco","CA","94102","2022-03-11T00:00:00.000",,"2022-03-11T00:00:00.000",,"138 Mason St"
"1300087-03-221","1133136","Imelda Jimenez-Lamar","Imelda Jimenez-Lamar","1941 Noriega St Apt 4","San Francisco","CA","94122","2020-01-01T00:00:00.000",,"2020-01-01T00:00:00.000",,"1941 Noriega St Apt 4"
"1300088-03-221","1133136","Imelda Jimenez-Lamar","Sunset Shutterbug","1941 Noriega St Apt 4","San Francisco","CA","94122","2020-01-01T00:00:00.000",,"2020-01-01T00:00:00.000",,"1941 Noriega St Apt 4"
"1300090-03-221","1133137","Sean Michael Mamola","Rises.Co","1699 Van Ness Ave","San Francisco","CA","94109","2022-03-11T00:00:00.000",,"2022-03-11T00:00:00.000",,"1525 Sutter St Apt 208"
"1300093-03-221","1133138","Change Cadet","Change Cadet","5400 Mountain Blvd Ste 110","Oakland","CA","94619","2022-01-03T00:00:00.000",,"2022-01-03T00:00:00.000",,"5400 Mountain Blvd Ste 110"
"1300096-03-221","1085563","Skylight California LLC","Skylight Studios","1800 Mission St","San Francisco","CA","94103","2018-03-27T00:00:00.000",,"2018-06-01T00:00:00.000",,"1423 Broadway"
"1300098-03-221","1133140","Rudy Moran Cruz","Rmc Electric","22 29th St","Richmond","CA","94804","2022-03-11T00:00:00.000",,"2022-03-11T00:00:00.000",,"22 29th St"
"1300103-03-221","1133142","Angela Dibernardo","Semilla Speech Therapy","737 La Playa St Apt B","San Francisco","CA","94121","2022-03-11T00:00:00.000",,"2022-03-11T00:00:00.000",,"1798 39th Ave Apt 203"
"1300111-03-221","1133146","Tara Murray","Miniature Valley Mercantile","2055 Lombard St # 470744","San Francisco","CA","94123","2022-03-12T00:00:00.000",,"2022-03-12T00:00:00.000",,"0000 Undeliverable Mail"
"1300117-03-221","1133149","Kelly Bathgate","Starrwise Solutions","126 Culebra Ter","San Francisco","CA","94109","2022-03-12T00:00:00.000",,"2022-03-12T00:00:00.000",,"126 Culebra Ter"
"1300119-03-221","1133150","Sukha Massage","Sukha Massage","461 A 28th St","San Francisco","CA","94131","2022-03-12T00:00:00.000",,"2022-03-12T00:00:00.000",,"461 28th St A"
"1300123-03-221","1133152","Valerie Deike","Valerie Deike, Cpa","325 Morse St","San Francisco","CA","94112","2022-03-01T00:00:00.000",,"2022-03-01T00:00:00.000",,"325 Morse St"
"1300129-03-221","1133155","Kevin A Quijada Aguilar","Aguilar Remodeling","5350 Princeton St","Oakland","CA","94601","2022-01-03T00:00:00.000",,"2022-01-03T00:00:00.000",,"0000 Undeliverable Mail"
"1300131-03-221","1133156","Peterson Partners LLC","Peterson Partners LLC","1808 Wedemeyer St Ste 190","San Francisco","CA","94129","2022-03-01T00:00:00.000",,"2022-03-01T00:00:00.000",,"2755 E Cottonwood Pkwy Ste 400"
"1300140-03-221","1133159","Bonjour Consulting","Bonjour Consulting","300 3rd St Apt 1012","San Francisco","CA","94107","2022-01-01T00:00:00.000",,"2022-01-01T00:00:00.000",,"300 3 St Apt 1012"
"1300142-03-221","1133160","Erik Xhyra","R.C.R Contractors","1635 Plymouth Ave","San Francisco","CA","94127","2022-03-14T00:00:00.000",,"2022-03-14T00:00:00.000",,"1635 Plymouth Ave"
"1300144-03-221","1133161","Adapt Api, Inc.","Adapt Api, Inc.","3327 20th St","San Francisco","CA","94110","2021-04-30T00:00:00.000",,"2021-04-30T00:00:00.000",,"3327 20th St"
"1300146-03-221","1133162","Pch Floors","Paradigm Custom Hardwood","112 Cottage Ave","Richmond","CA","94801","2022-03-01T00:00:00.000",,"2022-03-01T00:00:00.000",,"112 Cottage Ave"
"1300148-03-221","1133163","Homesincity, LLC","372 7th Avenue Partners","372 7th Ave Suite 1","San Francisco","CA","94118","2022-03-12T00:00:00.000",,"2022-03-12T00:00:00.000",,"372 7th Ave"
"1300149-03-221","0467962","Tipsuwon Inc","Spork","631 Broadway St","San Francisco","CA","94133","2012-04-01T00:00:00.000",,"2022-03-14T00:00:00.000",,"631 Broadway"
"1300151-03-221","1133164","Yana Hoch","Yana Hoch","833 York St","San Francisco","CA","94110","2022-03-14T00:00:00.000",,"2022-03-14T00:00:00.000",,"833 York St"
"1300156-03-221","1133166","Savoy Tivoli Management Corp","Savoy Tivoli Management Corp","1434 Grant Ave","San Francisco","CA","94133","2021-12-03T00:00:00.000",,"2021-12-03T00:00:00.000",,"1436 Grant Ave Apt 3"
"1300159-03-221","1095161","Future Bars Inc","South Sea Dipper","270 Columbus Ave","San Francisco","CA","94133","2018-11-19T00:00:00.000",,"2022-03-14T00:00:00.000",,"244 Kearny St Fl 7"
"1300163-03-221","1133169","Thomas Breen","Thomas Breen","3570 Sacramento St St Apt 304","San Francisco","CA","94118","2022-03-14T00:00:00.000",,"2022-03-14T00:00:00.000",,"8345 Scenic Ave"
"1300164-03-221","0324561","Pricewaterhousecoopers Llp","Pricewaterhousecoopers Llp","405 Howard St # 5","San Francisco","CA","94105","2007-01-01T00:00:00.000",,"2021-06-11T00:00:00.000",,"4040 W Boy Scout Blvd"
"1300168-03-221","1133171","Fremont Sign Company Inc","Fremont Sign Company Inc","44279 Fremont Blvd Unit P","Fremont","CA","94538","2022-03-14T00:00:00.000",,"2022-03-14T00:00:00.000",,"44279 Fremont Blvd Unit P"
"1300171-03-221","1133172","Zothex Flooring Inc","Zothex Flooring, Cabinets, And More","4021 N Freeway Blvd Ste 100","Sacramento","CA","95834","2021-11-14T00:00:00.000",,"2021-11-14T00:00:00.000",,"0000 Undeliverable Mail"
