"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1331243-04-231","1144308","Parli, Inc","Parli, Inc Dba Vetted","2443 Fillmore 380-18375 St","San Francisco","CA","94115","2022-05-29T00:00:00.000",,"2022-07-15T00:00:00.000",,"2443 Fillmore 380 18375 St"
"1331245-04-231","1146032","Yummy Aguas Frescas LLC","Yummy Aguas Frescas LLC","146 Britton St","San Francisco","CA","94134","2023-04-27T00:00:00.000",,"2023-04-27T00:00:00.000",,"146 Britton St"
"1331248-04-231","1145634","A2z Exploration Inc.","Bertrand D Hsu American & Chinese Bicultural Academy","1517 N Point St # 473","San Francisco","CA","94123","2023-01-02T00:00:00.000",,"2023-04-27T00:00:00.000",,"1517 N Point St # 473"
"1331252-04-231","1146035","Presidio Brands, Inc","Every Man Jack","100 Shoreline Highway Hwy Ste A200","Mill Valley","CA","94941","2007-12-01T00:00:00.000",,"2007-12-01T00:00:00.000",,"100 Shoreline Highway Hwy Ste A200"
"1331254-04-231","1146036","Johnergy Healing","Johnergy Healing","291 Broderick St Apt 10","San Francisco","CA","94117","2023-04-03T00:00:00.000",,"2023-04-03T00:00:00.000",,"291 Broderick St Apt 10"
"1331255-04-231","0149998","Kaplan Sharon E","Heart Traveler","22 Miramar Ave","San Francisco","CA","94112","2008-03-25T00:00:00.000",,"2023-04-27T00:00:00.000",,"22 Miramar Ave"
"1331257-04-231","1146037","Natalie Yates","Natalie Yates Psychotherapy","1405 Church St","San Francisco","CA","94131","2023-04-27T00:00:00.000",,"2023-04-27T00:00:00.000",,"1405 Church St"
"1331258-04-231","1113912","Jenny Wong, Dds, Inc","Sf Marin Dental","5233 Geary Blvd","San Francisco","CA","94118","2019-07-01T00:00:00.000",,"2023-04-27T00:00:00.000",,"5233 Geary Boulevard"
"1331262-04-231","1146039","Gladys Hernandez","Hernandez House Cleaning","1477 Innes Ave","San Francisco","CA","94124","2023-04-27T00:00:00.000",,"2023-04-27T00:00:00.000",,"1477 Innes Ave"
"1331264-04-231","1146040","The Motley Fool, LLC","The Motley Fool, LLC","2000 Duke St Fl 2","Alexandria","VA","22314","2021-06-01T00:00:00.000",,"2021-06-11T00:00:00.000",,"2000 Duke St Fl 2"
"1331266-04-231","1144989","Mtfnjc LLC","The Hill","669 Mississippi St","San Francisco","CA","94107","2023-03-29T00:00:00.000",,"2023-03-29T00:00:00.000",,"667 Mississippi St"
"1331270-04-231","1146041","Fiat Growth Inc.","Fiat Growth Inc.","548 Market St","San Francisco","CA","94104","2022-04-11T00:00:00.000",,"2022-04-11T00:00:00.000",,"548 Market St"
