"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1211198-01-191","1064761","American Empire Building Services Corp","American Empire Building Services Corporation","440 Bryant St","San Francisco","CA","94107","2016-01-01T00:00:00.000",,"2017-01-01T00:00:00.000",,"440 Bryant St"
"1211199-01-191","0482042","Spiky Jane's Coffee LLC","Wicked Grounds Annex","293 8th St Ste 1","San Francisco","CA","94103","2013-07-24T00:00:00.000",,"2019-01-28T00:00:00.000",,"0000 Undeliverable Mail"
"1211202-01-191","0913848","Melkonian Sylva","Chez Sylva","2676 Ocean Ave","San Francisco","CA","94132","1992-06-05T00:00:00.000",,"2018-08-01T00:00:00.000",,"Po Box 320008"
"1211204-01-191","0320448","Kolby Richard J","Richard Kolby","1042 Vera Ave","Redwood City","CA","94061","1998-10-07T00:00:00.000",,"2018-06-30T00:00:00.000",,"1042 Vera Ave"
"1211218-01-191","1097520","Hemlock Tavern Sf, LLC","Hemlock Tavern","1131 Polk St","San Francisco","CA","94109","2019-01-29T00:00:00.000",,"2019-01-29T00:00:00.000",,"964 Natoma St"
"1211234-01-191","1097530","Clay Street Apartments, LLC","Clay Street Apartments, LLC","60 E Sir Francis Drake Blvd Ste 205","Larkspur","CA","94939","2019-01-01T00:00:00.000",,"2019-01-01T00:00:00.000",,"60 E Sir Francis Drake Blvd 205 Ste"
"1211240-01-191","1097533","651 Minna LLC","651 Minna LLC","651 Minna St Apt B","San Francisco","CA","94103","2015-05-08T00:00:00.000",,"2015-05-08T00:00:00.000",,"651 Minna St B Apt"
"1211256-01-191","1097541","Peter Mikhail","Alloy Motors","1634 Taraval St","San Francisco","CA","94116","2019-01-29T00:00:00.000",,"2019-01-29T00:00:00.000",,"1238 Willard St"
"1211258-01-191","1097541","Peter Mikhail","Alloyed Motors","1634 Taraval St","San Francisco","CA","94116","2019-01-29T00:00:00.000",,"2019-01-29T00:00:00.000",,"1238 Willard St"
"1211259-01-191","1097541","Peter Mikhail","Alloy Motor Sales","1634 Taraval St","San Francisco","CA","94116","2019-01-29T00:00:00.000",,"2019-01-29T00:00:00.000",,"1238 Willard St"
"1211260-01-191","1097541","Peter Mikhail","Alloy Motorcars","1634 Taraval St","San Francisco","CA","94116","2019-01-29T00:00:00.000",,"2019-01-29T00:00:00.000",,"1238 Willard St"
"1211261-01-191","1097541","Peter Mikhail","Alloy Motorsports","1634 Taraval St","San Francisco","CA","94116","2019-01-29T00:00:00.000",,"2019-01-29T00:00:00.000",,"1238 Willard St"
"1211265-01-191","1097545","Emmanuel M Roman","Emmanuel M Roman","2937 16th St Apt 1","Stockton","CA","94103","2019-01-29T00:00:00.000",,"2019-01-29T00:00:00.000",,"2900 Lyon St 2e Ste"
"1211267-01-191","1097546","Jada, Inc.","Jada Windows, Sierra Woods, Jada Metals, Sw Glazing","179 Clydesdale Ct","Grass Valley","CA","95945","2019-01-01T00:00:00.000",,"2019-01-01T00:00:00.000",,"179 Clydesdale Ct"
"1211269-01-191","1097547","Karuna Health, Inc.","Karuna Health","25 Taylor St 604","San Francisco","CA","94102","2018-05-28T00:00:00.000",,"2018-05-28T00:00:00.000",,"2261 Market St 4072"
"1211289-01-191","1097561","By Design Services, Inc.","By Design Steel Services, Inc.","20580 S Hwy 211","Colton","OR","97017","2018-12-01T00:00:00.000",,"2018-12-01T00:00:00.000",,"Po Box 430"
"1211293-01-191","1097564","Mb Julian LLC","Mb Julian LLC","153 Julian Ave","San Francisco","CA","94110","2018-09-29T00:00:00.000",,"2018-09-29T00:00:00.000",,"Po Box 489"
"1211299-01-191","1097567","Carmel Partners Gp Vii, LLC","Carmel Partners Gp Vii, LLC","1000 Sansome St Fl 1","San Francisco","CA","94111","2018-05-15T00:00:00.000",,"2018-05-15T00:00:00.000",,"1000 Sansome St 1 Fl"
"1211303-01-191","1097569","Lisa Allee","San Francisco Golf Performance Center","456 Montgomery St Ste 250","San Francisco","CA","94104","2014-06-04T00:00:00.000",,"2014-06-04T00:00:00.000",,"2795 Green St Apt 3"
"1211305-01-191","1097570","Warren & Chima Orthodontics","Warren & Chima Orthodontics","15 West Portal Ave","San Francisco","CA","94127","2019-01-01T00:00:00.000",,"2019-01-01T00:00:00.000",,"15 West Portal Ave"
"1211311-01-191","1097573","Equilon Enterprises LLC","Shell Oil Products Us","3550 Mission Street","San Francisco","CA","94110","2019-01-20T00:00:00.000",,"2019-01-20T00:00:00.000",,"150 N Dairy Ashford Rd"
"1211313-01-191","1097574","Equilon Enterprises LLC","Shell Oil Products Us","551 Third Street","San Francisco","CA","94107","2019-01-20T00:00:00.000",,"2019-01-20T00:00:00.000",,"150 N Dairy Ashford Rd"
"1211316-01-191","0357679","Sandis Civil Eng Srvrs Plnrs","Sandis","1700 S Winchester Blvd","Campbell","CA","95008","2002-07-16T00:00:00.000",,"2010-09-01T00:00:00.000",,"3007 Douglas Blvd Ste 105"
"1211317-01-191","0357679","Sandis Civil Eng Srvrs Plnrs","Sandis","628 9th St","Oakland","CA","94607","2002-07-16T00:00:00.000",,"2010-09-01T00:00:00.000",,"3007 Douglas Blvd Ste 105"
"1211318-01-191","0170802","Yee Nancy M","Nr Management","588 Sutter St Unit 520","San Francisco","CA","94102","1988-05-03T00:00:00.000",,"2019-01-01T00:00:00.000",,"1410 Franklin St Unit 138"
"1211324-01-191","1028022","Crane Construction Company, Inc. Dba Crane General","Crane Construction Company Inc","343 Wainwright Dr Ste B","Northbrook","IL","60062","2016-03-03T00:00:00.000",,"2019-01-01T00:00:00.000",,"343 Wainwright Dr Ste B"
"1211327-01-191","0319110","Vision Financial Group Inc","Jodi Realty","2131 19th Ave","San Francisco","CA","94116","1998-06-24T00:00:00.000",,"2019-01-29T00:00:00.000",,"2131 19th Ave"
"1211328-01-191","0319110","Vision Financial Group Inc","Jodi Mortgage","2131 19th Ave","San Francisco","CA","94116","1998-06-24T00:00:00.000",,"2019-01-29T00:00:00.000",,"2131 19th Ave"
"1211329-01-191","0470905","Samovar Tea Lounge Online LLC","Samovar","2712 Mercantile Dr","Rancho Cordova","CA","95742","2012-07-01T00:00:00.000",,"2019-01-29T00:00:00.000",,"0000 Undeliverable Mail"
"1211330-01-191","0470905","Samovar Tea Lounge Online LLC","Samovar Online","2712 Mercantile Dr","Rancho Cordova","CA","95742","2012-07-01T00:00:00.000",,"2019-01-29T00:00:00.000",,"0000 Undeliverable Mail"
"1211331-01-191","0470905","Samovar Tea Lounge Online LLC","Samovar Tea","2712 Mercantile Dr","Rancho Cordova","CA","95742","2012-07-01T00:00:00.000",,"2019-01-29T00:00:00.000",,"0000 Undeliverable Mail"
