"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1317081-10-221","1140012","John Judicki","John Judicki","2443 Fillmore St","San Francisco","CA","94115","2017-03-13T00:00:00.000",,"2017-03-13T00:00:00.000",,"2443 Fillmore St"
"1317082-10-221","1140003","Curry Hurry LLC","Curry Hurry","3339 Steiner St","San Francisco","CA","94123","2022-10-26T00:00:00.000",,"2022-10-26T00:00:00.000",,"7625 Geary Blvd"
"1317086-10-221","1140014","Evan Lee Miller","Evan Lee Miller","29125 Po Box","San Francisco","CA","94129","2022-03-31T00:00:00.000",,"2022-03-31T00:00:00.000",,"29125 Po Box"
"1317088-10-221","1140015","Cielo Legacy Corporation","Miracle Method Of San Francisco North","200 Valley Dr Ste 48","Brisbane","CA","94005","2022-07-01T00:00:00.000",,"2022-07-01T00:00:00.000",,"200 Valley Dr Ste 48"
"1317090-10-221","1140016","Brian Phipps Dba Comfort 1 Heating And Air","Comfort 1 Heating And Air","13130 Lincoln Way","Auburn","CA","95603","2022-10-26T00:00:00.000",,"2022-10-26T00:00:00.000",,"13130 Lincoln Way"
"1317094-10-221","1140018","Hong Electrical Construction, Inc.","Hong Electrical Construction, Inc.","434 Athens St","San Francisco","CA","94112","2022-10-26T00:00:00.000",,"2022-10-26T00:00:00.000",,"525 Rutland St"
"1317100-10-221","1140023","Unique Scaffold","Unique Scaffold","2501 Annalisa Dr","Concord","CA","94520","2022-10-26T00:00:00.000",,"2022-10-26T00:00:00.000",,"2501 Annalisa Dr"
"1317102-10-221","1140025","Ahmad Wais. Sulaiman","The Faded Habibi","2485 Mission St","San Francisco","CA","94110","2022-10-17T00:00:00.000",,"2022-10-17T00:00:00.000",,"0000 Undeliverable Mail"
"1317104-10-221","1140026","Eric Wu","Eric Wu","2611 Divisadero St","San Francisco","CA","94123","2022-10-07T00:00:00.000",,"2022-10-07T00:00:00.000",,"2611 Divisadero St"
"1317107-10-221","1140028","Cassidy Rose Hudson","Hudson Hair","2080 Filbert St Apt 3","San Francisco","CA","94123","2022-10-12T00:00:00.000",,"2022-10-12T00:00:00.000",,"2080 Filbert St Apt 3"
"1317117-10-221","1140033","Cici And Nomo Contracting Inc.","Cici And Nomo Contracting Inc.","1564 Po Box","Stockton","CA","95201","2022-10-25T00:00:00.000",,"2022-10-25T00:00:00.000",,"1564 Po Box"
"1317119-10-221","1140034","Wei Hao Jiang","Wei Hao Jiang","51 Hale St","San Francisco","CA","94134","2022-10-26T00:00:00.000",,"2022-10-26T00:00:00.000",,"51 Hale St"
"1317121-10-221","1140035","Francisco De Alba Jr","Bay Cimate Mechanical Group","302 Precita Ave","San Francisco","CA","94110","2022-10-27T00:00:00.000",,"2022-10-27T00:00:00.000",,"411 Rustic St"
"1317123-10-221","1140036","Valencia Vintage","Valencia Street Vintage","714 Valencia St","San Francisco","CA","94110","2022-10-14T00:00:00.000",,"2022-10-15T00:00:00.000",,"714 Valencia St"
"1317126-10-221","0428213","Capurro Properties Series A","Capurro Properties Series A","408 Columbus Ave","San Francisco","CA","94133","2007-01-01T00:00:00.000",,"2007-01-01T00:00:00.000",,"408 Columbus Ave Ste 5"
"1317128-10-221","1140038","Boucher, Llp","Boucher, Llp","555 Montgomery St Ste 1205","San Francisco","CA","94111","2022-09-01T00:00:00.000",,"2022-09-01T00:00:00.000",,"21600 Oxnard St Ste 600"
"1317130-10-221","1140040","Obgk, Inc","O'brien's Irish Pub","1940 Taraval St","San Francisco","CA","94116","2022-10-15T00:00:00.000",,"2022-10-15T00:00:00.000",,"1940 Taraval St"
"1317136-10-221","1140042","Kimberly Rudy Licensed Clinical Social Worker Inc.","Beginagain Counseling Services","201 Panorama Dr","San Francisco","CA","94131","2022-10-18T00:00:00.000",,"2022-10-18T00:00:00.000",,"201 Panorama Dr"
"1317138-10-221","1140043","Fisherman Vending","Fisherman Business","950 Mason St # 1315","San Francisco","CA","94108","2021-10-21T00:00:00.000",,"2022-10-21T00:00:00.000",,"0000 Undeliverable Mail"
"1317140-10-221","1140044","Ciro Technologies, Inc.","Ciro Technologies, Inc.","2654 16th Ave","San Francisco","CA","94116","2022-07-01T00:00:00.000",,"2022-07-01T00:00:00.000",,"2654 16th Ave"
"1317143-10-221","1140046","Mailmunch, Inc.","Mailmunch","2261 Market St # 4946","San Francisco","CA","94114","2022-10-12T00:00:00.000",,"2022-10-12T00:00:00.000",,"2261 Market St # 4946"
"1317144-10-221","1140045","Echo Base Media, LLC","Echo Base Media, LLC","125 Ellsworth St","San Francisco","CA","94110","2022-10-27T00:00:00.000",,"2022-10-27T00:00:00.000",,"125 Ellsworth St"
"1317148-10-221","1140048","R.Dyan Garza","R.Dyan Garza","855 Waller St Apt 5","San Francisco","CA","94117","2022-10-22T00:00:00.000",,"2022-10-22T00:00:00.000",,"855 Waller St Apt 5"
"1317150-10-221","1140049","Radiant Design Group Inc","Radiant Design Group Inc","800 El Camino Real Ste E","Millbrae","CA","94030","2022-10-01T00:00:00.000",,"2022-10-01T00:00:00.000",,"800 El Camino Real Ste E"
"1317151-10-221","1140041","Richard Alba","Richard Alba","1221 Harrison St Apt 27","San Francisco","CA","94103","2022-10-27T00:00:00.000",,"2022-10-27T00:00:00.000",,"1221 Harrison St Apt 27"
"1317155-10-221","1140051","Register LLC","Register LLC","487 Mississippi St","San Francisco","CA","94107","2017-04-13T00:00:00.000",,"2017-04-13T00:00:00.000",,"487 Mississippi St"
"1317157-10-221","1140053","Ajkm Tran Inc","Kitaro","5723 Geary Blvd","San Francisco","CA","94121","2022-10-27T00:00:00.000",,"2022-10-27T00:00:00.000",,"5723 Geary Blvd"
"1317160-10-221","0394755","Foodwise Community","Foodwise Community","1 Ferry Bldg 50","San Francisco","CA","94111","2003-05-01T00:00:00.000",,"2022-03-14T00:00:00.000",,"1 Ferry Building Ste 50"
"1317162-10-221","1140055","Cerevu Medical, Inc.","Cerevu Medical, Inc.","688 Missouri St","San Francisco","CA","94107","2020-01-01T00:00:00.000",,"2020-01-01T00:00:00.000",,"688 Missouri St"
"1317164-10-221","1140056","Freshpoint Central California, Inc.","Freshpoint Central California, Inc.","5900 N Golden State Blvd","Turlock","CA","95382","2022-10-27T00:00:00.000",,"2022-10-27T00:00:00.000",,"5900 N Golden State Blvd"
"1317166-10-221","1140057","Alvin Jackson","Alvin Jackson","4236 Locust Vw Dr","San Francisco","CA","94105","2022-05-02T00:00:00.000",,"2022-05-02T00:00:00.000",,"0000 Undeliverable Mail"
"1317169-10-221","1140058","Biana Shikhman","Biana Shikhman","180 Alhambra St","San Francisco","CA","94123","2022-10-27T00:00:00.000",,"2022-10-27T00:00:00.000",,"0000 Undeliverable Mail"
"1317172-10-221","1140027","Big Apple Pizza N Grill","Big Apple Pizza N Grill","127 Eddy St","San Francisco","CA","94102","2022-10-26T00:00:00.000",,"2022-10-26T00:00:00.000",,"127 Eddy St"
"1317176-10-221","1140064","Mark Rogian","I'll Be There...","75 Dore Street St Apt 308","San Francisco","CA","94103","2021-10-21T00:00:00.000",,"2021-10-21T00:00:00.000",,"75 Dore Street Dore St Apt 308"
"1317180-10-221","1140066","Steno Agency Inc","Steno Agency Inc","315 W 9 St Ste 807","Los Angeles","CA","90015","2022-10-26T00:00:00.000",,"2022-10-26T00:00:00.000",,"315 W 9th St Ste 807"
"1317182-10-221","0044933","Aramark Services, Inc.","Aramark Refreshments At Salesforce","50 Fremont 30 32 St # Floors","San Francisco","CA","94105","2002-01-01T00:00:00.000",,"2022-10-01T00:00:00.000",,"2400 Market St 6 Fl"
"1317188-10-221","1140068","Christophe Eric Gimmler","Resilience In Healthcare","3673 17th St","San Francisco","CA","94114","2022-10-26T00:00:00.000",,"2022-10-26T00:00:00.000",,"3673 17th St"
"1317192-10-221","1140070","Alanna Olague","Alanna Olague","1235 Mission St","San Francisco","CA","94103","2022-10-27T00:00:00.000",,"2022-10-27T00:00:00.000",,"0000 Undeliverable Mail"
