"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1377037-12-241","1164966","Diego Ruiz Brizuela","Diego Ruiz Brizuela","568 Folsom St Apt 205","San Francisco","CA","94105","2024-12-26T00:00:00.000",,"2024-12-26T00:00:00.000",,"568 Folsom St Apt 205"
"1377041-12-241","1164969","Esperanza Arab-Almaula","Esperanza Arab-Almaula","146 Capistrano Ave","San Francisco","CA","94112","2024-11-13T00:00:00.000",,"2024-11-13T00:00:00.000",,"146 Capistrano Ave"
"1377043-12-241","1164970","Sunik Sf Properties LLC","Sunik Sf Properties LLC","9450 Sw Gemini Dr","Beaverton","OR","97008","2015-08-13T00:00:00.000",,"2015-08-13T00:00:00.000",,"9450 Sw Gemini Dr Dept 14386"
"1377046-12-241","1164972","Pedro Manuel Martin Garcia","Pedro Manuel Martin Garcia","444 Harriet St","San Francisco","CA","94103","2024-12-26T00:00:00.000",,"2024-12-26T00:00:00.000",,"72 Randolph Ave"
"1377047-12-241","1164971","Apt Maintenance Inc.","N/A","4844 Telegraph Ave Ste 250","Oakland","CA","94609","2024-12-26T00:00:00.000",,"2024-12-26T00:00:00.000",,"4844 Telegraph Ave Ste 250"
"1377053-12-241","1164975","Sistas Wings LLC","Sistas Wings & Things LLC","355 105th Ave # 105","Oakland","CA","94603","2024-12-26T00:00:00.000",,"2024-12-26T00:00:00.000",,"355 105th Ave # 105"
"1377055-12-241","1164976","Jonah-Ca2 LLC","One Hour On Time Cleaners","3801 3rd St Ste 305","San Francisco","CA","94124","2024-01-01T00:00:00.000",,"2024-01-01T00:00:00.000",,"3801 3rd St Ste 305"
"1377058-12-241","1146408","Iblack Limo","Sf Charter Service","250 Industrial Way","Brisbane","CA","94005","2023-05-01T00:00:00.000",,"2024-12-15T00:00:00.000",,"111 Crape Ct"
"1377060-12-241","1164978","Olivia Lizotte","Legal Aidz","535 Mission St Fl 14th","San Francisco","CA","94105","2023-12-23T00:00:00.000",,"2023-12-23T00:00:00.000",,"695 Pamona St Ste 225"
"1377062-12-241","1164979","Natalie Ruiz","Urhands.Nat","1380 Valencia St","San Francisco","CA","94110","2024-12-26T00:00:00.000",,"2024-12-26T00:00:00.000",,"1765 Cayuga Ave"
"1377064-12-241","1164980","Kada Situ","Zernus","434 Minna St Apt 413","San Francisco","CA","94103","2024-12-26T00:00:00.000",,"2024-12-26T00:00:00.000",,"434 Minna St Apt 413"
"1377066-12-241","1164981","Doruk Baykal & Kelly Baoyun Baykal","Mons Nubes","1 Henry Adams St Unit S62","San Francisco","CA","94103","2024-11-26T00:00:00.000",,"2024-11-26T00:00:00.000",,"1 Henry Adams St Unit S629"
"1377068-12-241","1164982","Flo's Friendly School Lunches","Flo's Friendly School Lunches","6232 La Salle Ave Ste E","Oakland","CA","94611","2024-12-26T00:00:00.000",,"2024-12-26T00:00:00.000",,"6232 Lasalle Ave Ste E"
"1377070-12-241","1164983","Telepathic Software Inc","Telepathic","2261 Market St","San Francisco","CA","94114","2024-07-22T00:00:00.000",,"2024-07-22T00:00:00.000",,"2261 Market St"
"1377072-12-241","1164984","Mozarc Medical Holding LLC","Mozarc Medical Us LLC","710 Medtronic Park","Minneapolis","MN","55432","2024-10-26T00:00:00.000",,"2024-10-26T00:00:00.000",,"710 Medtronic Park"
