"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1384401-03-251","1035398","Avvio Medical, Inc.","Avvio Medical, Inc.","953 Indiana St","San Francisco","CA","94107","2014-12-02T00:00:00.000",,"2014-12-02T00:00:00.000",,"2325 3rd St Ste 215"
"1384403-03-251","1168110","Bodega Charm","Bodega Charm","1010 Hollister Ave","San Francisco","CA","94124","2025-03-18T00:00:00.000",,"2025-03-18T00:00:00.000",,"1010 Hollister Ave"
"1384405-03-251","1168111","Defined Fashion Inc","Fashion Alley","1910 Mission St","San Francisco","CA","94103","2025-03-25T00:00:00.000",,"2025-03-25T00:00:00.000",,"1910 Mission St"
"1384408-03-251","1168112","Parceros Insurance LLC","Parceros Insurance LLC","3186 21st St","San Francisco","CA","94110","2025-03-01T00:00:00.000",,"2025-03-01T00:00:00.000",,"570 Pawnee Ln"
"1384410-03-251","1168113","Nash Bakes","Nash Bakes","One Ferry Building","San Francisco","CA","94111","2025-03-25T00:00:00.000",,"2025-03-25T00:00:00.000",,"1648 Howard Ave"
"1384411-03-251","1123027","Morgan Conner","Morgan Conner Physical Therapy - Mission","1640 Valencia St Ste 2c","San Francisco","CA","94110","2021-04-05T00:00:00.000",,"2025-03-25T00:00:00.000",,"2457 19th Ave"
"1384413-03-251","1168114","Douglah Designs, Inc","Douglah Designs, Inc","894 35th Ave","San Francisco","CA","94121","2025-03-01T00:00:00.000",,"2025-03-01T00:00:00.000",,"3535 Mt Diablo Blvd"
"1384415-03-251","1168115","Ordinary Intelligence, Inc.","Ordinary Intelligence, Inc.","2261 Market St","San Francisco","CA","94114","2025-03-13T00:00:00.000",,"2025-03-13T00:00:00.000",,"2261 Market St"
"1384418-03-251","1168117","Sunset City LLC","Sunset City LLC","3945 18th St","San Francisco","CA","94114","2025-01-15T00:00:00.000",,"2025-01-15T00:00:00.000",,"3945 18th St"
"1384419-03-251","1168116","Banner Printing San Francisco","Banner Printing San Francisco","268 Bush St","San Francisco","CA","94104","2025-02-01T00:00:00.000",,"2025-02-01T00:00:00.000",,"7995 Civita Blvd Apt 544"
