"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1205879-11-181","1095147","Elizabeth Abdallah","Elizabeth Abdallah","3975 24th St Apt 2","San Francisco","CA","94114","2018-11-19T00:00:00.000",,"2018-11-19T00:00:00.000",,"3975 24th St 2 Apt"
"1205883-11-181","1095149","Jacobson Law Pc","Jacobson Law Pc","201 Spear St 1100","San Francisco","CA","94105","2018-11-09T00:00:00.000",,"2018-11-09T00:00:00.000",,"201 Spear St 1100 Ste"
"1205885-11-181","1095150","Mother LLC","Mother LLC","3849 26th St","San Francisco","CA","94131","2014-01-01T00:00:00.000",,"2014-01-13T00:00:00.000",,"3849 26th St"
"1205890-11-181","0374090","Ez5 Cocktail Lounge Inc","Ez5 Cocktail Lounge Inc","682-684 Commercial St","San Francisco","CA","94111","2003-07-24T00:00:00.000",,"2018-07-17T00:00:00.000",,"682 Commercial St 684 #"
"1205892-11-181","1012472","Iwamotoscott Architecture Llp","Iwamotoscott Architecture","128 Texas St","San Francisco","CA","94107","2014-01-01T00:00:00.000",,"2018-01-01T00:00:00.000",,"1300 20th St"
"1205893-11-181","1012472","Iwamotoscott Architecture Llp","Iwamotoscott Architecture","1300 20th St","San Francisco","CA","94107","2014-01-01T00:00:00.000",,"2017-01-01T00:00:00.000",,"1300 20th St"
"1205894-11-181","0170906","Sherwin-Williams Co The","The Sherwin-Williams Company","333 Bay St","San Francisco","CA","94133","1988-01-01T00:00:00.000",,"2018-11-19T00:00:00.000",,"Po Box 6027"
"1205895-11-181","1007177","Primeros Pasos LLC","Centro Primeros Pasos","18 Fairmount St","San Francisco","CA","94131","2014-12-24T00:00:00.000",,"2018-11-19T00:00:00.000",,"18 Fairmount St"
"1205896-11-181","1012472","Iwamotoscott Architecture Llp","Iwamotoscott Architecture","128 Texas St","San Francisco","CA","94107","2014-01-01T00:00:00.000",,"2017-10-20T00:00:00.000",,"1300 20th St"
"1205897-11-181","1095133","Carmel Construction Inc.","Carmel Construction","11 Aliso Rd","Carmel Valley","CA","93924","2018-11-19T00:00:00.000",,"2018-11-19T00:00:00.000",,"0000 Undeliverable Mail"
"1205899-11-181","0370386","42nd Street Moon","42nd Street Moon","215 Jackson St","San Francisco","CA","94111","1993-01-01T00:00:00.000",,"2017-07-05T00:00:00.000",,"Po Box 426470"
"1205900-11-181","0447182","Hadwan Amin Hadwan Abdulrkeeb","Ez Public Parking","256 Turk St","San Francisco","CA","94115","2010-03-15T00:00:00.000",,"2018-11-19T00:00:00.000",,"333 Jones St"
"1205901-11-181","1013255","Piadina Original Marina LLC","The Italian Homemade Company","526 Columbus Ave Bldg 526","San Francisco","CA","94123","2015-05-05T00:00:00.000",,"2018-11-19T00:00:00.000",,"2030 Union St Ste 204"
"1205904-11-181","1095152","Arctic Animal Fiesta LLC","Espresso Machine Services","77 Van Ness Ave Ste 101","San Francisco","CA","94102","2018-11-06T00:00:00.000",,"2018-11-06T00:00:00.000",,"77 Van Ness Ave 101 Ste"
"1205907-11-181","1095153","Jatin Patel","Best Communication Networks","5834 Gleneagles Cir","San Jose","CA","95138","2018-11-20T00:00:00.000",,"2018-11-20T00:00:00.000",,"5834 Gleneagles Cir"
"1205911-11-181","1095155","Alarmclub.Com,Inc.","Geoarm","1133 Okeechobee Rd","West Palm Beach","FL","33401","2018-11-16T00:00:00.000",,"2018-11-16T00:00:00.000",,"1133 Okeechobee Rd"
"1205915-11-181","1095157","Jason Tom","Jason Tom","926 Vallejo St.","San Francisco","CA","94133","2018-11-07T00:00:00.000",,"2018-11-07T00:00:00.000",,"926 Vallejo St"
"1205923-11-181","0481694","Two Bridges Non-Profit Col Inc","Two Bridges Inc","49 Duboce Ave","San Francisco","CA","94103","2013-01-01T00:00:00.000",,"2017-05-31T00:00:00.000",,"0000 Undeliverable Mail"
"1205954-11-181","1095176","California Solar Integrators, Inc.","California Solar Integrators, Inc.","1433 Griffith Ave","Los Angeles","CA","90021","2018-11-20T00:00:00.000",,"2018-11-20T00:00:00.000",,"200 S San Pedro St 500 Ste"
"1205961-11-181","1095180","Blochaus, Inc.","Blochaus, Inc.","2211 Bryant St","San Francisco","CA","94110","2018-06-22T00:00:00.000",,"2018-06-22T00:00:00.000",,"2211 Bryant St"
"1205971-11-181","1095185","Joel Herrera Zarceno","Joel Herrera Zarceno","74 Bellevue Ave","Daly City","CA","94014","2016-01-01T00:00:00.000",,"2016-01-01T00:00:00.000",,"74 Bellevue Ave"
"1205972-11-181","0431938","Speedys Hardware","Speedy's Hardware, Inc.","1063 Folsom St","San Francisco","CA","94103","2008-09-03T00:00:00.000",,"2018-01-01T00:00:00.000",,"2942 San Jose Ave Unit 100"
"1205973-11-181","1061074","Hwang Min Young","Pure Aqua","100 Pine St Ste 1250","San Francisco","CA","94111","2016-11-01T00:00:00.000",,"2018-09-01T00:00:00.000",,"100 Pine St 1250"
"1205976-11-181","0480458","Drybar Holdings LLC","Drybar","3 Embarcadero Ctr","San Francisco","CA","94111","2013-06-13T00:00:00.000",,"2018-11-20T00:00:00.000",,"0000 Undeliverable Mail"
"1205983-11-181","0418131","Weinstein Nikolas Studios Inc","Nikolas Weinstein Studios Inc","2200 Jerrold Ave Suite I","San Francisco","CA","94124","2007-05-18T00:00:00.000",,"2018-11-20T00:00:00.000",,"2200 Jerrold Ave Ste I"
"1205984-11-181","1078036","Chs/Hotel G LLC","Ayala Restaurant","386 Geary St","San Francisco","CA","94102","2017-05-05T00:00:00.000",,"2018-11-20T00:00:00.000",,"0000 Undeliverable Mail"
"1205985-11-181","0461426","Mnemic Train LLC","Institute Of Advancing Uncertainty","292 IVy St","San Francisco","CA","94102","2011-05-27T00:00:00.000",,"2018-11-20T00:00:00.000",,"Po Box 1425"
"1205986-11-181","0461426","Mnemic Train LLC","League Of Change & Keep Changing","292 IVy St","San Francisco","CA","94102","2011-05-27T00:00:00.000",,"2018-11-20T00:00:00.000",,"Po Box 1425"
"1205989-11-181","1016130","New Fruit Garden LLC","Chong Hing","1199 Stockton St A , B","San Francisco","CA","94133","2015-07-20T00:00:00.000",,"2018-11-20T00:00:00.000",,"1216 Stockton St"
"1205990-11-181","1095175","Lynkstar,LLC","The Links Bar And Grill","3129 Clement St","San Francisco","CA","94121","2018-11-20T00:00:00.000",,"2018-11-20T00:00:00.000",,"4139 Lincoln Way"
"1205996-11-181","1095188","Louie M Giambattista","Louie Giambattista","2906 26th St","San Francisco","CA","94110","2018-11-21T00:00:00.000",,"2018-11-21T00:00:00.000",,"2906 26th St"
"1205998-11-181","1095189","Stay Hungry Corporation","333 Truck","49103 Milmont Dr","Fremont","CA","94538","2018-11-21T00:00:00.000",,"2018-11-21T00:00:00.000",,"60 Descanso Dr Unit 2406"
"1206006-11-181","1095194","Genesis Residential Construction","Genesis Residential Construction","150 Clinton Park","San Francisco","CA","94103","2018-11-21T00:00:00.000",,"2018-11-21T00:00:00.000",,"150 Clinton Park"
"1206026-11-181","1095207","Just Kids LLC","Just Kids Preschool","5727 Geary Blvd","San Francisco","CA","94121","2018-11-21T00:00:00.000",,"2018-11-21T00:00:00.000",,"457 19th Ave"
"1206030-11-181","1095209","Walls Construction And Contracting Inc","Walls Construction And Contracting Inc","104 Morton Ln","San Anselmo","CA","94960","2018-11-21T00:00:00.000",,"2018-11-21T00:00:00.000",,"104 Morton Ln"
"1206032-11-181","1095210","1324 8th LLC","1324 8th LLC","2191 Market St Ste A","San Francisco","CA","94114","2018-10-26T00:00:00.000",,"2018-10-26T00:00:00.000",,"2191 Market St A Ste"
"1206038-11-181","1095215","Prosper Construction Development","Prosper Development","180 Stuert St St","San Francisco","CA","94119","2018-11-21T00:00:00.000",,"2018-11-21T00:00:00.000",,"1818 Gilbreth Rd Ste 222"
"1206040-11-181","1095216","Mission Bay Dental","Mission Bay Dental","1200 4th St Ste C","San Francisco","CA","94158","2018-11-01T00:00:00.000",,"2018-11-01T00:00:00.000",,"90 Apollo St"
"1206052-11-181","1095222","Mukulla J. Godwin","A Black Womans Voice","178 Sagamore St","San Francisco","CA","94112","2018-11-21T00:00:00.000",,"2018-11-21T00:00:00.000",,"178 Sagamore St Bldg"
"1206054-11-181","1095223","Sysco Central California","Sysco Central California","136 S Mariposa Rd","Modesto","CA","95354","2015-06-29T00:00:00.000",,"2015-06-29T00:00:00.000",,"Po Box 729"
"1206066-11-181","1095230","Social Print","Gloss","140 Eagle St Bldg 3","San Francisco","CA","94114","2018-11-01T00:00:00.000",,"2018-11-01T00:00:00.000",,"140 Eagle St 3 Bldg"
"1206070-11-181","1095232","Jianqiao Zhen","Sf All Star Services","31 Broad St","San Francisco","CA","94112","2018-01-01T00:00:00.000",,"2018-01-01T00:00:00.000",,"31 Broad St"
"1206073-11-181","0378980","Perez Cristobal R","Ratio 3","2831 Mission St","San Francisco","CA","94110","2007-09-01T00:00:00.000",,"2014-07-01T00:00:00.000",,"2831 Mission St A Bldg"
"1206074-11-181","1074611","Sea Of Rocks, LLC","Sea Of Rocks","101 A Clay St 111","San Francisco","CA","94111","2017-08-10T00:00:00.000",,"2018-11-21T00:00:00.000",,"101a Clay St 111 Unit"
"1206078-11-181","1074611","Sea Of Rocks, LLC","Metroskape Vintage Club","101 A Clay St 111","San Francisco","CA","94111","2017-08-10T00:00:00.000",,"2018-11-21T00:00:00.000",,"101a Clay St 111 Unit"
"1206079-11-181","1057494","Sfshineland LLC","Oma Sushi","330 Ofarrell St","San Francisco","CA","94102","2016-09-16T00:00:00.000",,"2018-11-21T00:00:00.000",,"330 Ofarrell St"
"1206082-11-181","1023295","Parking Nexus Inc","Parking Nexus Inc","5200 Geary Blvd","San Francisco","CA","94122","2016-01-19T00:00:00.000",,"2018-11-21T00:00:00.000",,"1725 Sacramento St"
"1206094-11-181","0195179","Mock Dominic","Mo Construction","463 16th Ave","San Francisco","CA","94118","1990-03-01T00:00:00.000",,"1990-03-01T00:00:00.000",,"463 16th Ave"
"1206106-11-181","1095242","Ce-Gh Urbanite Fund 2","Ce-Gh Urbanite Fund 2","1 Sansome St Ste 3670","San Francisco","CA","94104","2018-06-01T00:00:00.000",,"2018-06-01T00:00:00.000",,"1 Sansome St # 2080"
"1206110-11-181","1095244","Creditease Urbanite Capital, LLC","Creditease Urbanite Capital, LLC","1 Sansome St Ste 3670","San Francisco","CA","94104","2018-06-10T00:00:00.000",,"2018-06-20T00:00:00.000",,"1 Sansome St # 3670ste"
"1206118-11-181","1095248","Christina Vartanian","Christina Vartanian Rnfa","2215 43rd","San Francisco","CA","94116","2018-06-02T00:00:00.000",,"2018-06-02T00:00:00.000",,"2215 43rd Ave"
"1206124-11-181","1095251","Michael Mann","260 Noe","260 Noe St","San Francisco","CA","94114","2018-11-01T00:00:00.000",,"2018-11-01T00:00:00.000",,"0000 Undeliverable Mail"
"1206125-11-181","1014002","Thompson Lisa J","Vicksburg Airbnb","213 Vicksburg St","San Francisco","CA","94114","2015-05-28T00:00:00.000",,"2018-11-23T00:00:00.000",,"213 Vicksburg St"
"1206133-11-181","1095254","Marissa Jolly","Marissa Renee Events","1719 Filbert St","San Francisco","CA","94123","2018-11-19T00:00:00.000",,"2018-11-19T00:00:00.000",,"1719 Filbert St"
"1206134-11-181","1079690","Okeysekhan Warren","Frankie And Bootsie","2732 Mabel St","Berkeley","CA","94702","2017-11-26T00:00:00.000",,"2018-11-01T00:00:00.000",,"2732 Mabel St"
"1206140-11-181","1095257","Mortgagehub Inc","Activate Realty","1161 Mission St 401","San Francisco","CA","94103","2018-11-01T00:00:00.000",,"2018-11-01T00:00:00.000",,"2280 Grass Valley Hwy Pmb 501"
"1206142-11-181","1095258","Michael Mulkerrins","Colleen's Place","2474 20th Ave","San Francisco","CA","94116","2018-11-25T00:00:00.000",,"2018-11-25T00:00:00.000",,"2473 20th Ave"
"1206146-11-181","1095260","Razor Construction Inc","Razor Construction","1352 E D W St 1352","Hayward","CA","94541","2018-11-23T00:00:00.000",,"2018-11-23T00:00:00.000",,"1352 E D St W 1352 Bldg"
"1206162-11-181","1095268","Stefanie F. Smith","San Francisco Trauma Services","660 4th St 235","San Francisco","CA","94107","2018-11-08T00:00:00.000",,"2018-11-08T00:00:00.000",,"0000 Undeliverable Mail"
"1206169-11-181","0196325","Peet's Coffee & Tea Inc","Peet's Coffee & Tea","1400 Mission St Ste 130","San Francisco","CA","94102","1989-01-01T00:00:00.000",,"2018-01-01T00:00:00.000",,"Po Box 8000"
