"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1275995-04-211","0456720","Hanoli Inc","Olivier's Butchery","1192 Illinois St","San Francisco","CA","94107","2011-03-01T00:00:00.000",,"2021-04-27T00:00:00.000",,"666 Post St Apt 501"
"1275997-04-211","1123832","Gdh Roofing & Building Inc.","Hgs Roofing & Building","816 Silliman St","San Francisco","CA","94134","2021-01-01T00:00:00.000",,"2021-01-01T00:00:00.000",,"816 Silliman St"
"1275998-04-211","0470005","W J Britton & Co","1347 Church Street","1347 Church St","San Francisco","CA","94114","2012-04-01T00:00:00.000",,"2019-01-01T00:00:00.000",,"1345 Mission St"
"1275999-04-211","0339998","Blumberg Capital","Blumberg Capital","432 Bryant St","San Francisco","CA","94107","1999-10-01T00:00:00.000",,"2020-07-01T00:00:00.000",,"432 Bryant St"
"1276000-04-211","1089502","Latinos Maintenance Services, LLC","Latinos Maintenance Services LLC","1212 Underwood Ave Ste J","San Francisco","CA","94124","2018-06-26T00:00:00.000",,"2021-04-27T00:00:00.000",,"221 Del Norte Dr"
"1276002-04-211","0317469","Wong Nancy","Nancy Wong","2211 Post St Ste 300","San Francisco","CA","94115","1998-06-11T00:00:00.000",,"2021-04-02T00:00:00.000",,"3494 Camino Tassajara # 212"
"1276004-04-211","1123836","Marix Cerrato","Marix Alvarado House Cleaning","395 London St","San Francisco","CA","94112","2021-04-27T00:00:00.000",,"2021-04-27T00:00:00.000",,"Po Box 12341"
"1276005-04-211","1123369","Denis Renn","Rumpelstiltskin, LLC","218 6th Avenue Ave Apt 2","San Francisco","CA","94118","2021-04-14T00:00:00.000",,"2021-04-14T00:00:00.000",,"218 6th Avenue Ave 2 Apt"
"1276007-04-211","1123837","Scott Lawrence Phelan","Hugo Artistic Enterprises","1001 Mariposa St Apt 203","San Francisco","CA","94107","2021-04-27T00:00:00.000",,"2021-04-27T00:00:00.000",,"1001 Mariposa St Unit 203"
"1276008-04-211","1005475","Sierra-Cedar, LLC","Sierra-Cedar, LLC","1255 Alderman Dr","Alpharetta","GA","30005","2014-07-02T00:00:00.000",,"2014-07-02T00:00:00.000",,"1255 Alderman Dr"
"1276009-04-211","0318623","Ou Interests Inc","Group I","988 Market St Ste 400","San Francisco","CA","94102","1995-08-01T00:00:00.000",,"2020-08-10T00:00:00.000",,"988 Market St Ste 400"
"1276012-04-211","1083874","Steven K, LLC","Halic Capital Management, LLC","1 Sansome St Ste 2080","San Francisco","CA","94104","2018-01-19T00:00:00.000",,"2018-01-19T00:00:00.000",,"1 Sansome St Ste 2080"
"1276014-04-211","1123839","Michael Czuba","Mc Architectural Metals","242 Industrial Ave","San Carlos","CA","94070","2021-04-27T00:00:00.000",,"2021-04-27T00:00:00.000",,"0000 Undeliverable Mail"
"1276016-04-211","1010660","140 Partners Lp","140 Partners Lp","988 Market St Ste 400","San Francisco","CA","94102","2014-01-01T00:00:00.000",,"2020-08-10T00:00:00.000",,"988 Market St Ste 400"
"1276018-04-211","1123840","Oblong Group LLC","Oblong Group","1011 23rd St 14","San Francisco","CA","94107","2021-04-05T00:00:00.000",,"2021-04-05T00:00:00.000",,"1011 23rd St 14"
"1276020-04-211","0351037","Metropolitan Land Company","Metropolitan Land Company","988 Market St Ste 400","San Francisco","CA","94102","2001-11-19T00:00:00.000",,"2020-08-10T00:00:00.000",,"988 Market St Ste 400"
"1276021-04-211","0320465","Construction Studios Inc","Construction Studios Inc","988 Market St Ste 400","San Francisco","CA","94102","1998-02-01T00:00:00.000",,"2020-08-10T00:00:00.000",,"988 Market St Ste 400"
"1276022-04-211","0383341","Darcy & Harty","4232 Judah Street","4232 Judah St","San Francisco","CA","94122","2000-02-22T00:00:00.000",,"2020-04-01T00:00:00.000",,"1345 Mission St"
"1276023-04-211","0383341","Darcy & Harty","1345 California Street","1345 California St","San Francisco","CA","94109","2000-02-22T00:00:00.000",,"2020-06-01T00:00:00.000",,"1345 Mission St"
"1276024-04-211","0339061","Pacific West Properties LLC","Pacific West Properties LLC","988 Market St Ste 400","San Francisco","CA","94102","1999-07-01T00:00:00.000",,"2020-08-10T00:00:00.000",,"988 Market St Ste 400"
"1276025-04-211","1121797","Ascendas Reit Sf2 LLC","Ascendas Reit Sf2 LLC","510 Townsend St","San Francisco","CA","94103","2020-11-20T00:00:00.000",,"2020-11-20T00:00:00.000",,"425 Market St Ste 2300"
"1276028-04-211","0383341","Darcy & Harty","743-747 Monterey  Blvd.","743 747 Monterey Blvd","San Francisco","CA","94127","2000-02-22T00:00:00.000",,"2020-09-01T00:00:00.000",,"1345 Mission St"
"1276029-04-211","1001032","Mid Market Center LLC","Mid Market Center LLC","988 Market St Ste 400","San Francisco","CA","94102","2014-01-01T00:00:00.000",,"2020-08-10T00:00:00.000",,"988 Market St Ste 400"
"1276031-04-211","1123842","Gs Commercial Management, Inc.","Gs Management Company","5674 Sonoma Dr Ste A","Pleasanton","CA","94566","2020-02-06T00:00:00.000",,"2020-02-06T00:00:00.000",,"5674 Sonoma Dr A Ste"
"1276032-04-211","0477715","Fond Technologies, Inc.","Fond Technologies Inc","115 Sw Ash St Ste 500","Portland","OR","97204","2012-06-04T00:00:00.000",,"2020-03-01T00:00:00.000",,"0000 Undeliverable Mail"
"1276035-04-211","0465616","Fastly, Inc.","Fastly, Inc.","475 Brannan St Ste 300","San Francisco","CA","94107","2011-07-01T00:00:00.000",,"2020-01-01T00:00:00.000",,"Po Box 78266"
"1276036-04-211","1091798","Wonder Cat Rescue","Wonder Cat Resue","3450 Sacramento St # 155","San Francisco","CA","94118","2018-12-17T00:00:00.000",,"2021-04-27T00:00:00.000",,"3450 Sacramento St # 155"
"1276037-04-211","0339000","Marlin Cove Inc","Marlin Cove Inc","986 998 Market St","San Francisco","CA","94102","2000-04-07T00:00:00.000",,"2014-01-01T00:00:00.000",,"988 Market St Ste 400"
"1276038-04-211","0339000","Marlin Cove Inc","Marlin Cove Inc","988 Market St Ste 400","San Francisco","CA","94102","2000-04-07T00:00:00.000",,"2020-08-10T00:00:00.000",,"988 Market St Ste 400"
"1276039-04-211","1086481","Cohab LLC","Cohab LLC","548 Market St","San Francisco","CA","94104","2018-02-07T00:00:00.000",,"2020-12-01T00:00:00.000",,"1663 Hayes St"
"1276045-04-211","1013323","World Cafe Productions","Sf Station","45 Laura St","San Francisco","CA","94112","2015-04-17T00:00:00.000",,"2021-03-01T00:00:00.000",,"45 Laura St"
"1276049-04-211","1109987","Evercharge Inc.","Evercharge Inc","3421 Hollis St Ste M","Emeryville","CA","94608","2020-01-02T00:00:00.000",,"2020-10-01T00:00:00.000",,"548 Market St # 31647"
"1276050-04-211","0321397","Lee Valerie","Lifecare Acupuncture And Herbal Clinic","1200 Gough St Ste 550","San Francisco","CA","94109","1992-10-01T00:00:00.000",,"2020-04-28T00:00:00.000",,"1200 Gough St 550 Ste"
