"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1229554-07-191","0304054","Galeria De La Raza/Studio 24","Galeria De La Raza/Studio 24","1470 Valencia St","San Francisco","CA","94110","1978-08-01T00:00:00.000",,"2019-01-01T00:00:00.000",,"0000 Undeliverable Mail"
"1229555-07-191","1078093","Cityway Electric Inc","Cityway Electric Inc","26927 Manon Ave","Hayward","CA","94544","2017-10-30T00:00:00.000",,"2019-07-31T00:00:00.000",,"26927 Manon Ave"
"1229559-07-191","0396001","Atlassian Inc","Atlassian Inc","350 Bush St Fl 13","San Francisco","CA","94104","2008-05-15T00:00:00.000",,"2011-12-19T00:00:00.000",,"350 Bush St Fl 13"
"1229560-07-191","0396001","Atlassian Inc","Dogwood Labs, Inc. D/B/A/ Statuspage","350 Bush St Fl 13","San Francisco","CA","94104","2008-05-15T00:00:00.000",,"2016-07-07T00:00:00.000",,"350 Bush St Fl 13"
"1229561-07-191","0396001","Atlassian Inc","Trello, Inc.","350 Bush St Fl 13","San Francisco","CA","94104","2008-05-15T00:00:00.000",,"2017-02-03T00:00:00.000",,"350 Bush St Fl 13"
"1229563-07-191","0460788","O'keeffe Robbie R","Big Leprechaun Moving & Storage, LLC.","1485 Bayshore Blvd Ste 373","San Francisco","CA","94124","2011-06-30T00:00:00.000",,"2011-06-30T00:00:00.000",,"0000 Undeliverable Mail"
"1229565-07-191","1104878","Phillip Guan, Cpa, Inc.","Phillip Guan, Cpa, Inc.","2805 San Bruno Ave","San Francisco","CA","94134","2019-07-31T00:00:00.000",,"2019-07-31T00:00:00.000",,"2805 San Bruno Ave"
"1229566-07-191","1103790","Kodansha Usa Publishing LLC","Kodansha Usa Publishing LLC","451 Park S Ave 7th Fl","New York","NY","10016","2019-07-01T00:00:00.000",,"2019-07-01T00:00:00.000",,"451 Park Ave S 7 Fl"
"1229568-07-191","0447482","Hughes Noreen M","Murphy Hughes Associates","15 Porto Cielo Ct","Rancho Mirage","CA","92270","2010-03-16T00:00:00.000",,"2019-07-31T00:00:00.000",,"15 Porto Cielo Ct"
"1229580-08-191","1104912","Michelle Schneider","Michelle Schneider","1296 Birch St.","Montara","CA","94037","2019-07-01T00:00:00.000",,"2019-07-01T00:00:00.000",,"Po Box 370144"
"1229594-08-191","1104919","Wilmington Trust National Association","Wilmington Trust, National Association","345 Main Street","Buffalo","NY","14203","2019-07-31T00:00:00.000",,"2019-07-31T00:00:00.000",,"345 Main St"
