"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1378964-01-251","1165809","Prestige International Security, Inc","Prestige International Security, Inc","9043 Reseda Blvd","Northridge","CA","91324","2025-01-24T00:00:00.000",,"2025-01-24T00:00:00.000",,"9043 Reseda Blvd"
"1378965-01-251","1165583","San Francisco Christian Center","San Francisco Christian Center","5833 Mission St","San Francisco","CA","94112","1954-11-03T00:00:00.000",,"1954-11-03T00:00:00.000",,"5845 Mission St"
"1378967-01-251","1165811","Storyteller Creative LLC","Storyteller Creative LLC","633 San Jose Ave","San Francisco","CA","94110","2025-01-14T00:00:00.000",,"2025-01-14T00:00:00.000",,"633 San Jose Ave"
"1378968-01-251","1165811","Storyteller Creative LLC","Storyteller","633 San Jose Ave","San Francisco","CA","94110","2025-01-14T00:00:00.000",,"2025-01-14T00:00:00.000",,"633 San Jose Ave"
"1378969-01-251","1165811","Storyteller Creative LLC","Storyteller Creative","633 San Jose Ave","San Francisco","CA","94110","2025-01-14T00:00:00.000",,"2025-01-14T00:00:00.000",,"633 San Jose Ave"
"1378971-01-251","1165812","Sang Pham","Tom Construction","3214 Mission St","San Francisco","CA","94110","2025-01-24T00:00:00.000",,"2025-01-24T00:00:00.000",,"3214 Mission St"
"1378972-01-251","1150703","Swanson Law Firm Pc","Austin Swanson Law Firm Pc","1286 Folsom St","San Francisco","CA","94103","2023-09-01T00:00:00.000",,"2023-09-01T00:00:00.000",,"2459 E 23rd St #"
"1378974-01-251","1165813","22 Ave K&P LLC","22 Ave K&P LLC","2450 22nd Ave","San Francisco","CA","94116","2025-01-10T00:00:00.000",,"2025-01-10T00:00:00.000",,"215 West Portal Ave"
"1378976-01-251","1165814","Validated Labs, Inc.","Valid","600 California St Fl 11","San Francisco","CA","94108","2023-07-20T00:00:00.000",,"2023-07-20T00:00:00.000",,"600 California St # Floor 11"
"1378977-01-251","1025709","Jones Donnell Mae","Jones Donnell Mae","3445 Dutchcap Ln","Alameda","CA","94502","2004-09-14T00:00:00.000",,"2025-01-24T00:00:00.000",,"3445 Dutchcap Ln"
"1378979-01-251","1165815","Yh Pixiu Investment Corporation","Yh-Beijing Duck House","500 Haight St","San Francisco","CA","94117","2025-01-01T00:00:00.000",,"2025-01-01T00:00:00.000",,"500 Haight St"
