"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1360669-05-241","1158321","Erupted Soul LLC","The Obsidian Tribe","260 Golden Gate Ave Apt 206","San Francisco","CA","94102","2024-05-10T00:00:00.000",,"2024-05-10T00:00:00.000",,"260 Golden Gate Ave Apt 206"
"1360671-05-241","1158322","Graves Construction Group Services","Graves Construction Group Services","27162 Burbank","Foothill Ranch","CA","92610","2024-05-10T00:00:00.000",,"2024-05-10T00:00:00.000",,"27162 Burbank"
"1360672-05-241","0400518","San Francisco Community Empowerment & Support Group","San Francisco Community Empowerment Center","2875 San Bruno Ave","San Francisco","CA","94134","2006-01-04T00:00:00.000",,"2022-11-10T00:00:00.000",,"2875 San Bruno Ave"
"1360673-05-241","1157804","528 Natoma Lp","528 Natoma Lp","528 -530 Natoma St","San Francisco","CA","94103","2022-04-30T00:00:00.000",,"2022-05-27T00:00:00.000",,"4439 Third St"
"1360675-05-241","1158323","Alai LLC","Alai LLC","1543 Sloat Blvd Unit 320","San Francisco","CA","94132","2019-10-31T00:00:00.000",,"2019-10-31T00:00:00.000",,"1543 Sloat Blvd 320104"
"1360677-05-241","1158324","To The Point Polygraph","To The Point Polygraph","297 Po Box","Fulton","CA","95439","2024-05-10T00:00:00.000",,"2024-05-10T00:00:00.000",,"297 Po Box"
"1360680-05-241","1158325","North American Science Associates, LLC","North American Science Associates, LLC","6750 Wales Rd","Northwood","OH","43619","2019-07-01T00:00:00.000",,"2019-07-01T00:00:00.000",,"6750 Wales Rd"
"1360681-05-241","1158326","Lew Gar Kong Saw Association","Lew Gar Kung Saw Association","854 Clay St","San Francisco","CA","94108","2024-05-01T00:00:00.000",,"2024-05-01T00:00:00.000",,"37 Ross Aly"
"1360682-05-241","1105803","Aem&M Holdings Corporation","Farallon","2470 San Bruno Ave","San Francisco","CA","94134","2019-08-22T00:00:00.000",,"2024-05-10T00:00:00.000",,"5011 Fairfax Ave"
"1360683-05-241","0377435","Bluecrane, Inc.","Bluecrane Inc","46 Peninsula Ctr Ste E","Rolling Hills Estates","CA","90274","2004-04-18T00:00:00.000",,"2023-07-03T00:00:00.000",,"46 Peninsula Ctr Ste E"
"1360684-05-241","1012262","Eugenio Roberto F","R & E Auto Repair","1510 Wallace Ave Unit A","San Francisco","CA","94124","2015-04-01T00:00:00.000",,"2024-02-15T00:00:00.000",,"1510 Wallace Ave Unit A"
