"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1063045-04-161","1030917","Fort Ross Siding Inc","Fort Ross Siding Inc","310 Whetstone Ct","Granite Bay","CA","95746","2016-04-21T00:00:00.000",,"2016-04-21T00:00:00.000",,"310 Whetstone Ct"
"1063051-04-161","1030920","Regent School Catering Fcs,Inc.","Regent School Catering, Inc.","450 Golden Gate Ave","San Francisco","CA","94102","2016-04-13T00:00:00.000",,"2016-04-13T00:00:00.000",,"3600 Wilshire Blvd Ste 1220"
"1063087-04-161","0351769","System Metrics Group Inc","System Metrics Group Inc","12 Geary St Rm 705","San Francisco","CA","94108","2002-01-01T00:00:00.000",,"2016-04-01T00:00:00.000",,"12 Geary St 705 Ste"
"1063089-04-161","0953464","Wong Patricia C Md","Wong Patricia C Md","711 Van Ness Ave Rm 330","San Francisco","CA","94102","1996-06-01T00:00:00.000",,"2016-01-15T00:00:00.000",,"711 Van Ness Ave 330 Ste"
"1063099-04-161","0426920","H George Tanaka Md","H George Tanaka Md","711 Van Ness Ave Rm 330","San Francisco","CA","94102","2008-01-01T00:00:00.000",,"2016-01-15T00:00:00.000",,"711 Van Ness Ave Ste 330"
"1063111-04-161","1030945","Build A Difference Properties, LLC","Build A Difference Properties, LLC","501 Hudson Ave 303","San Francisco","CA","94124","2016-04-08T00:00:00.000",,"2016-04-08T00:00:00.000",,"Po Box P O Box 883333"
"1063115-04-161","1030947","Junlihe","He Junli","18 Tioga Ave","San Francisco","CA","94134","2016-04-22T00:00:00.000",,"2016-04-22T00:00:00.000",,"18 Tioga Ave"
"1063122-04-161","0168329","Bon Appetit Management Co","Bon Appetit@Usf-School Of Law","2199 Fulton St","San Francisco","CA","94117","1987-07-01T00:00:00.000",,"2016-04-10T00:00:00.000",,"201 Redwood Shores Pkwy Ste 100"
"1063134-04-161","1030954","The Bosco Booth LLC","The Bosco Booth","1182 Flushing Ave Ste 308","Brooklyn","NY","11237","2015-07-01T00:00:00.000",,"2015-07-01T00:00:00.000",,"1182 Flushing Ave 308"
"1063138-04-161","1030957","Verily Life Sciences LLC","San Francisco","188 Embarcadero","San Francisco","CA","94105","2015-10-01T00:00:00.000",,"2015-10-01T00:00:00.000",,"1600 Amphitheatre Pkwy"
"1063160-04-161","1030966","Zolj Vedran","Mostar Steam Cleaning","524 Steiner St Apt 4","San Francisco","CA","94117","2016-04-21T00:00:00.000",,"2016-04-21T00:00:00.000",,"2167 Otis Dr Apt 208"
"1063164-04-161","1030968","Mindful Health Solutions A Professional Medical Corporation","Tms Health Solutions","350 Parnassus Ave Ste 201","San Francisco","CA","94117","2016-04-18T00:00:00.000",,"2016-04-18T00:00:00.000",,"360 Post St 5 Fl"
"1063178-04-161","1030976","Zeel Networks","Zeel Networks","218 9th St Rm 1","San Francisco","CA","94103","2016-04-21T00:00:00.000",,"2016-04-21T00:00:00.000",,"135 W 50th St Lbby 2"
"1063190-04-161","0490848","Crazy Love Ministries","Nu2u","5009 3rd St","San Francisco","CA","94124","2014-06-18T00:00:00.000",,"2014-06-18T00:00:00.000",,"107 Sagamore St"
"1063193-04-161","0490848","Crazy Love Ministries","Claire Love Publishing","107 Sagamore St","San Francisco","CA","94112","2014-06-18T00:00:00.000",,"2016-04-01T00:00:00.000",,"107 Sagamore St"
"1063195-04-161","1030982","Krujim","Krujim","524 30th Avenue Ave Apt 202","San Francisco","CA","94121","2016-04-22T00:00:00.000",,"2016-04-22T00:00:00.000",,"524 30th Ave Apt 202"
"1063205-04-161","1030987","Statkraft Us LLC","Statkraft Us LLC","575 Market Street #3950","San Francisco","CA","94105","2015-07-31T00:00:00.000",,"2015-07-31T00:00:00.000",,"221 Main St Ste 1630"
"1063218-04-161","1030992","M & J Auto Services, Inc.","M & J Auto Services, Inc.","2500 Bayshore Blvd","San Francisco","CA","94134","2016-04-22T00:00:00.000",,"2016-04-22T00:00:00.000",,"2500 Bay Shore Blvd"
"1063223-04-161","1030993","Pang Francis","1435 Union Street","1435 Union St","San Francisco","CA","94109","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,"746 27th Ave"
"1063308-04-161","1031038","Pandia Group Inc","Pandia Group Inc","330 Berry St Unit 423","San Francisco","CA","94158","2016-01-01T00:00:00.000",,"2016-01-01T00:00:00.000",,"330 Berry St Unit 423"
"1063453-04-161","1031112","Kim Eric","Em Deli SF","714 Post Street","San Francisco","CA","94109","2016-04-24T00:00:00.000",,"2016-04-24T00:00:00.000",,"714 Post St"
"1063482-04-161","1028891","April Six Inc","April Six Inc","847 Sansome St","San Francisco","CA","94111","2013-11-01T00:00:00.000",,"2016-04-18T00:00:00.000",,"900 Kearny St Ste 700"
"1063486-04-161","0469139","Amag Pharmaceuticals Inc","Amag Pharmaceuticals Inc","1100 Winter St","Waltham","MA","2451","2008-09-29T00:00:00.000",,"2013-09-30T00:00:00.000",,"1150 1st Ave Ste 940"
"1063488-04-161","1030739","146 Geary LLC","146 Geary LLC","146 Geary","San Francisco","CA","94108","2015-11-12T00:00:00.000",,"2015-11-13T00:00:00.000",,"411 Theodore Fremd Ave # 300"
"1063493-04-161","0330790","The Justice & Diversity Center Of The Bar Association Of SF","Homeless Advocacy Project","125 Hyde St","San Francisco","CA","94102","1984-06-12T00:00:00.000",,"2015-02-01T00:00:00.000",,"201 Mission St Ste 400"
"1063499-04-161","1031136","Farmers Insurance","Farmers Insurance","6303 Owensmuth","Woodland Hills","CA","91367","2015-01-01T00:00:00.000",,"2015-01-01T00:00:00.000",,"6303 Owensmouth Ave"
"1063501-04-161","1031132","Nagpal Amit","Taylor Street Apartment Building","728 Taylor St","San Francisco","CA","94108","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,"Po Box 2627"
"1063502-04-161","1031132","Nagpal Amit","Taylor Street Apartment","728 Taylor St","San Francisco","CA","94108","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,"Po Box 2627"
"1063504-04-161","1031137","Morrison Jeff","Jeff And Susan Morrison","333 Fulton St","San Francisco","CA","94102","2016-01-01T00:00:00.000",,"2016-01-01T00:00:00.000",,"11221 Horton St"
"1063522-04-161","1031143","Castellucci Antonio","2375-2379 Chestnut Street","1757 Union St","San Francisco","CA","94123","2008-03-25T00:00:00.000",,"2008-03-25T00:00:00.000",,"1757 Union St"
"1063526-04-161","1031148","Liu Family 2012 Irrevocable Trust","1487 Sacramento St Bldg","1487 Sacramento St","San Francisco","CA","94109","2014-01-01T00:00:00.000",,"2014-01-01T00:00:00.000",,"1032 Irving St Unit 428"
"1063534-04-161","1031143","Castellucci Antonio","Home Realty","1757 Union St","San Francisco","CA","94123","2008-03-25T00:00:00.000",,"2008-03-25T00:00:00.000",,"1757 Union St"
"1063540-04-161","1031154","Castellucci Antonio","2415-2419 Clement Street","1757 Union St","San Francisco","CA","94123","2000-03-01T00:00:00.000",,"2000-03-01T00:00:00.000",,"1757 Union St"
"1063541-04-161","1031154","Castellucci Antonio","Home Realty","1757 Union St","San Francisco","CA","94123","2000-03-01T00:00:00.000",,"2000-03-01T00:00:00.000",,"1757 Union St"
"1063547-04-161","0429687","Eco Bay Services Inc","Golden Bear Insulation","1501 Minnesota St","San Francisco","CA","94107","2008-01-01T00:00:00.000",,"2016-04-25T00:00:00.000",,"1501 Minnesota St"
"1063551-04-161","1031158","Xie Niya","Niya Xie","70 Blair Terrace Ter","San Francisco","CA","94107","2016-04-11T00:00:00.000",,"2016-04-11T00:00:00.000",,"70 Blair Ter"
"1063562-04-161","0385440","Out Of The Doghouse LLC","Out Of The Doghouse","712 Central Ave A","San Francisco","CA","94117","2005-02-01T00:00:00.000",,"2009-04-01T00:00:00.000",,"712 Central Ave Apt A"
"1063566-04-161","1031166","Saarni Moses","Moses Saarni","177 Valencia St","San Francisco","CA","94103","2016-04-25T00:00:00.000",,"2016-04-25T00:00:00.000",,"177 Valencia St"
"1063582-04-161","0369159","Achill Beg Construction Inc","Achill Beg Construction Inc","865 Duncan St","San Francisco","CA","94131","2003-07-01T00:00:00.000",,"2016-04-25T00:00:00.000",,"3620 Cesar Chavez St Comm"
