"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1179424-02-181","0003835","Spector Lucy Etal","Britex Fabrics","117 Post St","San Francisco","CA","94108","1968-10-01T00:00:00.000",,"1968-10-01T00:00:00.000",,"117 Post St"
"1179427-02-181","1083773","Elasticsearch Inc.","Elasticsearch Inc.","301 Howard Ste 1320","San Francisco","CA","94105","2017-11-01T00:00:00.000",,"2017-11-01T00:00:00.000",,"88 Kearny St Fl 19"
"1179435-02-181","1083777","Gregory Mcquaid","Greg Mcquaid","24 Coventry Ct","San Francisco","CA","94127","2018-02-18T00:00:00.000",,"2018-02-18T00:00:00.000",,"24 Coventry Ct"
"1179445-02-181","1083782","Marion K Hewitt","Marion K Hewitt","401 Connecticut St Unit 401","San Francisco","CA","94107","2018-02-18T00:00:00.000",,"2018-02-18T00:00:00.000",,"401 Connecticut St Unit 401"
"1179447-02-181","1083783","Chloe Blain","Chloe Blain","7 Heron St Bldg","San Francisco","CA","94103","2018-02-18T00:00:00.000",,"2018-02-18T00:00:00.000",,"7 Heron St Bldg"
"1179448-02-181","0446146","European Collision Center LLC","European Collision Center LLC","190 Napoleon St","San Francisco","CA","94124","2008-11-01T00:00:00.000",,"2018-02-18T00:00:00.000",,"190 Napoleon St"
"1179449-02-181","0488420","Janelli Niccolo","Deepwater Information Technology","4226 Balboa St Apt A","San Francisco","CA","94121","2014-04-01T00:00:00.000",,"2018-02-18T00:00:00.000",,"4226a Balboa St Apt"
"1179450-02-181","0488420","Janelli Niccolo","Deepwater It","4226 Balboa St Apt A","San Francisco","CA","94121","2014-04-01T00:00:00.000",,"2018-02-18T00:00:00.000",,"4226a Balboa St Apt"
"1179451-02-181","0365479","Wald Jenny","Law Offices Of Jenny Wald","112 Montcalm St","San Francisco","CA","94110","2010-07-01T00:00:00.000",,"2017-09-01T00:00:00.000",,"112 Montcalm St"
"1179454-02-181","1083784","Strv Inc.","Strv Inc","45 Lansing N St 1801","San Francisco","CA","94105","2017-02-16T00:00:00.000",,"2017-02-16T00:00:00.000",,"548 Market St 57558"
"1179460-02-181","1083787","Stephen A. IVanoff","Environmental Enhancements","771 17th S Ave","San Francisco","CA","94121","2018-02-19T00:00:00.000",,"2018-02-19T00:00:00.000",,"771 17th Ave"
"1179464-02-181","1083789","Shannon Marie Padlog","Shannon Padlog","272 Lexington St Unit A","San Francisco","CA","94110","2018-02-18T00:00:00.000",,"2018-02-18T00:00:00.000",,"272 Lexington St Unit A"
"1179466-02-181","1083790","Surfacide, LLC","Surfacide, LLC","1001 Protrero Avenue","San Francisco","CA","94110","2018-02-19T00:00:00.000",,"2018-02-19T00:00:00.000",,"W226n918 Northmound Dr Ste 300"
"1179482-02-181","1083798","Daniel Young","Lemma Consulting","359 Moultrie St","San Francisco","CA","94110","2018-02-14T00:00:00.000",,"2018-02-14T00:00:00.000",,"359 Moultrie St"
"1179504-02-181","1083809","Carlos Lopez Ruiz","Carlos' Hauling Services","260 Theresa St","San Francisco","CA","94112","2018-02-19T00:00:00.000",,"2018-02-19T00:00:00.000",,"260 Theresa St"
"1179505-02-181","0432861","Redbubble Inc","Redbubble Inc","111 Sutter Street","San Fransicso","CA","94104","2008-09-26T00:00:00.000",,"2017-10-11T00:00:00.000",,"Po Box 748"
"1179513-02-181","1083812","Bulley & Andrews","Bulley & Andrews, LLC","1755 W Armitage Ave","Chicago","IL","60622","2018-02-19T00:00:00.000",,"2018-02-19T00:00:00.000",,"1755 W Armitage Ave"
"1179523-02-181","1083818","Pak Chan","Alpha Construction Company","5131 Gately Ave","Richmond","CA","94804","2018-02-20T00:00:00.000",,"2018-02-20T00:00:00.000",,"6520 Manila Ave 2 Apt"
"1179529-02-181","1083821","Farmay Inc.","Sf Hole In The Wall Pizza","Irving Street St","San Francisco","CA","94122","2018-02-16T00:00:00.000",,"2018-02-16T00:00:00.000",,"1825 Irving St"
"1179535-02-181","1083824","Shin Civil Engineering Consultants Inc.","Shin Engineering","2006 44th Ave","San Francisco","CA","94116","2018-01-31T00:00:00.000",,"2018-01-31T00:00:00.000",,"2006 44th Ave"
"1179541-02-181","1083827","Vdopia Inc","Chocolate","442 Post Street, 8th Floor","San Francisco","CA","94102","2017-12-07T00:00:00.000",,"2017-12-07T00:00:00.000",,"2443 Fillmore 380 7980 St Fl"
"1179569-02-181","1083841","Akasa Soma Holdings LLC","Akasa Soma Holdings LLC","1650 Jackson St 505","San Francisco","CA","94109","2018-02-19T00:00:00.000",,"2018-02-19T00:00:00.000",,"1650 Jackson St Apt 505"
"1179571-02-181","1083842","Akasa Soma LLC","Akasa Soma LLC","1650 Jackson St 505","San Francisco","CA","94109","2018-02-19T00:00:00.000",,"2018-02-19T00:00:00.000",,"1650 Jackson St Apt 505"
"1179579-02-181","1083846","Lieu Inc","Marin Living Foods","484 Lake Park Ave Unit 448","Oakland","CA","94610","2018-01-01T00:00:00.000",,"2018-01-01T00:00:00.000",,"484 Lake Park Ave"
"1179592-02-181","0954006","Nokia Of America Corporation","Nokia Of America Corporation","800 N Point Parkway","Alpharetta","GA","30005","1996-02-01T00:00:00.000",,"2018-01-22T00:00:00.000",,"600 Mountain Ave"
"1179594-02-181","0430123","Antelope Halawan Prop LLC Etal","Valmar Property Management","3317 Mission St Unit 108","San Francisco","CA","94110","2008-07-01T00:00:00.000",,"2008-07-01T00:00:00.000",,"Po Box 2239"
"1179611-02-181","1083860","Sertior","Sertior","338 Spear St Unit 15e","San Francisco","CA","94105","2017-09-01T00:00:00.000",,"2017-09-01T00:00:00.000",,"338 Spear St Unit 15e"
"1179621-02-181","1083864","35-41 Lafayette I6, Lp","35-41 Lafayette I6, Lp","268 Bush St 1688","San Francisco","CA","94104","2017-04-13T00:00:00.000",,"2017-04-13T00:00:00.000",,"Po Box 1258"
"1179622-02-181","1081018","Mojo Bakes! Sf, LLC","Mojo Bakes! SF","702 Broderick St Apt B","San Francisco","CA","94117","2017-12-19T00:00:00.000",,"2017-12-19T00:00:00.000",,"702 Broderick St Apt B"
"1179639-02-181","1083874","Steven K, LLC","Steven K, LLC","100 The Embarcadero Penthous","San Francisco","CA","94105","2018-01-19T00:00:00.000",,"2018-01-19T00:00:00.000",,"1 Sansome St Ste 2080"
"1179643-02-181","1083876","Isaiah Newton IIi","Excellent Handyman Services","1012 Aileen St","Oakland","CA","94608","2018-02-20T00:00:00.000",,"2018-02-20T00:00:00.000",,"55 Valle Vista Ave Apt 608"
