"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1302714-04-221","1134223","Cake Ventures Management, LLC","Cake Ventures Management, LLC","2021 Fillmore St # 76","San Francisco","CA","94115","2020-11-23T00:00:00.000",,"2020-11-23T00:00:00.000",,"2021 Fillmore St # 76"
"1302716-04-221","1134224","Arabia Harper","Sexysecrets","391 Ellis","San Francisco","CA","94102","2022-04-01T00:00:00.000",,"2022-04-01T00:00:00.000",,"0000 Undeliverable Mail"
"1302718-04-221","1134225","Gardiner & Theobald, Inc.","Gardiner & Theobald, Inc.","2 Embarcadero Ctr","San Francisco","CA","94111","2019-05-01T00:00:00.000",,"2019-05-01T00:00:00.000",,"535 5th Ave # 3"
"1302719-04-221","0451106","Pantheon Ventures (Us) Lp","Pantheon Ventures","555 California St Ste 3450","San Francisco","CA","94104","2010-07-01T00:00:00.000",,"2022-04-01T00:00:00.000",,"555 California St Ste 3450"
"1302721-04-221","1134226","Leantaas, Inc.","Leantaas, Inc.","471 El Camino Real Ste 230","Santa Clara","CA","95050","2022-04-04T00:00:00.000",,"2022-04-04T00:00:00.000",,"471 El Camino Real Ste 230"
"1302723-04-221","1134227","Dadon Design & Construction","Dadon Design & Construction","2100 Geng Rd Ste 210","Palo Alto","CA","94303","2022-04-19T00:00:00.000",,"2022-04-19T00:00:00.000",,"0000 Undeliverable Mail"
"1302724-04-221","0207967","Pantheon Ventures Inc","Pantheon Ventures Inc.","555 California St Ste 3450","San Francisco","CA","94104","2008-04-22T00:00:00.000",,"2022-04-01T00:00:00.000",,"555 California St Ste 3450"
"1302725-04-221","1071144","Studio 5 - Learning And Development, LLC","Studio 5 - Learning And Development, Inc","950 Mason St # 1304","San Francisco","CA","94108","2017-01-01T00:00:00.000",,"2021-12-01T00:00:00.000",,"950 Mason St # 1304"
"1302727-04-221","1134228","Pinnacle Actuarial Resources, Inc.","Pinnacle Actuarial Resources, Inc.","3109 Cornelius Dr","Bloomington","IL","61704","2022-04-19T00:00:00.000",,"2022-04-19T00:00:00.000",,"3109 Cornelius Dr"
"1302728-04-221","1134228","Pinnacle Actuarial Resources, Inc.","Pinnacle Actuarial Resources, Inc.","6101 Bollinger Canyon Rd Ste 363","San Ramon","CA","94583","2022-04-19T00:00:00.000",,"2022-04-19T00:00:00.000",,"3109 Cornelius Dr"
"1302729-04-221","1134228","Pinnacle Actuarial Resources, Inc.","Pinnacle Actuarial Resources, Inc.","1 Concourse Pkwy Ste 645","Atlanta","GA","30328","2022-04-19T00:00:00.000",,"2022-04-19T00:00:00.000",,"3109 Cornelius Dr"
