"ttxid","certificate_number","ownership_name","dba_name","full_business_address","city","state","business_zip","dba_start_date","dba_end_date","location_start_date","location_end_date","mailing_address_1"
"1382610-03-251","0480840","Double H Production","Double H Production","1388 Haight St","San Francisco","CA","94117","2013-05-23T00:00:00.000",,"2024-12-18T00:00:00.000",,"1388 Haight St"
"1382612-03-251","1167355","Emt Electric, Inc.","Emt Electric, Inc.","1282 Dupont Ct","Manteca","CA","95336","2025-03-04T00:00:00.000",,"2025-03-04T00:00:00.000",,"1282 Dupont Ct"
"1382614-03-251","1167356","Software Information Resource Corp","Sirc","730 24th Nw St Ste 3","Washington","DC","20037","2025-03-03T00:00:00.000",,"2025-03-03T00:00:00.000",,"730 24th St Nw Ste 3"
"1382616-03-251","1167357","Century M Group Lp","Top Corporation (Truconnect)","51 6th St Apt 405","San Francisco","CA","94103","2025-02-11T00:00:00.000",,"2025-02-11T00:00:00.000",,"51 6th St Apt 405"
"1382617-03-251","1154899","Un Altro Enoteca LLC","Frankie's Bar","3219 Pierce St","San Francisco","CA","94123","2024-02-06T00:00:00.000",,"2025-03-04T00:00:00.000",,"236 Willow Ave"
"1382619-03-251","1167358","Hungry Caterpillars Early Education Center","Hungry Caterpillars Early Education Center","3219 Laguna St # A","San Francisco","CA","94123","2024-01-01T00:00:00.000",,"2024-01-01T00:00:00.000",,"3219 Laguna St # A"
"1382621-03-251","1167359","Iryna Andriushchenko","Iryna Andriushchenko","1841 Polk St","San Francisco","CA","94109","2025-03-01T00:00:00.000",,"2025-03-01T00:00:00.000",,"378 Embarcadero West St W Unit 717"
"1382626-03-251","1167364","Cynch Tailoring LLC","Cynch","255 King St","San Francisco","CA","94107","2025-02-19T00:00:00.000",,"2025-03-01T00:00:00.000",,"255 King St"
"1382629-03-251","1167365","Katherine Mccullough","Katherine Mccullough","539 Waller St Apt A","San Francisco","CA","94117","2025-03-04T00:00:00.000",,"2025-03-04T00:00:00.000",,"539 Waller St Apt A"
"1382630-03-251","1167366","City Clouds Souvenirs LLC","Sf Mini Market","841 Columbus Ave","San Francisco","CA","94133","2025-03-04T00:00:00.000",,"2025-03-04T00:00:00.000",,"841 Columbus Ave"
"1382632-03-251","1167367","The Hornet Deli And Cafe","The Hornet Deli And Cafe","2901 Sacramento St","San Francisco","CA","94115","2025-03-04T00:00:00.000",,"2025-03-04T00:00:00.000",,"2901 Sacramento St"
