ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
0000024-02-999,24,Eastman Kodak Co,Eastman Kodak Co,343 State St,Rochester,NY,14650.0,2003-01-01T00:00:00.000,,2003-01-01T00:00:00.000,,343 State St
0000052-01-001,52,Ideal Novak Corp,Ideal Novak Corp,8 Mendosa Ave,San Francisco,CA,94116.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,8 Mendosa Ave
0000071-03-001,71,Tournahu George L,1840-42 Jefferson St,1840 Jefferson St #42,San Francisco,CA,94123.0,1968-10-01T00:00:00.000,,1991-10-07T00:00:00.000,,2443 Fillmore St 271
0000244-01-001,244,Crown Building Maintenance Co,Able Building Maintenance Co,868 Folsom St,San Francisco,CA,94107.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,14141 Southwest Fwy Ste 477 - Tax Dept
0000244-02-001,244,Crown Building Maintenance Co,Able Services,868 Folsom St,San Francisco,CA,94107.0,1968-10-01T00:00:00.000,,2005-04-01T00:00:00.000,,14141 Southwest Fwy Ste 477 - Tax Dept
0000265-01-001,265,Stephens Institute Inc,Academy Of Art University,79 New Montgomery St Fl 3,San Francisco,CA,94105.0,1968-10-01T00:00:00.000,,2004-03-01T00:00:00.000,,79 New Montgomery St
0000265-04-001,265,Stephens Institute Inc,Acad Art College Supply Store,79 New Montgomery St,San Francisco,CA,94105.0,1968-10-01T00:00:00.000,,1993-02-01T00:00:00.000,,79 New Montgomery St
0000265-06-001,265,Stephens Institute Inc,Academy Of Art University,410 Bush St,San Francisco,CA,94108.0,1968-10-01T00:00:00.000,,1994-01-28T00:00:00.000,,79 New Montgomery St
0000265-06-003,265,Stephens Institute Inc,Academy Of Art University,180 New Montgomery St,San Francisco,CA,94105.0,1968-10-01T00:00:00.000,,1995-04-28T00:00:00.000,,79 New Montgomery St
0000265-06-004,265,Stephens Institute Inc,Academy Of Art University,540 Powell St,San Francisco,CA,94108.0,1968-10-01T00:00:00.000,,1994-01-28T00:00:00.000,,79 New Montgomery St
0000265-06-005,265,Stephens Institute Inc,Academy Of Art University,460 Townsend St,San Francisco,CA,94107.0,1968-10-01T00:00:00.000,,2009-10-02T00:00:00.000,,79 New Montgomery St
0000265-06-006,265,Stephens Institute Inc,Academy Of Art University,1835 Van Ness Ave #49,San Francisco,CA,94109.0,1968-10-01T00:00:00.000,,1998-06-09T00:00:00.000,,79 New Montgomery St
0000265-06-007,265,Stephens Institute Inc,Academy Of Art University,620 Sutter St,San Francisco,CA,94102.0,1968-10-01T00:00:00.000,,2005-08-11T00:00:00.000,,79 New Montgomery St
0000265-06-008,265,Stephens Institute Inc,Academy Of Art University,655 Sutter St,San Francisco,CA,94102.0,1968-10-01T00:00:00.000,,1999-03-01T00:00:00.000,,79 New Montgomery St
0000265-07-001,265,Stephens Institute Inc,Academy Of Art University,1055 Pine St,San Francisco,CA,94109.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000265-09-001,265,Stephens Institute Inc,Academy Of Art University,150 Hayes St,San Francisco,CA,94102.0,1968-10-01T00:00:00.000,,2012-01-01T00:00:00.000,,79 New Montgomery St
0000265-10-001,265,Stephens Institute Inc,Academy Of Art University,2300 Stockton St,San Francisco,CA,94133.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000265-11-001,265,Stephens Institute Inc,Academy Of Art University,2801 Leavenworth St,San Francisco,CA,94133.0,1968-10-01T00:00:00.000,,2011-05-23T00:00:00.000,,79 New Montgomery St
0000265-12-001,265,Stephens Institute Inc,Academy Of Art University,466 Townsend St,San Francisco,CA,94107.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000265-13-001,265,Stephens Institute Inc,Academy Of Art University,491 Post St,San Francisco,CA,94102.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000265-14-001,265,Stephens Institute Inc,Academy Of Art University,601 Brannan St,San Francisco,CA,94107.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000265-15-001,265,Stephens Institute Inc,Academy Of Art University,625 Polk St,San Francisco,CA,94102.0,1968-10-01T00:00:00.000,,2011-08-15T00:00:00.000,,79 New Montgomery St
0000265-17-001,265,Stephens Institute Inc,Academy Of Art University,688 Sutter St,San Francisco,CA,94102.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000265-18-001,265,Stephens Institute Inc,Academy Of Art University,700 Montgomery St,San Francisco,CA,94111.0,1968-10-01T00:00:00.000,,2013-01-01T00:00:00.000,,79 New Montgomery St
0000265-19-001,265,Stephens Institute Inc,Academy Of Art University,701 Chestnut St,San Francisco,CA,94133.0,1968-10-01T00:00:00.000,,2011-02-11T00:00:00.000,,79 New Montgomery St
0000265-20-001,265,Stephens Institute Inc,Academy Of Art University,860 Sutter St,San Francisco,CA,94109.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000265-21-001,265,Stephens Institute Inc,Academy Of Art University,60 Federal St,San Francisco,CA,94107.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000265-22-001,265,Stephens Institute Inc,Academy Of Art University,740 Taylor St,San Francisco,CA,94108.0,1968-10-01T00:00:00.000,,2011-01-02T00:00:00.000,,79 New Montgomery St
0000424-01-001,424,Ebk Enterprise Et Al,Floral Supply Syndicate,670 Brannan St,San Francisco,CA,94107.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,Po Box 1305
0000424-01-002,424,Ebk Enterprise Et Al,Floral Supply Syndicate,649 Brannan St,San Francisco,CA,94158.0,1968-10-01T00:00:00.000,,2011-09-16T00:00:00.000,,Po Box 1305
0000481-01-001,481,Agentours Inc,Agentours Inc,126 West Portal Ave,San Francisco,CA,94127.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,9100 Covered Wagon Ave
0000631-03-001,631,Aon Risk Services Inc Of N Cal,Aon Risk Services Inc Of N Cal,199 Fremont St #1500,San Francisco,CA,94105.0,1968-10-01T00:00:00.000,,2009-07-28T00:00:00.000,,0000 Undeliverable Mail
0000668-01-001,668,Alioto F Co Inc,F Alioto Fish Co,440 Jefferson St,San Francisco,CA,94109.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,440 Jefferson St
0000670-01-001,670,F & A Properties,Alioto Frank & Anthony,155 Jefferson St #100,San Francisco,CA,94133.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,155 Jefferson St Ste 5
0000675-02-001,675,Nunzio Corp The,2653/2683 Taylor Bldg,2653 Taylor St,San Francisco,CA,94133.0,1968-10-01T00:00:00.000,,1968-10-01T00:00:00.000,,155 Jefferson St
0000675-03-001,675,Nunzio Corp The,Nunzio Corp The,155 Jefferson St,San Francisco,CA,94133.0,1968-10-01T00:00:00.000,,2005-01-01T00:00:00.000,,155 Jefferson St
0000817-01-001,817,Felton Donald & Nancy,Almac Camera Shop,445 Stockton St,San Francisco,CA,94108.0,1968-10-01T00:00:00.000,,1996-07-01T00:00:00.000,,445 Stockton St
0000817-02-001,817,Felton Donald & Nancy,Almac Camera Store,445 Stockton St,San Francisco,CA,94108.0,1968-10-01T00:00:00.000,,1996-07-01T00:00:00.000,,445 Stockton St
0001106-01-001,1106,Amer Terrazzo Co-A Corp,Amer Terrazzo Co-A Corp,36 Wood St,San Francisco,CA,94118.0,1968-10-01T00:00:00.000,,2012-01-01T00:00:00.000,,36 Wood St
0001155-03-002,1155,Campana A E,745 14th St Parking Lot,745 14th St,San Francisco,CA,94114.0,1968-01-01T00:00:00.000,,1977-01-01T00:00:00.000,,2120 Market St Ste 100
