ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1185523-04-181,1086550,Carlos Colindres,Colindres Roofing Co.,13900 San Pablo Ave Unit 59,San Pablo,CA,94806,2018-04-19T00:00:00.000,,2018-04-19T00:00:00.000,,1715 15th St
1185531-04-181,1086554,Christian Iwan Morgan,Science Skateboards,3632 24th St,San Francisco,CA,94110,2018-04-01T00:00:00.000,,2018-04-01T00:00:00.000,,1288 17th Ave Apt 4
1185559-04-181,1086569,Janell Pekkain,Olive This Olive That,304 Vicksburg St,San Francisco,CA,94114,2018-04-19T00:00:00.000,,2018-04-19T00:00:00.000,,304 Vicksburg St
1185563-04-181,1086571,Tapia Brothers Company,Tapia Enterprises,6067 District Blvd,Maywood,CA,90270,2018-01-01T00:00:00.000,,2018-01-01T00:00:00.000,,6067 District Blvd
1185572-04-181,1086575,James Jordan,Presidential,2162 Braemar Rd,Oakland,CA,94602,2018-04-19T00:00:00.000,,2018-04-19T00:00:00.000,,2162 Braemar Rd
1185589-04-181,1086582,"Tidepool Labs, Inc.","Tidepool Labs, Inc.",163 5th Ave,San Francisco,CA,94118,2017-12-01T00:00:00.000,,2017-12-02T00:00:00.000,,163 5th Ave
1185612-04-181,1071341,Iona Ventures LLC,Iona Ventures LLC,38 Keyes Ave Ste Ll06,San Francisco,CA,94129,2015-10-30T00:00:00.000,,2018-04-19T00:00:00.000,,546 29th St
1185619-04-181,455206,Tenants Together,Tenants Together,474 Valencia St Ste 156,San Francisco,CA,94103,2008-04-07T00:00:00.000,,2008-04-07T00:00:00.000,,Po Box 410325
1185623-04-181,456358,Form & Fiction LLC,Le Tigre Studios,1935 Lawton St,San Francisco,CA,94122,2011-02-07T00:00:00.000,,2018-04-19T00:00:00.000,,1902 9th Ave
1185629-04-181,1086590,John R Souza,"Jsouza Consulting, LLC",2040 Hyde St,San Francisco,CA,94109,2018-02-21T00:00:00.000,,2018-02-21T00:00:00.000,,2040 Hyde St
1185633-04-181,1086592,"436 Bryant, LLC","436 Bryant, LLC",436 Bryant St,San Francisco,CA,94107,2015-04-03T00:00:00.000,,2015-04-03T00:00:00.000,,160 Pacific Ave Ste 204
