ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1344136-10-231,1023295,Parking Nexus Inc,1320 Washington Street,1320 Washington St,San Francsico,CA,94109.0,2016-01-19T00:00:00.000,,2023-10-04T00:00:00.000,,1725 Sacramento St
1344138-10-231,1151382,"Building Resources Of San Francisco, Inc.","Building Resources Of San Francisco, Inc.",701 Amador St,San Francisco,CA,94124.0,2023-10-04T00:00:00.000,,2023-10-04T00:00:00.000,,9235 San Leandro St
1344140-10-231,1151383,Chinh Nong,304 Rental,304 Twin Peaks Blvd,San Francisco,CA,94114.0,2023-10-04T00:00:00.000,,2023-10-04T00:00:00.000,,304 Twin Peaks Blvd
1344142-10-231,1151384,"Sirtex Medical, Inc.","Sirtex Medical, Inc.",300 Unicorn Park Dr,Woburn,MA,1801.0,2023-09-01T00:00:00.000,,2023-09-01T00:00:00.000,,300 Unicorn Park Dr
1344144-10-231,1151385,"Mettler-Toledo International, Inc.","Mettler-Toledo Rainin, LLC",7500 Edgewater Dr,Oakland,CA,94621.0,2012-01-01T00:00:00.000,,2012-01-01T00:00:00.000,,7500 Edgewater Dr
1344145-10-231,469073,Mau Restaurant,Tin On Spear,180 Spear St,San Francisco,CA,94105.0,2012-05-14T00:00:00.000,,2021-09-17T00:00:00.000,,180 Spear St
1344146-10-231,469209,Smartrecruiters Inc,Smartrecruiters Inc,166 Geary St 15th Fl #1612,San Francisco,CA,94108.0,2010-06-28T00:00:00.000,,2010-06-28T00:00:00.000,,166 Geary St Fl 15th Floor (Suite #1612)
1344148-10-231,1151386,P2h Inc.,P2h Inc.,1025 Alameda De Las Pulgas Unit 638,Belmont,CA,94002.0,2023-10-05T00:00:00.000,,2023-10-05T00:00:00.000,,1025 Alameda De Las Pulgas Unit 638
1344150-10-231,1151387,"Product Science, Inc.","Product Science, Inc.",12695 Bluff Creek Dr,Playa Vista,CA,90094.0,2022-01-10T00:00:00.000,,2022-01-10T00:00:00.000,,12695 Bluff Creek Dr
1344151-10-231,1134874,"Retrera, Inc.","Retrera, Inc.",440 N Barranca Ave Pmb 2377,Covina,CA,91723.0,2021-07-31T00:00:00.000,,2023-07-25T00:00:00.000,,440 N Barranca Ave Pmb 2377
1344152-10-231,1119089,Uncle Tito,Uncle Tito,90 Charter Oak Ave,San Francisco,CA,94124.0,2020-10-04T00:00:00.000,,2023-10-05T00:00:00.000,,981 Mission St Pmb76
1344154-10-231,1151388,"Mckinley Construction Partners, LLC","Mckinley Construction Partners, LLC",49 Matmor Rd,Woodland,CA,95776.0,2023-10-02T00:00:00.000,,2023-10-02T00:00:00.000,,49 Matmor Rd
1344156-10-231,1151389,"36th Street Capital Partners, LLC","36th Street Capital Partners, LLC",161 Headquarters Plaza East Tower Plz Fl 5,Morristown,NJ,7960.0,2022-05-03T00:00:00.000,,2022-05-03T00:00:00.000,,161 Headquarters Plaza East Tower Fl 5
1344158-10-231,1151390,Lynn Schwarzhoff,Lynn Schwarzhoff,51 Sharon St,San Francisco,CA,94114.0,2023-10-05T00:00:00.000,,2023-10-05T00:00:00.000,,51 Sharon St
1344160-10-231,1151391,Owl & Bear Lactation Services,Owl & Bear Lactation Services,826 40th Ave,San Francisco,CA,94121.0,2023-10-02T00:00:00.000,,2023-10-02T00:00:00.000,,826 40th Ave
1344161-10-231,1063881,"Medical Management International, Inc",Banfield Pet Hospital #4007,2024 Lombard St,San Francisco,CA,94123.0,2017-01-16T00:00:00.000,,2017-01-16T00:00:00.000,,Po Box 87586
1344164-10-231,1151392,Raeden Re LLC,Raeden Re LLC,550 Kearny St,San Francisco,CA,94108.0,2023-10-05T00:00:00.000,,2023-10-05T00:00:00.000,,8 The Grn Ste 12728
1344165-10-231,1151392,Raeden Re LLC,Raeden Re LLC,88 Kearny St,San Francisco,CA,94108.0,2023-10-05T00:00:00.000,,2023-10-05T00:00:00.000,,8 The Grn Ste 12728
1344168-10-231,1151394,"Leland House, LLC","Leland House, LLC",170 9th St,San Francisco,CA,94103.0,2021-09-30T00:00:00.000,,2022-07-22T00:00:00.000,,170 9th St
1344170-10-231,1151395,"Good Guard Security, Inc.","Good Guard Security, Inc.",505 14th St Ste 900,Oakland,CA,94612.0,2023-10-05T00:00:00.000,,2023-10-05T00:00:00.000,,21622 Plummer St Ste 200
1344176-10-231,1151398,The Akhenaten Company,The Akhenaten Company,1270 Storey Ave Apt D,San Francisco,CA,94129.0,2023-10-02T00:00:00.000,,2023-10-02T00:00:00.000,,1270 Storey Ave Apt D
1344177-10-231,1151398,The Akhenaten Company,The Akhenaten Company,103 Montgomery St Bldg 103,San Francisco,CA,94129.0,2023-10-02T00:00:00.000,,2023-10-02T00:00:00.000,,1270 Storey Ave Apt D
1344179-10-231,1151399,"Golden Gate Healthcare, LLC",Compassionate Community Care,1426 Fillmore St Ste 207,San Francisco,CA,94115.0,2023-10-03T00:00:00.000,,2023-10-04T00:00:00.000,,5314 N River Run Dr Ste 140
1344181-10-231,1151400,"Center Point, Inc","Center Point, Inc",135 Paul Dr,San Rafael,CA,94903.0,2023-10-01T00:00:00.000,,2023-10-01T00:00:00.000,,135 Paul Dr
1344183-10-231,1151401,Robert Grand,Grand Scones,4317 26 St,San Francisco,CA,94131.0,2023-10-05T00:00:00.000,,2023-10-05T00:00:00.000,,4317 26 St
1344184-10-231,168329,Bon Appetit Management Co,Bon Appetit Management Co,651 Brannan St Fl 1,San Francisco,CA,94107.0,1987-07-01T00:00:00.000,,2023-10-05T00:00:00.000,,201 Redwood Shores Pkwy Ste 100
1344185-10-231,168329,Bon Appetit Management Co,Bon Appetit Management Co,651 Brannan St Fl 2,San Francisco,CA,94107.0,1987-07-01T00:00:00.000,,2023-10-05T00:00:00.000,,201 Redwood Shores Pkwy Ste 100
1344186-10-231,168329,Bon Appetit Management Co,Bon Appetit Management Co,651 Bannan St Fl 3,San Francisco,CA,94107.0,1987-07-01T00:00:00.000,,2023-10-05T00:00:00.000,,201 Redwood Shores Pkwy Ste 100
1344187-10-231,168329,Bon Appetit Management Co,Bon Appetit Management Co,651 Brannan St Fl 4,San Francisco,CA,94107.0,1987-07-01T00:00:00.000,,2023-10-05T00:00:00.000,,201 Redwood Shores Pkwy Ste 100
1344189-10-231,1151402,Ramon Walters,Light Ray Productions,9116 Lott Rd,Durham,CA,95938.0,2023-10-01T00:00:00.000,,2023-10-01T00:00:00.000,,9116 Lott Rd
1344192-10-231,1151403,"B&M Builders, Inc","B&M Builders, Inc",11330 Sunrise Park Dr Ste C,Rancho Cordova,CA,95742.0,2023-10-05T00:00:00.000,,2023-10-05T00:00:00.000,,11330 Sunrise Park Dr Ste C
1344193-10-231,1151404,Tea Lindsey,Twin Flame Vintage,1018 Scott St,San Francisco,CA,94115.0,2023-10-05T00:00:00.000,,2023-10-05T00:00:00.000,,0000 Undeliverable Mail
1344194-10-231,1103749,Alto Financial Inc.,755 Sansome St,755 Sansome St Ste 600,San Francisco,CA,94111.0,2019-03-20T00:00:00.000,,2021-07-15T00:00:00.000,,0000 Undeliverable Mail
1344196-10-231,1151405,"Charlie Health, Inc.","Charlie Health, Inc.",6 Cadillac Dr Ste 120,Brentwood,TN,37027.0,2022-02-07T00:00:00.000,,2022-02-07T00:00:00.000,,6 Cadillac Dr Ste 120
