ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1018072-02-151,1008708,Pietro Family Investment Co Lp,390 Laurel Medical Building,3490 Sacramento St,San Francisco,CA,94118,2008-07-01T00:00:00.000,,2008-07-01T00:00:00.000,,3210 Fillmore St 3 Ste
1018073-02-151,1008708,Pietro Family Investment Co Lp,3600 Fillmore Street Apartments,3600 Fillmore St,San Francisco,CA,94123,2008-07-01T00:00:00.000,,2008-07-01T00:00:00.000,,3210 Fillmore St 3 Ste
1018086-02-151,1008715,Forton Fund LLC,Forton Fund LLC,1725 Clay St #102,San Francisco,CA,94109,2013-02-15T00:00:00.000,,2013-02-15T00:00:00.000,,1725 Clay St Ste 102
1018091-02-151,1008717,Hms Otis LLC,Hms Otis LLC,18 Otis St,San Francisco,CA,94103,2005-05-01T00:00:00.000,,2005-05-01T00:00:00.000,,650 Potrero Ave
1018092-02-151,1008701,217 Second Street LLC,217 Second Street LLC,217 2nd St,San Francisco,CA,94105,2005-01-01T00:00:00.000,,2005-01-01T00:00:00.000,,1605 Montgomery St
1018094-02-151,1008718,Brennan Elyn,Elyn Designs,135 Ashbury St,San Francisco,CA,94117,2015-02-04T00:00:00.000,,2015-02-04T00:00:00.000,,135 Ashbury St
1018096-02-151,1008721,Ets Lindgren Inc,Ets Lindgren Inc,1301 Arrow Point Dr,Cedar Park,TX,78613,2014-07-01T00:00:00.000,,2014-07-01T00:00:00.000,,1301 Arrow Point Dr
1018098-02-151,1008720,Bund Shanghai Restaurant LLC,Bund Shanghai Restaurant,640 Jackson St,San Francisco,CA,94133,2015-02-04T00:00:00.000,,2015-02-04T00:00:00.000,,640 Jackson St
1018104-02-151,1008727,Flexport International LLC,Flexport International LLC,501 Folsom St Ste 300,San Francisco,CA,94105,2015-01-15T00:00:00.000,,2015-01-15T00:00:00.000,,760 Market St 8 Fl
1018118-02-151,1008733,Liu Chunxi,Mi Ze Lan,777 Jackson St,San Francisco,CA,94133,2015-01-30T00:00:00.000,,2015-01-30T00:00:00.000,,777 Jackson St
1018129-02-151,1008736,Magruder Lisa,Frameart Studio,156 Girard St,San Francisco,CA,94134,2015-01-15T00:00:00.000,,2015-01-15T00:00:00.000,,156 Girard St
1018139-02-151,348325,David Baker An Architectural C,David Baker Architects,461 2nd St C127,San Francisco,CA,94107,2001-01-01T00:00:00.000,,2013-01-01T00:00:00.000,,461 2nd St Apt C127
1018147-02-151,1008746,Reset,Reset,3701 Sacramento St #161,San Francisco,CA,94118,2015-02-01T00:00:00.000,,2015-02-01T00:00:00.000,,10 Wood St
1018151-02-151,1008748,Hing Wan Tse Bypass Trust,Hing Wan Tse Bypass Trust,1361 Bush St,San Francisco,CA,94109,2005-01-01T00:00:00.000,,2005-01-01T00:00:00.000,,1361 Bust St
1018155-02-151,479581,Properfood LLC,Proper Food,100 Montgomery St Unit 116,San Francisco,CA,94104,2013-05-17T00:00:00.000,,2013-05-17T00:00:00.000,,350 Townsend St # 682
1018156-02-151,1008751,Cee Gee Parking Lot Striping Inc,Puma Dan,1287 Peggy Ave,Campbell,CA,95008,2014-12-11T00:00:00.000,,2014-12-11T00:00:00.000,,1287 Peggy Ave
