ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1289616-10-211,1128954,Jennifer L Rindahl,Jl Rindahl Consulting,311 Abbey St,Winters,CA,95694,2021-10-01T00:00:00.000,,2021-10-01T00:00:00.000,,311 Abbey St
1289618-10-211,1128955,"Lysun Lighting Co., Inc.","Lysun Lighting Co., Inc.",6302 Fulton St,San Francisco,CA,94121,2021-10-06T00:00:00.000,,2021-10-06T00:00:00.000,,6302 Fulton St
1289621-10-211,1128956,Sans LLC,San Wholesale Resell,201 Turk St Apt 219,San Francisco,CA,94102,2021-09-24T00:00:00.000,,2021-09-24T00:00:00.000,,201 Turk St Apt 219
1289622-10-211,181396,Angel Gary A,Gar A. Angel,90 New Montg0mery St Ste 600,San Francisco,CA,94105,1988-01-01T00:00:00.000,,2021-02-01T00:00:00.000,,2674 Filbert St
1289624-10-211,1128957,Janice Fong,Janice Fong,1159 Clay St Apt 11,San Francisco,CA,94108,2021-07-01T00:00:00.000,,2021-07-01T00:00:00.000,,1159 Clay St Apt 11
1289626-10-211,1128958,Jennifer Rose Norberg,Jen Rose Jewelry,3969 26th St,San Francisco,CA,94131,2021-10-21T00:00:00.000,,2021-10-21T00:00:00.000,,3969 26th St
1289627-10-211,1128958,Jennifer Rose Norberg,Jennifer Rose Norberg,3969 26th St,San Francisco,CA,94131,2021-10-21T00:00:00.000,,2021-10-21T00:00:00.000,,3969 26th St
1289631-10-211,450501,Lyngsoe Systems Inc,"Lyngsoe Systems, Inc.",1664 Bowmans Farm Rd Ste 109,Frederick,MD,21701,2010-07-01T00:00:00.000,,2021-07-01T00:00:00.000,,1664 Bowmans Farm Rd Ste 109
1289634-10-211,1099605,"Evernow, Inc.",Updated Address,548 Market St # 31758,San Francisco,CA,94104,2019-01-16T00:00:00.000,,2021-09-01T00:00:00.000,,548 Market St # 31758
1289636-10-211,170135,Tetra Tech Inc,Glumac,100 Montgomery St Ste 2050,San Francisco,CA,94104,2013-03-01T00:00:00.000,,2021-07-01T00:00:00.000,,3475 E Foothill Blvd Fl 3
1289637-10-211,472574,Choe Andy W,Sf Travel Tours,2679 Taylor St,San Francisco,CA,94133,2012-09-05T00:00:00.000,,2021-10-01T00:00:00.000,,2679 Taylor St
1289639-10-211,1109902,Eoin De Barra Plumbing Inc.,Eoin De Barra Plumbing Inc.,1420 Crespi Dr,Pacifica,CA,94044,2020-01-01T00:00:00.000,,2020-01-01T00:00:00.000,,1420 Crespi Dr
1289642-10-211,449874,Netxperts Inc,Netxperts Inc,1777 Botelho Dr # 102,Walnut Creek,CA,94596,2010-07-01T00:00:00.000,,2010-07-01T00:00:00.000,,1777 Botelho Dr Ste 102
1289645-10-211,1128961,"Logo Logos, LLC","Logo Logos, LLC",1761 Broadway,San Francisco,CA,94109,2021-09-02T00:00:00.000,,2021-09-02T00:00:00.000,,29153 Po Box
1289647-10-211,1128962,Gladys G. Largaespada,Gladys G. Largaespada,420 Russia Ave,San Francisco,CA,94112,2021-10-22T00:00:00.000,,2021-10-22T00:00:00.000,,420 Russia Ave
1289649-10-211,1018487,Vonnda LLC,Vonnda LLC,580 California St Ste 1200,San Francisco,CA,94104,2015-02-06T00:00:00.000,,2015-02-06T00:00:00.000,,580 California St Ste 1200
1289652-10-211,392685,Crana Windows & Doors,Kevin Mclaughlin Custom Windows & Doors,1631 Yosemite Ave,San Francisco,CA,94124,2005-10-26T00:00:00.000,,2019-01-01T00:00:00.000,,1631 Yosemite Ave
1289658-10-211,1128963,G's Custom Doors Inc.,G's Custom Doors Inc.,1155 San Mateo Ave,San Bruno,CA,94066,2021-03-01T00:00:00.000,,2021-03-01T00:00:00.000,,4885 Fulton Dr Ste C
1289660-10-211,1128760,"Instaviser, Inc.",Turazo,181 2nd St,San Francisco,CA,94105,2021-04-01T00:00:00.000,,2021-04-01T00:00:00.000,,181 2nd St
1289664-10-211,1058654,Side Inc,Uncharted,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-10-22T00:00:00.000,,580 4th St
1289666-10-211,1128965,Vanguard Literary Collective LLC,Medicine For Nightmares,3036 24th St,San Francisco,CA,94110,2021-10-22T00:00:00.000,,2021-10-22T00:00:00.000,,3036 24th St
1289667-10-211,1058654,Side Inc,Adi Real Estate,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-10-22T00:00:00.000,,580 4th St
1289668-10-211,433169,The Spiral Partnershp Inc,Stuart Mcfaul Associates,351 Diamond St,San Francisco,CA,94114,2007-01-15T00:00:00.000,,2021-10-22T00:00:00.000,,351 Diamond St
1289670-10-211,1128966,Pf Handyman,Pf Handyman,660 W Field Rd Unit 281,San Francisco,CA,94128,2019-01-08T00:00:00.000,,2019-01-08T00:00:00.000,,660 W Field Rd Unit 281941
1289671-10-211,1058654,Side Inc,Agam Real Estate,580 4th St,San Francisco,CA,94107,2016-09-01T00:00:00.000,,2021-10-22T00:00:00.000,,580 4th St
1289673-10-211,448595,Health Advances LLC,Health Advances LLC,101 2nd St Ste 800,San Francisco,CA,94105,2008-07-01T00:00:00.000,,2020-02-01T00:00:00.000,,275 Grove St 1-300 Ste
1289677-10-211,416667,Wong Vivien,263 26th Avenue,2543 Clement St,San Francisco,CA,94121,2007-04-01T00:00:00.000,,2007-04-01T00:00:00.000,,2543 Clement St
1289679-10-211,1108956,Rapid Robotics Inc,"Rapid Robotics, Inc.",100 Hooper St Ste 15,San Francisco,CA,94107,2019-10-23T00:00:00.000,,2021-10-01T00:00:00.000,,100 Hooper St Ste 15
1289684-10-211,1128968,"S.M.E ""Samoends"" 4one5","S.M.E ""Samoends"" 4one5",26 Northridge Rd,San Francisco,CA,94124,2021-10-15T00:00:00.000,,2021-10-15T00:00:00.000,,26 Northridge Rd
1289688-10-211,1019224,Sisense Sf Inc,"Sisense Sf, Inc.",201 3rd St Ste 900,San Francisco,CA,94103,2013-07-01T00:00:00.000,,2021-01-01T00:00:00.000,,0000 Undeliverable Mail
1289689-10-211,1078227,"Scale Labs, Inc. F/K/A Ava Labs, Inc.","Scale Ai, Inc.",155 5th St Fl 6,San Francisco,CA,94103,2016-05-03T00:00:00.000,,2021-10-01T00:00:00.000,,155 5th St Fl 6
1289692-10-211,1123874,City Storage Systems LLC,Kitchen Concepts,475 Sixth St,San Francisco,CA,94103,2019-01-01T00:00:00.000,,2019-04-29T00:00:00.000,,633 W 5th St Fl 11
1289693-10-211,1123874,City Storage Systems LLC,475 Sixth Street (1),350 S Beverly Dr Ste 210,Beverly Hills,CA,90212,2019-01-01T00:00:00.000,,2019-04-29T00:00:00.000,,633 W 5th St Fl 11
1289694-10-211,1123874,City Storage Systems LLC,90 Charter Oak Ave Sf LLC,475 Sixth St,San Francisco,CA,94103,2019-01-01T00:00:00.000,,2019-04-29T00:00:00.000,,633 W 5th St Fl 11
1289695-10-211,1123874,City Storage Systems LLC,90 Charter Oak Ave Sf LLC,90 Charter Oak Ave,San Francisco,CA,94124,2019-01-01T00:00:00.000,,2019-04-29T00:00:00.000,,633 W 5th St Fl 11
1289697-10-211,1128971,Dr Adam Carcamo Od,Dr Adam Carcamo Od,1000 Valencia St,San Francisco,CA,94110,2021-10-01T00:00:00.000,,2021-10-01T00:00:00.000,,1000 Valencia St
1289702-10-211,17892,Man Hing IVory & Imports Inc,Man Hing IVory & Imports Inc,124 Gilbert St,San Francisco,CA,94103,1968-10-01T00:00:00.000,,2021-10-01T00:00:00.000,,124 Gilbert St
1289704-10-211,86601,Aus Corp,Arts Of China,124 Gilbert St,San Francisco,CA,94103,1974-05-20T00:00:00.000,,2021-10-01T00:00:00.000,,0000 Undeliverable Mail
1289705-10-211,1128181,Muse Permanent Makeup,Muse Permanent Makeup,766 Harrison St Ste 103,San Francisco,CA,94107,2021-09-23T00:00:00.000,,2021-10-22T00:00:00.000,,766 Harrison St Ste 101
1289707-10-211,1128974,Solti Restaurant Inc,Gurung Kitchen,1033 Irving St,San Francisco,CA,94122,2021-10-01T00:00:00.000,,2021-10-01T00:00:00.000,,1033 Irving St
1289708-10-211,344852,Keegan Construction Inc,"Keegan Construction, Inc.",84 28th St,San Francisco,CA,94110,2001-05-01T00:00:00.000,,2021-10-01T00:00:00.000,,Po Box 460790
1289711-10-211,1128975,Arron Morgan,Arron Morgan,337 Masonic Ave,San Francisco,CA,94118,2021-10-22T00:00:00.000,,2021-10-22T00:00:00.000,,337 Masonic Ave
1289712-10-211,1111242,"Thompson Legal Advisory Services, P.C.","Thompson Legal Advisory Services, P.C.",1 Sansome St Ste 3500,San Francisco,CA,94104,2020-01-08T00:00:00.000,,2021-10-01T00:00:00.000,,229 Brannan St Unit 18g
1289714-10-211,1128976,Wesley Mahler,891 28th Ave,1725 Ne 44th Ave,Portland,OR,97213,2021-10-18T00:00:00.000,,2021-10-18T00:00:00.000,,1904 Ne 45th Ave
1289718-10-211,1128978,"Spoon Radio Us, Inc.","Spoon Radio Us, Inc.",595 Pacific Ave # 4,San Francisco,CA,94133,2020-04-01T00:00:00.000,,2020-04-01T00:00:00.000,,595 Pacific Ave # 4
1289720-10-211,1128979,Le Transportation,Le Transportation,2514 Home Crest Dr,San Jose,CA,95148,2019-07-08T00:00:00.000,,2019-07-08T00:00:00.000,,2514 Home Crest Dr
1289727-10-211,1100054,Slick - Tix LLC.,Slick - Tix LLC.,98 12th St Ste 100,San Francisco,CA,94103,2019-03-01T00:00:00.000,,2019-03-11T00:00:00.000,,98 12th St Ste 100
1289728-10-211,69479,Sf Cardiovascular Surgeons In,"Sf Cardiovascular Surgeons, Inc.",2250 Hayes St Ste 204,San Francisco,CA,94117,1971-08-01T00:00:00.000,,1971-08-01T00:00:00.000,,2250 Hayes St Ste 204
1289733-10-211,1128981,Doodles Sf LLC,Doodles Sf LLC,250 Friedell St,San Francisco,CA,94124,2021-09-18T00:00:00.000,,2021-09-18T00:00:00.000,,0000 Undeliverable Mail
1289739-10-211,1128983,Hc Consulting Company,Hc Consulting Company,434 Head St,San Francisco,CA,94132,2021-10-01T00:00:00.000,,2021-10-01T00:00:00.000,,434 Head St
1289740-10-211,312955,Bello & Assoc Structural Eng,"Bello & Associates, Structural Engineers",165 10th St Ste 25,San Francisco,CA,94103,1996-10-01T00:00:00.000,,2020-11-01T00:00:00.000,,165 10th St Ste 25
1289744-10-211,1128985,Larisa Balachov,Macaron Therapy,615 John Muir Dr Apt 719,San Francisco,CA,94132,2021-10-24T00:00:00.000,,2021-10-24T00:00:00.000,,615 John Muir Dr Apt 719
1289749-10-211,1128987,Anthropic Pbc,Anthropic Pbc,731 Sansome St Fl 5,San Francisco,CA,94111,2021-09-27T00:00:00.000,,2021-09-27T00:00:00.000,,548 Market St Pmb 9037
1289752-10-211,1128988,Brilliantly LLC,Brilliantly LLC,5528 Fulton St,San Francisco,CA,94121,2021-08-21T00:00:00.000,,2021-08-21T00:00:00.000,,5528 Fulton St
1289754-10-211,1128989,Dr. Mei Looi,Dr. Mei Looi,801 Portola Dr Ste 203,San Francisco,CA,94127,2021-10-24T00:00:00.000,,2021-10-24T00:00:00.000,,801 Portola Dr Ste 203
1289756-10-211,367355,Patsel K/Alexandrova-Patsel G,City Ballet San Francisco,98 12th St Ste 100,San Francisco,CA,94103,2003-06-09T00:00:00.000,,2021-09-13T00:00:00.000,,98 12th St Ste 100
