ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1294774-01-221,1130916,"F S & L Real Estate Group, LLC","F S & L Real Estate Group, LLC",38 Moss St Apt 301b,San Francisco,CA,94103.0,2022-01-07T00:00:00.000,,2022-01-07T00:00:00.000,,38 Moss St Apt 301b
1294776-01-221,376742,Healthright 360,Healthright 360 -- Soma Rise,1076 Howard St #,San Francisco,CA,94103.0,1967-06-01T00:00:00.000,,2022-01-01T00:00:00.000,,1563 Mission St 4 Fl
1294778-01-221,1130918,Utopia Delights,Whats The Scoop,5668 3rd St,San Francisco,CA,94124.0,2021-11-12T00:00:00.000,,2021-11-12T00:00:00.000,,5668 3rd St
1294786-01-221,1130922,Friends Of Friends Nyc,Friends Of Friends Nyc,1304 Troy Ave,New York City,NY,11203.0,2021-09-28T00:00:00.000,,2021-09-28T00:00:00.000,,1304 Troy Ave
1294792-01-221,44859,Pacific Gas & Electric Co,Pg&E,3620 Buchanan St,San Franciso,CA,94123.0,1968-10-01T00:00:00.000,,2022-01-07T00:00:00.000,,Po Box 31535
1294800-01-221,1130929,Tresor Valeur,Tresor Valeur,3245 Geary Blvd Unit 590,San Francisco,CA,94118.0,2022-01-07T00:00:00.000,,2022-01-07T00:00:00.000,,3245 Geary Blvd Unit 590522
1294802-01-221,1130930,"Province Of The Holy Name, Inc.",St. Jude Shrine,15368 Po Box,San Francisco,CA,94115.0,2021-12-01T00:00:00.000,,2021-12-01T00:00:00.000,,5877 Birch Ct
1294804-01-221,1130931,App Economy Insights LLC,App Economy Insights LLC,18 Bartol St Unit 102,San Francisco,CA,94133.0,2022-01-03T00:00:00.000,,2022-01-03T00:00:00.000,,18 Bartol St Unit 1021
1294809-01-221,1130933,Kb Mechanical Inc.,Kb Mechanical Inc.,25379 Buckeye Dr,Castro Valley,CA,94552.0,2022-01-01T00:00:00.000,,2022-01-01T00:00:00.000,,25379 Buckeye Dr
1294813-01-221,1130935,Ganja Nation LLC,Ganja Nation LLC,291 Ellis St Bldg,San Francisco,CA,94102.0,2020-11-05T00:00:00.000,,2020-11-05T00:00:00.000,,291 Ellis St Bldg
1294815-01-221,1130936,"Csuitemusic, LLC","Csuitemusic, LLC",14500 Sherman Cir Apt 540,Van Nuys,CA,91405.0,2022-01-07T00:00:00.000,,2022-01-07T00:00:00.000,,14500 Sherman Cir Apt 540
1294817-01-221,1130937,Pazar LLC,Pazar,568  Shotwell St,San Francisco,CA,94110.0,2022-01-06T00:00:00.000,,2022-01-06T00:00:00.000,,568 1/2 Shotwell St
1294818-01-221,1130937,Pazar LLC,Pazar Studio,568  Shotwell St,San Francisco,CA,94110.0,2022-01-06T00:00:00.000,,2022-01-06T00:00:00.000,,568 1/2 Shotwell St
1294819-01-221,461307,El Tomate Inc,Double Shot Express,400 Parnassus Ave,San Francisco,CA,94122.0,2011-08-01T00:00:00.000,,2021-12-15T00:00:00.000,,2916 24th St
1294821-01-221,1130938,California Design Labs LLC,California Design Labs LLC,584 Castro St # 371,San Francisco,CA,94114.0,2022-01-03T00:00:00.000,,2022-01-03T00:00:00.000,,584 Castro St # 371
1294824-01-221,1130939,J & J Acupressure LLC,Tai Chi Massage,3373 Mission St,San Francisco,CA,94110.0,2022-01-01T00:00:00.000,,2022-01-01T00:00:00.000,,797 6th Ave
1294826-01-221,1130940,Julia Pellegrini Architect Inc,35th Collective,812 35 Ave,San Francisco,CA,94121.0,2022-01-03T00:00:00.000,,2022-01-03T00:00:00.000,,812 35 Ave
1294828-01-221,1130941,Peninsula Custom Construction Inc,Peninsula Custom Construction Inc,1600 Ark St,San Mateo,CA,94403.0,2022-01-01T00:00:00.000,,2022-01-01T00:00:00.000,,1600 Ark St
1294831-01-221,1130763,Sirivath Mu,Practicali Law,584 Castro St # 379,San Francisco,CA,94114.0,2022-01-03T00:00:00.000,,2022-01-08T00:00:00.000,,218 Corbett Ave
1294833-01-221,1130943,Ann Wilson,Ann Wilson Bookkeeping,2350 Taylor St Ste 8,San Francisco,CA,94133.0,2022-01-03T00:00:00.000,,2022-01-03T00:00:00.000,,2350 Taylor St Ste 8
1294835-01-221,1130944,Honey-Do Services LLC,Honey-Do Services LLC,2630 Downer Ave,Richmond,CA,94804.0,2022-01-08T00:00:00.000,,2022-01-08T00:00:00.000,,2630 Downer Ave
1294838-01-221,1130945,Levi's Construction Inc.,Levi's Construction Inc.,4231 Harmon Rd,El Sobrante,CA,94803.0,2022-01-07T00:00:00.000,,2022-01-07T00:00:00.000,,4231 Harmon Rd
1294844-01-221,1130948,Ama Mahmoud Health And Test Services,Ama Mahmoud Health And Test Services,1078 Potrero Ave Apt 3,San Francisco,CA,94110.0,2022-01-06T00:00:00.000,,2022-01-06T00:00:00.000,,1078 Potrero Ave Apt 3
1294846-01-221,1130949,"Synchronous Group, LLC",Synchronous Group LLC,233 Sansome St,San Francisco,CA,94104.0,2022-01-01T00:00:00.000,,2022-01-01T00:00:00.000,,0000 Undeliverable Mail
1294850-01-221,1130951,Douglas Peete,Douglas Peete,1045 N Mission S St Apt 3,San Francisco,CA,94103.0,2021-12-15T00:00:00.000,,2021-12-17T00:00:00.000,,0000 Undeliverable Mail
1294851-01-221,337943,Imperial Council Of Sf Inc,Emperor Of Alcatraz,584 Castro St,"San Francisco, Ca",CA,94114.0,1994-02-08T00:00:00.000,,2022-01-09T00:00:00.000,,584 Castro St
1294852-01-221,337943,Imperial Council Of Sf Inc,Empress Of Alcatraz,584 Castro St,"San Francisco, Ca",CA,94114.0,1994-02-08T00:00:00.000,,2022-01-09T00:00:00.000,,584 Castro St
1294854-01-221,1130952,Sola Chola,Sexy Sola,1349 San Bruno Ave,San Francisco,CA,94110.0,2022-01-08T00:00:00.000,,2022-01-08T00:00:00.000,,1349 San Bruno Ave
1294855-01-221,1120810,"Ajp Associates, Inc.","Ajp Associates, Inc.",98 Battery St Ste 603,San Francisco,CA,94111.0,2021-01-04T00:00:00.000,,2022-01-09T00:00:00.000,,98 Battery St Ste 603
1294856-01-221,1082479,"Spatializing, Inc.","Spatializing, Inc.",59 Vancleave Way,Oakland,CA,94619.0,2018-01-05T00:00:00.000,,2021-12-20T00:00:00.000,,4096 Piedmont Ave # 185
1294863-01-221,1021227,Truly Pawsome Inc,"Truly Pawsome, Inc.",2275 Broadway St Apt 415,San Francisco,CA,94115.0,2015-11-01T00:00:00.000,,2021-12-07T00:00:00.000,,2275 Broadway St Apt 415
1294865-01-221,1130956,Mfc Training LLC,Mfc Training LLC,1169 Gorgas Ave Ste B,San Francisco,CA,94129.0,2021-11-04T00:00:00.000,,2021-11-04T00:00:00.000,,942 Paloma Ave
