ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1011054-11-141,1005586,Gary Kwok-Ying Lam Dpm Apc,San Francisco Foot & Ankle Group,410 16th Ave,San Francisco,CA,94118,2014-11-01T00:00:00.000,,2014-11-01T00:00:00.000,,410 16th Ave
1011081-11-141,1005591,Partners Contracting Inc,Partners Contracting Inc,4320 Redwood Hwy Ste 100,San Rafael,CA,94903,2014-11-01T00:00:00.000,,2014-11-01T00:00:00.000,,4320 Redwood Hwy Ste 100
1011093-11-141,415092,Madderra Garret S,Garret S Madderra Dds Lp,2374 Market St,San Francisco,CA,94114,2004-06-01T00:00:00.000,,2012-07-01T00:00:00.000,,2370 Market St
1011096-11-141,1005600,Shurgard Storage Centers LLC,Public Storage,99 South Van Ness Ave,San Francisco,CA,94103,2006-08-23T00:00:00.000,,2006-08-23T00:00:00.000,,701 Western Ave
1011125-11-141,955289,Lipton Craig S,Maven Fine Art,1138 Taylor St,San Francisco,CA,94108,1999-12-25T00:00:00.000,,2014-11-01T00:00:00.000,,1142 Taylor St
1011140-11-141,396783,Tl Management LLC,Tl Management LLC,355 Hayes St,San Francisco,CA,94102,2005-01-01T00:00:00.000,,2013-11-04T00:00:00.000,,355 Hayes St
1011142-11-141,1005622,Whitworth Kaylee,Closeted,450 Shotwell St,San Francisco,CA,94110,2014-11-01T00:00:00.000,,2014-11-01T00:00:00.000,,450 Shotwell St
1011143-11-141,469376,United Marble & Granite Inc,United Marble & Granite Inc,2163 Martin Ave,Santa Clara,CA,95050,2012-05-02T00:00:00.000,,2014-03-01T00:00:00.000,,2163 Martin Ave
1011150-11-141,1005625,305 Hyde Street Poperty LLC,305 Hyde Street Apartments,305 Hyde St,San Francisco,CA,94109,2014-10-29T00:00:00.000,,2014-10-29T00:00:00.000,,0000 Undeliverable Mail
1011153-11-141,1005627,17 Decatur Street  Property LLC,17 Decatur Street Apartments,17 Decatur St,San Francisco,CA,94103,2014-10-29T00:00:00.000,,2014-10-29T00:00:00.000,,0000 Undeliverable Mail
1011156-11-141,1005628,Wallcovering Designs Inc,Wallcovering Designs Inc,925 Tanklage Rd Ste A,San Carlos,CA,94070,2014-10-15T00:00:00.000,,2014-10-15T00:00:00.000,,925 Tanklage Rd Ste A
1011157-11-141,1005629,245 Leavenworth Street Property LLC,245 Leavenworth St Apartments,245 Leavenworth St,San Francisco,CA,94102,2014-10-29T00:00:00.000,,2014-10-29T00:00:00.000,,0000 Undeliverable Mail
1011161-11-141,1005630,840 Van Ness Avenue Property LLC,840 Van Ness Ave Apartments,840 Van Ness Ave,San Francisco,CA,94109,2014-10-29T00:00:00.000,,2014-10-29T00:00:00.000,,308 Jessie St
1011162-11-141,1005632,347 Eddy Street Property LLC,347 Eddy Street Apartments,347 Eddy St,San Francisco,CA,94102,2014-10-29T00:00:00.000,,2014-10-29T00:00:00.000,,0000 Undeliverable Mail
1011182-11-141,1005643,Wong John B,Boxer Group,828 33rd Ave,San Francisco,CA,94121,2014-07-01T00:00:00.000,,2014-07-01T00:00:00.000,,Po Box 590603
1011183-11-141,380589,Suffolk Construction Co Inc,Suffolk Construction Company,390 Fremont St,San Francisco,CA,94105,2012-11-26T00:00:00.000,,2014-08-25T00:00:00.000,,525 Market St 2850 Ste
1011228-11-141,9317,Feed Bag Inc,Feed Bag Inc,10499 Jasper Agate Ct,Nevada City,CA,95959,1968-10-01T00:00:00.000,,2014-04-17T00:00:00.000,,Po Box 15760
1011242-11-141,1005653,Biello Rachel,Wag Along,153 Bronte St,San Francisco,CA,94110,2014-11-05T00:00:00.000,,2014-11-05T00:00:00.000,,153 Bronte St
1011247-11-141,1005654,Western Abatement Inc,Western Abatement Inc,448 Ignacio Blvd Ste #234,Novato,CA,94949,2014-11-05T00:00:00.000,,2014-11-05T00:00:00.000,,1001 Shannon Ct Ste B
1011262-11-141,305000,Eric Tabas Md Inc,Eric Tabas Md Inc,450 Sutter St 1324,San Francisco,CA,94108,1988-04-01T00:00:00.000,,2014-08-31T00:00:00.000,,450 Sutter St Ste 1324
1011273-11-141,454259,Ashbury Heights Capital LLC,Ashbury Heights Capital LLC,184 Forest Side Ave,San Francisco,CA,94127,2009-05-09T00:00:00.000,,2013-03-31T00:00:00.000,,714 W Poplar Ave
1011297-11-141,476189,S D Mayer & Associates Llp,S D Mayer & Associates Llp,235 Montgomery St Ste 2800,San Francisco,CA,94104,2013-01-01T00:00:00.000,,2013-07-01T00:00:00.000,,235 Montgomery St Fl 30
1011302-11-141,1005669,Hitoshi Shigeta,Hitoshi Shigeta,807 40th Ave,San Francisco,CA,94121,2012-06-02T00:00:00.000,,2012-06-02T00:00:00.000,,807 40th Ave
1011317-11-141,1005673,Kloepfer Michael J,Mka,2152 Bay St,San Francisco,CA,94123,2014-11-06T00:00:00.000,,2014-11-06T00:00:00.000,,2152 Bay St
