ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1047545-12-151,207506,Lee Living Trust The,1476 & 1490 California St Bldg,1476 & 1490 California St,San Francisco,CA,94109.0,1989-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,1550 Clement St Apt 1
1047548-12-151,207506,Lee Living Trust The,2232 Mission St Bldg,2232 Mission St,San Francisco,CA,94110.0,1989-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,1550 Clement St Apt 1
1047552-12-151,1022292,Lee Living Trust The,774-784 Pine Street Apts,774 Pine St #784,San Francisco,CA,94108.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,1550 Clement St Apt 1
1047557-12-151,1022294,Lee Living Trust The,2230 Mission Street Apts,2230 Mission St #1-20,San Francisco,CA,94110.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,1550 Clement St Apt 1
1047559-12-151,1022295,Lee Living Trust The,1478-1488 California Street Apts,1478 California St #1488,San Francisco,CA,94109.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,1550 Clement St Apt 1
1047562-12-151,487942,Hoyer Richard,Law Offices Of Richard A Hoyer,4 Embarcadero Center 14th Flr Ste #1400,San Francisco,CA,94111.0,2013-04-01T00:00:00.000,,2015-12-23T00:00:00.000,,4 Embarcadero Ctr Fl 14
1047563-12-151,487942,Hoyer Richard,Hoyer & Hicks,4 Embarcadero Center 14th Flr Ste #1400,San Francisco,CA,94111.0,2013-04-01T00:00:00.000,,2015-12-23T00:00:00.000,,4 Embarcadero Ctr Fl 14
1047580-12-151,83101,Natl Picture Framing Ctrs Inc,Cheap Petes Frame Factory Outlet,4249 Geary Blvd,San Francisco,CA,94118.0,1974-07-01T00:00:00.000,,2015-12-21T00:00:00.000,,430 Lesser St
1047587-12-151,1022305,Klein Sarah,Lower Falls,2318 36th Ave,San Francisco,CA,94116.0,2015-12-23T00:00:00.000,,2015-12-23T00:00:00.000,,2318 36th Ave
1047591-12-151,1022309,Lezama Electric Inc,Lezama Electric Inc,555 E Angus Ave,San Bruno,CA,94066.0,2015-12-23T00:00:00.000,,2015-12-23T00:00:00.000,,555 Angus Ave E
