ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1238798-11-191,1058654,Side Inc,Grove Real Estate,580 4th St,San Francisco,CA,94107.0,2016-09-01T00:00:00.000,,2019-11-18T00:00:00.000,,580 4th St
1238800-11-191,1108111,Ramiro Arana Cabrera,Arana's Cleaning,901 Sunnydale Ave,San Francisco,CA,94134.0,2019-10-30T00:00:00.000,,2019-11-18T00:00:00.000,,901 Sunnydale Ave
1238801-11-191,1075241,"Matko Group, Inc.",Matko,1355 Market St,San Francisco,CA,94103.0,2017-08-25T00:00:00.000,,2019-11-19T00:00:00.000,,440 Pointe Pacific Apt 2
1238811-11-191,1108697,E.E. Gilbert Construction Inc,E.E. Gilbert Construction Inc,155 Howe Rd,Martinez,CA,94553.0,2019-11-19T00:00:00.000,,2019-11-19T00:00:00.000,,155 Howe Rd
1238819-11-191,1108702,Stronghold Institutional Services LLC,Stronghold,604 Mission St Fl 6,San Francisco,CA,94116.0,2019-11-19T00:00:00.000,,2019-11-19T00:00:00.000,,548 Market St
1238821-11-191,1108703,Dodo Banana LLC,Dodo Banana,1035 Broadway,San Francisco,CA,94133.0,2019-10-27T00:00:00.000,,2019-10-27T00:00:00.000,,1035 Broadway
1238825-11-191,1108705,Two Cranes Advisors LLC,Two Cranes Advisors,997 Carolina St,San Francisco,CA,94107.0,2019-11-11T00:00:00.000,,2019-11-11T00:00:00.000,,2 Greens Farms Holw
1238829-11-191,1108707,"Octavia Rsu Associates, L.P.","Octavia Rsu Associates, L.P.",201 Eddy Street,San Francisco,CA,94102.0,2019-05-14T00:00:00.000,,2019-11-18T00:00:00.000,,201 Eddy St
1238831-11-191,1108708,Mark Lehmann,Mark Lehmann,2975 Harrison St Bldg,San Francisco,CA,94110.0,2019-11-19T00:00:00.000,,2019-11-19T00:00:00.000,,2975 Harrison St Bldg
1238837-11-191,1108711,La Santa Torta LLC,La Santa Torta,333 Broadway Ave,Oakland,CA,94607.0,2019-11-19T00:00:00.000,,2019-11-19T00:00:00.000,,1748 Peachwillow St
1238841-11-191,1108713,Daniel Espinosa,Tacomiendo,5015 Appian Way,El Sobrante,CA,94803.0,2019-11-19T00:00:00.000,,2019-11-19T00:00:00.000,,1148 Marlesta Rd
1238845-11-191,1108715,"Mcgriff Insurance Services, Inc.","Mcgriff Insurance Services, Inc.",250 Montgomery St,San Francisco,CA,94104.0,2019-05-01T00:00:00.000,,2019-05-01T00:00:00.000,,Po Box 483
1238853-11-191,1108721,"Sf-Broadway Capital, Inc.",Osmanthus Dim Sum Lounge,504 Broadway St,San Francisco,CA,94133.0,2019-11-18T00:00:00.000,,2019-11-18T00:00:00.000,,504 Broadway St
1238855-11-191,1108722,Painted Ladies Tour Company,Painted Ladies Tour Company,1020 Redwood Hwy Frontage Rd Apt 1,Mill Valley,CA,94941.0,2019-11-19T00:00:00.000,,2019-11-19T00:00:00.000,,3 Deuce Ct
1238859-11-191,1108725,Jorge Ramirez O'campo,Jorge Ramirez O'campo,193 Price St,Daly City,CA,94014.0,2019-11-06T00:00:00.000,,2019-11-06T00:00:00.000,,193 Price St
1238861-11-191,1108726,Kathleen Deserly,Kathleen Deserly,7530 Bia Rt 168,Wolf Point,MT,59201.0,2019-11-19T00:00:00.000,,2019-11-19T00:00:00.000,,Po Box 716
1238879-11-191,1087221,Coveo Software Corporation,Coveo Software Corp.,44 Montgomery St,San Francisco,CA,94105.0,2016-06-01T00:00:00.000,,2019-09-30T00:00:00.000,,1160 Battery St Ste 100
1238882-11-191,27950,Tads Inc,Tads Inc C,38 Ellis St,San Francisco,CA,94102.0,1968-10-01T00:00:00.000,,2019-11-19T00:00:00.000,,728 Pacific Ave Ste 602
1238883-11-191,373944,Gorman Pipeline Inc,Gorman Pipeline Inc,4150 Balboa St,San Francisco,CA,94121.0,2004-01-16T00:00:00.000,,2008-06-12T00:00:00.000,,4150 Balboa St
1238885-11-191,458304,Ng Hanley/Ng Alice,Uniworld International,17 Jansen St,San Francisco,CA,94133.0,2011-04-19T00:00:00.000,,2019-11-19T00:00:00.000,,17 Jansen St
1238886-11-191,458304,Ng Hanley/Ng Alice,Usa Uniworld,17 Jansen St,San Francisco,CA,94133.0,2011-04-19T00:00:00.000,,2019-11-19T00:00:00.000,,17 Jansen St
1238896-11-191,1108737,Sf Smartshop LLC,Professor Seagull's Smartshop,2164 Taylor St,San Francisco,CA,94133.0,2019-11-01T00:00:00.000,,2019-11-01T00:00:00.000,,1351 Grant Ave
1238898-11-191,1108738,Pospichel Cpa,Pospichel Cpa,90 New Montgomery 1020,San Francisco,CA,94105.0,2019-11-07T00:00:00.000,,2019-11-07T00:00:00.000,,90 New Montgomery St Ste 1020
1238907-11-191,1108742,Chinchilla Construction Administration,Chinchilla Construction Administration,415 Cavanaugh St,San Mateo,CA,94401.0,2019-11-20T00:00:00.000,,2019-11-20T00:00:00.000,,318 S B St Unit 12
1238917-11-191,1108747,Ba&R Enterprise LLC,Seafood Station,803 Cortland Ave,San Francicsco,CA,94110.0,2019-11-20T00:00:00.000,,2019-11-20T00:00:00.000,,803 Cortland Ave
1238919-11-191,1108748,Julia Ward,Julia Ward,48 Linda St,San Francisco,CA,94110.0,2019-11-15T00:00:00.000,,2019-11-15T00:00:00.000,,48 Linda St
1238925-11-191,1108751,Infinitude Inc.,Infinitude Inc.,2309 Noriega St 15,San Francisco,CA,94122.0,2019-11-20T00:00:00.000,,2019-11-20T00:00:00.000,,2309 Noriega St 15 #
1238927-11-191,1108752,"Powerschool Group, LLC","Powerschool Group, LLC",36 Oakwood St Apt 5,San Francisco,CA,94110.0,2019-11-20T00:00:00.000,,2019-11-20T00:00:00.000,,150 Parkshore Dr
1238929-11-191,1108753,Cowi-Terra Joint Venture,Cowi-Terra Joint Venture,350 Sansome St Ste 830,San Francisco,CA,94104.0,2019-11-20T00:00:00.000,,2019-11-20T00:00:00.000,,235 Montgomery St Ste 1025
