ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1034568-07-151,317464,Mdnh Partners L P,Mdnh Partners L P,1 Embarcadero Ctr Ste 1150,San Francisco,CA,94111.0,1997-01-01T00:00:00.000,,2014-06-01T00:00:00.000,,1770 Post St Pmb 247
1034570-07-151,1016346,Echoic Engineering LLC,Echoic Engineering,500 Sweeny St,San Francisco,CA,94134.0,2015-07-20T00:00:00.000,,2015-07-20T00:00:00.000,,Po Box 411465
1034582-07-151,1016350,Hall Gail B,829-833a Union St Apartments,829 833a Union St,San Francisco,CA,94133.0,2014-01-19T00:00:00.000,,2014-01-19T00:00:00.000,,738 34th Ave
1034585-07-151,1006794,Yan Kam,Kam Yan,310 Hamilton St #2,San Francisco,CA,94134.0,2014-12-12T00:00:00.000,,2015-05-10T00:00:00.000,,310 Hamilton St Apt 2
1034591-07-151,1005519,Checkr Inc,Checkr Inc,2505 Mariposa St Fl 2,San Francisco,CA,94110.0,2014-10-27T00:00:00.000,,2015-03-27T00:00:00.000,,1 Montgomery St # 2400ste
1034594-07-151,432359,Prospective Pymt Spcialsts Inc,Prospective Payment Specialist,1600 Rosecrans Ave #7,Manhattan Beach,CA,90266.0,2008-09-09T00:00:00.000,,2015-04-24T00:00:00.000,,300 Frank W Burr Blvd Ste 36
1034598-07-151,956901,Yagi Sandra S,Sandra Yagi,2830 20th St #101,San Francisco,CA,94110.0,1996-10-07T00:00:00.000,,2015-05-01T00:00:00.000,,246 Sanchez St C Apt
1034601-07-151,445769,Palecko Alexander,Alex Palecko Woodwork Design,1943 21st Ave,San Francisco,CA,94116.0,2010-01-19T00:00:00.000,,2015-03-01T00:00:00.000,,1943 21st Ave
1034606-07-151,1016355,Rettner Roman & Skelton James,Edit,120 Manor Dr,San Francisco,CA,94127.0,2015-07-23T00:00:00.000,,2015-07-23T00:00:00.000,,120 Manor Dr
1034608-07-151,1016357,Tabar Family Trust,1802 Divisadero St Apts,1802 Divisadero St,San Francisco,CA,94116.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,500 Rivera St
1034618-07-151,1016359,Tabar Family Trust,2700-2706 Bush St Apts,2700 2706 Bush St,San Francisco,CA,94115.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,500 Rivera St
1034621-07-151,468298,Bagdasarova Nina A,Nbco,5308 Shelter Creek Ln,San Bruno,CA,94066.0,2012-03-24T00:00:00.000,,2015-05-18T00:00:00.000,,5308 Shelter Creek Ln
1034624-07-151,1016361,Geler Yakov,Postal Depot,2636 Judah St,San Francisco,CA,94122.0,2015-07-23T00:00:00.000,,2015-07-23T00:00:00.000,,2636 Judah St
1034637-07-151,1016364,On Lok House Inc,On Lok House Inc,1441 Powell St,San Francisco,CA,94133.0,1980-11-01T00:00:00.000,,1980-11-01T00:00:00.000,,1333 Bush St
1034641-07-151,1016365,Sakani Evans Wafuua,Es Construction,909 Marina Village Pkwy #345,Alameda,CA,94501.0,2015-07-24T00:00:00.000,,2015-07-24T00:00:00.000,,909 Marina Village Pkwy # 345
1034643-07-151,344493,Chipotle Mexican Grill Inc,Chipotle Mexican Grill #2293,2675 Geary Blvd Ste E105,San Francisco,CA,94118.0,2001-04-06T00:00:00.000,,2015-07-02T00:00:00.000,,Po Box 182566
1034644-07-151,445701,Delorenzo Christopher P,Laguna Writers,26 Crestline Dr 1,San Francisco,CA,94131.0,2010-01-21T00:00:00.000,,2010-01-21T00:00:00.000,,26 Crestline Dr Apt 1
1034647-07-151,472502,Digacomo Joseph J,Joseph J Digiacomo Cpa,270 Valencia St Rm 203,San Francisco,CA,94103.0,2012-08-20T00:00:00.000,,2013-09-01T00:00:00.000,,270 Valencia St Apt 203
