ttxid,certificate_number,ownership_name,dba_name,full_business_address,city,state,business_zip,dba_start_date,dba_end_date,location_start_date,location_end_date,mailing_address_1
1083533-07-161,488780,Fremont Bank,Fremont Bank,200 Townsend St,San Francisco,CA,94107.0,2003-11-24T00:00:00.000,,2003-11-24T00:00:00.000,,25151 Clawiter Rd
1083534-07-161,470823,Hiemstra Erin C,Apartment 34,1562 Mckinnon Ave,San Francisco,CA,94124.0,2012-07-01T00:00:00.000,,2016-07-15T00:00:00.000,,1562 Mckinnon Ave
1083542-07-161,1039805,Psr West Coast Builder Inc,Psr Builders,3458 Mt Diablo Blvd,Lafayette,CA,94549.0,2016-07-18T00:00:00.000,,2016-07-18T00:00:00.000,,3458 Mt Diablo Blvd
1083550-07-161,1039808,Johnston Sign Co Inc,Johnston Sign Co Inc,3595 Gravenstein S Hwy,Sebastopol,CA,95472.0,2016-07-18T00:00:00.000,,2016-07-18T00:00:00.000,,1310 Commerce St Ste M
1083554-07-161,920551,La Raza Community Resource Center Inc,La Raza Community Resource Center Inc,474 Valencia St #100,San Francisco,CA,94103.0,1993-02-15T00:00:00.000,,1993-02-15T00:00:00.000,,474 Valencia St Ste 100
1083555-07-161,1023559,Madison Bay Capital Management LLC,Madison Bay Capital Management LLC,4 Embarcadero Ctr Ste 1400,San Francisco,CA,94111.0,2016-01-01T00:00:00.000,,2016-07-01T00:00:00.000,,4 Embarcadero Ctr Ste 1400
1083556-07-161,921376,All City Alarm Inc,All City Alarm Inc,520 Davey Glen Rd,Belmont,CA,94002.0,1994-01-01T00:00:00.000,,1994-01-01T00:00:00.000,,520 Davey Glen Rd
1083564-07-161,1039815,Ronald J Shore,1328-1332 Mcallister Street Apartments,Mcallister Street,San Francisco,CA,94115.0,1989-12-01T00:00:00.000,,1989-12-01T00:00:00.000,,200 Lakeside Dr Apt 401
1083570-07-161,1039817,Pearl Investment Company LLC,381-385 Hayes St.,931 Hartz Way Ste 200,Danville,CA,94526.0,1954-04-01T00:00:00.000,,1954-04-01T00:00:00.000,,931 Hartz Way 200 Ste
1083574-07-161,1039819,"Sakai, Dale",2338 Pine Street,2338 Pine St,San Francisco,CA,94115.0,1995-02-01T00:00:00.000,,2016-02-01T00:00:00.000,,35 Geenoaks Drive
1083590-07-161,1039826,3364 18th St,4248 23rd St,4248 23rd St,San Francisco,CA,94114.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,608 Portola Dr
1083611-07-161,400614,Kassaye Haregewoin T,Hareg,646 Gough St,San Francisco,CA,94102.0,2006-08-01T00:00:00.000,,2016-07-18T00:00:00.000,,646 Gough St
1083619-07-161,1039837,Titus Vernon,Titus Construction,1909 18th St,San Francisco,CA,94107.0,2016-07-18T00:00:00.000,,2016-07-18T00:00:00.000,,1909 18th St
1083620-07-161,400614,Kassaye Haregewoin T,Topiary Salon,646 Gough St,San Francisco,CA,94102.0,2006-08-01T00:00:00.000,,2016-07-18T00:00:00.000,,646 Gough St
1083632-07-161,1039846,"Eric Schmitt, Shirley Schmitt, Ralph Schmitt",1574-1576 Golden Gate Ave,2830 Harrison St,San Francisco,CA,94110.0,2010-05-31T00:00:00.000,,2010-05-31T00:00:00.000,,2830 Harrison St
1083662-07-161,1039860,"Adapt: A Behavioral Collective, Inc.","Adapt: A Behavioral Collective, Inc.",139 Hugo St Apt 3,San Francisco,CA,94122.0,2016-07-18T00:00:00.000,,2016-07-18T00:00:00.000,,139 Hugo St Apt 3
1083670-07-161,1039865,Barbara Wittmer Dunn,Barbara Wittmer Dunn,953 Dwight St,San Francisco,CA,94134.0,2016-07-18T00:00:00.000,,2016-07-18T00:00:00.000,,0000 Undeliverable Mail
1083686-07-161,1039873,Mynt Systems Inc,Mynt Systems Inc,1025 Water St Ste A,Santa Cruz,CA,95062.0,2016-07-01T00:00:00.000,,2016-07-01T00:00:00.000,,111 Mission St
1083697-07-161,1039879,1639 Fulton St,4248 23rd St,4248 23rd St,San Francisco,CA,94114.0,2014-01-01T00:00:00.000,,2014-01-01T00:00:00.000,,0000 Undeliverable Mail
1083715-07-161,413257,Mash Vincent,V Mash Construction,1541 Kirkwood Ave,San Francisco,CA,94124.0,2007-02-05T00:00:00.000,,2016-07-18T00:00:00.000,,1541 Kirkwood Ave
1083741-07-161,1039900,"Logicmonitor, Inc","Logicmonitor, Inc",12 E Carrillo St,Santa Barbara,CA,93101.0,2016-04-01T00:00:00.000,,2016-04-01T00:00:00.000,,820 State St Fl 5
1083753-07-161,1006581,Martinez Eddy A,Masi Publishing,1404 Florida St,San Francisco,CA,94110.0,2014-12-01T00:00:00.000,,2016-07-18T00:00:00.000,,Po Box 882674
1083757-07-161,1039908,Pepper8 LLC,Bon Nene,2850 21st St,San Francisco,CA,94110.0,2016-07-18T00:00:00.000,,2016-07-18T00:00:00.000,,2850 21st St
1083763-07-161,1039911,Fillmore Heritage Center Owners Association,Fillmore Heritage Center Owners Association,1310 Fillmore St,San Francisco,CA,94115.0,2007-01-30T00:00:00.000,,2007-01-30T00:00:00.000,,3450 3rd St Ste 1a
1083777-07-161,1039918,Brasada Two LLC,Brasada Two LLC,235 Montgomery St Fl 15,San Francisco,CA,94104.0,2016-07-15T00:00:00.000,,2016-07-15T00:00:00.000,,235 Montgomery St 15 Fl
